Date/Time,Year,Month,Day,Data Quality,Max Temp (C),Max Temp Flag,Min Temp (C),Min Temp Flag,Mean Temp (C),Mean Temp Flag,Heat Deg Days (C),Heat Deg Days Flag,Cool Deg Days (C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
5/23/16,2016,5,23,datqual_a,21,,9.6,,15.3,,2.7,,0,,1.4,,0,,1.4,,,,33,,35,
5/24/16,2016,5,24,datqual_a,25.1,,8,,16.6,,1.4,,0,,0,,0,,0,,,,17,,33,
5/25/16,2016,5,25,datqual_a,25.2,,9.5,,17.4,,0.6,,0,,0,,0,,0,,,,3,,41,
5/26/16,2016,5,26,datqual_a,22.8,,7.6,,15.2,,2.8,,0,,0,T,0,,0,T,,,1,,43,
5/27/16,2016,5,27,datqual_a,18.4,,7.2,,12.8,,5.2,,0,,2.6,,0,,2.6,,,,,,<31,
5/28/16,2016,5,28,datqual_a,20,,4,,12,,6,,0,,1.2,,0,,1.2,,,,16,,52,
5/29/16,2016,5,29,datqual_a,18,,6.3,,12.2,,5.8,,0,,1.8,,0,,1.8,,,,31,,67,
5/30/16,2016,5,30,datqual_a,23.5,,1.9,,12.7,,5.3,,0,,0,,0,,0,,,,,,<31,
5/31/16,2016,5,31,datqual_a,24.8,,6.1,,15.5,,2.5,,0,,0,,0,,0,,,,,,<31,
6/1/16,2016,6,1,datqual_a,27.3,,11.6,,19.5,,0,,1.5,,0,,0,,0,,,,26,,52,
6/2/16,2016,6,2,datqual_a,26.4,,14.1,,20.3,,0,,2.3,,0,T,0,,0,T,,,31,,44,
6/3/16,2016,6,3,datqual_a,28.8,,8.5,,18.7,,0,,0.7,,0,,0,,0,,,,2,,37,
6/4/16,2016,6,4,datqual_a,31,,11.2,,21.1,,0,,3.1,,0,,0,,0,,,,,,<31,
6/5/16,2016,6,5,datqual_a,32.8,,14.3,,23.6,,0,,5.6,,0,,0,,0,,,,,,<31,
6/6/16,2016,6,6,datqual_a,37.2,,13.1,,25.2,,0,,7.2,,0,,0,,0,,,,1,,39,
6/7/16,2016,6,7,datqual_a,33.8,,12.2,,23,,0,,5,,0,,0,,0,,,,,,<31,
6/8/16,2016,6,8,datqual_a,30.4,,15.5,,23,,0,,5,,1,,0,,1,,,,23,,41,
6/9/16,2016,6,9,datqual_a,23.6,,7.9,,15.8,,2.2,,0,,0,,0,,0,,,,1,,35,
6/10/16,2016,6,10,datqual_a,20,,10.3,,15.2,,2.8,,0,,24.6,,0,,24.6,,,,23,,70,
6/11/16,2016,6,11,datqual_a,17.2,,5.6,,11.4,,6.6,,0,,2.6,,0,,2.6,,,,22,,43,
6/12/16,2016,6,12,datqual_a,22.6,,5.8,,14.2,,3.8,,0,,0,,0,,0,,,,17,,33,
6/13/16,2016,6,13,datqual_a,19.6,,9,,14.3,,3.7,,0,,0.6,,0,,0.6,,,,33,,33,
6/14/16,2016,6,14,datqual_a,16,,6.4,,11.2,,6.8,,0,,2.2,,0,,2.2,,,,23,,50,
6/15/16,2016,6,15,datqual_a,18.6,,1.3,,10,,8,,0,,0,,0,,0,,,,22,,56,
6/16/16,2016,6,16,datqual_a,21.6,,2.2,,11.9,,6.1,,0,,0,,0,,0,,,,17,,43,
6/17/16,2016,6,17,datqual_a,24,,3.8,,13.9,,4.1,,0,,0,,0,,0,,,,16,,33,
6/18/16,2016,6,18,datqual_a,17.1,,10.9,,14,,4,,0,,9.6,,0,,9.6,,,,20,,41,
6/19/16,2016,6,19,datqual_a,21.2,E,,M,,M,,M,,M,0,,0,,0,,,,19,,39,
6/20/16,2016,6,20,datqual_a,21.9,,9.2,,15.6,,2.4,,0,,4.6,,0,,4.6,,,,26,,54,
6/21/16,2016,6,21,datqual_a,24.8,,9.9,,17.4,,0.6,,0,,0.4,,0,,0.4,,,,,,<31,
6/22/16,2016,6,22,datqual_a,26.9,,12.2,,19.6,,0,,1.6,,0,,0,,0,,,,17,,43,
6/23/16,2016,6,23,datqual_a,23.7,,14.2,,19,,0,,1,,8.4,,0,,8.4,,,,5,,35,
6/24/16,2016,6,24,datqual_a,16.7,,11.5,,14.1,,3.9,,0,,19.4,,0,,19.4,,,,,,<31,
6/25/16,2016,6,25,datqual_a,23.9,,11.1,,17.5,,0.5,,0,,0,,0,,0,,,,3,,54,
6/26/16,2016,6,26,datqual_a,26.9,,9,,18,,0,,0,,0,,0,,0,,,,,,<31,
6/27/16,2016,6,27,datqual_a,29.2,,12.2,,20.7,,0,,2.7,,0.6,,0,,0.6,,,,1,,32,
6/28/16,2016,6,28,datqual_a,30.6,,13.2,,21.9,,0,,3.9,,0,,0,,0,,,,22,,46,
6/29/16,2016,6,29,datqual_a,32.2,,16.3,,24.3,,0,,6.3,,0,,0,,0,,,,,,<31,
6/30/16,2016,6,30,datqual_a,32.1,,12.9,,22.5,,0,,4.5,,0,,0,,0,,,,0,,39,
7/1/16,2016,7,1,datqual_a,27,,11.5,,19.3,,0,,1.3,,0,T,0,,0,T,,,35,,50,
7/2/16,2016,7,2,datqual_a,30.4,,12.7,,21.6,,0,,3.6,,0,,0,,0,,,,2,,35,
7/3/16,2016,7,3,datqual_a,26.3,,13.9,,20.1,,0,,2.1,,0,,0,,0,,,,24,,54,
7/4/16,2016,7,4,datqual_a,23.4,,12.2,,17.8,,0.2,,0,,0,,0,,0,,,,28,,43,
7/5/16,2016,7,5,datqual_a,20.4,,11.1,,15.8,,2.2,,0,,0.6,,0,,0.6,,,,2,,39,
7/6/16,2016,7,6,datqual_a,26.1,,7.1,,16.6,,1.4,,0,,0,,0,,0,,,,,,<31,
7/7/16,2016,7,7,datqual_a,24.3,,9.1,,16.7,,1.3,,0,,0,T,0,,0,T,,,18,,37,
7/8/16,2016,7,8,datqual_a,26.1,,14.9,,20.5,,0,,2.5,,0,T,0,,0,T,,,16,,46,
7/9/16,2016,7,9,datqual_a,21.1,,12.2,,16.7,,1.3,,0,,11.6,,0,,11.6,,,,22,,32,
7/10/16,2016,7,10,datqual_a,24.4,,12.7,,18.6,,0,,0.6,,0.8,,0,,0.8,,,,26,,35,
7/11/16,2016,7,11,datqual_a,25.9,,9.3,,17.6,,0.4,,0,,0,,0,,0,,,,,,<31,
7/12/16,2016,7,12,datqual_a,25.8,,15,,20.4,,0,,2.4,,0.4,,0,,0.4,,,,16,,35,
7/13/16,2016,7,13,datqual_a,28,,10.3,,19.2,,0,,1.2,,0,,0,,0,,,,36,,33,
7/14/16,2016,7,14,datqual_a,29.9,,11.7,,20.8,,0,,2.8,,0,,0,,0,,,,2,,56,
7/15/16,2016,7,15,datqual_a,20.6,,13.7,,17.2,,0.8,,0,,1.4,,0,,1.4,,,,2,,54,
7/16/16,2016,7,16,datqual_a,24.3,,13.1,,18.7,,0,,0.7,,1.8,,0,,1.8,,,,3,,50,
7/17/16,2016,7,17,datqual_a,26,,12.8,,19.4,,0,,1.4,,0.4,,0,,0.4,,,,,,<31,
7/18/16,2016,7,18,datqual_a,27.9,,10.8,,19.4,,0,,1.4,,0,,0,,0,,,,16,,65,
7/19/16,2016,7,19,datqual_a,28.9,,13.3,,21.1,,0,,3.1,,12.6,,0,,12.6,,,,22,,56,
7/20/16,2016,7,20,datqual_a,27.4,,9.1,,18.3,,0,,0.3,,0,T,0,,0,T,,,17,,30,
7/21/16,2016,7,21,datqual_a,30.2,,9.9,,20.1,,0,,2.1,,0,,0,,0,,,,17,,54,
7/22/16,2016,7,22,datqual_a,25.5,,15.5,,20.5,,0,,2.5,,0.4,,0,,0.4,,,,21,,41,
7/23/16,2016,7,23,datqual_a,27.8,,8.3,,18.1,,0,,0.1,,0,,0,,0,,,,,,<31,
7/24/16,2016,7,24,datqual_a,31.6,,11.2,,21.4,,0,,3.4,,0,,0,,0,,,,17,,33,
7/25/16,2016,7,25,datqual_a,32,,13.3,,22.7,,0,,4.7,,0,,0,,0,,,,,,<31,
7/26/16,2016,7,26,datqual_a,29.6,,17.4,,23.5,,0,,5.5,,0.4,,0,,0.4,,,,4,,46,
7/27/16,2016,7,27,datqual_a,33.5,,14.6,,24.1,,0,,6.1,,0,,0,,0,,,,,,<31,
7/28/16,2016,7,28,datqual_a,34.2,,14.9,,24.6,,0,,6.6,,0,,0,,0,,,,,,<31,
7/29/16,2016,7,29,datqual_a,34.5,,17,,25.8,,0,,7.8,,0,,0,,0,,,,36,,32,
7/30/16,2016,7,30,datqual_a,33.2,,14.4,,23.8,,0,,5.8,,0,,0,,0,,,,34,,52,
7/31/16,2016,7,31,datqual_a,26,,13.6,,19.8,,0,,1.8,,1,,0,,1,,,,33,,67,
8/1/16,2016,8,1,datqual_a,28.3,,9.2,,18.8,,0,,0.8,,0,,0,,0,,,,,,<31,
8/2/16,2016,8,2,datqual_a,27.4,,12.4,,19.9,,0,,1.9,,2,,0,,2,,,,36,,48,
8/3/16,2016,8,3,datqual_a,28.8,,13,,20.9,,0,,2.9,,0,,0,,0,,,,,,<31,
8/4/16,2016,8,4,datqual_a,30.9,,11.4,,21.2,,0,,3.2,,0,,0,,0,,,,18,,43,
8/5/16,2016,8,5,datqual_a,33,,11.6,,22.3,,0,,4.3,,0,,0,,0,,,,16,,46,
8/6/16,2016,8,6,datqual_a,32.1,,14.2,,23.2,,0,,5.2,,0,,0,,0,,,,19,,46,
8/7/16,2016,8,7,datqual_a,30.2,,10.6,,20.4,,0,,2.4,,0,,0,,0,,,,17,,43,
8/8/16,2016,8,8,datqual_a,26.2,,13,,19.6,,0,,1.6,,0,,0,,0,,,,26,,41,
8/9/16,2016,8,9,datqual_a,26.3,,9.8,,18.1,,0,,0.1,,0,T,0,,0,T,,,3,,52,
8/10/16,2016,8,10,datqual_a,26.9,,13.1,,20,,0,,2,,0,T,0,,0,T,,,,,<31,
8/11/16,2016,8,11,datqual_a,31.3,,11.5,,21.4,,0,,3.4,,0,,0,,0,,,,2,,35,
8/12/16,2016,8,12,datqual_a,31.8,,13.9,,22.9,,0,,4.9,,0,,0,,0,,,,,,<31,
8/13/16,2016,8,13,datqual_a,31,,13.3,,22.2,,0,,4.2,,0,,0,,0,,,,,,<31,
8/14/16,2016,8,14,datqual_a,33.5,,13.1,,23.3,,0,,5.3,,0,,0,,0,,,,33,,39,
8/15/16,2016,8,15,datqual_a,33.5,,14.7,,24.1,,0,,6.1,,0,,0,,0,,,,35,,33,
8/16/16,2016,8,16,datqual_a,34,,16.2,,25.1,,0,,7.1,,0,,0,,0,,,,,,<31,
8/17/16,2016,8,17,datqual_a,34,,16.6,,25.3,,0,,7.3,,0,,0,,0,,,,34,,48,
8/18/16,2016,8,18,datqual_a,31.7,,13.8,,22.8,,0,,4.8,,0,,0,,0,,,,36,,44,
8/19/16,2016,8,19,datqual_a,32.2,,10.7,,21.5,,0,,3.5,,0,,0,,0,,,,,,<31,
8/20/16,2016,8,20,datqual_a,34.1,,10.7,,22.4,,0,,4.4,,0,,0,,0,,,,33,,39,
8/21/16,2016,8,21,datqual_a,33,,10.5,,21.8,,0,,3.8,,0,,0,,0,,,,34,,72,
8/22/16,2016,8,22,datqual_a,23.4,,10.9,,17.2,,0.8,,0,,0,,0,,0,,,,22,,54,
8/23/16,2016,8,23,datqual_a,28.1,,8.9,,18.5,,0,,0.5,,0,,0,,0,,,,0,,41,
8/24/16,2016,8,24,datqual_a,29.9,,12.1,,21,,0,,3,,0,,0,,0,,,,1,,37,
8/25/16,2016,8,25,datqual_a,30.1,,9.6,,19.9,,0,,1.9,,0,,0,,0,,,,,,<31,
8/26/16,2016,8,26,datqual_a,31.7,,11.1,,21.4,,0,,3.4,,0,,0,,0,,,,21,,67,
8/27/16,2016,8,27,datqual_a,31.3,,14.6,,23,,0,,5,,0,T,0,,0,T,,,31,,44,
8/28/16,2016,8,28,datqual_a,27.3,,13.7,,20.5,,0,,2.5,,0,,0,,0,,,,18,,35,
8/29/16,2016,8,29,datqual_a,28.9,,12.1,,20.5,,0,,2.5,,0.2,,0,,0.2,,,,,,<31,
8/30/16,2016,8,30,datqual_a,25.7,,10.1,,17.9,,0.1,,0,,0,,0,,0,,,,,,<31,
8/31/16,2016,8,31,datqual_a,29.7,,12,,20.9,,0,,2.9,,0,,0,,0,,,,17,,52,
9/1/16,2016,9,1,datqual_a,24.4,,11.1,,17.8,,0.2,,0,,3,,0,,3,,,,9,,54,
9/2/16,2016,9,2,datqual_a,20.5,,10.7,,15.6,,2.4,,0,,9.4,,0,,9.4,,,,21,,54,
9/3/16,2016,9,3,datqual_a,21.3,,6.4,,13.9,,4.1,,0,,0.8,,0,,0.8,,,,30,,37,
9/4/16,2016,9,4,datqual_a,21.4,,9.6,,15.5,,2.5,,0,,0,,0,,0,,,,36,,33,
9/5/16,2016,9,5,datqual_a,21.8,,5.1,,13.5,,4.5,,0,,0,,0,,0,,,,34,,35,
9/6/16,2016,9,6,datqual_a,20.6,,9.1,,14.9,,3.1,,0,,0.4,,0,,0.4,,,,,,<31,
9/7/16,2016,9,7,datqual_a,21.6,,10,,15.8,,2.2,,0,,2.8,,0,,2.8,,,,28,,37,
9/8/16,2016,9,8,datqual_a,22.8,,7.5,,15.2,,2.8,,0,,1.6,,0,,1.6,,,,35,,52,
9/9/16,2016,9,9,datqual_a,23.7,,4.5,,14.1,,3.9,,0,,0,,0,,0,,,,16,,41,
9/10/16,2016,9,10,datqual_a,26.6,,16.1,,21.4,,0,,3.4,,0,,0,,0,,,,28,,41,
9/11/16,2016,9,11,datqual_a,21.8,,11.1,,16.5,,1.5,,0,,0.4,,0,,0.4,,,,35,,67,
9/12/16,2016,9,12,datqual_a,22.9,,6.2,,14.6,,3.4,,0,,0,,0,,0,,,,2,,33,
9/13/16,2016,9,13,datqual_a,22.5,,4.8,,13.7,,4.3,,0,,0,,0,,0,,,,,,<31,
9/14/16,2016,9,14,datqual_a,23.9,,7,,15.5,,2.5,,0,,0,,0,,0,,,,,,<31,
9/15/16,2016,9,15,datqual_a,25.6,,6.2,,15.9,,2.1,,0,,0,,0,,0,,,,,,<31,
9/16/16,2016,9,16,datqual_a,27.6,,6.5,,17.1,,0.9,,0,,0.2,,0,,0.2,,,,17,,39,
9/17/16,2016,9,17,datqual_a,,M,14.4,E,,M,,M,,M,3.2,,0,,3.2,,,,25,,35,
9/18/16,2016,9,18,datqual_a,23.8,,14.3,,19.1,,0,,1.1,,0,,0,,0,,,,,M,,M
9/19/16,2016,9,19,datqual_a,17.4,,11,,14.2,,3.8,,0,,1,,0,,1,,,,,M,,M
9/20/16,2016,9,20,datqual_a,,M,6.1,E,,M,,M,,M,0,,0,,0,,,,,M,,M
9/21/16,2016,9,21,datqual_a,21.6,E,9.4,E,15.5,E,2.5,E,0,E,2.2,,0,,2.2,,,,,M,,M
9/22/16,2016,9,22,datqual_a,23.6,,8.7,,16.2,,1.8,,0,,0,T,0,,0,T,,,,M,,M
9/23/16,2016,9,23,datqual_a,16.3,E,9.9,E,13.1,E,4.9,E,0,E,3,,0,,3,,,,,M,,M
9/24/16,2016,9,24,datqual_a,22.1,E,9.3,E,15.7,E,2.3,E,0,E,0,,0,,0,,,,,M,,M
9/25/16,2016,9,25,datqual_a,20.3,,11.3,,15.8,,2.2,,0,,4,,0,,4,,,,,,<31,
9/26/16,2016,9,26,datqual_a,26.6,,7.7,,17.2,,0.8,,0,,0,,0,,0,,,,18,,44,
9/27/16,2016,9,27,datqual_a,22.2,,11.1,,16.7,,1.3,,0,,0,,0,,0,,,,0,,63,
9/28/16,2016,9,28,datqual_a,19,,6.5,,12.8,,5.2,,0,,0,,0,,0,,,,2,,33,
9/29/16,2016,9,29,datqual_a,19,,5,,12,,6,,0,,0,,0,,0,,,,31,,43,
9/30/16,2016,9,30,datqual_a,23.8,,7.4,,15.6,,2.4,,0,,0,,0,,0,,,,16,,46,
10/1/16,2016,10,1,datqual_a,20.6,,6,,13.3,,4.7,,0,,0,T,0,,0,T,,,19,,54,
10/2/16,2016,10,2,datqual_a,18.1,,1.3,,9.7,,8.3,,0,,0,,0,,0,,,,,,<31,
10/3/16,2016,10,3,datqual_a,17.3,,3,,10.2,,7.8,,0,,0,,0,,0,,,,,,<31,
10/4/16,2016,10,4,datqual_a,17.7,,3.4,,10.6,,7.4,,0,,0,,0,,0,,,,19,,44,
10/5/16,2016,10,5,datqual_a,18.3,,4.6,,11.5,,6.5,,0,,0,,0,,0,,,,,,<31,
10/6/16,2016,10,6,datqual_a,16,,7.7,,11.9,,6.1,,0,,4,,0,,4,,,,18,,48,
10/7/16,2016,10,7,datqual_a,19.2,,9.4,,14.3,,3.7,,0,,1.6,,0,,1.6,,,,17,,61,
10/8/16,2016,10,8,datqual_a,14.8,,7.1,,11,,7,,0,,0.2,,0,,0.2,,,,19,,59,
10/9/16,2016,10,9,datqual_a,14.9,,8.8,,11.9,,6.1,,0,,1,,0,,1,,,,35,,41,
10/10/16,2016,10,10,datqual_a,9.8,,4.9,,7.4,,10.6,,0,,0,,0,,0,,,,31,,46,
10/11/16,2016,10,11,datqual_a,11.9,,-1.4,,5.3,,12.7,,0,,0,,0,,0,,,,,,<31,
10/12/16,2016,10,12,datqual_a,14,,-4.4,,4.8,,13.2,,0,,0,,0,,0,,,,17,,39,
10/13/16,2016,10,13,datqual_a,10.3,,6.9,,8.6,,9.4,,0,,3.6,,0,,3.6,,,,19,,61,
10/14/16,2016,10,14,datqual_a,15,,7.2,,11.1,,6.9,,0,,3.6,,0,,3.6,,,,19,,74,
10/15/16,2016,10,15,datqual_a,13.7,,9.4,,11.6,,6.4,,0,,3.8,,0,,3.8,,,,19,,50,
10/16/16,2016,10,16,datqual_a,14.1,,9.8,,12,,6,,0,,0,T,0,,0,T,,,17,,59,
10/17/16,2016,10,17,datqual_a,12.6,,6.4,,9.5,,8.5,,0,,11,,0,,11,,,,3,,50,
10/18/16,2016,10,18,datqual_a,12.6,,4.8,,8.7,,9.3,,0,,0.2,,0,,0.2,,,,16,,41,
10/19/16,2016,10,19,datqual_a,13.7,,1.2,,7.5,,10.5,,0,,0.2,,0,,0.2,,,,18,,52,
10/20/16,2016,10,20,datqual_a,13.2,,9.1,,11.2,,6.8,,0,,6,,0,,6,,,,19,,63,
10/21/16,2016,10,21,datqual_a,12.6,,2.8,,7.7,,10.3,,0,,0,,0,,0,,,,18,,32,
10/22/16,2016,10,22,datqual_a,14.6,,2.6,,8.6,,9.4,,0,,0,,0,,0,,,,17,,32,
10/23/16,2016,10,23,datqual_a,13.3,,5.2,,9.3,,8.7,,0,,0,T,0,,0,T,,,,,<31,
10/24/16,2016,10,24,datqual_a,,M,6.6,E,,M,,M,,M,,M,0,,,M,,,,,<31,
10/25/16,2016,10,25,datqual_a,15.8,,6.4,,11.1,,6.9,,0,,1.8,,0,,1.8,,,,19,,39,
10/26/16,2016,10,26,datqual_a,9.5,,5.1,,7.3,,10.7,,0,,5.2,,0,,5.2,,,,,,<31,
10/27/16,2016,10,27,datqual_a,13.2,,7.2,,10.2,,7.8,,0,,3.8,,0,,3.8,,,,19,,30,
10/28/16,2016,10,28,datqual_a,13.3,,5.7,,9.5,,8.5,,0,,0,,0,,0,,,,,,<31,
10/29/16,2016,10,29,datqual_a,9.6,,1.9,,5.8,,12.2,,0,,0,,0,,0,,,,,,<31,
10/30/16,2016,10,30,datqual_a,11.3,,3.9,,7.6,,10.4,,0,,0.4,,0,,0.4,,,,,,<31,
10/31/16,2016,10,31,datqual_a,12.6,,6.6,,9.6,,8.4,,0,,3,,0,,3,,,,19,,41,
11/1/16,2016,11,1,datqual_a,13.7,,8.5,,11.1,,6.9,,0,,0.4,,0,,0.4,,,,20,,37,
11/2/16,2016,11,2,datqual_a,12.7,,10.1,,11.4,,6.6,,0,,0.6,,0,,0.6,,,,20,,56,
11/3/16,2016,11,3,datqual_a,16.1,,8.8,,12.5,,5.5,,0,,0,,0,,0,,,,33,,74,
11/4/16,2016,11,4,datqual_a,14.7,,0.8,,7.8,,10.2,,0,,0,,0,,0,,,,18,,65,
11/5/16,2016,11,5,datqual_a,14.4,,10.4,,12.4,,5.6,,0,,0.4,,0,,0.4,,,,18,,50,
11/6/16,2016,11,6,datqual_a,14.5,,6.4,,10.5,,7.5,,0,,3,,0,,3,,,,17,,32,
11/7/16,2016,11,7,datqual_a,14,,10.4,,12.2,,5.8,,0,,0.4,,,M,0.4,,,,18,,46,
11/8/16,2016,11,8,datqual_a,17.2,,5.3,,11.3,,6.7,,0,,0,,,M,0,,,,18,,52,
11/9/16,2016,11,9,datqual_a,15,,4,,9.5,,8.5,,0,,0.2,,,M,0.2,,,,16,,46,
11/10/16,2016,11,10,datqual_a,11.6,,4.3,,8,,10,,0,,0,,,M,0,,,,,,<31,
11/11/16,2016,11,11,datqual_a,10.7,,3.2,,7,,11,,0,,0,,,M,0,,,,,,<31,
11/12/16,2016,11,12,datqual_a,14.8,,7.8,,11.3,,6.7,,0,,1.2,,,M,1.2,,,,18,,56,
11/13/16,2016,11,13,datqual_a,10.5,,1.4,,6,,12,,0,,0.2,,,M,0.2,,,,21,,59,
11/14/16,2016,11,14,datqual_a,14.8,,1.8,,8.3,,9.7,,0,,0.2,,,M,0.2,,,,19,,61,
11/15/16,2016,11,15,datqual_a,7.5,,0.6,,4.1,,13.9,,0,,5,,,M,5,,,,18,,33,
11/16/16,2016,11,16,datqual_a,9.4,,-1.8,,3.8,,14.2,,0,,3,,,M,3,,,,,,<31,
11/17/16,2016,11,17,datqual_a,7.3,,-3.9,,1.7,,16.3,,0,,0,T,0,,0,T,,,18,,33,
11/18/16,2016,11,18,datqual_a,7.3,,1.7,,4.5,,13.5,,0,,0,T,0,,0,T,,,20,,32,
11/19/16,2016,11,19,datqual_a,7,,3.6,,5.3,,12.7,,0,,0.5,,,M,0.5,,,,18,,46,
11/20/16,2016,11,20,datqual_a,9.2,,5,,7.1,,10.9,,0,,0,T,0,,0,T,,,19,,41,
11/21/16,2016,11,21,datqual_a,9.2,,6.6,,7.9,,10.1,,0,,0,T,0,,0,T,,,16,,39,
11/22/16,2016,11,22,datqual_a,7.8,,6.4,,7.1,,10.9,,0,,0,,,M,0,,,,19,,52,
11/23/16,2016,11,23,datqual_a,8.7,,5.2,,7,,11,,0,,1.4,,,M,1.4,,,,19,,44,
11/24/16,2016,11,24,datqual_a,7.2,,5.2,,6.2,,11.8,,0,,2,,,M,2,,,,20,,85,
11/25/16,2016,11,25,datqual_a,10.3,,6.5,,8.4,,9.6,,0,,0.6,,,M,0.6,,,,21,,70,
11/26/16,2016,11,26,datqual_a,10.1,,5.8,,8,,10,,0,,3.2,,,M,3.2,,,,17,,48,
11/27/16,2016,11,27,datqual_a,7.5,,3.5,,5.5,,12.5,,0,,0.2,,,M,0.2,,,,17,,39,
11/28/16,2016,11,28,datqual_a,8.3,,0.8,,4.6,,13.4,,0,,3.2,,,M,3.2,,,,17,,39,
11/29/16,2016,11,29,datqual_a,6.3,,-3.2,,1.6,,16.4,,0,,0,,0,,0,,,,15,,35,
11/30/16,2016,11,30,datqual_a,7,,3.8,,5.4,,12.6,,0,,0.6,,0,,0.6,,,,20,,43,
12/1/16,2016,12,1,datqual_a,7.4,,-3.5,,2,,16,,0,,0.3,,0.1,,0.4,,,,,,<31,
12/2/16,2016,12,2,datqual_a,4.8,,-3.7,,0.6,,17.4,,0,,1.2,,0.2,,1.4,,,,19,,65,
12/3/16,2016,12,3,datqual_a,4.9,,3.3,,4.1,,13.9,,0,,0,T,0,,0,T,,,18,,48,
12/4/16,2016,12,4,datqual_a,4.4,,-5.6,,-0.6,,18.6,,0,,1.3,,0.1,,1.4,,,,36,,46,
12/5/16,2016,12,5,datqual_a,-0.2,,-9.3,,-4.8,,22.8,,0,,0,T,0,,0,T,0,T,,,<31,
12/6/16,2016,12,6,datqual_a,-0.7,,-5.8,,-3.3,,21.3,,0,,0,T,0,,0,T,,,33,,39,
12/7/16,2016,12,7,datqual_a,-5.5,,-9,,-7.3,,25.3,,0,,0,,0,,0,,,,34,,30,
12/8/16,2016,12,8,datqual_a,-5.6,,-9.8,,-7.7,,25.7,,0,,0,T,0,,0,T,,,33,,32,
12/9/16,2016,12,9,datqual_a,-5.5,,-8.6,,-7.1,,25.1,,0,,4.2,,3,,6.6,,1,,,,<31,
12/10/16,2016,12,10,datqual_a,-3.1,,-7.2,,-5.2,,23.2,,0,,1.4,,2.2,,3.6,,3,,19,,41,
12/11/16,2016,12,11,datqual_a,-1.9,,-3.9,,-2.9,,20.9,,0,,0,,2.8,,2.8,,7,,18,,41,
12/12/16,2016,12,12,datqual_a,-1.9,,-12.4,,-7.2,,25.2,,0,,0,,0,,0,,,,34,,39,
12/13/16,2016,12,13,datqual_a,-6.8,,-13.9,,-10.4,,28.4,,0,,0,T,0,,0,T,6,,34,,37,
12/14/16,2016,12,14,datqual_a,-9.2,,-12.1,,-10.7,,28.7,,0,,0,T,0,,0,T,6,,,,<31,
12/15/16,2016,12,15,datqual_a,-8.1,,-10.5,,-9.3,,27.3,,0,,0,T,0,,0,T,5,,33,,39,
12/16/16,2016,12,16,datqual_a,-9.3,,-14.5,,-11.9,,29.9,,0,,0,T,0,,0,T,4,,32,,48,
12/17/16,2016,12,17,datqual_a,-8.9,,-15.4,,-12.2,,30.2,,0,,0,,0.2,,0.2,,3,,19,,33,
12/18/16,2016,12,18,datqual_a,-5.4,,-9.4,,-7.4,,25.4,,0,,0,,0.2,,0.2,,3,,17,,63,
12/19/16,2016,12,19,datqual_a,-2.7,,-5.8,,-4.3,,22.3,,0,,0,,0.4,,0.4,,0,T,19,,76,
12/20/16,2016,12,20,datqual_a,8.9,,-4.2,,2.4,,15.6,,0,,3.6,,0,,3.6,,7,,19,,63,
12/21/16,2016,12,21,datqual_a,2.7,,-4.9,,-1.1,,19.1,,0,,0,,0,,0,,4,,19,,63,
12/22/16,2016,12,22,datqual_a,1.9,,-1.4,,0.3,,17.7,,0,,0,T,0,,0,T,2,,19,,57,
12/23/16,2016,12,23,datqual_a,-0.8,,-3.2,,-2,,20,,0,,0,,3.4,,3.4,,2,,17,,32,
12/24/16,2016,12,24,datqual_a,1.4,,-3.1,,-0.9,,18.9,,0,,0.4,,0,,0.4,,6,,35,,35,
12/25/16,2016,12,25,datqual_a,-0.1,,-11.5,,-5.8,,23.8,,0,,0,,0,,0,,5,,34,,30,
12/26/16,2016,12,26,datqual_a,-1.1,,-11.4,,-6.3,,24.3,,0,,0,,0.4,,0.4,,5,,19,,70,
12/27/16,2016,12,27,datqual_a,0.8,,-1.8,,-0.5,,18.5,,0,,0,,2.4,,2.4,,5,,19,,70,
12/28/16,2016,12,28,datqual_a,0.9,,-4.4,,-1.8,,19.8,,0,,0,,0,,0,,,,16,,52,
12/29/16,2016,12,29,datqual_a,2.1,,-1,,0.6,,17.4,,0,,0,,0.8,,0.6,,3,,19,,65,
12/30/16,2016,12,30,datqual_a,3,,-8.8,,-2.9,,20.9,,0,,0,T,0,,0,T,1,,2,,41,
12/31/16,2016,12,31,datqual_a,-3.2,,-11.8,,-7.5,,25.5,,0,,0,,0.4,,0.4,,1,,33,,70,
1/1/17,2017,1,1,datqual_a,-0.1,,-5.2,,-2.7,,20.7,,0,,,M,1,,0.6,,2,,32,,48,
1/2/17,2017,1,2,datqual_a,-2.4,,-12.6,,-7.5,,25.5,,0,,0,,0,,0,,2,,34,,39,
1/3/17,2017,1,3,datqual_a,-8.3,,-15.2,,-11.8,,29.8,,0,,0,,0,,0,,1,,33,,35,
1/4/17,2017,1,4,datqual_a,-8.3,,-14.2,,-11.3,,29.3,,0,,0,T,0,,0,T,1,,32,,33,
