Date/Time,Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Summer-land,2 day mean running average,3 day mean running average,7 day mean running average,,14 day mean running average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 day mean temperature (7 day average),,,,,,,Historical average  1981  2010,,Date,Historical average  1981-2010,Temperature difference from historical average (°C),,,,,,,7 day avg mean temp (°C)
09/11/2012,2012,11,9,4.2,-0.4,1.9,,2.5,3.8,7.5,3.8,8.1,,09/11/2012,09-Nov,2.5,3.2,8.8,7.2,10.4,0.3,-0.5,,3.8,3.6,8.8,7.9,11,0.3,0.6,,09-Nov,1.9,1,9.2,5.4,9.5,1.4,-0.4,,,,,,,,,,,,,,,,,,,,,
10/11/2012,2012,11,10,2.7,-4,-0.7,,0.6,1.4,5.7,1.8,7.6,,10/11/2012,10-Nov,0.6,2.8,7.4,3.3,8.8,2.7,1.9,,1.4,3.6,7.7,5.1,9.6,1.5,1,,10-Nov,-0.7,4.5,5.6,1.1,8,3.9,4.1,,,,,,,,,,,,,,,,,,,,,
11/11/2012,2012,11,11,1.1,-8.5,-3.7,,-2.2,-0.8,3.5,-0.7,6.7,,11/11/2012,11-Nov,-2.2,4.6,1.8,3,7.5,3.9,2.6,,-0.8,3.4,4.2,3.8,8.2,3.1,1.6,,11-Nov,-3.7,4.7,-2.1,4.9,7,3.9,1.1,,,,,,,,,,,,,,,,,,,,,
12/11/2012,2012,11,12,3.9,0,2,,-0.9,-0.8,2.2,-1.5,6.1,,12/11/2012,12-Nov,-0.9,5.5,-3.9,3,9.2,5.2,1.4,,-0.8,5.1,-0.7,2.4,8.8,4.7,2.3,,12-Nov,2,6.2,-5.7,1.1,11.3,6.4,1.6,,,,,,,,,,,,,,,,,,,,,
13/11/2012,2012,11,13,6.3,2.8,4.6,,3.3,1,1.9,-1.5,5.7,,13/11/2012,13-Nov,3.3,7.6,-5.4,5.6,8.7,7.1,3,,1,6.6,-4.3,5.3,8.1,6,2.3,,13-Nov,4.6,8.9,-5.1,10,6,7.8,4.3,,,,,,,,,,,,,,,,,,,,,
14/11/2012,2012,11,14,7.9,3.9,5.9,,5.3,4.2,1.9,-1,5.4,,14/11/2012,14-Nov,5.3,6.7,-4.7,8.6,7.2,7.8,3.8,,4.2,6.5,-5,6.1,8.5,7.3,3,,14-Nov,5.9,4.4,-4.2,7.2,8.3,7.7,3.2,,,,,,,,,,,,,,,,,,,,,
15/11/2012,2012,11,15,5.7,3.6,4.7,,5.3,5.1,2.1,-0.4,5.2,,15/11/2012,15-Nov,5.3,3,-4.4,6,6.2,7.2,3.2,,5.1,5,-4.6,7.3,6.1,7.4,3.5,,15-Nov,4.7,1.6,-4.6,4.7,4.1,6.7,3.1,,,,,,,,,,,,,,,,,,,,,
16/11/2012,2012,11,16,6.5,3.9,5.2,,5,5.3,2.6,0.2,5,,16/11/2012,16-Nov,5,2.8,-5.2,3,4,5.9,4.5,,5.3,3.3,-4.8,4.4,5.4,6.5,4,,16-Nov,5.2,3.9,-5.7,1.3,3.8,5.1,5.8,,,,,,,,,,,,,,,,,,,,,
17/11/2012,2012,11,17,7.7,5.8,6.8,,6,5.6,3.6,1.6,4.7,,17/11/2012,17-Nov,6,3.1,-6,4.1,2.8,4.4,3.8,,5.6,2.6,-5.5,4.3,3.2,5.2,3.6,,17-Nov,6.8,2.2,-6.3,6.8,1.7,3.7,1.8,,,,,,,,,,,,,,,,,,,,,
18/11/2012,2012,11,18,7.6,4.7,6.2,,6.5,6.1,5.1,3.5,4.3,,18/11/2012,18-Nov,6.5,4.1,-5.6,4.8,3.1,4.8,0.5,,6.1,4,-5.6,3.6,3.3,4.9,2.3,,18-Nov,6.2,6,-4.9,2.8,4.5,5.8,-0.8,,,,,,,,,,,,,,,,,,,,,
19/11/2012,2012,11,19,12,4.6,8.3,,7.3,7.1,6,4.2,4.1,,19/11/2012,19-Nov,7.3,5.2,-2.6,1.9,4.9,6,-0.8,,7.1,4.2,-3.8,3.5,3.8,5.2,0.1,,19-Nov,8.3,4.3,-0.2,0.9,5.3,6.1,-0.7,,,,,,,,,,,,,,,,,,,,,
20/11/2012,2012,11,20,11.8,7.9,9.9,,9.1,8.1,6.7,4.9,4.3,,20/11/2012,20-Nov,9.1,-0.6,1.5,0.5,6.2,5,-1.2,,8.1,1.6,-0.7,1.2,5.6,5.2,-1,,20-Nov,9.9,-5.4,3.1,0,7.1,3.8,-1.6,,,,,,,,,,,,,,,,,,,,,
21/11/2012,2012,11,21,9.7,2.3,6,,8,8.1,6.7,4.7,4.3,,21/11/2012,21-Nov,8,-5.8,3,-1.3,7.5,4.2,-0.5,,8.1,-2.4,1.9,-0.5,6.8,4.8,-0.6,,21-Nov,6,-6.2,2.8,-2.5,7.9,4.6,0.6,,,,,,,,,,,,,,,,,,,,,
22/11/2012,2012,11,22,6.2,-3.3,1.5,,3.8,5.8,6.3,3.7,4.2,,22/11/2012,22-Nov,3.8,-5.5,3.6,-2.1,7.5,6.5,3.1,,5.8,-5.5,3.4,-1.4,7.4,5.6,1.5,,22-Nov,1.5,-4.8,4.4,-1.6,7.1,8.3,5.5,,,,,,,,,,,,,,,,,,,,,
23/11/2012,2012,11,23,6.9,4.3,5.6,,3.6,4.4,6.3,3.8,4.5,,23/11/2012,23-Nov,3.6,-4.7,3.5,-0.1,7.1,7.6,4.1,,4.4,-5.2,3.3,-0.9,7.3,6.6,2.9,,23-Nov,5.6,-4.6,2.6,1.5,7,6.8,2.7,,,,,,,,,,,,,,,,,,,,,
24/11/2012,2012,11,24,7.7,-2.2,2.8,,4.2,3.3,5.8,2.6,4.7,,24/11/2012,24-Nov,4.2,-2.9,2.2,0.6,6.6,6.3,2.4,,3.3,-3.5,2.9,-0.1,6.8,6.9,3.4,,24-Nov,2.8,-1.1,1.7,-0.3,6.2,5.7,2,,,,,,,,,,,,,,,,,,,,,
25/11/2012,2012,11,25,4.9,-4.7,0.1,,1.5,2.8,4.9,1.3,5,,25/11/2012,25-Nov,1.5,-0.8,2.1,-1.7,7.3,6.3,1.9,,2.8,-2,2.2,-0.6,7.2,6.4,2.1,,25-Nov,0.1,-0.4,2.4,-3.1,8.4,6.8,1.7,,,,,,,,,,,,,,,,,,,,,
26/11/2012,2012,11,26,2.3,-6.1,-1.9,,-0.9,0.3,3.4,-0.3,4.7,,26/11/2012,26-Nov,-0.9,-0.8,2.2,-3.6,8.2,6.7,3.8,,0.3,-0.9,2,-2.5,7.5,6.4,3.2,,26-Nov,-1.9,-1.1,2,-4.1,8,6.6,5.9,,,,,,,,,,,,,,,,,,,,,
27/11/2012,2012,11,27,2.6,-6.2,-1.8,,-1.9,-1.2,1.8,-2.3,4.2,,27/11/2012,27-Nov,-1.9,-1.7,4.2,-4.3,6.8,5.9,6.4,,-1.2,-1.3,3.6,-3.9,7.3,6.2,4.8,,27-Nov,-1.8,-2.3,6.3,-4.4,5.5,5.2,6.8,,,,,,,,,,,,,,,,,,,,,
28/11/2012,2012,11,28,4.1,-1.8,1.2,,-0.3,-0.8,1.1,-2.9,3.9,,28/11/2012,28-Nov,-0.3,-0.8,4,-4.2,5.1,5.1,6.8,,-0.8,-0.9,3.3,-4.1,6,5.6,6.5,,28-Nov,1.2,0.8,1.7,-3.9,4.6,4.9,6.7,,,,,,,,,,,,,,,,,,,,,
29/11/2012,2012,11,29,6,4,5,,3.1,1.5,1.6,-1.8,3.9,,29/11/2012,29-Nov,3.1,0.6,-4,-3.9,3.1,4,5.9,,1.5,-0.4,-0.5,-4,3.9,4.4,6.2,,29-Nov,5,0.4,-9.6,-3.8,1.6,3,5,,,,,,,,,,,,,,,,,,,,,
30/11/2012,2012,11,30,7.9,4,6,,5.5,4.1,1.6,-1.9,4,,30/11/2012,30-Nov,5.5,1.4,-10.5,-4.3,3.5,3.5,5,,4.1,1.2,-6.4,-4.2,3.9,4,5.5,,30-Nov,6,2.3,-11.3,-4.8,5.4,4,4.9,,,,,,,,,,,,,,,,,,,,,
01/12/2012,2012,12,1,11.2,7.1,9.2,,7.6,6.7,2.5,-0.5,4.2,,01/12/2012,01-Dec,7.6,2.6,-10.4,-3.8,3.7,3.8,4.4,,6.7,1.8,-10.1,-3.8,3,3.5,4.6,,01-Dec,9.2,2.8,-9.5,-2.8,2,3.5,3.8,,,,,,,,,,,,,,,,,,,,,
02/12/2012,2012,12,2,8.5,3.9,6.2,*,7.7,7.1,3.4,0.7,4.2,,02/12/2012,02-Dec,7.7,0.9,-9.3,-1.4,1.3,2.6,3.5,,7.1,1.4,-10,-2.5,2.7,3.1,3.9,,02-Dec,6.2,-1,-9.1,0.1,0.6,1.7,3.1,,,,,,,,,,,,,,,,,,,,,
03/12/2012,2012,12,3,8.7,5.6,7.2,,6.7,7.5,4.7,2.4,4.1,,03/12/2012,03-Dec,6.7,-2.5,-7.4,2.2,2.4,0.9,2.2,,7.5,-0.7,-8.1,0.5,2.2,1.8,2.7,,03-Dec,7.2,-4,-5.7,4.2,4.1,0.1,1.3,,,,,,,,,,,,,,,,,,,,,
04/12/2012,2012,12,4,9.3,5.3,7.3,,7.3,6.9,6,4,3.9,,04/12/2012,04-Dec,7.3,-5.8,-4.7,4.8,1.8,-1,-1.3,,6.9,-4.2,-6.2,3.2,1.4,-0.1,0.2,,04-Dec,7.3,-7.6,-3.7,5.3,-0.6,-2.1,-3.8,,,,,,,,,,,,,,,,,,,,,
05/12/2012,2012,12,5,9.4,3.3,6.4,,6.9,7,6.8,4.7,3.9,,05/12/2012,05-Dec,6.9,-8.7,-3.1,4.9,-2.7,-1.3,-3.5,,7,-7.1,-4,4.6,-0.4,-0.8,-1.9,,05-Dec,6.4,-9.7,-2.5,4.4,-4.8,-0.5,-3.1,,,,,,,,,,,,,,,,,,,,,
06/12/2012,2012,12,6,5.8,2.4,4.1,,5.3,5.9,6.6,4.5,4.1,,06/12/2012,06-Dec,5.3,-9.4,-0.7,4.7,-4.1,0.2,-4.4,,5.9,-8.8,-1.7,4.9,-2.9,-0.6,-4.2,,06-Dec,4.1,-9,1.2,4.9,-3.3,0.9,-5.7,,,,,,,,,,,,,,,,,,,,,
07/12/2012,2012,12,7,3.5,-0.9,1.3,,2.7,3.9,6,3.8,3.8,,07/12/2012,07-Dec,2.7,-10.2,2.1,5.6,-5.3,0.6,-5,,3.9,-10,0.5,5.2,-5.1,0.2,-4.4,,07-Dec,1.3,-11.3,2.9,6.3,-7.3,0.2,-4.3,,,,,,,,,,,,,,,,,,,,,
08/12/2012,2012,12,8,1.5,-9.2,-3.9,,-1.3,0.5,4.1,1.5,3.3,,08/12/2012,08-Dec,-1.3,-10.6,3.1,6.5,-7.5,0.2,-1.9,,0.5,-10,2.5,6,-6.1,0.4,-3.2,,08-Dec,-3.9,-9.8,3.3,6.7,-7.7,0.2,0.5,,,,,,,,,,,,,,,,,,,,,
09/12/2012,2012,12,9,-0.2,-3.8,-2,*,-3,-1.5,2.9,0.4,3.2,,09/12/2012,09-Dec,-3,-8.4,5.2,6.6,-7.4,-0.1,1.6,,-1.5,-9.3,4.4,6.5,-7.4,0,-0.4,,09-Dec,-2,-6.9,7.1,6.4,-7.1,-0.3,2.6,,,,,,,,,,,,,,,,,,,,,
10/12/2012,2012,12,10,0.5,-3.5,-1.5,*,-1.8,-2.5,1.7,-0.9,3.2,,10/12/2012,10-Dec,-1.8,-7.3,7.4,4.6,-6.2,0,2.7,,-2.5,-8.1,6,5.3,-6.7,0.1,1.9,,10-Dec,-1.5,-7.6,7.7,2.8,-5.2,0.3,2.7,,,,,,,,,,,,,,,,,,,,,
11/12/2012,2012,12,11,1.1,-1.8,-0.4,*,-1,-1.3,0.6,-1.9,3.3,,11/12/2012,11-Dec,-1,-6.7,7.5,2.8,-4.1,0.1,2.2,,-1.3,-6.7,7.4,4,-5.1,0,2.3,,11-Dec,-0.4,-5.7,7.3,2.7,-2.9,-0.1,1.7,,,,,,,,,,,,,,,,,,,,,
12/12/2012,2012,12,12,2.7,-2.4,0.2,,-0.1,-0.6,-0.3,-2.7,3.2,,12/12/2012,12-Dec,-0.1,-2.8,6.2,2.5,-5.1,-0.2,2.5,,-0.6,-4.4,6.7,2.6,-5.1,0,2.6,,12-Dec,0.2,0.2,5,2.3,-7.2,-0.2,3.3,,,,,,,,,,,,,,,,,,,,,
13/12/2012,2012,12,13,0.4,-5,-2.3,*,-1.1,-0.8,-1.2,-3.8,2.7,,13/12/2012,13-Dec,-1.1,0.1,3.5,3.3,-8.8,0,5,,-0.8,-1.9,4.7,3.1,-6.8,0,3.9,,13-Dec,-2.3,-0.1,1.9,4.2,-10.4,0.2,6.6,,,,,,,,,,,,,,,,,,,,,
14/12/2012,2012,12,14,1.4,-5.6,-2.1,,-2.2,-1.4,-1.7,-4.5,2.1,,14/12/2012,14-Dec,-2.2,0.6,1.9,3.7,-10.6,0.9,6.7,,-1.4,0.5,2.9,3.2,-9.4,0.5,5.6,,14-Dec,-2.1,1.3,1.9,3.2,-10.7,1.5,6.8,,,,,,,,,,,,,,,,,,,,,
15/12/2012,2012,12,15,1.5,-2.7,-0.6,,-1.4,-1.7,-1.2,-3.5,1.4,,15/12/2012,15-Dec,-1.4,2.5,1.1,0.9,-10,1.4,6,,-1.7,1.6,1.4,2,-10.1,1,6.2,,15-Dec,-0.6,3.6,0.3,-1.4,-9.3,1.2,5.2,,,,,,,,,,,,,,,,,,,,,
16/12/2012,2012,12,16,1.6,-0.8,0.4,,-0.1,-0.8,-0.9,-3.1,1,,16/12/2012,16-Dec,-0.1,3.1,0,-1.2,-10.6,-0.7,5.1,,-0.8,2.5,0.6,0.3,-10.6,0.1,5.6,,16-Dec,0.4,2.6,-0.3,-1,-11.9,-2.5,4.9,,,,,,,,,,,,,,,,,,,,,
17/12/2012,2012,12,17,3.2,-0.9,1.2,,0.8,0.3,-0.5,-2.7,0.6,,17/12/2012,17-Dec,0.8,2.8,0.4,-2.5,-12.1,-0.9,5.7,,0.3,3,0.4,-2.1,-11.1,-0.2,5.5,,17-Dec,1.2,2.9,1.1,-3.9,-12.2,0.7,6.4,,,,,,,,,,,,,,,,,,,,,
18/12/2012,2012,12,18,2.6,-8.2,-2.8,,-0.8,-0.4,-0.9,-3.7,-0.1,,18/12/2012,18-Dec,-0.8,1.8,2.2,-1.9,-9.8,1.2,7,,-0.4,2,1.4,-1.6,-10.5,-0.1,6.3,,18-Dec,-2.8,0.6,3.3,0.2,-7.4,1.6,7.6,,,,,,,,,,,,,,,,,,,,,
19/12/2012,2012,12,19,1.8,-3.8,-1,,-1.9,-0.9,-1,-3.9,-0.7,,19/12/2012,19-Dec,-1.9,-1.7,4.1,0.4,-5.9,1,6.8,,-0.9,-0.1,3.1,-1.1,-8,0.9,6.7,,19-Dec,-1,-3.9,4.9,0.5,-4.3,0.4,6,,,,,,,,,,,,,,,,,,,,,
20/12/2012,2012,12,20,5,1.8,3.4,,1.2,-0.1,-0.2,-2.9,-0.7,,20/12/2012,20-Dec,1.2,-4.8,4.7,0.6,-1,-2.4,6.4,,-0.1,-3,4.2,0.5,-3.1,-1.1,6.8,,20-Dec,3.4,-5.6,4.5,0.7,2.4,-5.2,6.8,,,,,,,,,,,,,,,,,,,,,
21/12/2012,2012,12,21,3,-3.8,-0.4,,1.5,0.7,0,-2.6,-0.8,,21/12/2012,21-Dec,1.5,-5.3,5.4,0.2,0.7,-6.3,4.7,,0.7,-4.8,5.2,0.3,-1,-4.1,5.1,,21-Dec,-0.4,-5,6.2,-0.3,-1.1,-7.4,2.6,,,,,,,,,,,,,,,,,,,,,
22/12/2012,2012,12,22,1.1,-0.3,0.4,,0,1.1,0.2,-2.3,-0.5,,22/12/2012,22-Dec,0,-3.6,4.8,-0.6,-0.4,-5.4,0,,1.1,-4.3,4.7,-0.1,0.5,-5.3,2.3,,22-Dec,0.4,-2.2,3.4,-0.8,0.3,-3.3,-2.6,,,,,,,,,,,,,,,,,,,,,
23/12/2012,2012,12,23,3.6,1.1,2.4,,1.4,0.8,0.5,-2,-0.2,,23/12/2012,23-Dec,1.4,-0.7,3.2,-0.9,-0.9,-6.2,-0.1,,0.8,-2.1,4.2,-0.7,-0.9,-6.6,0.8,,23-Dec,2.4,0.8,2.9,-0.9,-2,-9.1,2.5,,,,,,,,,,,,,,,,,,,,,
24/12/2012,2012,12,24,3.4,0.1,1.8,,2.1,1.5,0.5,-1.9,0,,24/12/2012,24-Dec,2.1,-0.6,2.7,-1,-1.5,-10.5,2,,1.5,-1.1,2.9,-0.9,-0.9,-8.1,0.5,,24-Dec,1.8,-1.9,2.5,-1,-0.9,-11.8,1.5,,,,,,,,,,,,,,,,,,,,,
25/12/2012,2012,12,25,1.2,-1.3,-0.1,,0.9,1.4,0.9,-0.9,0,,25/12/2012,25-Dec,0.9,-2.4,1.6,-1.9,-3.4,-10,1.8,,1.4,-1.3,2,-1.6,-2.9,-9.7,2,,25-Dec,-0.1,-2.9,0.6,-2.8,-5.8,-8.2,2.1,,,,,,,,,,,,,,,,,,,,,
26/12/2012,2012,12,26,1.5,-1.5,0,*,-0.1,0.6,1.1,-0.6,0,,26/12/2012,26-Dec,-0.1,-1.8,0.6,-4.4,-6.1,-8.9,1.1,,0.6,-1.8,1.2,-3.3,-4.3,-9.9,1.2,,26-Dec,0,-0.7,0.5,-6,-6.3,-9.6,0.1,,,,,,,,,,,,,,,,,,,,,
27/12/2012,2012,12,27,2.9,-0.2,1.4,,0.7,0.4,0.8,-0.8,0.3,,27/12/2012,27-Dec,0.7,-0.5,0.7,-3.9,-3.4,-8.6,-0.6,,0.4,-1.3,0.6,-3.5,-4.2,-8.5,0.3,,27-Dec,1.4,-0.2,0.8,-1.8,-0.5,-7.6,-1.2,,,,,,,,,,,,,,,,,,,,,
28/12/2012,2012,12,28,1.5,-0.8,0.4,,0.9,0.6,0.9,-0.4,0.5,,28/12/2012,28-Dec,0.9,-0.8,1,-2.3,-1.2,-6.5,-1.8,,0.6,-0.7,0.8,-3.5,-2.9,-7.5,-1.2,,28-Dec,0.4,-1.3,1.2,-2.7,-1.8,-5.3,-2.4,,,,,,,,,,,,,,,,,,,,,
29/12/2012,2012,12,29,-0.1,-1.9,-1,,-0.3,0.3,0.7,-0.6,0.4,,29/12/2012,29-Dec,-0.3,-1.4,-0.7,-2.2,-0.6,-5.4,-1.1,,0.3,-1,-0.2,-2,-0.6,-6.1,-1.1,,29-Dec,-1,-1.5,-2.5,-1.6,0.6,-5.5,0.2,,,,,,,,,,,,,,,,,,,,,
30/12/2012,2012,12,30,-0.4,-7.1,-3.8,,-2.4,-1.5,-0.2,-1.8,0.1,,30/12/2012,30-Dec,-2.4,-0.9,-5.1,-3,-1.2,-6.4,1.4,,-1.5,-1,-3,-2.9,-1.4,-6,0.1,,30-Dec,-3.8,-0.3,-7.7,-4.4,-2.9,-7.3,2.5,,,,,,,,,,,,,,,,,,,,,
31/12/2012,2012,12,31,-2.3,-8.4,-5.4,,-4.6,-3.4,-1.2,-3,-0.3,,31/12/2012,31-Dec,-4.6,0.3,-7.7,-7.4,-5.2,-7.8,-0.1,,-3.4,-0.3,-6,-5.5,-3.3,-7,0,,31-Dec,-5.4,0.8,-7.7,-10.4,-7.5,-8.2,-2.7,,,,,,,,,,,,,,,,,,,,,
01/01/2013,2013,1,1,-2.7,-8.4,-5.6,,-5.5,-4.9,-2,-4,-0.5,,01/01/2013,01-Jan,-5.5,-0.2,-6.1,-10.9,-5.1,-7.9,-1.9,,-4.9,-0.2,-6.6,-8.7,-4.4,-7.7,-0.4,,01-Jan,-5.6,-1.2,-4.4,-11.3,-2.7,-7.5,-1,,,,,,,,,,,,,,,,,,,,,
02/01/2013,2013,1,2,-2.4,-5.5,-4,,-4.8,-5,-2.6,-4.6,-0.8,,02/01/2013,02-Jan,-4.8,0,-3.8,-9,-5.1,-7.7,-0.2,,-5,0.3,-5.1,-9.4,-5.9,-7.8,-1,,02-Jan,-4,1.2,-3.1,-6.6,-7.5,-7.8,0.6,,,,,,,,,,,,,,,,,,,,,
03/01/2013,2013,1,3,-1.6,-3.6,-2.6,,-3.3,-4.1,-3.1,-5.1,-1.2,,03/01/2013,03-Jan,-3.3,1.4,-3.9,-6.6,-9.7,-8.3,1.9,,-4.1,0.5,-4,-8.1,-7.3,-8,0.9,,03-Jan,-2.6,1.6,-4.6,-6.5,-11.8,-8.8,3.1,,,,,,,,,,,,,,,,,,,,,
04/01/2013,2013,1,4,-1.7,-6.4,-4.1,,-3.4,-3.6,-3.8,-5.9,-1.4,,04/01/2013,04-Jan,-3.4,-0.8,-3.9,-5.7,-11.6,-7.1,5,,-3.6,-0.1,-3.6,-6,-10.2,-7.3,3.5,,04-Jan,-4.1,-3.2,-3.2,-4.9,-11.3,-5.3,6.9,,,,,,,,,,,,,,,,,,,,,
05/01/2013,2013,1,5,-1.8,-6,-3.9,*,-4,-3.5,-4.2,-6.5,-1.8,,05/01/2013,05-Jan,-4,-4.1,-2.3,-3.6,-10.8,-3.4,4.6,,-3.5,-2.2,-3.1,-4.5,-11.1,-5.2,4.1,,05-Jan,-3.9,-5,-1.4,-2.2,-10.3,-1.4,2.2,,,,,,,,,,,,,,,,,,,,,
06/01/2013,2013,1,6,0.5,-1,-0.3,,-2.1,-2.8,-3.7,-5.6,-1.9,,06/01/2013,06-Jan,-2.1,-5.9,-0.5,-0.8,-9.5,0.5,2.7,,-2.8,-5,-1.4,-2.1,-10.1,-1.4,4.1,,06-Jan,-0.3,-6.8,0.5,0.7,-8.6,2.4,3.1,,,,,,,,,,,,,,,,,,,,,
07/01/2013,2013,1,7,1.3,-1.7,-0.2,,-0.3,-1.5,-3,-4.7,-2.1,,07/01/2013,07-Jan,-0.3,-5.4,1.1,1.2,-10.3,2.3,1.8,,-1.5,-5.3,0.3,0,-10.3,1,1.9,,07-Jan,-0.2,-4,1.7,1.6,-12,2.1,0.4,,,,,,,,,,,,,,,,,,,,,
08/01/2013,2013,1,8,2.5,-0.6,1,,0.4,0.2,-2,-3.5,-2,,08/01/2013,08-Jan,0.4,-3,1.9,1.7,-10.5,2.3,-2.2,,0.2,-4.3,1.4,1.4,-9.8,2.3,-0.4,,08-Jan,1,-2,2.1,1.8,-8.9,2.5,-4.7,,,,,,,,,,,,,,,,,,,,,
09/01/2013,2013,1,9,5.1,-0.8,2.2,,1.6,1,-1.1,-2.9,-1.9,,09/01/2013,09-Jan,1.6,-0.7,1.8,1.6,-6.2,2.6,-2.1,,1,-1.8,1.8,1.6,-8.1,2.4,-1.3,,09-Jan,2.2,0.6,1.5,1.3,-3.4,2.7,0.5,,,,,,,,,,,,,,,,,,,,,
10/01/2013,2013,1,10,2.1,-2.3,-0.1,,1.1,1,-0.8,-2.7,-2,,10/01/2013,10-Jan,1.1,1.4,1.1,1.4,-5.4,2.4,2.4,,1,0.3,1.4,1.5,-6.6,2.4,0,,10-Jan,-0.1,2.2,0.7,1.4,-7.4,2.1,4.3,10-Jan,-0.8,-2.6,0.3,0,-8.8,0.7,1.8,,,,,,,,,,,,,
11/01/2013,2013,1,11,-0.6,-9.4,-5,,-2.6,-1,-0.9,-3.1,-2.3,,11/01/2013,11-Jan,-2.6,4,0.5,1.4,-9.5,0.6,2.9,,-1,2.8,0.8,1.3,-7.5,1.3,2.1,,11-Jan,-5,5.7,0.3,1.3,-11.6,-0.9,1.4,,,,,,,,,,,,,,,,,,,,,
12/01/2013,2013,1,12,-3.5,-11.5,-7.5,,-6.3,-4.2,-1.4,-3.9,-2.8,,12/01/2013,12-Jan,-6.3,5.5,0.2,1.3,-12.8,-2,0.1,,-4.2,4.4,0.4,1.3,-11,-0.6,1.5,,12-Jan,-7.5,5.2,0.1,1.3,-13.9,-3.1,-1.2,,,,,,,,,,,,,,,,,,,,,
13/01/2013,2013,1,13,-3.7,-9.5,-6.6,,-7.1,-6.4,-2.3,-5.1,-3,,13/01/2013,13-Jan,-7.1,7.3,0.5,2.1,-14.2,-1.8,-0.2,,-6.4,6.7,0.4,1.8,-13.3,-1.5,0.3,,13-Jan,-6.6,9.3,0.8,2.8,-14.4,-0.5,0.8,,,,,,,,,,,,,,,,,,,,,
14/01/2013,2013,1,14,-1.9,-6.3,-4.1,,-5.4,-6.1,-2.9,-5.8,-2.9,,14/01/2013,14-Jan,-5.4,6.4,0.8,1.3,-13.2,0.2,0.2,,-6.1,6,0.6,1.3,-13.4,-0.9,-0.3,,14-Jan,-4.1,3.4,0.8,-0.2,-11.9,0.8,-0.5,,,,,,,,,,,,,,,,,,,,,
15/01/2013,2013,1,15,-3.9,-11.8,-7.9,,-6,-6.2,-4.1,-7.4,-3.1,,15/01/2013,15-Jan,-6,3.1,1,-1.4,-8.5,1.3,-1,,-6.2,5.2,0.9,0,-10.5,0.7,-0.4,,15-Jan,-7.9,2.8,1.2,-2.5,-5.1,1.7,-1.4,,,,,,,,,,,,,,,,,,,,,
16/01/2013,2013,1,16,-3.1,-5.9,-4.5,,-6.2,-5.5,-5.1,-8.1,-3.1,,16/01/2013,16-Jan,-6.2,0.6,1.8,-1.2,-5.1,1.9,-0.9,,-5.5,1.5,1.4,-0.9,-7.4,1.5,-0.7,,16-Jan,-4.5,-1.7,2.3,0.1,-5.1,2,-0.3,,,,,,,,,,,,,,,,,,,,,
17/01/2013,2013,1,17,-2.2,-4.2,-3.2,,-3.9,-5.2,-5.5,-8.4,-3.2,,17/01/2013,17-Jan,-3.9,-1.3,1.7,1.3,-4.1,3.1,0,,-5.2,0.1,1.5,0,-4.4,2.6,-0.5,,17-Jan,-3.2,-0.9,1,2.4,-3,4.2,0.3,17-Jan,-5.5,3.4,0.9,0.7,-9.3,0.6,-0.1,,,,,,,,,,,,,
18/01/2013,2013,1,18,-0.6,-2.9,-1.8,,-2.5,-3.2,-5.1,-7.4,-3,,18/01/2013,18-Jan,-2.5,-0.2,2.2,2.5,-1.2,4.1,1.8,,-3.2,-0.7,2.2,1.7,-2.5,3.4,1.1,,18-Jan,-1.8,0.5,3.4,2.5,0.6,4,3.2,,,,,,,,,,,,,,,,,,,,,
19/01/2013,2013,1,19,-2.6,-6.8,-4.7,,-3.3,-3.2,-4.7,-6.8,-3.1,,19/01/2013,19-Jan,-3.3,0.9,3.5,2.3,1.7,3.3,4.1,,-3.2,0.3,2.7,2.3,0.1,3.6,2.8,,19-Jan,-4.7,1.3,3.6,2,2.7,2.5,4.9,,,,,,,,,,,,,,,,,,,,,
20/01/2013,2013,1,20,-1.5,-6.2,-3.9,,-4.3,-3.5,-4.3,-6.3,-3.3,,20/01/2013,20-Jan,-4.3,1.3,1.3,2.4,2.2,3.3,2.6,,-3.5,1,2,2.4,1.7,3.5,2.8,,20-Jan,-3.9,1.2,-1.1,2.8,1.7,4.1,0.2,,,,,,,,,,,,,,,,,,,,,
21/01/2013,2013,1,21,-3.1,-6.3,-4.7,,-4.3,-4.4,-4.4,-6.3,-3.6,,21/01/2013,21-Jan,-4.3,0.3,-1.5,3.4,1.8,4,-0.8,,-4.4,0.6,0.2,2.9,2.1,3.5,1.1,,21-Jan,-4.7,-0.6,-1.9,3.9,1.8,3.8,-1.7,,,,,,,,,,,,,,,,,,,,,
22/01/2013,2013,1,22,-6,-8.4,-7.2,,-6,-5.3,-4.3,-5.8,-4.2,,22/01/2013,22-Jan,-6,-1.1,-0.3,5,1.8,3.5,-1.5,,-5.3,-0.3,-0.5,4.3,1.8,3.7,-0.9,,22-Jan,-7.2,-1.5,1.4,6.1,1.8,3.1,-1.3,,,,,,,,,,,,,,,,,,,,,
