"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-119.60","49.46","PENTICTON A","1126150","2012-01-01","2012","01","01","","3.0","","-3.9","","-0.5","","18.5","","0.0","","0.0","","0.0","T","0.0","T","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2012-01-02","2012","01","02","","4.5","","-5.4","","-0.5","","18.5","","0.0","","0.0","","0.0","","0.0","","0","","18","","46",""
"-119.60","49.46","PENTICTON A","1126150","2012-01-03","2012","01","03","","6.2","","1.6","","3.9","","14.1","","0.0","","0.0","T","0.0","","0.0","T","0","","19","","50",""
"-119.60","49.46","PENTICTON A","1126150","2012-01-04","2012","01","04","","8.0","","4.2","","6.1","","11.9","","0.0","","0.0","T","0.0","","0.0","T","0","","18","E","61","E"
"-119.60","49.46","PENTICTON A","1126150","2012-01-05","2012","01","05","","9.3","","-1.4","","4.0","","14.0","","0.0","","0.6","","0.0","","0.6","","0","","23","","48",""
"-119.60","49.46","PENTICTON A","1126150","2012-01-06","2012","01","06","","4.7","","-1.5","","1.6","","16.4","","0.0","","0.0","","0.0","","0.0","","0","","17","E","37","E"
"-119.60","49.46","PENTICTON A","1126150","2012-01-07","2012","01","07","","1.8","","-5.7","","-2.0","","20.0","","0.0","","0.0","","1.4","","1.4","","0","","16","E","39","E"
"-119.60","49.46","PENTICTON A","1126150","2012-01-08","2012","01","08","","3.9","","0.4","","2.2","","15.8","","0.0","","0.0","","0.0","T","0.0","T","1","","16","E","44","E"
"-119.60","49.46","PENTICTON A","1126150","2012-01-09","2012","01","09","","4.7","","2.5","","3.6","","14.4","","0.0","","0.0","","0.0","","0.0","","0","","18","E","50","E"
"-119.60","49.46","PENTICTON A","1126150","2012-01-10","2012","01","10","","3.5","","-4.1","","-0.3","","18.3","","0.0","","0.2","","0.6","","0.8","","0","","35","","74",""
"-119.60","49.46","PENTICTON A","1126150","2012-01-11","2012","01","11","","-2.6","","-10.7","","-6.7","","24.7","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2012-01-12","2012","01","12","","-1.6","","-12.6","","-7.1","","25.1","","0.0","","0.0","","0.0","","0.0","","0","","16","","39",""
"-119.60","49.46","PENTICTON A","1126150","2012-01-13","2012","01","13","","-1.2","","-5.9","","-3.6","","21.6","","0.0","","0.0","","0.0","","0.0","","0","","18","","43",""
