"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-119.60","49.46","PENTICTON A","1126150","2005-01-11","2005","01","11","","-4.6","","-9.0","","-6.8","","24.8","","0.0","","0.0","","0.0","T","0.0","T","13","","17","E","52","E"
"-119.60","49.46","PENTICTON A","1126150","2005-01-12","2005","01","12","","-2.5","","-5.9","","-4.2","","22.2","","0.0","","0.0","","7.6","","2.0","","11","","18","E","63","E"
"-119.60","49.46","PENTICTON A","1126150","2005-01-13","2005","01","13","","-5.1","","-14.2","","-9.7","","27.7","","0.0","","0.0","","0.0","","0.0","","14","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-01-14","2005","01","14","","-12.0","","-16.3","","-14.2","","32.2","","0.0","","0.0","","0.0","T","0.0","T","10","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-01-15","2005","01","15","","-12.4","","-16.0","","-14.2","","32.2","","0.0","","0.0","","0.0","T","0.0","T","8","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-01-16","2005","01","16","","-5.7","","-13.0","","-9.4","","27.4","","0.0","","0.0","","1.7","","0.4","","8","","18","E","41","E"
"-119.60","49.46","PENTICTON A","1126150","2005-01-17","2005","01","17","","-2.0","","-7.2","","-4.6","","22.6","","0.0","","0.2","","2.6","","2.8","","8","","18","E","50","E"
"-119.60","49.46","PENTICTON A","1126150","2005-01-18","2005","01","18","","3.2","","-2.6","","0.3","","17.7","","0.0","","3.2","","0.0","","3.2","","8","","18","E","41","E"
"-119.60","49.46","PENTICTON A","1126150","2005-01-19","2005","01","19","","9.0","","2.0","","5.5","","12.5","","0.0","","0.0","","0.0","","0.0","","3","","18","E","46","E"
"-119.60","49.46","PENTICTON A","1126150","2005-01-20","2005","01","20","","7.2","","1.4","","4.3","","13.7","","0.0","","0.0","T","0.0","","0.0","T","0","T","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-01-21","2005","01","21","","4.0","","-1.4","","1.3","","16.7","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-01-22","2005","01","22","","7.6","","2.2","","4.9","","13.1","","0.0","","0.0","","0.0","","0.0","","0","","15","E","37","E"
"-119.60","49.46","PENTICTON A","1126150","2005-01-23","2005","01","23","","7.1","","4.6","","5.9","","12.1","","0.0","","0.0","T","0.0","","0.0","T","0","","18","","33",""
"-119.60","49.46","PENTICTON A","1126150","2005-01-24","2005","01","24","","7.3","","3.7","","5.5","","12.5","","0.0","","0.0","","0.0","","0.0","","0","","18","E","39","E"
"-119.60","49.46","PENTICTON A","1126150","2005-01-25","2005","01","25","","4.8","","1.4","","3.1","","14.9","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-01-26","2005","01","26","","3.1","","1.1","","2.1","","15.9","","0.0","","0.0","T","0.0","","0.0","T","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-01-27","2005","01","27","","5.9","","0.3","","3.1","","14.9","","0.0","","3.2","","0.0","","3.2","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-01-28","2005","01","28","","5.5","","1.4","","3.5","","14.5","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-01-29","2005","01","29","","6.9","","2.8","","4.9","","13.1","","0.0","","0.8","","0.0","","0.8","","0","","16","E","37","E"
"-119.60","49.46","PENTICTON A","1126150","2005-01-30","2005","01","30","","5.6","","3.1","","4.4","","13.6","","0.0","","0.6","","0.0","","0.6","","0","","17","E","37","E"
"-119.60","49.46","PENTICTON A","1126150","2005-01-31","2005","01","31","","7.0","","3.9","","5.5","","12.5","","0.0","","0.4","","0.0","","0.4","","0","","18","E","46","E"
"-119.60","49.46","PENTICTON A","1126150","2005-02-01","2005","02","01","","8.0","","2.2","","5.1","","12.9","","0.0","","0.0","","0.0","","0.0","","0","","18","E","43","E"
"-119.60","49.46","PENTICTON A","1126150","2005-02-02","2005","02","02","","8.7","","4.6","","6.7","","11.3","","0.0","","0.0","","0.0","","0.0","","0","","19","E","41","E"
"-119.60","49.46","PENTICTON A","1126150","2005-02-03","2005","02","03","","9.5","","3.6","","6.6","","11.4","","0.0","","0.0","","0.0","","0.0","","0","","18","E","46","E"
"-119.60","49.46","PENTICTON A","1126150","2005-02-04","2005","02","04","","10.2","","3.6","","6.9","","11.1","","0.0","","1.6","","0.0","","1.6","","0","","16","E","46","E"
"-119.60","49.46","PENTICTON A","1126150","2005-02-05","2005","02","05","","7.4","","-1.2","","3.1","","14.9","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-02-06","2005","02","06","","0.8","","-5.4","","-2.3","","20.3","","0.0","","0.0","","10.0","","3.6","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-02-07","2005","02","07","","2.1","","-7.0","","-2.5","","20.5","","0.0","","0.0","","0.2","","0.2","","10","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-02-08","2005","02","08","","1.9","","-9.4","","-3.8","","21.8","","0.0","","0.0","","0.0","","0.0","","6","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-02-09","2005","02","09","","4.5","","-8.6","","-2.1","","20.1","","0.0","","0.0","","0.0","","0.0","","2","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-02-10","2005","02","10","","4.0","","-8.0","","-2.0","","20.0","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-02-11","2005","02","11","","6.6","","-1.9","","2.4","","15.6","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-02-12","2005","02","12","","7.3","","-4.7","","1.3","","16.7","","0.0","","0.4","","0.0","","0.4","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-02-13","2005","02","13","","8.1","","-2.7","","2.7","","15.3","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-02-14","2005","02","14","","4.5","","-7.0","","-1.3","","19.3","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-02-15","2005","02","15","","2.9","","-7.9","","-2.5","","20.5","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-02-16","2005","02","16","","3.4","","-9.1","","-2.9","","20.9","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-02-17","2005","02","17","","3.0","","-7.9","","-2.5","","20.5","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-02-18","2005","02","18","","3.4","","-9.1","","-2.9","","20.9","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-02-19","2005","02","19","","3.3","","-7.6","","-2.2","","20.2","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-02-20","2005","02","20","","4.7","","-4.9","","-0.1","","18.1","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-02-21","2005","02","21","","3.7","","-7.5","","-1.9","","19.9","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-02-22","2005","02","22","","5.1","","-7.6","","-1.3","","19.3","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-02-23","2005","02","23","","6.1","","-6.1","","0.0","","18.0","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-02-24","2005","02","24","","11.2","","-7.7","","1.8","","16.2","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-02-25","2005","02","25","","9.9","","-7.0","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-02-26","2005","02","26","","8.3","","-5.7","","1.3","","16.7","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-02-27","2005","02","27","","9.0","","-6.5","","1.3","","16.7","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-02-28","2005","02","28","","8.4","","-5.2","","1.6","","16.4","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-03-01","2005","03","01","","11.6","","3.6","","7.6","","10.4","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-03-02","2005","03","02","","12.5","","-1.8","","5.4","","12.6","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-03-03","2005","03","03","","15.2","","-3.2","","6.0","","12.0","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-03-04","2005","03","04","","12.8","","-3.3","","4.8","","13.2","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-03-05","2005","03","05","","14.2","","-2.5","","5.9","","12.1","","0.0","","0.0","","0.0","","0.0","","0","","16","E","43","E"
"-119.60","49.46","PENTICTON A","1126150","2005-03-06","2005","03","06","","14.5","","-1.4","","6.6","","11.4","","0.0","","0.6","","0.0","","0.6","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-03-07","2005","03","07","","18.6","","2.1","","10.4","","7.6","","0.0","","0.0","T","0.0","","0.0","T","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-03-08","2005","03","08","","9.5","","0.0","","4.8","","13.2","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-03-09","2005","03","09","","17.2","","1.4","","9.3","","8.7","","0.0","","3.4","","0.0","","3.4","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-03-10","2005","03","10","","16.8","","-2.1","","7.4","","10.6","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-03-11","2005","03","11","","14.1","","4.6","","9.4","","8.6","","0.0","","0.4","","0.0","","0.4","","0","","15","","32",""
"-119.60","49.46","PENTICTON A","1126150","2005-03-12","2005","03","12","","14.1","","2.9","","8.5","","9.5","","0.0","","0.0","","0.0","","0.0","","0","","1","","39",""
"-119.60","49.46","PENTICTON A","1126150","2005-03-13","2005","03","13","","15.2","","-3.7","","5.8","","12.2","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-03-14","2005","03","14","","11.9","","-4.7","","3.6","","14.4","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-03-15","2005","03","15","","14.6","","-2.1","","6.3","","11.7","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-03-16","2005","03","16","","9.5","","2.3","","5.9","","12.1","","0.0","","3.4","","0.0","","3.4","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-03-17","2005","03","17","","9.7","","0.1","","4.9","","13.1","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-03-18","2005","03","18","","9.3","","2.3","","5.8","","12.2","","0.0","","0.0","","0.0","T","0.0","T","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-03-19","2005","03","19","","8.1","","1.5","","4.8","","13.2","","0.0","","1.6","","0.0","","1.6","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-03-20","2005","03","20","","11.3","","3.8","","7.6","","10.4","","0.0","","1.6","","0.0","","1.6","","0","","17","E","44","E"
"-119.60","49.46","PENTICTON A","1126150","2005-03-21","2005","03","21","","9.5","","-0.4","","4.6","","13.4","","0.0","","10.2","","0.0","","10.2","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-03-22","2005","03","22","","9.8","","-3.7","","3.1","","14.9","","0.0","","0.0","","0.0","","0.0","","0","","35","E","33","E"
"-119.60","49.46","PENTICTON A","1126150","2005-03-23","2005","03","23","","8.5","","1.8","","5.2","","12.8","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-03-24","2005","03","24","","9.3","","1.0","","5.2","","12.8","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-03-25","2005","03","25","","12.2","","1.8","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-03-26","2005","03","26","","8.8","","4.6","","6.7","","11.3","","0.0","","0.2","","0.0","","0.2","","0","","18","E","65","E"
"-119.60","49.46","PENTICTON A","1126150","2005-03-27","2005","03","27","","7.3","","4.5","","5.9","","12.1","","0.0","","7.0","","0.0","","7.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-03-28","2005","03","28","","12.0","","1.3","","6.7","","11.3","","0.0","","1.6","","0.0","","1.6","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-03-29","2005","03","29","","9.1","","-0.3","","4.4","","13.6","","0.0","","1.6","","0.0","","1.6","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-03-30","2005","03","30","","10.3","","1.0","","5.7","","12.3","","0.0","","0.0","T","0.0","","0.0","T","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-03-31","2005","03","31","","10.9","","0.1","","5.5","","12.5","","0.0","","0.0","","0.0","","0.0","","0","","18","E","46","E"
"-119.60","49.46","PENTICTON A","1126150","2005-04-01","2005","04","01","","16.1","","4.9","","10.5","","7.5","","0.0","","0.4","","0.0","","0.4","","0","","20","E","46","E"
"-119.60","49.46","PENTICTON A","1126150","2005-04-02","2005","04","02","","10.3","","2.0","","6.2","","11.8","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-04-03","2005","04","03","","11.8","","2.7","","7.3","","10.7","","0.0","","0.0","","0.0","","0.0","","0","","18","E","46","E"
"-119.60","49.46","PENTICTON A","1126150","2005-04-04","2005","04","04","","14.3","","4.3","","9.3","","8.7","","0.0","","0.4","","0.0","","0.4","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-04-05","2005","04","05","","12.2","","-0.9","","5.7","","12.3","","0.0","","0.0","","0.0","","0.0","","0","","18","E","46","E"
"-119.60","49.46","PENTICTON A","1126150","2005-04-06","2005","04","06","","15.6","","7.9","","11.8","","6.2","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-04-07","2005","04","07","","18.3","","4.0","","11.2","","6.8","","0.0","","6.0","","0.0","","6.0","","0","","22","E","43","E"
"-119.60","49.46","PENTICTON A","1126150","2005-04-08","2005","04","08","","13.2","","4.7","","9.0","","9.0","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-04-09","2005","04","09","","16.1","","-0.5","","7.8","","10.2","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-04-10","2005","04","10","","13.9","","-2.7","","5.6","","12.4","","0.0","","0.0","","0.0","","0.0","","0","","16","","48",""
"-119.60","49.46","PENTICTON A","1126150","2005-04-11","2005","04","11","","13.3","","4.6","","9.0","","9.0","","0.0","","0.8","","0.0","","0.8","","0","","17","E","41","E"
"-119.60","49.46","PENTICTON A","1126150","2005-04-12","2005","04","12","","13.5","","-1.4","","6.1","","11.9","","0.0","","0.8","","0.0","","0.8","","0","","18","E","39","E"
"-119.60","49.46","PENTICTON A","1126150","2005-04-13","2005","04","13","","13.5","","1.1","","7.3","","10.7","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-04-14","2005","04","14","","15.3","","-3.5","","5.9","","12.1","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-04-15","2005","04","15","","9.9","","-2.1","","3.9","","14.1","","0.0","","0.0","","0.0","","0.0","","0","","18","E","46","E"
"-119.60","49.46","PENTICTON A","1126150","2005-04-16","2005","04","16","","14.2","","6.8","","10.5","","7.5","","0.0","","1.4","","0.0","","1.4","","0","","18","E","52","E"
"-119.60","49.46","PENTICTON A","1126150","2005-04-17","2005","04","17","","14.7","","0.2","","7.5","","10.5","","0.0","","0.4","","0.0","","0.4","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-04-18","2005","04","18","","17.6","","-1.0","","8.3","","9.7","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-04-19","2005","04","19","","20.7","","-0.3","","10.2","","7.8","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-04-20","2005","04","20","","20.0","","3.9","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-04-21","2005","04","21","","24.5","","3.2","","13.9","","4.1","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-04-22","2005","04","22","","24.8","","6.0","","15.4","","2.6","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-04-23","2005","04","23","","23.2","","6.7","","15.0","","3.0","","0.0","","0.0","","0.0","","0.0","","0","","15","E","46","E"
"-119.60","49.46","PENTICTON A","1126150","2005-04-24","2005","04","24","","23.9","","9.7","","16.8","","1.2","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-04-25","2005","04","25","","25.8","","6.3","","16.1","","1.9","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-04-26","2005","04","26","","26.4","","5.3","","15.9","","2.1","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-04-27","2005","04","27","","24.5","","9.1","","16.8","","1.2","","0.0","","0.0","","0.0","","0.0","","0","","34","E","37","E"
"-119.60","49.46","PENTICTON A","1126150","2005-04-28","2005","04","28","","17.7","","-0.3","","8.7","","9.3","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-04-29","2005","04","29","","17.9","","1.1","","9.5","","8.5","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-04-30","2005","04","30","","17.3","","-1.0","","8.2","","9.8","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-05-01","2005","05","01","","21.8","","4.2","","13.0","","5.0","","0.0","","0.0","","0.0","","0.0","","0","","20","E","35","E"
"-119.60","49.46","PENTICTON A","1126150","2005-05-02","2005","05","02","","22.6","","8.4","","15.5","","2.5","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-05-03","2005","05","03","","21.3","","9.6","","15.5","","2.5","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-05-04","2005","05","04","","20.5","","7.8","","14.2","","3.8","","0.0","","4.4","","0.0","","4.4","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-05-05","2005","05","05","","21.7","","9.8","","15.8","","2.2","","0.0","","1.2","","0.0","","1.2","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-05-06","2005","05","06","","24.3","","10.0","","17.2","","0.8","","0.0","","0.0","","0.0","","0.0","","0","","36","","44",""
"-119.60","49.46","PENTICTON A","1126150","2005-05-07","2005","05","07","","22.3","","6.6","","14.5","","3.5","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-05-08","2005","05","08","","18.9","","10.8","","14.9","","3.1","","0.0","","1.8","","0.0","","1.8","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-05-09","2005","05","09","","15.8","","9.8","","12.8","","5.2","","0.0","","3.4","","0.0","","3.4","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-05-10","2005","05","10","","19.6","","12.4","","16.0","","2.0","","0.0","","0.6","","0.0","","0.6","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-05-11","2005","05","11","","25.2","","8.2","","16.7","","1.3","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-05-12","2005","05","12","","26.5","","7.3","","16.9","","1.1","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-05-13","2005","05","13","","26.4","","9.7","","18.1","","0.0","","0.1","","0.0","","0.0","","0.0","","0","","17","E","35","E"
"-119.60","49.46","PENTICTON A","1126150","2005-05-14","2005","05","14","","22.4","","15.3","","18.9","","0.0","","0.9","","4.2","","0.0","","4.2","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-05-15","2005","05","15","","20.8","","12.9","","16.9","","1.1","","0.0","","7.8","","0.0","","7.8","","0","","20","","39",""
"-119.60","49.46","PENTICTON A","1126150","2005-05-16","2005","05","16","","17.6","","11.0","","14.3","","3.7","","0.0","","0.8","","0.0","","0.8","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-05-17","2005","05","17","","19.9","","6.9","","13.4","","4.6","","0.0","","0.0","","0.0","","0.0","","0","","18","E","54","E"
"-119.60","49.46","PENTICTON A","1126150","2005-05-18","2005","05","18","","16.4","","11.0","","13.7","","4.3","","0.0","","1.6","","0.0","","1.6","","0","","20","","46",""
"-119.60","49.46","PENTICTON A","1126150","2005-05-19","2005","05","19","","19.1","","8.4","","13.8","","4.2","","0.0","","1.2","","0.0","","1.2","","0","","18","","48",""
"-119.60","49.46","PENTICTON A","1126150","2005-05-20","2005","05","20","","18.3","","4.1","","11.2","","6.8","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-05-21","2005","05","21","","19.6","","8.0","","13.8","","4.2","","0.0","","0.0","","0.0","","0.0","","0","","18","","50",""
"-119.60","49.46","PENTICTON A","1126150","2005-05-22","2005","05","22","","20.2","","10.6","","15.4","","2.6","","0.0","","0.0","","0.0","","0.0","","0","","18","","54",""
"-119.60","49.46","PENTICTON A","1126150","2005-05-23","2005","05","23","","18.9","","4.8","","11.9","","6.1","","0.0","","0.8","","0.0","","0.8","","0","","30","","35",""
"-119.60","49.46","PENTICTON A","1126150","2005-05-24","2005","05","24","","21.1","","5.8","","13.5","","4.5","","0.0","","0.0","T","0.0","","0.0","T","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-05-25","2005","05","25","","24.4","","3.7","","14.1","","3.9","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-05-26","2005","05","26","","26.0","","8.2","","17.1","","0.9","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-05-27","2005","05","27","","29.4","","7.4","","18.4","","0.0","","0.4","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-05-28","2005","05","28","","30.7","","9.2","","20.0","","0.0","","2.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-05-29","2005","05","29","","33.5","","12.7","","23.1","","0.0","","5.1","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-05-30","2005","05","30","","29.8","","13.0","","21.4","","0.0","","3.4","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2005-05-31","2005","05","31","","20.7","","11.7","","16.2","","1.8","","0.0","","3.6","","0.0","","3.6","","0","","","","<31",""
