"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-119.60","49.46","PENTICTON A","1126150","2011-01-01","2011","01","01","","-5.8","","-13.5","","-9.7","","27.7","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2011-01-02","2011","01","02","","-2.0","","-8.7","","-5.4","","23.4","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2011-01-03","2011","01","03","","-3.8","","-6.0","","-4.9","","22.9","","0.0","","0.0","","0.0","","0.0","","0","","17","","33",""
"-119.60","49.46","PENTICTON A","1126150","2011-01-04","2011","01","04","","-2.1","","-5.8","","-4.0","","22.0","","0.0","","0.0","","0.0","T","0.0","T","0","","17","","46",""
"-119.60","49.46","PENTICTON A","1126150","2011-01-05","2011","01","05","","-1.0","","-4.0","","-2.5","","20.5","","0.0","","0.0","","0.4","","0.2","","0","","18","E","46","E"
"-119.60","49.46","PENTICTON A","1126150","2011-01-06","2011","01","06","","1.2","","-1.5","","-0.2","","18.2","","0.0","","0.0","","1.2","","0.8","","0","T","18","E","32","E"
"-119.60","49.46","PENTICTON A","1126150","2011-01-07","2011","01","07","","3.4","","0.5","","2.0","","16.0","","0.0","","0.2","","0.0","T","0.2","","0","","17","E","39","E"
"-119.60","49.46","PENTICTON A","1126150","2011-01-08","2011","01","08","","3.0","","-2.6","","0.2","","17.8","","0.0","","0.0","","1.4","","1.2","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2011-01-09","2011","01","09","","-1.6","","-7.6","","-4.6","","22.6","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2011-01-10","2011","01","10","","-3.9","","-7.3","","-5.6","","23.6","","0.0","","0.0","","0.0","T","0.0","T","0","T","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2011-01-11","2011","01","11","","-2.8","","-5.8","","-4.3","","22.3","","0.0","","0.0","","3.4","","2.4","","0","T","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2011-01-12","2011","01","12","","-0.3","","-5.4","","-2.9","","20.9","","0.0","","0.0","","4.4","","4.0","","5","","18","E","54","E"
"-119.60","49.46","PENTICTON A","1126150","2011-01-13","2011","01","13","","2.7","","-2.5","","0.1","","17.9","","0.0","","0.0","","0.2","","0.2","","4","","18","","52",""
"-119.60","49.46","PENTICTON A","1126150","2011-01-14","2011","01","14","","8.4","","2.3","","5.4","","12.6","","0.0","","0.0","","0.0","","0.0","","2","","17","E","39","E"
