"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-119.60","49.46","PENTICTON A","1126150","2004-01-31","2004","01","31","","3.3","","-5.4","","-1.1","","19.1","","0.0","","0.0","","0.0","T","0.0","T","5","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-02-01","2004","02","01","","0.3","","-6.4","","-3.1","","21.1","","0.0","","0.0","","1.6","","1.2","","5","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-02-02","2004","02","02","","-2.5","","-4.8","","-3.7","","21.7","","0.0","","0.0","","0.6","","0.6","","5","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-02-03","2004","02","03","","-1.0","","-5.4","","-3.2","","21.2","","0.0","","0.0","","1.8","","1.8","","6","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-02-04","2004","02","04","","2.5","","-6.9","","-2.2","","20.2","","0.0","","0.0","","0.6","","0.6","","7","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-02-05","2004","02","05","","0.2","","-9.3","","-4.6","","22.6","","0.0","","0.0","","0.0","","0.0","","5","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-02-06","2004","02","06","","3.7","","-0.2","","1.8","","16.2","","0.0","","0.0","","0.0","T","0.0","T","5","","16","E","41","E"
"-119.60","49.46","PENTICTON A","1126150","2004-02-07","2004","02","07","","4.0","","-4.1","","-0.1","","18.1","","0.0","","0.0","","0.0","","0.0","","4","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-02-08","2004","02","08","","1.8","","-1.1","","0.4","","17.6","","0.0","","0.0","","0.0","","0.0","","3","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-02-09","2004","02","09","","3.2","","-3.7","","-0.3","","18.3","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-02-10","2004","02","10","","3.0","","-6.8","","-1.9","","19.9","","0.0","","0.0","","0.0","","0.0","","1","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-02-11","2004","02","11","","2.6","","-2.5","","0.1","","17.9","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-02-12","2004","02","12","","2.7","","-4.2","","-0.8","","18.8","","0.0","","0.0","","0.0","","0.0","","0","","17","E","35","E"
"-119.60","49.46","PENTICTON A","1126150","2004-02-13","2004","02","13","","1.9","","-8.5","","-3.3","","21.3","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-02-14","2004","02","14","","1.8","","-3.1","","-0.7","","18.7","","0.0","","0.2","","0.0","T","0.2","","0","T","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-02-15","2004","02","15","","3.5","","0.4","","2.0","","16.0","","0.0","","0.0","T","0.2","","0.2","","0","T","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-02-16","2004","02","16","","4.7","","1.9","","3.3","","14.7","","0.0","","3.2","","0.0","","3.2","","0","T","18","E","48","E"
"-119.60","49.46","PENTICTON A","1126150","2004-02-17","2004","02","17","","5.3","","1.5","","3.4","","14.6","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-02-18","2004","02","18","","7.3","","1.6","","4.5","","13.5","","0.0","","0.0","T","0.0","","0.0","T","0","","16","E","33","E"
"-119.60","49.46","PENTICTON A","1126150","2004-02-19","2004","02","19","","5.9","","1.3","","3.6","","14.4","","0.0","","0.0","","0.0","","0.0","","0","","16","E","35","E"
"-119.60","49.46","PENTICTON A","1126150","2004-02-20","2004","02","20","","6.4","","-2.4","","2.0","","16.0","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-02-21","2004","02","21","","2.6","","-4.5","","-1.0","","19.0","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-02-22","2004","02","22","","3.5","","-3.6","","-0.1","","18.1","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-02-23","2004","02","23","","4.1","","-4.5","","-0.2","","18.2","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-02-24","2004","02","24","","6.5","","-1.2","","2.7","","15.3","","0.0","","1.8","","0.0","T","1.8","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-02-25","2004","02","25","","5.5","","1.7","","3.6","","14.4","","0.0","","1.4","","0.0","","1.4","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-02-26","2004","02","26","","7.0","","1.0","","4.0","","14.0","","0.0","","6.0","","0.0","","6.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-02-27","2004","02","27","","9.6","","2.4","","6.0","","12.0","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-02-28","2004","02","28","","9.5","","0.1","","4.8","","13.2","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-02-29","2004","02","29","","8.9","","0.4","","4.7","","13.3","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-03-01","2004","03","01","","8.1","","-0.7","","3.7","","14.3","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-03-02","2004","03","02","","8.8","","-3.4","","2.7","","15.3","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-03-03","2004","03","03","","3.1","","-4.4","","-0.7","","18.7","","0.0","","0.0","","2.2","","2.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-03-04","2004","03","04","","6.4","","0.6","","3.5","","14.5","","0.0","","0.6","","1.6","","2.2","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-03-05","2004","03","05","","6.8","","1.4","","4.1","","13.9","","0.0","","0.6","","0.0","","0.6","","0","","18","E","56","E"
"-119.60","49.46","PENTICTON A","1126150","2004-03-06","2004","03","06","","10.7","","1.2","","6.0","","12.0","","0.0","","0.0","","0.0","","0.0","","0","","22","E","46","E"
"-119.60","49.46","PENTICTON A","1126150","2004-03-07","2004","03","07","","9.8","","5.8","","7.8","","10.2","","0.0","","0.0","T","0.0","","0.0","T","0","","17","E","63","E"
"-119.60","49.46","PENTICTON A","1126150","2004-03-08","2004","03","08","","18.0","","3.7","","10.9","","7.1","","0.0","","0.0","","0.0","","0.0","","0","","19","E","39","E"
"-119.60","49.46","PENTICTON A","1126150","2004-03-09","2004","03","09","","14.2","","5.9","","10.1","","7.9","","0.0","","0.0","","0.0","","0.0","","0","","36","E","63","E"
"-119.60","49.46","PENTICTON A","1126150","2004-03-10","2004","03","10","","11.6","","0.2","","5.9","","12.1","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-03-11","2004","03","11","","10.4","","-1.5","","4.5","","13.5","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-03-12","2004","03","12","","16.1","","5.5","","10.8","","7.2","","0.0","","0.2","","0.0","","0.2","","0","","27","E","50","E"
"-119.60","49.46","PENTICTON A","1126150","2004-03-13","2004","03","13","","11.3","","-2.5","","4.4","","13.6","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-03-14","2004","03","14","","16.5","","4.4","","10.5","","7.5","","0.0","","0.0","","0.0","","0.0","","0","","18","E","37","E"
"-119.60","49.46","PENTICTON A","1126150","2004-03-15","2004","03","15","","10.9","","-0.5","","5.2","","12.8","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-03-16","2004","03","16","","13.6","","1.1","","7.4","","10.6","","0.0","","0.2","","0.0","","0.2","","0","","15","E","37","E"
"-119.60","49.46","PENTICTON A","1126150","2004-03-17","2004","03","17","","12.3","","4.7","","8.5","","9.5","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-03-18","2004","03","18","","15.6","","-1.2","","7.2","","10.8","","0.0","","1.0","","0.0","","1.0","","0","","30","E","63","E"
"-119.60","49.46","PENTICTON A","1126150","2004-03-19","2004","03","19","","11.9","","-1.5","","5.2","","12.8","","0.0","","0.2","","0.0","","0.2","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-03-20","2004","03","20","","11.9","","-2.8","","4.6","","13.4","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-03-21","2004","03","21","","12.0","","0.5","","6.3","","11.7","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-03-22","2004","03","22","","17.0","","0.7","","8.9","","9.1","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-03-23","2004","03","23","","16.2","","6.6","","11.4","","6.6","","0.0","","0.0","T","0.0","","0.0","T","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-03-24","2004","03","24","","12.0","","2.7","","7.4","","10.6","","0.0","","3.6","","0.0","","3.6","","0","","18","E","63","E"
"-119.60","49.46","PENTICTON A","1126150","2004-03-25","2004","03","25","","12.2","","0.0","","6.1","","11.9","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-03-26","2004","03","26","","10.8","","4.4","","7.6","","10.4","","0.0","","6.2","","0.0","","6.2","","0","","18","E","50","E"
"-119.60","49.46","PENTICTON A","1126150","2004-03-27","2004","03","27","","14.8","","3.7","","9.3","","8.7","","0.0","","0.0","","0.0","","0.0","","0","","19","E","39","E"
"-119.60","49.46","PENTICTON A","1126150","2004-03-28","2004","03","28","","15.4","","-2.0","","6.7","","11.3","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-03-29","2004","03","29","","19.3","","0.1","","9.7","","8.3","","0.0","","0.0","","0.0","","0.0","","0","","16","E","41","E"
"-119.60","49.46","PENTICTON A","1126150","2004-03-30","2004","03","30","","16.4","","1.9","","9.2","","8.8","","0.0","","2.4","","0.0","","2.4","","0","","1","E","37","E"
"-119.60","49.46","PENTICTON A","1126150","2004-03-31","2004","03","31","","12.2","","-0.8","","5.7","","12.3","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-04-01","2004","04","01","","15.0","","1.5","","8.3","","9.7","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-04-02","2004","04","02","","14.3","","-0.7","","6.8","","11.2","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-04-03","2004","04","03","","18.2","","1.1","","9.7","","8.3","","0.0","","0.0","","0.0","","0.0","","0","","16","E","37","E"
"-119.60","49.46","PENTICTON A","1126150","2004-04-04","2004","04","04","","20.7","","5.9","","13.3","","4.7","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-04-05","2004","04","05","","18.1","","4.6","","11.4","","6.6","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-04-06","2004","04","06","","18.7","","0.7","","9.7","","8.3","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-04-07","2004","04","07","","20.4","","3.7","","12.1","","5.9","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-04-08","2004","04","08","","17.7","","4.8","","11.3","","6.7","","0.0","","0.0","T","0.0","","0.0","T","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-04-09","2004","04","09","","18.6","","-0.3","","9.2","","8.8","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-04-10","2004","04","10","","18.4","","0.9","","9.7","","8.3","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-04-11","2004","04","11","","22.4","","0.2","","11.3","","6.7","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-04-12","2004","04","12","","24.4","","2.3","","13.4","","4.6","","0.0","","0.0","","0.0","","0.0","","0","","16","E","33","E"
"-119.60","49.46","PENTICTON A","1126150","2004-04-13","2004","04","13","","18.9","","8.2","","13.6","","4.4","","0.0","","2.0","","0.0","","2.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-04-14","2004","04","14","","13.2","","3.7","","8.5","","9.5","","0.0","","15.0","","0.0","","15.0","","0","","23","E","50","E"
"-119.60","49.46","PENTICTON A","1126150","2004-04-15","2004","04","15","","15.8","","1.3","","8.6","","9.4","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-04-16","2004","04","16","","14.7","","0.4","","7.6","","10.4","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-04-17","2004","04","17","","16.6","","1.3","","9.0","","9.0","","0.0","","0.2","","0.0","","0.2","","0","","23","E","37","E"
"-119.60","49.46","PENTICTON A","1126150","2004-04-18","2004","04","18","","16.3","","0.8","","8.6","","9.4","","0.0","","0.6","","0.0","","0.6","","0","","15","E","37","E"
"-119.60","49.46","PENTICTON A","1126150","2004-04-19","2004","04","19","","15.8","","1.9","","8.9","","9.1","","0.0","","0.4","","0.0","","0.4","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-04-20","2004","04","20","","11.8","","5.8","","8.8","","9.2","","0.0","","4.2","","0.0","","4.2","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-04-21","2004","04","21","","16.4","","1.4","","8.9","","9.1","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-04-22","2004","04","22","","22.5","","1.3","","11.9","","6.1","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-04-23","2004","04","23","","18.0","","5.4","","11.7","","6.3","","0.0","","0.0","","0.0","","0.0","","0","","28","E","48","E"
"-119.60","49.46","PENTICTON A","1126150","2004-04-24","2004","04","24","","16.2","","0.6","","8.4","","9.6","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-04-25","2004","04","25","","21.6","","1.1","","11.4","","6.6","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-04-26","2004","04","26","","24.5","","4.0","","14.3","","3.7","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-04-27","2004","04","27","","21.1","","9.2","","15.2","","2.8","","0.0","","0.0","T","0.0","","0.0","T","0","","33","E","50","E"
"-119.60","49.46","PENTICTON A","1126150","2004-04-28","2004","04","28","","19.4","","8.4","","13.9","","4.1","","0.0","","0.0","","0.0","","0.0","","0","","35","E","48","E"
"-119.60","49.46","PENTICTON A","1126150","2004-04-29","2004","04","29","","21.3","","1.9","","11.6","","6.4","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-04-30","2004","04","30","","23.6","","3.4","","13.5","","4.5","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-05-01","2004","05","01","","26.8","","5.7","","16.3","","1.7","","0.0","","0.0","","0.0","","0.0","","0","","18","E","43","E"
"-119.60","49.46","PENTICTON A","1126150","2004-05-02","2004","05","02","","21.7","","10.0","","15.9","","2.1","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-05-03","2004","05","03","","24.7","","5.1","","14.9","","3.1","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-05-04","2004","05","04","","20.5","","9.9","","15.2","","2.8","","0.0","","2.2","","0.0","","2.2","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-05-05","2004","05","05","","19.4","","3.6","","11.5","","6.5","","0.0","","0.0","T","0.0","","0.0","T","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-05-06","2004","05","06","","21.2","","3.4","","12.3","","5.7","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-05-07","2004","05","07","","24.5","","4.5","","14.5","","3.5","","0.0","","0.0","T","0.0","","0.0","T","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-05-08","2004","05","08","","20.8","","6.8","","13.8","","4.2","","0.0","","3.8","","0.0","","3.8","","0","","18","E","41","E"
"-119.60","49.46","PENTICTON A","1126150","2004-05-09","2004","05","09","","19.6","","4.4","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-05-10","2004","05","10","","17.6","","3.6","","10.6","","7.4","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-05-11","2004","05","11","","13.0","","5.7","","9.4","","8.6","","0.0","","6.8","","0.0","","6.8","","0","","1","E","44","E"
"-119.60","49.46","PENTICTON A","1126150","2004-05-12","2004","05","12","","18.1","","0.4","","9.3","","8.7","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-05-13","2004","05","13","","20.9","","5.0","","13.0","","5.0","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-05-14","2004","05","14","","22.5","","3.4","","13.0","","5.0","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-05-15","2004","05","15","","23.1","","4.0","","13.6","","4.4","","0.0","","0.0","T","0.0","","0.0","T","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-05-16","2004","05","16","","22.3","","8.5","","15.4","","2.6","","0.0","","0.0","T","0.0","","0.0","T","0","","18","E","37","E"
"-119.60","49.46","PENTICTON A","1126150","2004-05-17","2004","05","17","","22.2","","5.6","","13.9","","4.1","","0.0","","0.0","T","0.0","","0.0","T","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-05-18","2004","05","18","","28.4","","6.8","","17.6","","0.4","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-05-19","2004","05","19","","27.8","","7.8","","17.8","","0.2","","0.0","","2.0","","0.0","","2.0","","0","","18","E","46","E"
"-119.60","49.46","PENTICTON A","1126150","2004-05-20","2004","05","20","","25.2","","7.6","","16.4","","1.6","","0.0","","2.1","","0.0","","2.1","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-05-21","2004","05","21","","19.8","","7.7","","13.8","","4.2","","0.0","","5.0","","0.0","","5.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-05-22","2004","05","22","","15.5","","9.5","","12.5","","5.5","","0.0","","22.2","","0.0","","22.2","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-05-23","2004","05","23","","19.1","","8.4","","13.8","","4.2","","0.0","","0.2","","0.0","","0.2","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-05-24","2004","05","24","","22.0","","7.8","","14.9","","3.1","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-05-25","2004","05","25","","18.6","","9.2","","13.9","","4.1","","0.0","","6.2","","0.0","","6.2","","0","","18","E","33","E"
"-119.60","49.46","PENTICTON A","1126150","2004-05-26","2004","05","26","","21.1","","9.6","","15.4","","2.6","","0.0","","0.6","","0.0","","0.6","","0","","18","E","37","E"
"-119.60","49.46","PENTICTON A","1126150","2004-05-27","2004","05","27","","19.6","","11.7","","15.7","","2.3","","0.0","","0.6","","0.0","","0.6","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-05-28","2004","05","28","","17.0","","9.6","","13.3","","4.7","","0.0","","1.4","","0.0","","1.4","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2004-05-29","2004","05","29","","19.9","","10.1","","15.0","","3.0","","0.0","","0.0","","0.0","","0.0","","0","","31","E","37","E"
"-119.60","49.46","PENTICTON A","1126150","2004-05-30","2004","05","30","","17.7","","10.6","","14.2","","3.8","","0.0","","2.0","","0.0","","2.0","","0","","15","E","33","E"
