"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-119.60","49.46","PENTICTON A","1126150","2008-01-01","2008","01","01","","1.7","","-10.5","","-4.4","","22.4","","0.0","","0.0","","0.0","T","0.0","T","0","","17","","52",""
"-119.60","49.46","PENTICTON A","1126150","2008-01-02","2008","01","02","","1.4","","-1.5","","-0.1","","18.1","","0.0","","0.0","","0.0","","0.0","","1","","19","","59",""
"-119.60","49.46","PENTICTON A","1126150","2008-01-03","2008","01","03","","3.8","","-0.3","","1.8","","16.2","","0.0","","3.2","","0.0","T","3.2","","1","","18","","46",""
"-119.60","49.46","PENTICTON A","1126150","2008-01-04","2008","01","04","","6.6","","1.4","","4.0","","14.0","","0.0","","7.2","","0.0","","7.2","","0","","18","","44",""
"-119.60","49.46","PENTICTON A","1126150","2008-01-05","2008","01","05","","7.3","","3.5","","5.4","","12.6","","0.0","","0.0","T","0.0","","0.0","T","0","","18","","59",""
"-119.60","49.46","PENTICTON A","1126150","2008-01-06","2008","01","06","","5.1","","-1.7","","1.7","","16.3","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2008-01-07","2008","01","07","","2.6","","-3.9","","-0.7","","18.7","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2008-01-08","2008","01","08","","2.0","","-1.8","","0.1","","17.9","","0.0","","0.0","","4.2","","2.0","","2","","19","E","44","E"
"-119.60","49.46","PENTICTON A","1126150","2008-01-09","2008","01","09","","1.7","","-1.7","","0.0","","18.0","","0.0","","0.0","","1.2","","1.0","","0","","17","E","37","E"
"-119.60","49.46","PENTICTON A","1126150","2008-01-10","2008","01","10","","2.6","","-1.3","","0.7","","17.3","","0.0","","0.0","","3.2","","3.0","","4","","19","E","56","E"
"-119.60","49.46","PENTICTON A","1126150","2008-01-11","2008","01","11","","2.9","","0.3","","1.6","","16.4","","0.0","","0.0","","0.0","","0.0","","0","","16","","32",""
"-119.60","49.46","PENTICTON A","1126150","2008-01-12","2008","01","12","","2.8","","-0.3","","1.3","","16.7","","0.0","","0.0","","0.8","","0.8","","0","","16","","32",""
"-119.60","49.46","PENTICTON A","1126150","2008-01-13","2008","01","13","","3.0","","1.4","","2.2","","15.8","","0.0","","0.0","","0.0","","0.0","","0","T","17","","48",""
"-119.60","49.46","PENTICTON A","1126150","2008-01-14","2008","01","14","","4.0","","-0.6","","1.7","","16.3","","0.0","","0.8","","0.4","","1.2","","0","","19","","69",""
"-119.60","49.46","PENTICTON A","1126150","2008-01-15","2008","01","15","","1.8","","-4.5","","-1.4","","19.4","","0.0","","0.0","","0.0","","0.0","","1","","15","","46",""
"-119.60","49.46","PENTICTON A","1126150","2008-01-16","2008","01","16","","-2.5","","-9.2","","-5.9","","23.9","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2008-01-17","2008","01","17","","0.2","","-6.5","","-3.2","","21.2","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2008-01-18","2008","01","18","","0.7","","-2.0","","-0.7","","18.7","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2008-01-19","2008","01","19","","0.8","","-1.7","","-0.5","","18.5","","0.0","","0.0","","2.2","","2.2","","0","","18","","33",""
"-119.60","49.46","PENTICTON A","1126150","2008-01-20","2008","01","20","","2.1","","-6.1","","-2.0","","20.0","","0.0","","0.0","","0.2","","0.2","","2","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2008-01-21","2008","01","21","","-3.1","","-12.3","","-7.7","","25.7","","0.0","","0.0","","0.0","","0.0","","2","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2008-01-22","2008","01","22","","-3.9","","-14.1","","-9.0","","27.0","","0.0","","0.0","","0.0","T","0.0","T","2","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2008-01-23","2008","01","23","","-5.4","","-13.6","","-9.5","","27.5","","0.0","","0.0","","0.0","","0.0","","2","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2008-01-24","2008","01","24","","-5.0","","-15.7","","-10.4","","28.4","","0.0","","0.0","","0.0","","0.0","","1","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2008-01-25","2008","01","25","","-5.1","","-15.5","","-10.3","","28.3","","0.0","","0.0","","0.0","","0.0","","1","","18","E","46","E"
"-119.60","49.46","PENTICTON A","1126150","2008-01-26","2008","01","26","","-3.0","","-7.9","","-5.5","","23.5","","0.0","","0.0","","0.0","T","0.0","T","1","","19","E","48","E"
"-119.60","49.46","PENTICTON A","1126150","2008-01-27","2008","01","27","","-1.2","","-9.2","","-5.2","","23.2","","0.0","","0.0","","0.2","","0.0","T","1","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2008-01-28","2008","01","28","","-4.1","","-11.2","","-7.7","","25.7","","0.0","","0.0","","0.0","T","0.0","T","1","","33","","33",""
"-119.60","49.46","PENTICTON A","1126150","2008-01-29","2008","01","29","","-8.3","","-12.3","","-10.3","","28.3","","0.0","","0.0","","3.0","","1.8","","2","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2008-01-30","2008","01","30","","-5.0","","-10.8","","-7.9","","25.9","","0.0","","0.0","","0.0","","0.0","","2","","18","","41",""
"-119.60","49.46","PENTICTON A","1126150","2008-01-31","2008","01","31","","1.9","","-5.1","","-1.6","","19.6","","0.0","","0.0","","0.6","","0.4","","2","","19","","57",""
"-119.60","49.46","PENTICTON A","1126150","2008-02-01","2008","02","01","","0.1","","-8.5","","-4.2","","22.2","","0.0","","0.0","","2.2","","2.0","","1","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2008-02-02","2008","02","02","","-2.4","","-9.5","","-6.0","","24.0","","0.0","","0.0","","2.0","","1.2","","2","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2008-02-03","2008","02","03","","1.2","","-6.5","","-2.7","","20.7","","0.0","","0.0","","0.6","","0.4","","4","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2008-02-04","2008","02","04","","-1.4","","-11.6","","-6.5","","24.5","","0.0","","0.0","","0.0","","0.0","","2","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2008-02-05","2008","02","05","","2.4","","-4.7","","-1.2","","19.2","","0.0","","0.0","","0.2","","0.2","","2","","26","","59",""
"-119.60","49.46","PENTICTON A","1126150","2008-02-06","2008","02","06","","2.4","","-1.9","","0.3","","17.7","","0.0","","0.0","","0.0","T","0.0","T","2","","16","","35",""
"-119.60","49.46","PENTICTON A","1126150","2008-02-07","2008","02","07","","5.5","","0.4","","3.0","","15.0","","0.0","","0.4","","0.8","","0.8","","1","","19","","56",""
"-119.60","49.46","PENTICTON A","1126150","2008-02-08","2008","02","08","","9.9","","-0.8","","4.6","","13.4","","0.0","","0.0","","0.0","","0.0","","0","","17","E","33","E"
"-119.60","49.46","PENTICTON A","1126150","2008-02-09","2008","02","09","","3.8","","-0.3","","1.8","","16.2","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2008-02-10","2008","02","10","","8.0","","1.1","","4.6","","13.4","","0.0","","0.0","","0.0","","0.0","","0","","18","","37",""
"-119.60","49.46","PENTICTON A","1126150","2008-02-11","2008","02","11","","4.9","","-0.8","","2.1","","15.9","","0.0","","0.2","","0.0","","0.2","","0","","18","E","37","E"
"-119.60","49.46","PENTICTON A","1126150","2008-02-12","2008","02","12","","7.5","","1.4","","4.5","","13.5","","0.0","","1.8","","0.0","","1.8","","0","","18","","41",""
"-119.60","49.46","PENTICTON A","1126150","2008-02-13","2008","02","13","","8.1","","0.2","","4.2","","13.8","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2008-02-14","2008","02","14","","5.6","","-4.5","","0.6","","17.4","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
