"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-119.60","49.46","PENTICTON A","1126150","2010-01-01","2010","01","01","","4.0","","-0.3","","1.9","","16.1","","0.0","","0.2","","0.8","","1.0","","5","","19","","44",""
"-119.60","49.46","PENTICTON A","1126150","2010-01-02","2010","01","02","","4.4","","2.0","","3.2","","14.8","","0.0","","0.4","","0.0","","0.4","","0","","18","","32",""
"-119.60","49.46","PENTICTON A","1126150","2010-01-03","2010","01","03","","3.9","","1.1","","2.5","","15.5","","0.0","","0.0","T","0.0","","0.0","T","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-01-04","2010","01","04","","1.1","","-0.2","","0.5","","17.5","","0.0","","1.6","","15.6","","19.6","","2","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-01-05","2010","01","05","","3.4","","-3.2","","0.1","","17.9","","0.0","","0.0","","1.2","","1.2","","11","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-01-06","2010","01","06","","-0.4","","-9.9","","-5.2","","23.2","","0.0","","0.0","","0.0","","0.0","","6","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-01-07","2010","01","07","","-4.3","","-10.5","","-7.4","","25.4","","0.0","","0.0","","0.0","","0.0","","6","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-01-08","2010","01","08","","1.1","","-4.7","","-1.8","","19.8","","0.0","","0.0","T","0.0","T","0.0","T","6","","17","","37",""
"-119.60","49.46","PENTICTON A","1126150","2010-01-09","2010","01","09","","1.8","","0.3","","1.1","","16.9","","0.0","","0.0","","0.0","","0.0","","6","","18","","46",""
"-119.60","49.46","PENTICTON A","1126150","2010-01-10","2010","01","10","","5.6","","1.1","","3.4","","14.6","","0.0","","0.0","","0.0","T","0.0","T","5","","16","","35",""
"-119.60","49.46","PENTICTON A","1126150","2010-01-11","2010","01","11","","6.9","","3.9","","5.4","","12.6","","0.0","","0.0","T","0.0","","0.0","T","2","","19","","50",""
"-119.60","49.46","PENTICTON A","1126150","2010-01-12","2010","01","12","","6.5","","2.1","","4.3","","13.7","","0.0","","3.0","","0.0","","3.0","","0","","15","","32",""
"-119.60","49.46","PENTICTON A","1126150","2010-01-13","2010","01","13","","5.3","","3.1","","4.2","","13.8","","0.0","","5.2","","0.0","","5.2","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-01-14","2010","01","14","","6.5","","3.6","","5.1","","12.9","","0.0","","0.0","","0.0","","0.0","","0","","20","","57",""
"-119.60","49.46","PENTICTON A","1126150","2010-01-15","2010","01","15","","8.4","","2.9","","5.7","","12.3","","0.0","","0.0","","0.0","","0.0","","0","","20","","63",""
"-119.60","49.46","PENTICTON A","1126150","2010-01-16","2010","01","16","","6.4","","-4.5","","1.0","","17.0","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-01-17","2010","01","17","","4.7","","0.2","","2.5","","15.5","","0.0","","3.2","","0.0","T","3.2","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-01-18","2010","01","18","","9.9","","-1.1","","4.4","","13.6","","0.0","","3.8","","0.0","","3.8","","0","","19","","50",""
"-119.60","49.46","PENTICTON A","1126150","2010-01-19","2010","01","19","","3.4","","-1.5","","1.0","","17.0","","0.0","","0.4","","0.0","","0.4","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-01-20","2010","01","20","","3.8","","-0.1","","1.9","","16.1","","0.0","","0.0","T","0.0","","0.0","T","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-01-21","2010","01","21","","4.5","","0.0","","2.3","","15.7","","0.0","","0.2","","0.0","","0.2","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-01-22","2010","01","22","","3.8","","-1.0","","1.4","","16.6","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-01-23","2010","01","23","","2.3","","-2.9","","-0.3","","18.3","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-01-24","2010","01","24","","2.1","","-4.6","","-1.3","","19.3","","0.0","","0.0","","0.0","T","0.0","T","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-01-25","2010","01","25","","5.7","","-0.4","","2.7","","15.3","","0.0","","0.0","","0.6","","0.6","","0","T","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-01-26","2010","01","26","","5.2","","-2.6","","1.3","","16.7","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-01-27","2010","01","27","","2.6","","-4.2","","-0.8","","18.8","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-01-28","2010","01","28","","4.4","","0.0","","2.2","","15.8","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-01-29","2010","01","29","","5.2","","2.2","","3.7","","14.3","","0.0","","0.0","T","0.0","","0.0","T","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-01-30","2010","01","30","","4.9","","-0.3","","2.3","","15.7","","0.0","","0.0","T","0.0","","0.0","T","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-01-31","2010","01","31","","5.7","","0.3","","3.0","","15.0","","0.0","","0.4","","0.0","","0.4","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-02-01","2010","02","01","","5.5","","1.3","","3.4","","14.6","","0.0","","0.8","","0.0","","0.8","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-02-02","2010","02","02","","6.2","","2.3","","4.3","","13.7","","0.0","","2.6","","0.0","","2.6","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-02-03","2010","02","03","","5.5","","1.8","","3.7","","14.3","","0.0","","0.6","","0.0","","0.6","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-02-04","2010","02","04","","6.6","","2.3","","4.5","","13.5","","0.0","","0.4","","0.0","","0.4","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-02-05","2010","02","05","","4.4","","2.5","","3.5","","14.5","","0.0","","4.8","","0.0","","4.8","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-02-06","2010","02","06","","7.2","","2.5","","4.9","","13.1","","0.0","","1.0","","0.0","","1.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-02-07","2010","02","07","","5.2","","2.8","","4.0","","14.0","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-02-08","2010","02","08","","4.0","","1.8","","2.9","","15.1","","0.0","","2.2","","0.2","","2.4","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-02-09","2010","02","09","","6.6","","1.4","","4.0","","14.0","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-02-10","2010","02","10","","5.5","","-0.2","","2.7","","15.3","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-02-11","2010","02","11","","6.2","","2.9","","4.6","","13.4","","0.0","","3.4","","0.0","","3.4","","0","","19","","37",""
"-119.60","49.46","PENTICTON A","1126150","2010-02-12","2010","02","12","","7.6","","2.7","","5.2","","12.8","","0.0","","2.6","","0.0","","2.6","","0","","18","","32",""
"-119.60","49.46","PENTICTON A","1126150","2010-02-13","2010","02","13","","8.4","","0.4","","4.4","","13.6","","0.0","","0.2","","0.0","","0.2","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-02-14","2010","02","14","","10.0","","5.1","","7.6","","10.4","","0.0","","0.0","","0.0","","0.0","","0","","19","","37",""
"-119.60","49.46","PENTICTON A","1126150","2010-02-15","2010","02","15","","8.0","","0.3","","4.2","","13.8","","0.0","","0.4","","0.0","","0.4","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-02-16","2010","02","16","","9.5","","1.2","","5.4","","12.6","","0.0","","2.8","","0.0","","2.8","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-02-17","2010","02","17","","10.8","","0.3","","5.6","","12.4","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-02-18","2010","02","18","","7.6","","-2.8","","2.4","","15.6","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-02-19","2010","02","19","","6.2","","-4.4","","0.9","","17.1","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-02-20","2010","02","20","","4.8","","-3.7","","0.6","","17.4","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-02-21","2010","02","21","","4.3","","-4.6","","-0.2","","18.2","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-02-22","2010","02","22","","4.3","","-5.8","","-0.8","","18.8","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-02-23","2010","02","23","","7.3","","-6.0","","0.7","","17.3","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-02-24","2010","02","24","","7.4","","0.2","","3.8","","14.2","","0.0","","5.8","","1.8","","7.6","","0","","18","","33",""
"-119.60","49.46","PENTICTON A","1126150","2010-02-25","2010","02","25","","9.8","","0.4","","5.1","","12.9","","0.0","","0.0","T","0.0","","0.0","T","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-02-26","2010","02","26","","8.4","","-0.9","","3.8","","14.2","","0.0","","0.4","","0.0","","0.4","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-02-27","2010","02","27","","10.8","","3.1","","7.0","","11.0","","0.0","","2.0","","0.0","","2.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-02-28","2010","02","28","","10.2","","2.7","","6.5","","11.5","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-03-01","2010","03","01","","11.2","","2.1","","6.7","","11.3","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-03-02","2010","03","02","","13.4","","1.9","","7.7","","10.3","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-03-03","2010","03","03","","9.2","","2.2","","5.7","","12.3","","0.0","","0.4","","0.0","","0.4","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-03-04","2010","03","04","","14.0","","-1.4","","6.3","","11.7","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-03-05","2010","03","05","","11.4","","-1.4","","5.0","","13.0","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-03-06","2010","03","06","","10.5","","-4.1","","3.2","","14.8","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-03-07","2010","03","07","","11.6","","-3.9","","3.9","","14.1","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2010-03-08","2010","03","08","","8.1","","-1.0","","3.6","","14.4","","0.0","","0.0","","0.0","","0.0","","0","","1","","41",""
