"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-119.60","49.46","PENTICTON A","1126150","2007-01-01","2007","01","01","","-0.8","","-4.0","","-2.4","","20.4","","0.0","","0.0","","0.0","T","0.0","T","10","","19","","63",""
"-119.60","49.46","PENTICTON A","1126150","2007-01-02","2007","01","02","","5.2","","-1.4","","1.9","","16.1","","0.0","","4.0","","0.7","","4.7","","10","","18","","52",""
"-119.60","49.46","PENTICTON A","1126150","2007-01-03","2007","01","03","","3.4","","0.2","","1.8","","16.2","","0.0","","0.0","T","4.8","","4.8","","0","","18","","33",""
"-119.60","49.46","PENTICTON A","1126150","2007-01-04","2007","01","04","","2.9","","-1.8","","0.6","","17.4","","0.0","","0.0","","0.0","T","0.0","T","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2007-01-05","2007","01","05","","2.7","","-4.4","","-0.9","","18.9","","0.0","","0.0","","0.0","T","0.0","T","2","","20","E","70","E"
"-119.60","49.46","PENTICTON A","1126150","2007-01-06","2007","01","06","","6.0","","-2.2","","1.9","","16.1","","0.0","","0.8","","1.0","","1.8","","2","","1","E","74","E"
"-119.60","49.46","PENTICTON A","1126150","2007-01-07","2007","01","07","","8.0","","1.1","","4.6","","13.4","","0.0","","0.0","","0.0","","0.0","","2","","17","E","74","E"
"-119.60","49.46","PENTICTON A","1126150","2007-01-08","2007","01","08","","9.1","","-2.9","","3.1","","14.9","","0.0","","0.0","","0.0","","0.0","","0","","34","E","82","E"
"-119.60","49.46","PENTICTON A","1126150","2007-01-09","2007","01","09","","5.9","","3.1","","4.5","","13.5","","0.0","","2.2","","0.0","","2.2","","0","","20","E","76","E"
"-119.60","49.46","PENTICTON A","1126150","2007-01-10","2007","01","10","","4.6","","-3.7","","0.5","","17.5","","0.0","","0.0","","0.0","T","0.0","T","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2007-01-11","2007","01","11","","-3.4","","-12.5","","-8.0","","26.0","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2007-01-12","2007","01","12","","-9.6","","-13.0","","-11.3","","29.3","","0.0","","0.0","","0.0","T","0.0","T","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2007-01-13","2007","01","13","","-7.3","","-11.4","","-9.4","","27.4","","0.0","","0.0","","1.0","","0.6","","0","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2007-01-14","2007","01","14","","-5.6","","-10.4","","-8.0","","26.0","","0.0","","0.0","","0.0","","0.0","","1","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2007-01-15","2007","01","15","","-5.8","","-9.8","","-7.8","","25.8","","0.0","","0.0","","0.0","","0.0","","1","","19","","44",""
"-119.60","49.46","PENTICTON A","1126150","2007-01-16","2007","01","16","","-4.2","","-7.5","","-5.9","","23.9","","0.0","","0.0","","0.0","T","0.0","T","0","","18","","32",""
"-119.60","49.46","PENTICTON A","1126150","2007-01-17","2007","01","17","","-5.8","","-9.4","","-7.6","","25.6","","0.0","","0.0","","0.0","T","0.0","T","0","","18","","37",""
"-119.60","49.46","PENTICTON A","1126150","2007-01-18","2007","01","18","","-3.8","","-8.0","","-5.9","","23.9","","0.0","","0.0","","3.8","","3.4","","0","","18","","39",""
"-119.60","49.46","PENTICTON A","1126150","2007-01-19","2007","01","19","","-0.8","","-4.3","","-2.6","","20.6","","0.0","","0.0","","2.2","","1.6","","4","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2007-01-20","2007","01","20","","1.6","","-6.4","","-2.4","","20.4","","0.0","","0.0","","2.4","","1.2","","6","","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2007-01-21","2007","01","21","","-0.6","","-6.1","","-3.4","","21.4","","0.0","","0.0","","0.2","","0.0","T","5","","18","E","57","E"
"-119.60","49.46","PENTICTON A","1126150","2007-01-22","2007","01","22","","2.0","","-0.7","","0.7","","17.3","","0.0","","0.0","","0.0","","0.0","","4","","16","E","41","E"
"-119.60","49.46","PENTICTON A","1126150","2007-01-23","2007","01","23","","4.2","","1.0","","2.6","","15.4","","0.0","","0.0","","0.0","","0.0","","1","","19","E","33","E"
"-119.60","49.46","PENTICTON A","1126150","2007-01-24","2007","01","24","","6.9","","2.0","","4.5","","13.5","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"-119.60","49.46","PENTICTON A","1126150","2007-01-25","2007","01","25","","3.2","","-5.1","","-1.0","","19.0","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
