"","YearPlanted","Variety","acres","Lag.Phase.G.Vine","Pick.Weight.Grams","Year","VineyardCode","Vineyard","Plants","Row.Spacing","Av.Bunch.Weight.Grams","Clust.per.Vine","Spurs.per.Block","Berries.per.Cluster","Row","Av.Berry.Weight.Grams","Av.Berry.Weight.Grams.1","Av.Bunch.Weight.Grams.1","Lag.Estimate.t","Berry.Veraison.Estimate.Kg","Bunch.Veraison.Estimate.Kg","Bunch.Veraison.Estimate.Kg.1","X2007.Actual","Percentage","Notes","Veraison.Estimate","X2008.Actual","PhenoEvent","phenologyDate","BlockID","rootstock","clone","OriginalVineyardBlocks","OriginalBlockName","vineyard"
"645",1982,"Riesling",2.23,2400,NA,"2006","QGV","Quails Gate",2614,"2.4 x 1.3","93.5",28,"10-14 spurs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lag.Phase.Date",2006-07-25,"F4B1",NA,NA,NA,NA,NA
"646",2005,"Pinot Noir",1,NA,NA,"2006","QGV","Quails Gate",1240,"2.1 x 1.1",NA,NA,"2-4-6-10 buds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lag.Phase.Date",2006-07-21,"F4B2",NA,NA,NA,NA,NA
"647",1990,"Pinot Noir",2.71,3750,NA,"2006","QGV","Quails Gate",3279,"2.4 x 1.3","104.1",36,"10-12 spurs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lag.Phase.Date",2006-07-21,"F4B3",NA,NA,NA,NA,NA
"648",1965,"Foch",1.6,4050,NA,"2006","QGV","Quails Gate",1339,"3.0 x 2.1","40.9",99,"28-34-38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lag.Phase.Date",2006-07-20,"F4B4",NA,NA,NA,NA,NA
"649",2003,"Cab Sauvignon",2.46,1750,NA,"2006","QGV","Quails Gate",3920,"2.1 x 1.2","76",23,"6-8-10 spurs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lag.Phase.Date",2006-07-26,"F4B5",NA,NA,NA,NA,NA
"650",1997,"Cab Sauvignon",1.38,1750,NA,"2006","QGV","Quails Gate",1900,"2.0 x 1.4","72.9",24,"6-8-10 spurs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lag.Phase.Date",2006-07-26,"F4B6",NA,NA,NA,NA,NA
"651",2005,"Pinot Noir",0.53,NA,NA,"2006","QGV","Quails Gate",965,"2.1 x 1.1",NA,NA,"2-4-6-8 buds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lag.Phase.Date",2006-07-21,"F4B7",NA,NA,NA,NA,NA
"652",2005,"Pinot Noir",1.25,NA,NA,"2006","QGV","Quails Gate",1990,"2.1 x 1.1",NA,NA,"2-4-6-8 buds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lag.Phase.Date",2006-07-21,"F4B8",NA,NA,NA,NA,NA
"653",2005,"Pinot Noir",1.63,NA,NA,"2006","QGV","Quails Gate",2600,"2.1 x 1.1",NA,NA,"2-4-6-8 buds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lag.Phase.Date",2006-07-21,"F4B9",NA,NA,NA,NA,NA
"654",1990,"Pinot Noir",1.73,2700,NA,"2006","QGV","Quails Gate",2093,"2.4 x 1.3","93.1",29,"10-12 spurs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lag.Phase.Date",2006-07-21,"F4B10",NA,NA,NA,NA,NA
"655",2003,"Pinot Noir",1.46,1000,NA,"2006","QGV","Quails Gate",2600,"2.1 x 1.1","71.4",14,"6-8-10 spurs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lag.Phase.Date",2006-07-21,"F4B11",NA,NA,NA,NA,NA
"656",1997,"Chardonnay",2.18,2250,NA,"2006","QGV","Quails Gate",3000,"2.0 x 1.4","86.5",26,"8-11 spurs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lag.Phase.Date",2006-07-20,"F5B1",NA,NA,NA,NA,NA
"657",1997,"Chardonnay",2.18,2950,NA,"2006","QGV","Quails Gate",3000,"2.0 x 1.4","105.3",28,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lag.Phase.Date",2006-07-20,"F5B2",NA,NA,NA,NA,NA
"658",1997,"Chardonnay",2.18,3450,NA,"2006","QGV","Quails Gate",3000,"2.0 x 1.4","115",30,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lag.Phase.Date",2006-07-20,"F5B3",NA,NA,NA,NA,NA
"659",1997,"Chardonnay",0.73,2600,NA,"2006","QGV","Quails Gate",1000,"2.0 x 1.4","92.8",28,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lag.Phase.Date",2006-07-20,"F5B4",NA,NA,NA,NA,NA
"660",1997,"Pinot Noir",1.43,2400,NA,"2006","QGV","Quails Gate",2450,"2.0 x 1.1","100",24,"9-11 spurs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lag.Phase.Date",2006-07-21,"F5B5",NA,NA,NA,NA,NA
"661",1997,"Pinot Noir",1.87,2400,NA,"2006","QGV","Quails Gate",3200,"2.0 x 1.1","96",25,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lag.Phase.Date",2006-07-21,"F5B6",NA,NA,NA,NA,NA
"662",1997,"Cab Sauvignon",1.25,2000,NA,"2006","QGV","Quails Gate",1716,"2.0 x 1.4","86.9",23,"8-12 spurs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lag.Phase.Date",2006-07-26,"F5B7",NA,NA,NA,NA,NA
"663",1994,"Gewurztraminer",0.52,2450,NA,"2006","QGV","Quails Gate",632,"2.4 x 1.3","79",31,"26 buds max",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lag.Phase.Date",2006-07-25,"F5B8",NA,NA,NA,NA,NA
"664",1989,"Gewurztraminer",1.26,2350,NA,"2006","QGV","Quails Gate",1526,"2.4 x 1.3","65.2",36,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lag.Phase.Date",2006-07-25,"F5B9",NA,NA,NA,NA,NA
"665",2003,"Merlot",2.2,1150,NA,"2006","QGV","Quails Gate",4100,"2.1 x 1.1","52.2",22,"6-8-10 spurs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lag.Phase.Date",2006-07-24,"F6B1",NA,NA,NA,NA,NA
"666",2003,"Merlot",2.2,550,NA,"2006","QGV","Quails Gate",4163,"2.1 x 1.1","42.3",13,"6-8-10 spurs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lag.Phase.Date",2006-07-24,"F6B2",NA,NA,NA,NA,NA
"667",1994,"Merlot",0.91,700,NA,"2007","QGV","Quails Gate",1515,"2.4 x 1.2","142",8,NA,"187",17,0.86,1.56,273,2.3,3535.6,3308.8,3.3,1.7,49,NA,NA,NA,"Lag.Phase.Date",2007-07-25,"F1B1",NA,NA,NA,NA,NA
"668",1996,"Chardonnay",1.98,500,NA,"2007","QGV","Quails Gate",4000,"2.0 x 1.0","59",17,NA,"95",20,0.66,1.18,159,4.4,7622.8,10812,10.8,5.6,48,NA,NA,NA,"Lag.Phase.Date",2007-07-23,"F1B2",NA,NA,NA,NA,NA
"669",1982,"Optima",4.48,2100,NA,"2007","QGV","Quails Gate",4833,"2.7 x 1.3","95",26,NA,"164",12,0.64,1.34,184,22.3,27614.6,23121.1,23.1,14.1,39,NA,NA,NA,"Lag.Phase.Date",2007-07-27,"F1B3",NA,NA,NA,NA,NA
"670",1982,"Riesling",5.13,2500,NA,"2007","QGV","Quails Gate",5536,"2.7 x 1.3","129",29,NA,"180",14,0.82,1.04,199,30.4,30053.8,31948.3,31.9,30.9,3,NA,NA,NA,"Lag.Phase.Date",2007-07-26,"F1B4",NA,NA,NA,NA,NA
"671",1997,"Pinot Blanc",4.5,1200,NA,"2007","QGV","Quails Gate",6191,"2.1 x 1.4","117",11,NA,"189",26,0.91,1.18,221,16.3,15187.9,15050.3,15.1,4.1,73,NA,NA,NA,"Lag.Phase.Date",2007-07-26,"F1B5",NA,NA,NA,NA,NA
"672",1997,"Sauvig. Blanc",1.82,1950,NA,"2007","QGV","Quails Gate",2500,"2.1 x 1.4","104",23,NA,"161",54,0.62,1.26,185,10.7,11664.5,10637.5,10.6,4.3,60,NA,NA,NA,"Lag.Phase.Date",2007-07-26,"F1B6",NA,NA,NA,NA,NA
"673",1975,"Chasselas",2.86,11300,NA,"2007","QGV","Quails Gate",2114,"3.0 x 2.1","131",89,NA,"169",22,0.97,2.02,262,52.6,64229.3,49294.3,49.3,58.7,-19,NA,NA,NA,"Lag.Phase.Date",2007-07-26,"F1B7",NA,NA,NA,NA,NA
"674",1987,"Riesling",2.86,2550,NA,"2007","QGV","Quails Gate",3078,"2.7 x 1.3","125",21,NA,"214",18,0.84,1.18,207,17.3,16322.38776,13380.066,13.4,11.9,11,NA,NA,NA,"Lag.Phase.Date",2007-07-26,"F2B1",NA,NA,NA,NA,NA
"675",1998,"Merlot",3.27,850,NA,"2007","QGV","Quails Gate",4500,"2.1 x 1.4","51",11,NA,"93",19,0.84,1.35,172,8.4,6214.725,8514,8.5,8.9,-5,NA,NA,NA,"Lag.Phase.Date",2007-07-25,"F2B2",NA,NA,NA,NA,NA
"676",1975,"Chasselas",2.45,5650,NA,"2007","QGV","Quails Gate",1590,"3.0 x 2.1","156",41,NA,"154",30,0.88,2.4,252,19.8,24094.224,16427.88,16.4,23.9,-45,NA,NA,NA,"Lag.Phase.Date",2007-07-26,"F2B3",NA,NA,NA,NA,NA
"677",1987,"Chardonnay",1.42,2750,NA,"2007","QGV","Quails Gate",1532,"2.7 x 1.3","101",35,NA,"139",14,0.69,1.23,204,9.3,9167.4114,10938.48,10.9,10.3,6,NA,NA,NA,"Lag.Phase.Date",2007-07-23,"F2B4",NA,NA,NA,NA,NA
"678",1997,"Chenin Blanc",4.72,2300,NA,"2007","QGV","Quails Gate",6500,"2.1 x 1.4","143",22,NA,"234",44,0.77,1.04,274,32.89,34800.48,39182,39.2,35.6,9,NA,NA,NA,"Lag.Phase.Date",2007-07-26,"F2B6",NA,NA,NA,NA,NA
"679",1998,"Merlot",3.27,1350,NA,"2007","QGV","Quails Gate",4500,"2.1 x 1.4","86",12,NA,"115",95,0.74,0.97,214,13.365,6023.7,11556,11.6,10.1,13,NA,NA,NA,"Lag.Phase.Date",2007-07-25,"F2B7",NA,NA,NA,NA,NA
"680",1998,"Merlot",1.16,700,NA,"2007","QGV","Quails Gate",1600,"2.1 x 1.4","126",6,NA,"247",100,0.79,1.24,155,2.464,2940.288,1488,1.5,1.1,26,NA,NA,NA,"Lag.Phase.Date",2007-07-25,"F2B8",NA,NA,NA,NA,NA
"681",1998,"Gamay Noir",0.91,2325,NA,"2007","QGV","Quails Gate",1257,"2.1 x 1.4","76",29,NA,"154",120,0.88,1.28,154,6.429555,7185.61536,5613.762,5.6,4.2,25,NA,NA,NA,"Lag.Phase.Date",2007-07-25,"F2B9",NA,NA,NA,NA,NA
"682",1965,"Foch",1.25,3700,NA,"2007","QGV","Quails Gate",780,"3.1 x 2.1","47",91,NA,"85",6,0.6,1.14,123,6.3492,6877.962,8730.54,8.7,3.9,55.3,NA,NA,NA,"Lag.Phase.Date",2007-07-23,"F3B2",NA,NA,NA,NA,NA
"683",1996,"Pinot Noir",2.47,1000,NA,"2007","QGV","Quails Gate",5000,"2.0 x 1.0","67",19,NA,"184",22,0.46,1.37,155,11,23947.6,14725,14.7,13.3,9.7,NA,NA,NA,"Lag.Phase.Date",2007-07-25,"F3B3",NA,NA,NA,NA,NA
"684",1996,"Chardonnay",2.47,1800,NA,"2007","QGV","Quails Gate",5000,"2.0 x 1.0","68",22,NA,"176",16,0.54,1.14,198,19.8,22070.4,21780,21.8,22.9,-5.1,NA,NA,NA,"Lag.Phase.Date",2007-07-23,"F3B4",NA,NA,NA,NA,NA
"685",1987,"Pinot Noir",0.96,2700,NA,"2007","QGV","Quails Gate",1160,"2.4 x 1.3","118",25,NA,"184",9,0.6,1.4,178,6.8904,7470.4,5162,5.2,5.7,-10.4,NA,NA,NA,"Lag.Phase.Date",2007-07-25,"F3B7",NA,NA,NA,NA,NA
"686",1982,"Riesling",2.23,3000,NA,"2007","QGV","Quails Gate",2614,"2.4 x 1.3","117",26,NA,"168",18,0.71,1.3,212,17.2524,14843.3376,14408.368,14.4,7.3,49.3,NA,NA,NA,"Lag.Phase.Date",2007-07-25,"F4B1",NA,NA,NA,NA,NA
"687",1990,"Pinot Noir",2.71,2150,NA,"2007","QGV","Quails Gate",3279,"2.4 x 1.3","101",31,NA,"174",20,0.59,1.29,173,15.50967,22816.13454,17585.277,17.6,14.4,18.1,NA,NA,NA,"Lag.Phase.Date",2007-07-24,"F4B3",NA,NA,NA,NA,NA
"688",1965,"Foch",1.6,5200,NA,"2007","QGV","Quails Gate",1339,"3.0 x 2.1","41",101,NA,"96",NA,0.46,1.1,134,15.31816,14281.2384,18122.026,18.1,7.8,57,NA,NA,NA,"Lag.Phase.Date",2007-07-23,"F4B4",NA,NA,NA,NA,NA
"689",2003,"Cab Sauvignon",2.46,1400,NA,"2007","QGV","Quails Gate",3920,"2.1 x 1.2","87",16,NA,"170",11,0.6,1.08,159,12.0736,11515.392,9972.48,10,10.9,-9.3,NA,NA,NA,"Lag.Phase.Date",2007-07-25,"F4B5",NA,NA,NA,NA,NA
"690",1997,"Cab Sauvignon",1.38,2350,NA,"2007","QGV","Quails Gate",1900,"2.0 x 1.4","115",21,NA,"201",NA,0.76,1.06,137,9.823,8501.094,5466.3,5.5,7.6,-39,NA,NA,NA,"Lag.Phase.Date",2007-07-25,"F4B6",NA,NA,NA,NA,NA
"691",1990,"Pinot Noir",1.73,3400,NA,"2007","QGV","Quails Gate",2093,"2.4 x 1.3","123",29,NA,"187",12,0.7,1.18,180,15.65564,13393.40002,10925.46,10.9,10.2,6.6,NA,NA,NA,"Lag.Phase.Date",2007-07-24,"F4B10",NA,NA,NA,NA,NA
"692",2003,"Pinot Noir",1.46,2600,NA,"2007","QGV","Quails Gate",2600,"2.1 x 1.1","103",25,NA,"131",6,0.59,1,151,14.872,8515,9815,9.8,6.9,29.7,NA,NA,NA,"Lag.Phase.Date",2007-07-25,"F4B11",NA,NA,NA,NA,NA
"693",1997,"Chardonnay",2.18,2550,NA,"2007","QGV","Quails Gate",3000,"2.0 x 1.4","97",26,NA,"132",5,0.8,1.07,162,16.83,11016.72,12636,12.6,13.3,-5.3,NA,NA,NA,"Lag.Phase.Date",2007-07-23,"F5B1",NA,NA,NA,NA,NA
"694",1997,"Chardonnay",2.18,2850,NA,"2007","QGV","Quails Gate",3000,"2.0 x 1.4","106",22,NA,"158",16,0.61,1.26,210,18.81,13139.28,13860,13.9,14.1,-1.7,NA,NA,NA,"Lag.Phase.Date",2007-07-23,"F5B2",NA,NA,NA,NA,NA
"695",1997,"Chardonnay",2.18,3000,NA,"2007","QGV","Quails Gate",3000,"2.0 x 1.4","96",24,NA,"206",27,0.65,1.19,180,19.8,17650.08,12960,13,13.9,-7.3,NA,NA,NA,"Lag.Phase.Date",2007-07-23,"F5B3",NA,NA,NA,NA,NA
"696",1997,"Chardonnay",0.73,3550,NA,"2007","QGV","Quails Gate",1000,"2.0 x 1.4","104",25,NA,"185",34,0.57,1.07,200,7.81,4948.75,5000,5,6.3,-26,NA,NA,NA,"Lag.Phase.Date",2007-07-23,"F5B4",NA,NA,NA,NA,NA
"697",1997,"Pinot Noir",1.43,2200,NA,"2007","QGV","Quails Gate",2450,"2.0 x 1.1","111",23,NA,"191",39,0.49,1.01,181,11.858,10870.4785,10199.35,10.2,6.7,34.3,NA,NA,NA,"Lag.Phase.Date",2007-07-23,"F5B5",NA,NA,NA,NA,NA
"698",1997,"Pinot Noir",1.87,1550,NA,"2007","QGV","Quails Gate",3200,"2.0 x 1.1","79",22,NA,"172",46,0.63,1.02,157,10.912,12350.976,11052.8,11.1,8.5,23.1,NA,NA,NA,"Lag.Phase.Date",2007-07-23,"F5B6",NA,NA,NA,NA,NA
"699",1997,"Cab Sauvignon",1.25,1200,NA,"2007","QGV","Quails Gate",1716,"2.0 x 1.4","97",18,NA,"181",52,0.55,0.83,161,4.53024,4640.30424,4972.968,5,5.7,-14.6,NA,NA,NA,"Lag.Phase.Date",2007-07-26,"F5B7",NA,NA,NA,NA,NA
"700",1994,"Gewurztraminer",0.52,3050,NA,"2007","QGV","Quails Gate",632,"2.4 x 1.3","112",28,NA,"183",24,0.74,1.37,177,4.24072,4436.56416,3132.192,3.1,13.6,-334.2,NA,NA,NA,"Lag.Phase.Date",2007-07-26,"F5B8",NA,NA,NA,NA,NA
"701",2003,"Merlot",2.2,600,NA,"2007","QGV","Quails Gate",4100,"2.1 x 1.1","88",12,NA,"206",30,0.62,1.28,203,5.412,12973.056,9987.6,20.2,18.8,7.1,NA,NA,NA,"Lag.Phase.Date",2007-07-26,"F6B1",NA,NA,NA,NA,NA
"702",2003,"Merlot",2.2,1100,NA,"2007","QGV","Quails Gate",4163,"2.1 x 1.1","85",16,NA,"151",88,0.65,1.11,154,10.07446,11164.16688,10257.632,NA,NA,NA,NA,NA,NA,"Lag.Phase.Date",2007-07-26,"F6B2",NA,NA,NA,NA,NA
"703",1975,"Old Foch",9.8,5600,NA,"2007","OSY","Osoyoos",4600,"3 x 1.6","55",85,NA,"113",35,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lag.Phase.Date",2007-07-24,"Osy",NA,NA,NA,NA,NA
"704",1986,"Ehrenfelser",2.81,2490,NA,"2007","MAN","Mannhardt",2755,"3 x 1.4","74",30,NA,"145",20,0.65,1.12,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lag.Phase.Date",2007-07-27,"F1B1",NA,NA,NA,NA,NA
"705",1986,"Ehrenfelser",2.14,2150,NA,"2007","MAN","Mannhardt",2500,"3 x 1.4","81",33,NA,"123",29,0.71,1.16,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lag.Phase.Date",2007-07-27,"F1B2",NA,NA,NA,NA,NA
"706",1997,"Pinot Noir",2.71,3650,NA,"2007","MAN","Mannhardt",3200,"2.4 x 1.4","119",28,NA,"151",38,0.84,1.38,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lag.Phase.Date",2007-07-26,"F1B4",NA,NA,NA,NA,NA
"707",1977,"Ehrenfelser",1.13,2550,NA,"2007","MAN","Mannhardt",745,"3 x 1.4","86",32,NA,"133",9,0.67,1.19,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lag.Phase.Date",2007-07-27,"F3B4",NA,NA,NA,NA,NA
"708",1977,"Riesling",1.13,4450,NA,"2007","MAN","Mannhardt",946,"3 x 1.4","135",29,NA,"146",25,0.77,1.1,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lag.Phase.Date",2007-07-27,"F3B5",NA,NA,NA,NA,NA
"709",NA,"347 Merlot",NA,3350,NA,"2007",NA,"Harfman",NA,"","102",36,NA,"179",19,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lag.Phase.Date",2007-07-24,"B1",NA,NA,NA,NA,NA
"710",NA,"191 Cab Sauv",NA,3800,NA,"2007",NA,"Harfman",NA,"","108",31,NA,"207",NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lag.Phase.Date",2007-07-24,"B2",NA,NA,NA,NA,NA
"711",NA,"339 Cab Sauv",NA,4400,NA,"2007",NA,"Harfman",NA,"","103",32,NA,"148",50,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lag.Phase.Date",2007-07-24,"B3",NA,NA,NA,NA,NA
"712",NA,"2003 Cab Sauv",NA,2750,NA,"2007",NA,"Harfman",NA,"","93",28,NA,"153",NA,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lag.Phase.Date",2007-07-24,"B4",NA,NA,NA,NA,NA
"713",NA,"Graft Merlot",NA,4350,NA,"2007",NA,"Harfman",NA,"","118",29,NA,"156",NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lag.Phase.Date",2007-07-24,"B5",NA,NA,NA,NA,NA
"714",NA,"777 Pinot",NA,2850,NA,"2007",NA,"Harfman",NA,"","102",27,NA,"154",NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lag.Phase.Date",2007-07-24,"B6",NA,NA,NA,NA,NA
"715",1994,"Merlot",0.91,3862,NA,"2008","QGV","Quails Gate",996,"2.4 x 1.2","165",26,NA,"335",17,0.53,0.8,211.2,8.5,6940.128,5469.2352,NA,NA,NA,NA,5.5,3.9,"Lag.Phase.Date",2008-07-31,"F1B1",NA,NA,NA,NA,NA
"716",1996,"Chardonnay",1.82,1596,NA,"2008","QGV","Quails Gate",2213,"2.0 x 1.0","68",26,NA,"116",14,0.4,1.4,150.2,7.8,9344.1712,8642.2076,NA,NA,NA,NA,8.6,9.8,"Lag.Phase.Date",2008-07-24,"F1B2",NA,NA,NA,NA,NA
"717",1982,"Optima",4.43,1840,NA,"2008","QGV","Quails Gate",4833,"2.7 x 1.3","99",25,NA,"139",5,0.6,1,159,19.6,16794.675,19211.175,NA,NA,NA,NA,19.2,15.1,"Lag.Phase.Date",2008-08-01,"F1B3",NA,NA,NA,NA,NA
"718",1982,"Riesling",5.07,2770,NA,"2008","QGV","Quails Gate",5536,"2.7 x 1.3","91.3",44,NA,"161",24,0.8,1,143.2,33.7,39217.024,34881.2288,NA,NA,NA,NA,34.9,32.4,"Lag.Phase.Date",2008-08-01,"F1B4",NA,NA,NA,NA,NA
"719",1997,"Pinot Blanc",3.38,1770,NA,"2008","QGV","Quails Gate",5341,"2.1 x 1.4","94",25,NA,"225",26,0.23,1,195.4,20.8,30043.125,26090.785,NA,NA,NA,NA,26.1,28.8,"Lag.Phase.Date",2008-08-01,"F1B5",NA,NA,NA,NA,NA
"720",1997,"Sauvig. Blanc",1.49,1340,NA,"2008","QGV","Quails Gate",2213,"2.1 x 1.4","72",29,NA,"117",54,0.5,1,134.2,6.5,7508.709,8612.5534,NA,NA,NA,NA,8.6,5.3,"Lag.Phase.Date",2008-08-01,"F1B6",NA,NA,NA,NA,NA
"721",1975,"Chasselas",4.32,3760,NA,"2008","QGV","Quails Gate",2114,"3.0 x 2.1","125.3",76,NA,"202",NA,0.6,1.8,226.6,17.5,58417.4304,36406.4624,NA,NA,NA,NA,36.4,38,"Lag.Phase.Date",2008-08-01,"F1B7",NA,NA,NA,NA,NA
"722",1987,"Riesling",2.69,3240,NA,"2008","QGV","Quails Gate",3078,"2.7 x 1.3","130.6",44,NA,"185",14,0.8,1,158.6,21.9,25054.92,21480,NA,NA,NA,NA,21.5,5.1,"Lag.Phase.Date",2008-08-01,"F2B1",NA,NA,NA,NA,NA
"723",1998,"Merlot",2.79,2338,NA,"2008","QGV","Quails Gate",4500,"2.1 x 1.4","80.5",22,NA,"147",19,0.6,1,171.8,23.1,14553,17008,NA,NA,NA,NA,17,12.9,"Lag.Phase.Date",2008-07-31,"F2B2",NA,NA,NA,NA,NA
"724",1975,"Chasselas",1.92,4550,NA,"2008","QGV","Quails Gate",1590,"3.0 x 2.1","191",37,NA,"177",NA,1,2,269.2,15.9,20825.82,15837,NA,NA,NA,NA,15.8,19.7,"Lag.Phase.Date",2008-08-01,"F2B3",NA,NA,NA,NA,NA
"725",1987,"Chardonnay",1.42,2026,NA,"2008","QGV","Quails Gate",1532,"2.7 x 1.3","62",43,NA,"140",14,0.53,1.2,158.6,6.8,11067.168,10448,NA,NA,NA,NA,10.4,15.9,"Lag.Phase.Date",2008-07-24,"F2B4",NA,NA,NA,NA,NA
"726",1997,"Chenin Blanc",4.04,2540,NA,"2008","QGV","Quails Gate",6500,"2.1 x 1.4","160.6",24,NA,"305",44,0.6,1,211.2,36.3,47580,32947.2,NA,NA,NA,NA,32.9,35.8,"Lag.Phase.Date",2008-08-01,"F2B6",NA,NA,NA,NA,NA
"727",1998,"Merlot",2.7,1750,NA,"2008","QGV","Quails Gate",4500,"2.1 x 1.4","103",23,NA,"290",95,0.4,1.2,153.8,17.3,36018,15918.3,NA,NA,NA,NA,15.9,9.9,"Lag.Phase.Date",2008-07-31,"F2B7",NA,NA,NA,NA,NA
"728",1998,"Merlot",0.85,1540,NA,"2008","QGV","Quails Gate",1600,"2.1 x 1.4","89",20,NA,"256",100,0.4,1,155,5.4,8192,4960,NA,NA,NA,NA,5,4,"Lag.Phase.Date",2008-07-31,"F2B8",NA,NA,NA,NA,NA
"729",2005,"Pinot Noir",1.79,1365,NA,"2008","QGV","Quails Gate",2895,"2.1 x 1.1","56",24,NA,"155",6,0.38,1.2,182,8.7,12923.28,12645.36,NA,NA,NA,NA,12.6,8.4,"Lag.Phase.Date",2008-07-28,"F3B1",NA,NA,NA,NA,NA
"730",1965,"Foch",1.09,5962,NA,"2008","QGV","Quails Gate",780,"3.1 x 2.1","75",183,NA,"134",6,0.58,1.2,133,10.2,22952.592,18984.42,NA,NA,NA,NA,19,8.4,"Lag.Phase.Date",2008-07-28,"F3B2",NA,NA,NA,NA,NA
"731",1996,"Pinot Noir",2.47,1756,NA,"2008","QGV","Quails Gate",5000,"2.0 x 1.0","84",19,NA,"172",22,0.5,1,161.8,19.3,16340,15371,NA,NA,NA,NA,15.4,13,"Lag.Phase.Date",2008-07-29,"F3B3",NA,NA,NA,NA,NA
"732",1996,"Chardonnay",2.57,1942,NA,"2008","QGV","Quails Gate",5000,"2.0 x 1.0","73",27,NA,"141",20,0.53,1.4,181.4,21.4,26649,24489,NA,NA,NA,NA,24.5,22.6,"Lag.Phase.Date",2008-07-24,"F3B4",NA,NA,NA,NA,NA
"733",1990,"Pinot Noir",0.92,3044,NA,"2008","QGV","Quails Gate",1103,"2.4 x 1.3","101",32,NA,"168",6,0.68,1.2,196.4,7.4,7115.6736,6932.1344,NA,NA,NA,NA,6.9,4.4,"Lag.Phase.Date",2008-07-28,"F3B5",NA,NA,NA,NA,NA
"734",1987,"Pinot Noir",0.55,3262,NA,"2008","QGV","Quails Gate",600,"2.4 x 1.3","96",35,NA,"167",8,0.6,1.2,198.6,4.3,4208.4,4170.6,NA,NA,NA,NA,4.2,2.3,"Lag.Phase.Date",2008-07-28,"F3B6",NA,NA,NA,NA,NA
"735",1987,"Pinot Noir",0.96,2744,NA,"2008","QGV","Quails Gate",1160,"2.4 x 1.3","80",35,NA,"148",6,0.56,1,187.4,7,6008.8,7608.44,NA,NA,NA,NA,7.6,3.9,"Lag.Phase.Date",2008-07-28,"F3B7",NA,NA,NA,NA,NA
"736",1975,"Pinot Noir",0.47,3732,NA,"2008","QGV","Quails Gate",631,"2.4 x 1.3","96",36,NA,"153",8,0.67,1.2,184,5.2,4170.6576,4179.744,NA,NA,NA,NA,4.2,2.2,"Lag.Phase.Date",2008-07-29,"F3B8",NA,NA,NA,NA,NA
"737",2005,"Pinot Noir",0.9,1780,NA,"2008","QGV","Quails Gate",1240,"2.1 x 1.1","68",33,NA,"150",9,0.34,1,186.6,4.9,6138,7635.672,NA,NA,NA,NA,7.6,4.9,"Lag.Phase.Date",2008-07-29,"F4B2",NA,NA,NA,NA,NA
