sample.date,sampler,growblk,variety,brix,ta,ph
13-10-23,RA,*10CAK,CAS,24,5.65,3.58
13-10-08,TS,*10CAN,CAS,23.6,7.84,3.27
13-10-16,TS,*10CAN,CAS,24.6,8.16,3.22
13-08-23,TS,*10CHA,CHD,18.3,7.8,3.27
13-08-29,TS,*10CHA,CHD,20,7,3.35
13-09-03,TS,*10CHA,CHD,21.3,6.85,3.25
13-09-09,TS,*10CHA,CHD,22.4,7.02,3.25
13-09-16,TS,*10CHA,CHD,23.9,6.44,3.31
13-08-29,TS,*10CHQ,CHD,19.6,8.8,3.32
13-09-03,TS,*10CHQ,CHD,21.4,8.1,3.29
13-09-09,TS,*10CHQ,CHD,21.4,9.04,3.19
13-09-16,TS,*10CHQ,CHD,24.1,7.41,3.31
13-09-11,SF,*10PBS,PBL,19.8,6.35,3.16
13-09-11,SF,*10PBS,PBL,20,7.34,3.13
13-09-18,TS,*10PBS,PBL,22.5,5.91,3.24
13-09-18,TS,*10PBS,PBL,21.8,6.23,3.25
13-09-24,TS,*10PBS,PBL,24,5.58,3.32
13-09-24,TS,*10PBS,PBL,20.8,5.02,3.24
13-09-30,TS,*10PBS,PBL,23.9,6.7,3.25
13-09-30,TS,*10PBS,PBL,22.7,5.62,3.24
13-09-18,TS,*10PBW,PBL,21.5,6.97,3.26
13-09-24,TS,*10PBW,PBL,22.7,6.71,3.24
13-09-30,TS,*10PBW,PBL,23.8,6.48,3.24
13-09-18,TS,*10PBX,PBL,22,7.7,3.27
13-09-24,TS,*10PBX,PBL,22.8,6.33,3.27
13-09-30,TS,*10PBX,PBL,23.8,6.37,3.29
13-08-29,TS,*10PGC,PGR,19.9,7,3.46
13-09-03,TS,*10PGC,PGR,20.8,7.01,3.28
13-09-09,TS,*10PGC,PGR,21.8,6.68,3.31
13-09-16,TS,*10PGC,PGR,24.3,6.55,3.38
13-08-29,TS,*10PGD,PGR,18.9,6.8,3.39
13-09-03,TS,*10PGD,PGR,20.9,6.76,3.24
13-09-09,TS,*10PGD,PGR,20.7,6.56,3.27
13-09-16,TS,*10PGD,PGR,23.6,6.39,3.3
13-09-05,TS,*10PGR,PGR,19.6,8.1,3.15
13-09-11,SF,*10PGR,PGR,20.9,6.94,3.23
13-09-17,RA,*10PGR,PGR,22.7,8.13,3.26
13-09-23,TS,*10PGR,PGR,22.7,6.12,3.29
13-09-05,TS,*10PGV,PGR,20.7,7.6,3.17
13-09-11,SF,*10PGV,PGR,21.6,7.22,3.25
13-09-17,RA,*10PGV,PGR,24.4,7.37,3.28
13-08-29,TS,*10PNG,PNN,19.6,7.4,3.51
13-09-09,TS,*10PNG,PNN,21.6,7.03,3.29
13-09-18,TS,*10PNG,PNN,23.6,6.62,3.37
13-09-09,TS,*10PNH,PNN,21.5,6.95,3.32
13-09-18,TS,*10PNH,PNN,23.7,6.7,3.32
13-09-09,TS,*10PNI,PNN,21.1,6.31,3.39
13-09-18,TS,*10PNI,PNN,23.6,5.75,3.43
13-09-12,TS,*10RST,RSL,19.5,12.23,2.88
13-09-19,TS,*10RST,RSL,20,11.27,2.9
13-09-26,RA,*10RST,RSL,20.5,9.94,2.95
13-09-11,TS,*10SBB,SBL,19.8,8.52,3.15
13-09-17,RA,*10SBB,SBL,20.9,6.93,3.32
13-09-23,TS,*10SBB,SBL,21.9,6.16,3.31
13-09-05,TS,*10SBO,SBL,18.8,9.41,3.07
13-09-11,TS,*10SBO,SBL,19.8,10.05,3.05
13-09-17,RA,*10SBO,SBL,21.4,8.02,3.3
13-09-23,TS,*10SBO,SBL,22.2,6.62,3.28
13-10-11,TS,*10SZL,SHZ,23.9,7.57,3.27
13-10-11,TS,*10SZY,SHZ,23,6.95,3.33
13-10-01,RA,*10VAA,VIO,24.6,5.19,3.49
13-10-08,TS,*10VAA,VIO,24.7,6.39,3.39
13-10-15,TS,*10VAA,VIO,25.8,7.86,3.33
13-10-01,RA,*10VAB,VIO,24.2,5.26,3.42
13-10-08,TS,*10VAB,VIO,25.2,6.55,3.36
13-10-15,TS,*10VAB,VIO,25,5.59,3.43
13-10-10,TS,*11CAA,CAS,22.4,7.84,3.2
13-10-17,TS,*11CAA,CAS,24.1,7.19,3.2
13-10-23,RA,*11CAA,CAS,25.2,5.11,3.53
13-10-10,TS,*11CAB,CAS,23.5,7.53,3.2
13-10-17,TS,*11CAB,CAS,23.1,7.08,3.2
13-10-23,RA,*11CAB,CAS,24.3,5.1,3.56
13-10-10,TS,*11CAP,CAS,24.1,8.25,3.14
13-10-17,TS,*11CAP,CAS,24.9,7.5,3.23
13-10-10,TS,*11CAQ,CAS,23.2,8.95,3.14
13-10-17,TS,*11CAQ,CAS,24.1,9.23,3.09
13-10-10,TS,*11CAR,CAS,23.7,8.1,3.19
13-10-17,TS,*11CAR,CAS,24.5,8.37,3.1
13-10-10,TS,*11CFL,CAF,25,6.3,3.27
13-10-10,TS,*11CFM,CAF,24.7,5.79,3.27
13-10-10,TS,*11CFN,CAF,24.4,5.32,3.31
13-09-03,RA,*11CHC,CHD,22.2,8.49,3.19
13-09-09,RA,*11CHC,CHD,22.4,8.54,3.2
13-09-16,RA,*11CHC,CHD,24.1,7.67,3.26
13-09-09,RA,*11CHD,CHD,22.2,8.09,3.19
13-09-16,RA,*11CHD,CHD,23,8.27,3.24
13-09-09,RA,*11CHE,CHD,21.7,8.98,3.22
13-09-16,RA,*11CHE,CHD,23.1,8.81,3.23
13-09-03,RA,*11CHO,CHD,22.4,8.76,3.22
13-09-09,RA,*11CHO,CHD,22.4,8.56,3.22
13-09-16,RA,*11CHO,CHD,24.4,8.9,3.23
13-09-23,TS,*11CHO,CHD,25.4,6.77,3.34
13-09-03,RA,*11CHX,CHD,21.7,7.8,3.22
13-09-09,RA,*11CHX,CHD,21.7,8.29,3.21
13-09-16,RA,*11CHX,CHD,22.7,8.09,3.28
13-09-23,TS,*11CHX,CHD,24.4,6.49,3.31
13-09-12,RA,*11GAK,GAM,21,9.76,3.15
13-09-19,TS,*11GAK,GAM,21.9,8.35,3.17
13-09-26,RA,*11GAK,GAM,22.7,9.41,3.14
13-10-02,TS,*11GAK,GAM,24.5,7.3,3.23
13-09-26,RA,*11MEV,MER,23.4,7.24,3.27
13-10-02,TS,*11MEV,MER,23.6,7,3.24
13-09-12,RA,*11MEW,MER,22.3,7.72,3.25
13-09-19,TS,*11MEW,MER,23.6,7.33,3.22
13-09-26,RA,*11MEW,MER,22.8,7.76,3.22
13-10-02,TS,*11MEW,MER,23.3,6.73,3.28
13-09-26,RA,*11MEZ,MER,22.9,7.39,3.24
13-10-02,TS,*11MEZ,MER,22.8,6.84,3.28
13-09-09,RA,*11PBS,PBL,20.7,8.1,3.1
13-09-18,RA,*11PBS,PBL,21.8,6.74,3.2
13-09-24,RA,*11PBS,PBL,21.8,6.79,3.15
13-09-30,TS,*11PBS,PBL,23.2,6.67,3.17
13-09-09,RA,*11PNF,PNN,21.9,7.53,3.22
13-09-18,RA,*11PNF,PNN,23.5,6.5,3.28
13-09-25,TS,*11PNF,PNN,22.8,7.2,3.2
13-09-09,RA,*11PNG,PNN,21.2,7.76,3.22
13-09-18,RA,*11PNG,PNN,24.2,6.8,3.23
13-09-25,TS,*11PNG,PNN,23.7,6.42,3.21
13-09-09,RA,*11PNH,PNN,20.5,7.84,3.23
13-09-18,RA,*11PNH,PNN,22.1,7.2,3.23
13-09-25,TS,*11PNH,PNN,24.3,6.83,3.21
13-09-09,RA,*11PNI,PNN,20.7,8.3,3.21
13-09-18,RA,*11PNI,PNN,23.5,7.05,3.29
13-09-25,TS,*11PNI,PNN,24.6,6.78,3.26
13-09-10,RA,*11SBU,SBL,22.9,7.64,3.2
13-09-10,RA,*11SBY,SBL,21.3,8.19,3.14
13-09-16,RA,*11SBY,SBL,24.3,8.19,3.27
13-10-09,TS,*12CAD,CAS,23,8.76,3.23
13-10-16,TS,*12CAD,CAS,23.6,9.1,3.25
13-10-23,RA,*12CAD,CAS,24.3,5.46,3.64
13-09-23,TS,*12MEI,MER,22.3,6.81,3.38
13-09-30,TS,*12MEI,MER,23.2,6.85,3.33
13-10-07,TS,*12MEI,MER,24,6.92,3.33
13-09-17,RA,*12MEP,MER,23.2,6.39,3.43
13-09-23,TS,*12MEP,MER,22.5,5.99,3.51
13-09-30,TS,*12MEP,MER,23.7,5.83,3.46
13-10-07,TS,*12MEP,MER,24.2,6.02,3.4
13-09-12,TS,*12PBM,PBL,19.4,7.88,3.21
13-09-19,TS,*12PBM,PBL,21.1,6.72,3.22
13-09-24,TS,*12PBM,PBL,21.1,6.33,3.29
13-09-30,TS,*12PBM,PBL,21.9,6.95,3.28
13-09-10,TS,*12PNA,PNN,20.8,7.61,3.29
13-09-19,TS,*12PNA,PNN,23.5,5.48,3.4
13-09-10,TS,*12PNB,PNN,20.5,6.94,3.35
13-09-19,TS,*12PNB,PNN,23.9,5.41,3.39
13-09-10,TS,*12PNC,PNN,20.9,7.47,3.3
13-09-19,TS,*12PNC,PNN,23.4,5.9,3.35
13-09-10,TS,*12PNH,PNN,21.5,6.62,3.35
13-09-19,TS,*12PNH,PNN,24.8,6.48,3.32
13-09-10,TS,*12PNO,PNN,21.4,7.22,3.38
13-09-19,TS,*12PNO,PNN,24.2,5.81,3.39
13-09-26,RA,*12RSF,RSL,20.6,9.36,3.01
13-10-02,TS,*12RSF,RSL,21.7,7.31,3.19
13-10-10,TS,*12RSF,RSL,22.1,9.02,2.99
13-10-17,TS,*12RSF,RSL,22.1,10.73,2.96
13-09-12,TS,*12RSP,RSL,20.5,11.4,3
13-09-19,TS,*12RSP,RSL,21.5,8.74,3.07
13-09-26,RA,*12RSP,RSL,21,9.05,3.08
13-09-10,TS,*12SBJ,SBL,20.3,6.69,3.22
13-09-16,TS,*12SBJ,SBL,24.4,6.98,3.35
13-09-16,TS,*12SMG,SEM,20.1,7.49,3.22
13-09-23,TS,*12SMG,SEM,20.6,6.28,3.27
13-09-30,TS,*12SMG,SEM,21.6,6.47,3.26
13-09-16,TS,*12SMN,SEM,20.2,7.26,3.24
13-09-23,TS,*12SMN,SEM,21.6,6.59,3.25
13-09-30,TS,*12SMN,SEM,21.6,6.11,3.27
13-10-11,TS,*12SZE,SHZ,23,7.85,3.33
13-10-21,TS,*13CHB,CHD,24.6,11.15,3.31
13-10-21,TS,*13CHG,CHD,24.6,11.15,3.31
13-10-21,TS,*13PNA,PNN,23.5,8.86,3.47
13-10-21,TS,*13PNE,PNN,23.5,8.86,3.47
13-10-21,TS,*13PNF,PNN,23.5,8.86,3.47
13-10-01,TS,*15CHC,CHD,24.8,10.91,3.21
13-10-02,TS,*15CHC,CHD,22.6,11.99,3.13
13-10-09,RA,*15CHC,CHD,23.3,11.89,3.21
13-10-09,RA,*15CHC,CHD,25.4,11.21,3.21
13-10-02,TS,*15CHF,CHD,21.7,11.61,3.11
13-10-09,RA,*15CHF,CHD,22.5,12.29,3.14
13-10-02,TS,*15CHG,CHD,22.8,11.06,3.15
13-10-09,RA,*15CHG,CHD,22.7,12.12,3.16
13-10-01,TS,*15CHY,CHD,23.5,11,3.09
13-10-01,TS,*15GWH,GZT,21.7,10.96,3.05
13-10-09,RA,*15GWH,GZT,22,10.94,3.04
13-10-16,RA,*15GWH,GZT,23.7,11.03,3.04
13-10-09,RA,*15MEM,MER,22.3,10.29,3.13
13-10-16,RA,*15MEM,MER,22.8,9.89,3.18
13-10-09,RA,*15MEN,MER,20.5,10.99,3.18
13-10-16,RA,*15MEN,MER,21.5,10.38,3.23
13-10-09,RA,*15MEO,MER,21,11.17,3.13
13-10-16,RA,*15MEO,MER,22,10.51,3.16
13-10-01,TS,*15PAA,PNN,24.1,10.38,3.03
13-10-09,RA,*15PAA,PNN,25.2,9.8,3.05
13-10-16,RA,*15PAA,PNN,25.3,11.55,3.07
13-10-01,TS,*15PAB,PNN,25.5,9.88,3.17
13-10-16,RA,*15PAC,PNN,22.9,11.7,3.06
13-10-16,RA,*15PAD,PNN,23.7,12.27,3.01
13-10-01,TS,*15PBP,PBL,22.4,8.85,3.16
13-10-09,RA,*15PBP,PBL,23.6,8.92,3.17
13-10-01,TS,*15PGQ,PGR,24.9,8.41,3.1
13-10-01,TS,*15PGS,PGR,23.1,8.8,3.17
13-10-01,TS,*15PGT,PGR,24.1,8.22,3.25
13-10-01,TS,*15PGU,PGR,24.3,7.46,3.22
13-10-02,TS,*15PNX,PNN,24.7,7.2,3.26
13-10-09,RA,*15PNX,PNN,25.3,8.05,3.25
13-10-16,RA,*15PNX,PNN,26,9.84,3.28
13-10-09,RA,*15RSI,RSL,21.9,12.67,2.77
13-10-16,RA,*15RSI,RSL,23.5,12.7,2.82
13-10-09,RA,*15RSJ,RSL,22.3,13.88,2.73
13-10-16,RA,*15RSJ,RSL,23.4,13.04,2.84
13-10-09,RA,*15RSK,RSL,22.8,14.5,2.69
13-10-16,RA,*15RSK,RSL,23.2,13.77,2.8
13-10-09,RA,*15RSL,RSL,22,13.59,2.71
13-10-16,RA,*15RSL,RSL,23.1,11.73,2.86
13-10-09,RA,*15RSZ,RSL,21.4,15.23,2.64
13-10-16,RA,*15RSZ,RSL,22.6,14.02,2.76
13-10-09,RA,*15VIA,VIO,23.1,10.88,2.99
13-10-16,RA,*15VIA,VIO,23.9,10.2,3.07
13-10-10,TS,*16CAJ,CAS,24.7,7.84,3.22
13-10-17,TS,*16CAJ,CAS,25.2,8.79,3.21
13-10-10,TS,*16CFG,CAF,24.2,6.07,3.26
13-10-17,TS,*16CFG,CAF,26.7,6.64,3.26
13-10-23,RA,*16CFG,CAF,26.2,4.86,3.52
13-09-23,TS,*16MEH,MER,24,6.42,3.28
13-09-30,TS,*16MEH,MER,24.3,6.15,3.28
13-10-07,TS,*16MEH,MER,26.2,6.8,3.23
13-08-23,TS,*16MUA,MSC,16.9,6.9,3.39
13-08-29,TS,*16MUA,MSC,18.1,5.3,3.57
13-09-03,TS,*16MUA,MSC,19.9,5.47,3.35
13-09-09,TS,*16MUA,MSC,20.9,5.47,3.34
13-09-16,TS,*16MUA,MSC,22.4,5.58,3.38
13-08-29,TS,*16PGM,PGR,19.7,7.5,3.43
13-09-03,TS,*16PGM,PGR,22.2,7.4,3.3
13-09-09,TS,*16PGM,PGR,22.7,6.65,3.33
13-09-17,TS,*16RSD,RSL,20.6,9.74,2.98
13-09-24,TS,*16RSD,RSL,22.2,10.01,2.96
13-10-02,TS,*16RSD,RSL,22.7,10.66,2.95
13-08-23,TS,*16SBB,SBL,18.6,12.4,3.06
13-08-28,SF,*16SBB,SBL,20.2,9.91,3.18
13-09-03,TS,*16SBB,SBL,22,11.33,3.02
13-09-11,TS,*16SBC,SBL,21.5,10.57,3.06
13-09-11,TS,*16SBC,SBL,21.2,9.53,3.09
13-09-11,TS,*16SBC,SBL,20.5,11.73,3.02
13-09-11,TS,*16SBC,SBL,22.5,10.9,3.09
13-09-11,TS,*16SBC,SBL,21.4,6.58,3.33
13-09-17,TS,*16SBC,SBL,22.6,9.21,3.21
13-09-17,TS,*16SBC,SBL,23.3,8.92,3.21
13-09-17,TS,*16SBC,SBL,22.8,9,3.18
13-09-17,TS,*16SBC,SBL,24.7,9.5,3.13
13-09-17,TS,*16SBC,SBL,22.4,6.53,3.31
13-09-24,TS,*16SBC,SBL,23.8,8.31,3.19
13-09-24,TS,*16SBC,SBL,24.1,6.98,3.25
13-09-24,TS,*16SBC,SBL,22.7,7.88,3.2
13-09-05,TS,*16SME,SEM,20.7,9.03,3.16
13-09-11,TS,*16SME,SEM,22.1,8.7,3.22
13-09-17,TS,*16SME,SEM,23.6,7.46,3.26
13-09-05,TS,*16SMF,SEM,19.7,8.8,3.1
13-09-11,TS,*16SMF,SEM,20.4,8.53,3.13
13-09-17,TS,*16SMF,SEM,22.9,8.36,3.17
13-09-24,TS,*16SMF,SEM,21.9,7.67,3.23
13-09-10,TS,*16SMI,SEM,20.1,7.88,3.18
13-09-10,TS,*16SMI,SEM,20.4,9.47,3.15
13-09-17,TS,*16SMI,SEM,21.2,7.91,3.25
13-09-17,TS,*16SMI,SEM,23.6,7.71,3.25
13-09-24,TS,*16SMI,SEM,23.2,7.33,3.29
13-09-24,TS,*16SMI,SEM,25,7.05,3.26
13-10-02,TS,*16SZK,SHZ,23.5,6.79,3.31
13-10-10,TS,*16SZK,SHZ,24.2,7.38,3.48
13-10-15,JH,*16SZK,SHZ,24.7,6.06,3.44
13-10-02,TS,*16SZL,SHZ,22.8,7.01,3.26
13-10-10,TS,*16SZL,SHZ,24.8,7.12,3.27
13-10-11,TS,*17CAA,CAS,24.4,7.2,3.2
13-10-17,RA,*17CAA,CAS,23.8,7.14,3.34
