sample.date,sampler,growblk,variety,brix,ta,ph
17-09-28,LW,CHLMEA,MER,23.4,7.2,3.32
17-10-03,LW,CHLMEA,MER,23.4,7.6,3.31
17-10-11,LW,CHLMEA,MER,24.2,6.7,3.42
17-09-28,LW,CHLSZC,SHZ,22.5,7.6,3.28
17-10-05,LW,CHLSZC,SHZ,23.8,6.9,3.30
17-09-21,LW,CHLVIB,VIO,20.4,8.8,3.23
17-10-05,LW,CHLVIB,VIO,23.9,7.0,3.33
17-09-28,LW,CHLVIG,VIO,21.4,7.6,3.27
17-09-21,LW,CMAMEA,MER,23.7,7.5,3.24
17-09-28,LW,CMAMEA,MER,24.5,7.2,3.32
17-09-15,LW,CMAPGB,PGR,21.3,8.5,3.31
17-09-21,LW,CMAPGB,PGR,22.4,7.8,3.34
17-10-03,RA,DUTMER,MER,25.4,5.9,3.56
17-10-05,LW,GABCFE,CAF,22.3,6.3,3.30
17-10-13,LW,GABCFE,CAF,23.2,6.0,3.35
17-09-21,LW,GABMEB,MER,22.8,6.5,3.38
17-09-28,LW,GABMEB,MER,22.7,6.6,3.37
17-10-03,LW,GABMEB,MER,24.0,5.9,3.44
17-09-21,LW,GABMEC,MER,23.2,6.7,3.29
17-09-28,LW,GABMEC,MER,23.6,6.3,3.31
17-10-03,LW,GABMEC,MER,24.3,6.0,3.38
17-10-11,LW,GABMEC,MER,25.8,5.2,3.44
17-09-21,LW,GABMED,MER,22.3,8.4,3.24
17-09-28,LW,GABMED,MER,22.1,6.6,3.30
17-10-03,LW,GABMED,MER,23.3,6.2,3.38
17-10-11,LW,GABMED,MER,24.4,5.9,3.42
17-10-03,RA,GREMER,MER,25.8,6.4,3.34
17-09-15,DM,HGLCHA,CHD,21.5,9.9,3.16
17-09-21,DM,HGLCHA,CHD,22.1,9.5,3.18
17-09-21,DM,HGLMEC,MER,24.3,6.6,3.37
17-09-28,CG,HGLMEC,MER,24.3,6.1,3.42
17-09-15,CG,HGLPGB,PGR,22.4,8.2,3.18
17-09-21,DM,HGLPGB,VIO,22.3,8.4,3.24
17-09-15,DM,HSDCHA,CHD,22.4,7.6,3.40
17-09-21,DM,HSDCHC,CHD,23.7,0.7,3.39
17-09-21,DM,HSDMEB,MER,24.5,5.4,3.47
17-09-21,RA,JGLGWA,GZT,21.0,7.5,3.28
17-09-28,CG,JGLGWA,GZT,22.0,7.0,3.28
17-09-15,RA,JGLPGC,PGR,22.4,7.0,3.34
17-09-21,RA,JGLPGC,PGR,23.3,7.0,3.38
17-09-15,RA,JGLSBB,SBL,21.5,7.8,3.19
17-10-13,RA,MILCAA,CAS,22.8,8.7,3.22
17-10-13,RA,MILCAD,CAS,23.6,7.5,3.33
17-09-21,RA,MILCHE,CHD,22.1,7.2,3.34
17-09-21,RA,MILCHF,CHD,22.1,7.2,3.34
17-09-21,RA,MILMEB,MER,21.1,8.6,3.12
17-09-28,CG,MILMEB,MER,22.9,6.9,3.33
17-10-03,RA,MILMEB,MER,22.9,7.4,3.30
17-10-11,RA,MILMEB,MER,24.8,6.7,3.38
17-09-21,RA,MILMEC,MER,22.6,8.2,3.38
17-09-28,CG,MILMEC,MER,22.6,6.5,3.35
17-10-03,RA,MILMEC,MER,23.3,6.4,3.32
17-10-11,RA,MILMEC,MER,24.8,6.1,3.44
17-10-03,DM,MISMERN,MER,25.6,5.9,3.64
17-10-03,DM,MISMERS,MER,25.8,5.6,3.62
17-09-21,DM,PHTA10,CHD,22.0,6.2,3.43
17-09-21,DM,PHTA11,CHD,21.4,6.9,3.29
17-09-21,DM,PHTA12,CHD,23.1,6.4,3.32
17-09-21,DM,PHTA2,CHD,22.5,6.7,3.37
17-09-21,DM,PHTA3,CHD,22.1,6.6,3.36
17-09-15,LW,RDHCHA,CHD,19.8,8.5,3.29
17-09-21,LW,RDHCHA,CHD,20.2,7.8,3.37
17-09-28,LW,RDHCHA,CHD,22.1,7.6,3.37
17-09-21,LW,RDHMEB,MER,23.9,6.8,3.36
17-09-28,LW,RDHMEB,MER,24.9,6.3,3.39
17-09-15,DM,RG1CHB,CHD,18.1,7.1,3.32
17-09-22,CG,RG1CHB,CHD,20.2,6.4,3.38
17-09-22,CG,RG1MEC,MER,21.5,5.5,3.35
17-09-28,CG,RG1MEC,MER,22.5,5.4,3.42
17-10-03,DM,RG1MEC,MER,22.4,5.4,3.43
17-10-11,DM,RG1MEC,MER,24.9,4.8,3.53
17-09-15,CG,RG1RSA,RSL,18.5,8.9,3.03
17-09-22,CG,RG1RSA,RSL,19.9,8.1,3.05
17-10-05,DM,RG2CFA,CAF,20.6,0.0,3.08
17-10-13,DM,RG2CFA,CAF,20.9,7.0,3.47
17-09-15,DM,RG2PGB,PGR,18.7,6.8,3.45
17-09-22,CG,RG2PGB,PGR,20.6,5.6,3.48
17-09-15,CG,RG2RSC,RSL,17.4,9.6,3.06
17-09-22,CG,RG2RSC,RSL,17.3,10.2,3.01
17-09-28,CG,RPVGWA,GZT,24.0,4.7,3.80
17-10-13,LW,SANCAA,CAS,22.4,6.7,3.37
17-10-05,LW,SANCFB,CAF,20.4,6.4,3.33
17-10-12,LW,SANCFB,CAF,22.0,5.8,3.42
17-10-20,LW,SANCFB,CAF,22.5,6.1,3.41
17-09-22,LW,SANMEC,MER,23.4,6.9,3.34
17-09-28,LW,SANMEC,MER,24.2,6.3,3.42
17-10-13,LW,SASCAB,CAS,24.0,6.4,3.33
17-10-05,LW,SASCFC,CAF,22.2,6.3,3.28
17-10-12,LW,SASCFC,CAF,22.1,5.9,3.35
17-10-20,LW,SASCFC,CAF,23.3,6.0,3.36
17-09-22,LW,SASMEA,MER,24.2,5.9,3.31
17-09-22,LW,SASMEA,MER,22.4,7.6,3.37
17-09-28,LW,SASMEA,MER,22.5,7.1,3.35
17-09-28,LW,SASMEA,MER,24.2,6.0,3.30
17-10-03,LW,SASMEA,MER,25.0,5.4,3.43
17-09-06,LW,SASSZD,SHZ,18.2,8.9,3.15
17-09-12,LW,SASSZD,SHZ,20.0,8.1,3.20
17-09-19,LW,SASSZD,SHZ,20.6,7.7,3.27
17-09-28,LW,SASSZD,SHZ,22.1,7.3,3.32
17-10-05,LW,SASSZD,SHZ,22.8,6.8,3.28
17-10-16,LW,SD1CAA,CAS,24.4,6.7,3.43
17-09-28,LW,SD3GWA,GZT,22.1,5.9,3.49
17-09-15,LW,SD3PGC,PGR,22.2,6.3,3.45
17-09-15,LW,SD4RSA,RSL,20.1,9.8,2.98
17-09-22,LW,SD4RSE,RSL,19.7,9.7,3.01
17-09-22,CG,SIDMEC,MER,23.3,6.3,3.27
17-09-28,CG,SIDMEC,MER,24.3,6.1,3.33
17-09-15,DM,SIDPGB,PGR,22.5,5.8,3.37
17-09-15,CG,SIDSBA,SBL,23.5,6.1,3.27
17-10-13,LW,STACAA,CAS,23.8,5.9,3.38
17-09-15,LW,STARSA,RSL,19.8,11.0,2.96
17-09-22,LW,STARSB,RSL,20.1,11.7,2.91
17-10-03,DM,SZVLMER,MER,25.5,5.5,3.31
,,,,,,
,,,,,,
