sample.date,sampler,growblk,variety,brix,ta,ph
17-10-05,LW,*03CFGB,CAF,25.5,4.2,3.61
17-08-28,DM,*03CHM,CHD,19.8,10.6,3.02
17-08-28,DM,*03CHN,CHD,19.6,11.0,3.06
17-09-07,LW,*03MEE,MER,24.2,6.2,3.34
17-09-07,LW,*03MEFA,MER,25.2,5.4,3.38
17-08-29,DM,*03MEI,MER,21.5,6.6,3.37
17-09-05,LW,*03MEI,MER,24.5,5.1,3.61
17-08-29,DM,*03MEJ,MER,21.7,8.0,3.17
17-09-05,LW,*03MEJ,MER,22.9,6.4,3.33
17-08-31,CG,*03PBC,PBL,17.9,11.6,2.91
17-09-12,LW,*03PBC,PBL,21.5,8.3,3.11
17-09-19,LW,*03PBC,PBL,22.0,7.2,3.15
17-09-12,LW,*03PBD,PBL,20.1,7.8,3.14
17-09-19,LW,*03PBD,PBL,21.9,6.1,3.25
17-08-24,LW,*03PNA,PNN,19.3,11.1,2.99
17-08-31,CG,*03PNA,PNN,20.7,9.1,3.11
17-08-31,CG,*03PNB,PNN,19.8,8.8,3.19
17-10-03,LW,*04CFCA,CAF,25.8,5.2,3.44
17-10-11,CG,*04CFCA,CAF,26.6,5.2,3.44
17-09-07,DM,*04MEAB,MER,22.8,7.2,3.24
17-09-27,CG,*04MEAB,MER,24.6,5.3,3.40
17-08-17,DM,*04PNB,PNN,15.4,17.9,2.80
17-08-22,LW,*04PNB,PNN,19.1,11.6,2.99
17-08-31,DM,*04PNB,PNN,21.5,9.4,3.17
17-10-03,CG,*06BAO,BAR,27.5,7.7,3.13
17-10-13,RA,*06CAD,CAS,24.4,4.8,3.72
17-10-13,RA,*06CAL,CAS,24.5,5.5,3.43
17-10-13,RA,*06CAM,CAS,25.1,6.2,3.31
17-10-13,RA,*06CAP,CAS,24.5,5.7,0.35
17-10-11,CG,*06CFK,CAF,27.1,4.5,3.52
17-09-14,VF,*06CHG,CHD,23.4,7.5,3.32
17-08-29,RA,*06PGF,PGR,17.5,11.2,2.95
17-09-07,DM,*06PGF,PGR,20.3,8.3,3.15
17-09-20,CG,*06PGF,PGR,22.5,6.8,3.18
17-09-25,CG,*06PGF,PGR,23.3,6.8,3.17
17-09-25,CG,*06PGF,PGR,23.3,6.8,3.17
17-08-29,RA,*06PGH,PGR,19.9,7.1,3.46
17-09-07,DM,*06PGH,PGR,20.1,7.2,3.45
17-09-14,VF,*06PGH,PGR,21.8,5.8,3.46
17-09-19,CG,*06PGH,PGR,24.0,4.6,3.57
17-09-07,DM,*06PGI,PGR,21.7,6.9,3.41
17-09-14,VF,*06PGI,PGR,23.6,5.4,3.50
17-09-20,CG,*06PGI,PGR,23.7,4.9,3.50
17-08-29,RA,*06PGJ,PGR,19.5,6.7,3.35
17-09-07,DM,*06PGJ,PGR,20.7,6.2,3.45
17-09-14,VF,*06PGJ,PGR,22.5,4.6,3.58
17-09-20,CG,*06PGJ,PGR,24.2,4.2,3.58
17-10-03,CG,*06SAN,SNG,25.4,6.2,3.28
17-09-12,RA,*06SZA,SHZ,21.1,6.9,3.36
17-09-19,CG,*06SZA,SHZ,22.4,5.9,3.35
17-09-12,RA,*06SZB,SHZ,21.9,7.1,3.33
17-09-19,CG,*06SZB,SHZ,22.7,5.9,3.36
17-10-11,CG,*06SZB,SHZ,23.5,5.6,3.49
17-09-20,CG,*06VIE,VIO,22.9,6.4,3.35
17-09-25,CG,*06VIE,VIO,23.2,6.5,3.29
17-09-20,KS,*07PNCA,PNN,23.2,7.7,3.13
17-09-08,KS,*07PNCB,PNN,17.3,10.6,2.96
17-09-20,KS,*07PNCC,PNN,21.5,8.8,3.09
17-09-15,KS,*07RSE,RSL,19.3,13.2,2.71
17-09-20,KS,*07RSE,RSL,13.9,1.4,3.20
17-08-28,RA,*08CHA,CHD,18.2,13.6,2.95
17-09-08,RA,*08CHA,CHD,21.2,8.3,3.25
17-09-14,DM,*08CHA,CHD,22.4,7.8,3.27
17-09-08,RA,*08MECA,MER,23.7,7.4,3.25
17-09-27,DM,*08MECA,MER,26.2,5.2,3.52
17-09-07,RA,*08PGB,PGR,20.9,8.2,3.23
17-09-14,DM,*08PGB,PGR,21.0,7.7,3.30
17-10-03,CG,*09CAA,CAS,23.0,5.1,3.44
17-08-24,DM,*09CHB,CHD,19.2,12.0,2.96
17-08-28,DM,*09CHB,CHD,20.6,10.4,3.06
17-09-05,DM,*09CHB,CHD,22.0,8.1,3.20
17-09-12,DM,*09VDC,VID,22.7,7.7,3.15
17-10-13,CG,*10CAE,CAS,22.5,4.9,3.53
17-10-13,CH,*10CAK,CAS,21.7,5.4,3.52
17-10-13,CG,*10CANA,CAS,23.2,5.1,3.38
17-10-13,CG,*10CANB,CAS,22.0,4.9,3.53
17-08-24,RA,*10CHAA,CHD,18.5,9.7,3.09
17-08-28,RA,*10CHAA,CHD,19.2,9.5,3.11
17-08-22,DM,*10CHLA,CHD,17.1,14.1,2.87
17-08-17,SF,*10CHLB,CHD,13.9,20.4,2.84
17-08-28,RA,*10CHQA,CHD,17.7,11.9,3.05
17-09-05,RA,*10CHQA,CHD,21.7,8.5,3.24
17-09-07,CG,*10MEJ,MER,22.2,6.6,3.35
17-09-27,CG,*10MEJ,MER,25.6,5.3,3.54
17-09-19,DM,*10PBS,PBL,19.0,8.4,3.11
17-09-25,CG,*10PBS,PBL,21.1,6.8,3.22
17-09-19,DM,*10PBW,PBL,18.3,8.4,3.14
17-09-25,CG,*10PBW,PBL,18.0,7.3,3.21
17-09-19,DM,*10PBX,PBL,18.6,8.0,3.14
17-09-25,CG,*10PBX,PBL,19.3,7.1,3.22
17-09-06,CG,*10PGC,PGR,22.7,6.3,3.32
17-09-14,CG,*10PGC,PGR,23.6,6.1,3.38
17-08-24,RA,*10PGCA,PGR,19.5,9.0,3.11
17-08-29,RA,*10PGCA,PGR,20.0,7.9,3.25
17-09-06,CG,*10PGD,PGR,21.3,6.4,3.26
17-09-14,CG,*10PGD,PGR,23.4,5.8,3.42
17-08-29,RA,*10PGDB,PGR,19.5,7.7,3.22
17-09-07,CG,*10PGR,PGR,19.7,7.9,3.17
17-09-14,CG,*10PGR,PGR,21.7,6.5,3.35
17-09-19,CG,*10PGR,PGR,22.0,6.3,3.32
17-09-07,CG,*10PGV,PGR,19.6,7.5,3.21
17-09-14,CG,*10PGV,PGR,20.2,6.8,3.30
17-09-19,CG,*10PGV,PGR,22.3,5.8,3.35
17-09-19,CG,*10PGV,PGR,22.3,5.8,3.35
17-09-25,CG,*10PGV,PGR,22.1,6.2,3.33
17-09-06,CG,*10PNG,PNN,20.3,7.3,3.23
17-08-29,VF,*10PNH,PNN,17.9,8.4,3.21
17-09-05,RA,*10PNH,PNN,19.0,6.0,3.42
17-08-29,VF,*10PNI,PNN,17.5,7.7,3.31
17-09-05,RA,*10PNI,PNN,19.2,6.1,3.50
17-09-12,DM,*10RST,RSL,17.4,11.5,2.90
17-09-19,RA,*10RST,RSL,19.2,10.0,2.89
17-09-12,DM,*10SZLB,SHZ,20.3,9.1,3.18
17-10-03,CG,*10SZM,SHZ,22.3,6.5,3.42
17-08-29,VF,*10SZY,SHZ,17.1,10.9,3.04
17-09-05,RA,*10SZY,SHZ,19.6,8.8,3.24
17-09-12,DM,*10SZY,SHZ,19.4,8.3,3.32
17-09-19,DM,*10SZY,SHZ,21.4,6.8,3.44
17-09-19,DM,*10SZY,SHZ,21.4,6.8,3.44
17-09-14,CG,*10VIAA,VIO,24.0,6.0,3.40
17-09-20,CG,*10VIAA,VIO,25.1,1.4,3.20
17-09-25,CG,*10VIAA,VIO,25.3,5.4,3.46
17-10-16,CG,*11CAA,CAS,25.1,5.6,3.38
17-10-16,CG,*11CAB,CAS,24.2,5.7,3.38
17-10-13,CG,*11CAP,CAS,25.3,6.0,3.32
17-10-13,CG,*11CAQ,CAS,25.1,5.5,3.39
17-10-13,CG,*11CAQ,CAS,25.1,5.5,3.39
17-10-13,CG,*11CAR,CAS,24.5,5.7,3.35
17-10-05,CG,*11CFL,CAF,23.9,5.6,3.39
17-10-12,CG,*11CFL,CAF,24.6,4.9,3.41
17-10-05,CG,*11CFM,CAF,23.9,5.5,3.40
17-10-12,CG,*11CFM,CAF,24.1,5.2,3.42
17-10-05,CG,*11CFN,CAF,23.1,5.9,3.32
17-10-12,CG,*11CFN,CAF,24.6,5.0,3.39
17-08-17,DM,*11CHJ,CHD,14.9,20.9,2.94
17-08-22,DM,*11CHJ,CHD,17.2,16.2,2.92
17-08-28,RA,*11CHO,CHD,21.5,9.8,3.06
17-09-05,CG,*11CHO,CHD,24.1,7.9,3.22
17-08-24,DM,*11CHXB,CHD,19.1,13.4,2.95
17-08-28,RA,*11CHXB,CHD,21.9,9.7,3.06
17-09-22,RA,*11GAK,GAM,23.1,8.3,3.13
17-08-31,DM,*11MEV,MER,20.3,10.8,3.03
17-09-05,CG,*11MEV,MER,21.3,9.4,3.12
17-08-31,DM,*11MEWA,MER,22.1,9.1,3.14
17-09-05,CG,*11MEWA,MER,21.8,8.5,3.16
17-09-05,CG,*11MEWC,MER,21.6,7.8,3.20
17-09-05,CG,*11MEZ,MER,21.3,8.5,3.17
17-09-12,DM,*11PBS,PBL,19.9,8.3,3.12
17-09-06,DM,*11PNF,PNN,20.5,8.2,3.18
17-09-06,DM,*11PNG,PNN,20.2,8.6,3.16
17-09-06,DM,*11PNH,PNN,19.2,9.1,3.11
17-10-13,CG,*12CAD,CAS,22.3,5.7,3.51
17-10-05,CG,*12CFEA,CAF,23.4,4.8,3.58
17-08-17,RA,*12CHI,CHD,14.4,17.4,2.89
17-08-22,DM,*12CHI,CHD,16.5,14.1,2.93
17-08-17,RA,*12CHQ,CHD,13.8,17.4,2.94
17-08-22,DM,*12CHQ,CHD,15.9,13.6,2.96
17-08-17,RA,*12CHR,CHD,15.9,15.2,2.88
17-08-22,DM,*12CHR,CHD,18.0,11.8,2.96
17-08-17,RA,*12CHS,CHD,16.5,13.1,2.95
17-08-22,DM,*12CHS,CHD,18.5,10.7,3.03
17-09-19,DM,*12PBM,PBL,19.5,8.8,3.17
17-09-25,CG,*12PBM,PBL,20.4,7.0,3.26
17-09-06,CG,*12PNA,PNN,20.2,6.0,3.45
17-09-06,CG,*12PNB,PNN,19.8,6.7,3.37
17-09-06,CG,*12PNC,PNN,19.9,7.1,3.30
17-08-29,VF,*12PNH,PNN,17.5,7.8,3.29
17-09-05,CG,*12PNH,PNN,19.7,8.1,3.26
17-08-29,VF,*12PNO,PNN,17.3,9.0,3.25
17-09-05,CG,*12PNO,PNN,20.6,7.2,3.40
17-09-12,RA,*12RSF,RSL,18.8,11.2,2.85
17-09-19,RA,*12RSF,RSL,21.2,9.6,2.94
17-09-19,RA,*12RSF,RSL,21.2,9.6,2.94
17-09-12,RA,*12RSP,RSL,17.9,10.8,2.95
17-09-19,RA,*12RSP,RSL,20.2,9.9,2.95
17-09-19,RA,*12RSP,RSL,20.2,9.9,2.95
17-09-08,DM,*15CHCA,CHD,21.5,10.7,3.14
17-09-08,DM,*15CHCB,CHD,20.2,10.9,3.14
17-09-14,DM,*15CHCB,CHD,21.7,9.8,3.19
17-09-26,DM,*15CHCB,CHD,23.8,8.9,3.25
17-09-26,DM,*15CHF,CHD,23.2,9.1,3.27
17-09-14,DM,*15CHG,CHD,21.5,10.0,3.21
17-09-26,DM,*15CHG,CHD,22.4,9.4,3.25
17-09-26,DM,*15CHY,CHD,21.5,10.1,3.13
17-09-26,DM,*15MUDA,MUS,18.8,7.9,3.20
17-10-11,DM,*15MUDA,MUS,21.0,7.4,3.25
17-09-26,DM,*15MUDB,MUS,17.3,8.1,3.25
17-10-11,DM,*15MUDB,MUS,19.0,8.0,3.25
17-08-17,DM,*15MUEB,MUS,11.2,23.0,2.79
17-08-24,DM,*15MUEB,MUS,14.7,13.2,2.88
17-08-17,DM,*15MUEE,MUS,11.7,17.7,2.84
17-08-24,DM,*15MUEE,MUS,14.3,10.3,3.07
17-08-17,DM,*15MUV,MUS,12.7,11.6,3.07
17-08-24,DM,*15MUV,MUS,14.7,6.7,3.31
17-09-22,DM,*15PGEA,PGR,20.4,7.8,3.26
17-09-26,DM,*15PGEA,PGR,22.6,7.6,3.27
17-09-08,DM,*15PGEC,PGR,17.3,9.0,3.14
17-09-14,DM,*15PGEC,PGR,19.1,8.9,3.10
17-09-22,DM,*15PGEC,PGR,20.4,8.1,3.17
17-09-26,DM,*15PGEC,PGR,20.6,7.5,3.26
17-09-22,DM,*15PGED,PGR,22.3,7.6,3.26
17-09-26,DM,*15PGED,PGR,23.7,7.2,3.32
17-09-08,DM,*15PGEF,PGR,17.1,9.5,3.15
17-09-14,DM,*15PGEF,PGR,19.1,8.1,3.16
17-09-22,DM,*15PGEF,PGR,20.5,7.6,3.24
17-09-26,DM,*15PGEF,PGR,21.1,7.2,3.26
17-09-08,DM,*15PGQ,PGR,18.3,9.5,3.13
17-09-14,DM,*15PGQ,PGR,20.8,8.6,3.16
17-09-22,DM,*15PGQ,PGR,22.3,7.5,3.23
17-09-22,DM,*15PGQ,PGR,22.4,7.3,3.28
17-09-08,DM,*15PGS,PGR,17.9,9.9,3.08
17-09-14,DM,*15PGS,PGR,20.7,8.6,3.16
17-09-22,DM,*15PGS,PGR,21.6,8.0,3.22
17-09-26,DM,*15PGS,PGR,21.9,8.5,3.24
17-09-08,DM,*15PNAB,PNN,20.2,9.0,3.32
17-09-14,DM,*15PNAB,PNN,22.5,7.4,3.52
17-09-08,DM,*15PNN,PNN,22.0,8.7,3.27
17-09-08,DM,*15PNPB,PNN,19.7,9.0,3.26
17-09-08,DM,*15PNXA,PNN,18.6,9.6,3.17
17-09-14,DM,*15PNXA,PNN,20.7,7.9,3.27
17-09-26,DM,*15PNXA,PNN,21.5,6.9,3.38
17-09-08,DM,*15PNXB,PNN,18.3,9.1,3.23
17-09-14,DM,*15PNXB,PNN,21.3,7.4,3.35
17-09-08,DM,*15RSJ,RSL,18.3,13.4,2.79
17-09-08,DM,*15RSL,RSL,17.7,14.7,2.73
17-09-26,DM,*15RSZ,RSL,19.9,13.3,2.75
17-10-11,DM,*15VDB,VID,19.8,9.3,3.06
17-10-11,DM,*15VDR,VID,20.2,8.6,3.12
17-09-26,DM,*15VIA,VIO,19.0,9.6,3.02
17-10-11,DM,*15VIA,VIO,21.3,8.4,3.11
17-10-13,CG,*16CAJ,CAS,27.1,5.0,3.52
17-10-05,CG,*16CFG,CAF,25.5,4.2,3.64
17-09-07,CG,*16MEH,MER,22.6,6.1,3.32
17-09-27,CG,*16MEH,MER,26.4,4.4,3.26
17-08-24,RA,*16MUA,MUS,17.0,8.2,3.20
17-08-28,RA,*16MUA,MUS,16.4,7.6,3.27
17-09-07,CG,*16MUA,MUS,21.3,5.0,3.48
17-08-24,RA,*16PGM,PGR,19.8,9.1,3.13
17-08-29,RA,*16PGM,PGR,21.8,7.5,3.23
17-09-06,CG,*16PGM,PGR,24.7,5.4,3.40
17-08-17,DM,*16SBB,SBL,14.5,20.6,2.71
17-08-22,DM,*16SBB,SBL,17.8,15.3,2.71
17-08-24,RA,*16SBB,SBL,19.2,13.2,2.84
17-08-28,RA,*16SBB,SBL,19.4,11.7,2.92
17-08-24,RA,*16SME,SEM,19.7,10.2,3.06
17-08-28,RA,*16SME,SEM,20.8,9.4,3.10
17-09-07,CG,*16SME,SEM,24.9,5.6,3.35
17-09-12,DM,*16SZKB,SHZ,21.4,7.9,3.21
17-09-19,CG,*16SZKB,SHZ,23.0,6.2,3.33
17-10-03,CG,*16SZKB,SHZ,24.4,5.5,3.42
17-09-12,DM,*16SZL,SHZ,20.9,7.7,3.27
17-10-03,CG,*16SZL,SHZ,24.7,5.7,3.41
17-10-13,DM,*17CAA,CAS,25.7,5.2,3.53
17-10-13,DM,*17CAD,CAS,23.9,5.3,3.59
17-09-07,RA,*17MEC,MER,24.0,5.1,3.51
17-08-24,DM,*17SBE,SBL,17.8,14.6,2.79
17-09-07,RA,*18PGB,PGR,20.5,8.1,3.14
17-09-14,RA,*18PGB,PGR,21.9,7.0,3.26
17-09-20,RA,*18PGB,PGR,22.8,8.9,3.01
17-09-25,CG,*18PGB,PGR,22.5,6.6,3.26
17-09-07,RA,*18PGD,PGR,19.4,8.0,3.18
17-09-14,RA,*18PGD,PGR,20.9,7.6,3.22
17-09-20,RA,*18PGD,PGR,22.0,6.6,3.30
17-09-25,CG,*18PGD,PGR,20.3,6.9,3.25
17-08-17,DM,*18PGE,PGR,11.7,28.0,2.80
17-08-24,DM,*18PGE,PGR,15.0,16.8,2.76
17-08-28,RA,*18PGE,PGR,17.7,13.0,2.88
17-09-07,RA,*18PGE,PGR,20.0,8.4,3.12
17-09-14,RA,*18PGE,PGR,20.6,7.8,3.14
17-09-14,RA,*18PGE,PGR,20.6,7.8,3.14
17-09-20,RA,*18PGE,PGR,22.0,7.3,3.15
17-09-25,CG,*18PGE,PGR,22.3,6.9,3.22
17-08-31,RA,*18RSC,RSL,15.7,17.8,2.63
17-08-17,DM,*18RSF,RSL,7.6,35.5,3.53
17-08-28,DM,*18RSF,RSL,14.1,20.9,2.67
17-08-31,RA,*18RSF,RSL,15.5,18.4,2.64
17-09-12,RS,*18RSF,RSL,18.4,12.4,2.84
17-08-24,DM,*18RSK,RSL,12.5,26.1,2.71
17-08-28,RA,*18RSK,RSL,14.2,19.1,2.71
17-08-31,RA,*18RSK,RSL,15.1,18.4,2.64
17-09-12,RA,*18RSK,RSL,19.1,12.1,2.84
17-09-07,LW,*19MECA,MER,23.1,6.6,3.31
17-09-27,LW,*19MECA,MER,24.6,5.2,3.41
17-09-08,LW,*19MED,MER,23.3,6.7,3.33
17-09-27,LW,*19MED,MER,26.3,4.8,3.45
17-09-08,LW,*19MEI,MER,23.0,5.8,3.47
17-09-27,CG,*19MEI,MER,25.2,5.3,3.44
17-09-27,LW,*19MEI,MER,25.0,4.2,3.59
17-09-08,LW,*19MEK,MER,23.8,5.6,3.44
17-09-27,CG,*19MEK,MER,25.6,4.3,3.58
17-09-07,LW,*19MEMA,MER,25.1,5.6,3.33
17-09-22,LW,*19MEMA,MER,26.6,4.5,3.47
17-09-08,LW,*19MEN,MER,23.9,6.0,3.38
17-08-17,LW,*19SBE,SBL,14.1,19.2,2.73
17-08-22,LW,*19SBE,SBL,15.9,13.0,2.83
17-08-28,DM,*19SBE,SBL,18.2,11.4,2.94
17-08-24,LW,*19SBJ,SBL,16.7,11.7,2.90
17-08-24,LW,*19SBO,SBL,18.4,10.8,2.89
17-09-14,LW,*19VIA,VIO,19.4,8.8,3.07
17-09-19,LW,*19VIA,VIO,18.8,8.6,3.07
17-09-25,LW,*19VIA,VIO,20.0,8.6,3.10
17-10-11,CG,*19VIA,VIO,24.6,6.8,3.26
17-10-11,CG,*19VIB,VIO,24.1,6.6,3.25
17-09-14,LW,*19VIF,VIO,22.8,8.4,3.15
17-09-20,LW,*19VIF,VIO,25.8,6.8,3.25
17-09-25,LW,*19VIF,VIO,24.6,7.4,3.24
17-09-14,LW,*19VIH,VIO,20.6,7.6,3.24
17-09-20,LW,*19VIH,VIO,22.8,7.4,3.13
17-09-25,LW,*19VIH,VIO,22.1,7.3,3.23
17-10-12,CG,*20CAA,CAS,23.7,5.6,3.45
17-09-12,LW,*20SZB,SHZ,20.9,7.3,3.26
17-09-19,LW,*20SZB,SHZ,21.1,6.7,3.27
17-10-03,LW,*20SZB,SHZ,23.4,6.4,3.33
17-10-03,LW,*21CFF,CAF,27.0,4.8,3.51
17-09-05,LW,*21CFGA,CAF,21.6,8.5,3.13
17-10-11,LW,*21PVA,PVD,24.9,7.5,3.39
17-10-12,LW,*21PVB,PVD,28.0,6.5,3.47
17-10-12,LW,*21PVCB,PVD,27.3,8.3,3.37
17-09-20,KS,*22PNA,PNN,22.4,6.9,3.26
17-09-20,KS,*22PNCA,PNN,22.1,7.1,3.24
17-09-08,KS,*22PNI,PNN,18.2,10.4,3.04
17-09-20,KS,*22PNI,PNN,21.4,7.3,3.19
17-09-08,KS,*22PNJ,PNN,21.0,9.5,3.07
17-09-20,KS,*22RSSA,RSL,19.9,6.9,3.25
17-09-14,LW,*23MED,MER,24.0,5.4,3.59
17-09-14,LW,*23MEF,MER,22.9,6.4,3.45
17-09-14,LW,*23MEG,MER,23.7,5.2,3.53
17-09-14,LW,*23MEH,MER,23.7,5.4,3.49
17-09-20,KS,*24PNAA,PNN,21.4,7.3,3.21
17-09-08,KS,*24PNAB,PNN,17.8,10.2,3.02
17-09-08,KS,*24PNBA,PNN,19.6,10.3,2.98
17-09-20,KS,*24PNBA,PNN,22.9,11.0,2.88
17-09-20,KS,*25PNA,PNN,21.7,7.6,3.12
17-09-20,KS,*25PNB,PNN,20.4,7.5,3.10
17-08-28,DM,*26CHB,CHD,20.0,9.7,3.16
17-09-05,DM,*26CHB,CHD,22.5,7.8,3.32
17-08-28,DM,*26CHC,CHD,19.8,11.8,3.10
17-09-05,DM,*26CHC,CHD,22.5,8.2,3.32
17-09-20,DM,*26CHCB,CHD,24.8,7.4,3.11
17-09-20,DM,*26CHE,CHD,24.1,7.0,3.17
17-08-28,DM,*26CHF,CHD,20.2,10.5,3.09
17-09-05,DM,*26CHF,CHD,21.9,8.6,3.23
17-10-13,DM,*27ALD,ALI,20.6,7.0,3.54
17-10-13,DM,*27CAA,CAS,23.5,7.5,3.38
17-10-13,DM,*27CAE,CAS,25.1,5.8,3.46
17-10-13,DM,*27CAH,CAS,24.2,5.8,3.47
17-10-05,DM,*27CFG,CAF,23.7,5.8,3.43
17-10-12,DM,*27CFG,CAF,24.4,5.3,3.46
17-10-12,DM,*27GAG,GAM,26.0,8.1,3.21
17-09-27,DM,*27MEFA,MER,26.4,5.1,3.52
17-09-08,LW,*28MEA,MER,23.8,6.3,3.41
17-09-27,LW,*28MEA,MER,25.5,5.1,3.49
17-09-08,LW,*28MEB,MER,23.4,6.5,3.39
17-09-27,LG,*28MEB,MER,25.9,4.6,3.53
17-09-08,LW,*28MEE,MER,22.3,6.6,3.30
17-09-27,LW,*28MEE,MER,25.9,4.6,3.47
17-09-27,LW,*28MEF,MER,25.1,5.2,3.50
17-09-25,LW,*28PGG,PGR,23.8,5.6,3.45
17-08-29,DM,*28SZC,SHZ,18.7,12.3,2.90
17-09-05,LW,*28SZC,SHZ,20.2,9.2,3.13
17-09-12,LW,*28SZC,SHZ,20.5,8.0,3.20
17-09-19,LW,*28SZC,SHZ,21.3,7.7,3.19
17-09-25,LW,*28SZC,SHZ,22.2,7.4,3.23
17-09-05,LW,*28SZD,SHZ,21.2,9.2,3.13
17-09-12,LW,*28SZD,SHZ,22.6,8.3,3.17
17-09-19,LW,*28SZD,SHZ,23.1,7.2,3.21
17-09-12,CG,*30MED,MER,24.0,6.0,3.28
17-09-12,CG,*33CFE,CAF,23.6,6.2,3.26
17-09-12,CG,*33SZH,SHZ,23.0,6.2,3.35
17-09-12,CG,*33SZI,SHZ,22.4,7.4,3.24
17-09-12,CG,*33VIG,VIO,22.8,6.0,3.28
17-09-22,CG,BR1GWA,GZT,22.0,4.7,3.56
17-09-28,CG,BR1GWA,GZT,22.5,5.0,3.46
17-09-15,CG,BR1PGB,PGR,21.3,5.6,3.31
17-09-22,CG,BR1PGB,PGR,21.9,6.0,3.32
17-09-15,CG,BR1RSC,RSL,20.6,10.1,2.85
17-09-22,CG,BR1RSC,RSL,21.2,9.8,2.89
17-09-22,CG,BROMEB,MER,23.7,6.4,3.34
17-09-28,CG,BROMEB,MER,23.4,5.9,3.41
17-10-03,DM,BROMEB,MER,24.2,5.7,3.49
17-09-15,DM,BROPGC,PGR,17.4,6.4,3.31
17-09-22,CG,BROPGC,PGR,19.3,6.0,3.31
17-09-15,DM,BROSBA,SBL,21.4,6.4,3.28
17-09-15,DM,BROSMD,SEM,20.4,5.5,3.36
17-09-22,CG,BROSMD,SEM,21.1,5.4,3.33
17-09-15,RA,BUTCHA,CHD,19.0,9.2,3.22
17-09-21,RA,BUTCHA,CHD,20.8,8.9,3.26
17-09-21,RA,BUTMED,MER,21.2,8.3,3.27
17-09-28,CG,BUTMED,MER,21.9,7.0,3.31
17-10-03,RA,BUTMED,MER,23.1,6.5,3.45
17-10-11,RA,BUTMED,MER,24.8,6.3,3.46
17-09-15,RA,BUTPGC,PGR,17.7,8.8,3.36
17-09-21,RA,BUTPGC,PGR,20.7,0.8,3.36
17-09-15,RA,BUTSBB,SBL,19.5,9.6,3.23
17-10-13,LW,CHLCAD,CAS,24.5,6.9,3.43
17-09-21,LW,CHLMEA,MER,22.3,7.8,3.24
