grower,variety,grow.blk,date,tag.no,lbs,brix,ta,ph
*16,RSL,*16RSD,14-10-01,8126,32820,21.4,8.64,3.1
*16,RSL,*16RSD,14-10-01,8127,18195,21.4,8.64,3.1
*16,RSL,*16RSDF,14-10-08,8186,34685,23.2,6.4,3.22
*16,SBL,*16SBB,14-09-12,8015,31205,22,7.1,3.11
*16,SBL,*16SBB,14-09-16,8021,26325,23,8.26,3.19
*16,SBL,*16SBCA,14-09-17,8025,515,23.8,5.8,3.41
*16,SBL,*16SBCA,14-09-18,8033,19950,22.3,8.14,3.26
*16,SBL,*16SBCA,14-09-18,80351,36314,22.3,8.14,3.26
*16,SBL,*16SBCB,14-09-18,80352,2136,22.5,8.18,3.26
*16,SBL,*16SBCB,14-09-18,80361,31228,22.5,8.18,3.26
*16,SBL,*16SBCC,14-09-18,80382,15103,22.6,8.56,3.3
*16,SBL,*16SBCD,14-09-18,8039,18775,24.2,8.37,3.29
*16,SBL,*16SBCD,14-09-18,80383,17261,24.2,8.37,3.29
*16,SBL,*16SBCE,14-09-18,80362,8922,23.3,6.62,3.43
*16,SBL,*16SBCE,14-09-18,80381,4316,23.3,6.62,3.43
*16,SEM,*16SME,14-10-01,81231,13958,24.3,4.9,3.46
*16,SEM,*16SME,14-10-01,81242,25608,24.3,4.9,3.46
*16,SEM,*16SME,14-10-01,81251,16422,24.3,4.9,3.46
*16,SEM,*16SMF,14-10-01,81252,26979,24.3,4.9,3.46
*16,SEM,*16SMI,14-10-01,81213,9650,22.3,5.5,3.42
*16,SEM,*16SMI,14-10-01,81232,25922,24.3,4.9,3.46
*16,SEM,*16SMI,14-10-01,81241,16296,24.3,4.9,3.46
*16,SHZ,*16SZKB,14-10-16,8264,16265,27,5,3.77
*16,SHZ,*16SZKB,14-10-16,82571,4220,27,5,3.77
*16,SHZ,*16SZKB,14-10-17,8268,12860,27,5,3.77
*16,SHZ,*16SZKB,14-10-17,8271,16155,27,5,3.77
*16,SHZ,*16SZKB,14-10-17,8272,25940,27,5,3.77
*16,SHZ,*16SZKB,14-10-17,8282,4250,27,5,3.77
*16,SHZ,*16SZKB,14-10-20,82951,3178,27.3,5.9,3.66
*16,SHZ,*16SZKB,14-10-21,8308,5330,27.3,5.9,3.66
*16,SHZ,*16SZL,14-10-16,8255,39920,25.8,5.8,3.74
*16,SHZ,*16SZL,14-10-16,82572,3165,25.8,5.8,3.74
*16,SHZ,*16SZL,14-10-20,82952,11652,25.8,5.8,3.74
*17,CAS,*17CAA,14-10-24,83701,16959,25.1,4,3.7
*17,CAS,*17CAD,14-10-24,83703,16959,25.1,4,3.7
*17,MER,*17MEC,14-10-23,8342,12970,27.2,3.3,3.98
*17,MER,*17MEC,14-11-04,84441,350,0,0,0
*17,SBL,*17SBE,14-09-15,8018,24930,21.4,7.84,3.2
*17,SBL,*17SBE,14-09-15,80201,20934,21.4,7.84,3.2
*18,MER,*18MEG,14-10-03,81501,33610,25,3.7,3.64
*18,MER,*18MEH,14-10-03,81502,5930,25,3.7,3.64
*18,MER,*18MEH,14-10-06,8165,3256,25.3,4.5,3.58
*18,MER,*18MEH,14-10-06,8167,1666,25.3,4.5,3.58
*18,MER,*18MEH,14-10-06,8169,13430,25.3,4.5,3.58
*18,MER,*18MEH,14-10-06,81613,12675,25.5,4.3,3.59
*18,MER,*18MEI,14-10-03,8153,5235,25,3.7,3.64
*18,MER,*18MEI,14-10-06,81611,16030,25.5,4.3,3.59
*18,MER,*18MEI,14-10-06,81651,4117,25.3,4.5,3.58
*18,MER,*18MEI,14-10-06,81671,1886,25.3,4.5,3.58
*18,MER,*18MEI,14-10-06,81691,15009,25.3,4.5,3.58
*18,MER,*18MEJ,14-10-06,81612,8575,25.5,4.3,3.59
*18,MER,*18MEJ,14-10-06,81652,2202,25.3,4.5,3.58
*18,MER,*18MEJ,14-10-06,81672,833,25.3,4.5,3.58
*18,MER,*18MEJ,14-10-06,81692,6715,25.3,4.5,3.58
*18,PGR,*18PGA,14-09-23,80632,5900,23.8,5.3,3.38
*18,PGR,*18PGB,14-09-22,80521,30985,23.1,6.12,3.3
*18,PGR,*18PGB,14-09-22,80541,13415,23.1,6.12,3.3
*18,PGR,*18PGD,14-09-22,80522,8855,22.8,5.19,3.4
*18,PGR,*18PGD,14-09-22,80542,17890,22.8,5.19,3.4
*18,PGR,*18PGE,14-09-22,80543,8945,22.1,6.2,3.28
*18,PGR,*18PGE,14-09-22,80551,29915,22.1,6.2,3.28
*18,PGR,*18PGE,14-09-23,8057,42530,22.1,6.2,3.28
*18,PGR,*18PGE,14-09-23,80631,14155,22.1,6.2,3.28
*18,RSL,*18RSC,14-10-07,81721,14860,22.1,7.25,3.14
*18,RSL,*18RSF,14-10-07,8175,34990,22.1,7.25,3.14
*18,RSL,*18RSF,14-10-07,81722,20430,22.1,7.25,3.14
*18,RSL,*18RSF,14-10-07,81761,23250,22.1,7.25,3.14
*18,RSL,*18RSK,14-10-07,8177,23445,22.1,7.25,3.14
*18,RSL,*18RSK,14-10-07,81762,12090,22.1,7.25,3.14
*19,MER,*19MECA,14-10-15,8259,13245,25.2,4.1,3.67
*19,MER,*19MECA,14-10-15,82531,799,26.6,5.2,3.64
*19,MER,*19MECC,14-10-20,8297,32200,26.2,4.6,3.65
*19,MER,*19MECC,14-10-20,8299,37090,26.2,4.6,3.65
*19,MER,*19MECC,14-10-21,83111,11915,26.2,4.6,3.65
*19,MER,*19MECC,14-10-31,84271,2525,0,0,0
*19,MER,*19MED,14-10-21,8318,16805,25.4,4.9,3.52
*19,MER,*19MED,14-10-21,83112,5955,25.4,4.9,3.52
*19,MER,*19MED,14-10-31,84272,210,0,0,0
*19,MER,*19MEI,14-10-17,82732,11060,26.8,3.7,3.98
*19,MER,*19MEI,14-10-31,84273,290,0,0,0
*19,MER,*19MEK,14-10-17,8277,16240,26.9,3.8,3.82
*19,MER,*19MEK,14-10-17,82733,10055,26.9,3.8,3.82
*19,MER,*19MEK,14-10-21,83113,7940,26.9,3.8,3.82
*19,MER,*19MEK,14-10-31,84274,405,0,0,0
*19,MER,*19MEM,14-10-31,84275,780,0,0,0
*19,MER,*19MEMA,14-10-15,82532,13977,25.2,4.1,3.67
*19,MER,*19MEMA,14-10-17,82731,17095,28,4.1,3.79
*19,MER,*19MEN,14-10-21,83114,7940,26.6,3.8,3.73
*19,MER,*19MEN,14-10-31,84276,100,0,0,0
*19,SBL,*19SBE,14-09-19,8050,38580,21.3,6.03,3.31
*19,SBL,*19SBE,14-09-19,80511,13425,21.3,6.03,3.31
*19,SBL,*19SBG,14-09-26,80843,4604,22.5,5.04,3.35
*19,SBL,*19SBJ,14-09-19,8044,41760,22.3,7.13,3.3
*19,SBL,*19SBJ,14-09-19,80512,625,22.3,7.13,3.3
*19,SBL,*19SBL,14-09-26,80841,23013,21.9,6.18,3.29
*19,SBL,*19SBO,14-09-26,80842,6903,21.9,6.91,3.25
*19,SBL,*19SBO,14-09-29,80871,29302,21.9,6.91,3.25
*19,SBL,*19SBP,14-09-29,8096,10755,24.7,5.66,3.47
*19,SBL,*19SBP,14-09-29,8099,4130,24.7,5.66,3.47
*19,SBL,*19SBQ,14-09-29,8097,20395,21.2,6.49,3.32
*19,SBL,*19SBR,14-09-29,8093,22320,23.2,6.91,3.31
*19,SBL,*19SBR,14-09-29,80872,9768,23.2,6.91,3.31
*19,VIO,*19VIA,14-10-20,82861,33185,22.9,6.57,3.28
*19,VIO,*19VIB,14-10-20,8296,6550,22.9,6.57,3.28
*19,VIO,*19VIB,14-10-20,82862,9635,22.9,6.57,3.28
*19,VIO,*19VIF,14-10-17,82701,4353,23.8,6.36,3.3
*19,VIO,*19VIH,14-10-17,82702,32647,21.7,6.32,3.31
*20,CAS,*20CAA,14-11-03,8432,27230,25,4.24,3.61
*20,CAS,*20CAA,14-11-04,84421,565,0,0,0
*20,PVD,*20PVCA,14-10-22,8334,24180,25.9,7.43,3.41
*20,PVD,*20PVCA,14-10-22,8336,4820,25.9,7.43,3.4
*20,PVD,*20PVCA,14-10-31,84259,750,0,0,0
*20,SHZ,*20SZB,14-10-22,8329,38510,22.8,4.6,3.65
*20,SHZ,*20SZB,14-10-22,8335,12340,22.8,4.6,3.65
*21,CAF,*21CFF,14-10-23,8365,1645,28,4.33,3.55
*21,CAF,*21CFF,14-10-24,83714,6642,28,4.33,3.55
*21,CAF,*21CFF,14-10-28,8405,4930,28,4.33,3.55
*21,CAF,*21CFGA,14-10-24,83715,3981,29,4.35,3.5
*21,CAF,*21CFGA,14-10-28,8392,1130,29,4.35,3.5
*21,PVD,*21PVA,14-10-23,8360,4635,26.3,6.47,3.6
*21,PVD,*21PVA,14-10-23,83551,5937,26.3,6.47,3.6
*21,PVD,*21PVA,14-10-29,84112,4725,26.1,5.8,3.59
*21,PVD,*21PVB,14-10-23,8361,2620,26.8,6.1,3.55
*21,PVD,*21PVB,14-10-23,83552,848,26.8,6.1,3.55
*21,PVD,*21PVB,14-10-29,84113,10237,26.1,5.8,3.59
*21,PVD,*21PVC,14-10-29,84111,7875,26.1,5.8,3.59
*21,PVD,*21PVD,14-10-29,84114,2363,26.1,5.8,3.59
*21,SBL,*21SBE,14-09-25,80772,25073,21.7,7.1,3.29
*21,SBL,*21SBE,14-09-25,80792,5813,22.4,5.34,3.32
*21,SBL,*21SBE,14-09-25,80811,700,21.7,7.1,3.29
*22,PGR,*22PGF,14-10-14,8247,14513,24.4,6.7,3.09
*22,PNN,*22PNA,14-10-15,8274,1917,24.6,6.9,3.39
*22,PNN,*22PNC,14-10-06,8179,16114,22,6.53,3.36
*22,PNN,*22PNC,14-10-07,81823,300,22.2,6.84,3.32
*22,PNN,*22PNI,14-10-15,8254,13716,23.4,6.8,3.49
*23,MER,*23MEA,14-10-21,83101,4607,26.6,5,3.79
*23,MER,*23MEB,14-10-20,82911,7506,26.6,5,3.79
*23,MER,*23MEC,14-10-21,83102,13055,26.8,3.7,3.8
*23,MER,*23MED,14-10-21,83103,10750,26.9,3.6,3.93
*23,MER,*23MEE,14-10-20,82912,23386,25.9,4.6,3.65
*23,MER,*23MEE,14-10-20,82923,1168,25.9,4.6,3.65
*23,MER,*23MEF,14-10-20,82913,5838,25.9,4.6,3.65
*23,MER,*23MEF,14-10-20,82924,584,25.9,4.6,3.65
*23,MER,*23MEG,14-10-20,82851,15805,27,3.9,4
*23,MER,*23MEG,14-10-20,82925,584,27,3.9,4
*23,MER,*23MEH,14-10-20,82852,21340,27,3.8,3.92
*23,MER,*23MEH,14-10-20,82922,1168,27,3.8,3.92
*23,MER,*23MEI,14-10-20,82921,3505,25.8,4.7,3.74
*23,MER,*23MEJ,14-10-21,83104,6143,26,4.4,3.78
*24,PNN,*24PNA,14-10-03,8158,8379,22.8,7.38,3.46
*24,PNN,*24PNA,14-10-07,81822,8800,0,0,0
*24,PNN,*24PNB,14-09-30,8141,15917,23.7,5.4,3.38
*25,PNN,*25PNA,14-10-09,8215,10720,23.8,7,3.26
*25,PNN,*25PNA,14-10-09,82211,6425,24.3,7.24,3.28
*25,PNN,*25PNB,14-10-09,82212,7340,23.9,6.68,3.33
*25,PNN,*25PNB,14-10-15,8275,3006,23.9,6.68,3.33
*26,CHD,*26CHCB,14-10-06,8171,24050,22.7,7.66,3.33
*26,CHD,*26CHCB,14-10-06,81702,27556,22.7,7.66,3.33
*26,CHD,*26CHE,14-10-06,81701,16533,23.2,6.92,3.36
*27,ALI,*27ALD,14-11-04,84371,11377,21.5,6.8,3.56
*27,CAF,*27CFC,14-10-28,84001,7952,23.4,6.3,3.25
*27,CAF,*27CFG,14-10-28,84002,11928,23.6,5.39,3.38
*27,CAS,*27CAA,14-11-04,8439,15825,23.3,5.8,3.54
*27,CAS,*27CAA,14-11-04,8441,4270,23.3,5.8,3.84
*27,CAS,*27CAA,14-11-04,84381,18410,23.3,5.8,3.84
*27,CAS,*27CAA,14-11-04,84446,900,23.5,6.96,3.41
*27,CAS,*27CAE,14-11-04,8436,19610,24,5.8,3.54
*27,CAS,*27CAE,14-11-04,84382,4005,23.3,5.8,3.84
*27,CAS,*27CAH,14-11-04,84383,8005,23.3,5.8,3.84
*27,CHD,*27CHB,14-10-21,8323,37350,24.1,6.92,3.37
*27,GAM,*27GAG,14-11-04,84372,3793,21.5,6.8,3.56
*27,MER,*27MEFA,14-11-04,8440,21935,27.1,4,3.8
*28,MER,*28MEA,14-10-09,82091,5575,26.6,3.7,3.73
*28,MER,*28MEB,14-10-09,82092,10353,27,4,3.68
*28,MER,*28MEE,14-10-09,82093,1592,26.3,4,3.65
*28,MER,*28MEE,14-10-09,82171,33895,26.3,4,3.65
*28,MER,*28MEF,14-10-09,82172,5930,26.6,4,3.62
*28,PGR,*28PGG,14-09-30,8111,1400,25.6,4.48,3.45
*28,SHZ,*28SZC,14-10-28,84041,24900,26.5,4.3,3.79
*28,SHZ,*28SZD,14-10-28,84042,11160,26.5,4.3,3.79
*28,SHZ,*28SZD,14-10-29,8407,29910,26.5,4.3,3.79
*28,VIO,*28VIC,14-10-29,8406,400,0,0,0
BR1,GZT,BR1GWA,14-10-08,8196,20715,23.3,3.8,3.82
BR1,PGR,BR1PGB,14-09-29,8090,3940,22.9,4,3.68
BRO,MER,BROMEB,14-10-27,8381,15655,25.5,4.08,3.71
BRO,PGR,BROPGC,14-10-08,8204,5400,22.4,4.7,3.66
BRO,SBL,BROSBA,14-10-29,8418,8335,22.3,5.6,3.63
BRO,SEM,BROSMD,14-10-08,8205,4995,22.8,5.7,3.48
CHL,CAS,CHLCAD,14-10-28,8396,24775,24.3,6.44,3.44
CHL,MER,CHLMEA,14-10-21,8326,22612,24.4,5.9,3.38
CHL,SHZ,CHLSZC,14-10-21,8315,40990,24.6,5.43,3.47
CHL,VIO,CHLVIB,14-10-17,8276,29280,25.2,65.7,3.45
CMA,MER,CMAMEA,14-10-20,8301,30480,25.6,5.8,3.5
CMA,PGR,CMAPGB,14-10-08,8206,21745,22.7,5.66,3.59
DRV,CAS,DRVCAA,14-10-29,84171,3530,23,4.42,3.59
DRV,CAS,DRVCABA,14-10-29,84172,3530,25.1,5.49,3.46
DRV,CAS,DRVCABB,14-10-29,84175,705,25.1,5.49,3.46
DRV,CAS,DRVCAC,14-10-29,84173,7770,25.9,5.39,3.45
DRV,CAS,DRVCAD,14-10-29,84174,5655,24.1,4.56,3.53
GAB,CAF,GABCFE,14-10-28,8397,10515,24.8,5.21,3.4
GAB,CHD,GABCHA,14-09-29,8100,24930,22.8,6.87,3.35
GAB,CHD,GABCHF,14-09-29,8101,23500,23.2,7.24,3.34
GAB,MER,GABMEB,14-10-20,83051,3255,25.5,5.12,3.44
GAB,MER,GABMEC,14-10-20,83052,23615,25.3,4.89,3.37
GAB,MER,GABMED,14-10-20,83053,12220,24.7,5.6,3.41
GAB,MER,GABMED,14-10-21,8309,10570,24.7,5.6,3.41
GGL,CHD,GGLCHA,14-10-08,8198,20790,23.4,7.15,3.48
GGL,MER,GGLMED,14-10-27,8379,6820,25.5,3.79,3.72
GGL,MER,GGLMED,14-10-27,8383,36185,25.5,3.79,3.72
GGL,PGR,GGLPGC,14-10-17,8278,16355,23.6,4.78,3.58
GGL,SBL,GGLSBB,14-09-29,8092,11490,22.9,7.6,3.4
HGL,CHD,HGLCHD,14-10-29,8415,14780,0,0,0
HGL,MER,HGLMER,14-11-03,8435,15950,23.2,5,3.65
HGL,PGR,HGLPGR,14-10-10,8228,22930,23.3,6.8,3.39
HIN,MER,HINMEC,14-11-03,8431,30420,21.9,5.5,3.45
HIN,MER,HINMEC,14-11-04,8443,41250,23.6,5.7,3.37
HIN,PGR,HINPGA,14-10-24,8369,18485,22.1,7.73,3.21
HIN,PGR,HINPGA,14-10-27,8391,13470,22.1,7.73,3.21
HIN,PGR,HINPGA,14-10-28,8402,12035,22.1,7.73,3.21
HIN,PGR,HINPGA,14-10-30,8423,14065,22.1,7.73,3.21
HSD,CHD,HSDCHA,14-10-20,8302,45515,23.1,5.3,3.68
HSD,MER,HSDMEB,14-10-27,8380,12635,25.4,5.77,3.5
JGL,GZT,JGLGWA,14-10-08,8189,6840,23.2,3.8,3.8
JGL,PGR,JGLPGC,14-10-17,8279,32895,23.9,5.03,3.48
JGL,SBL,JGLSBB,14-09-29,8095,28085,22.7,7.31,3.27
MIL,RSL,MILRSA,14-10-29,84191,27565,20.4,9.4,3.05
MIL,RSL,MILRSB,14-10-29,84192,4590,21.3,7.85,3.17
MIL,RSL,MILRSC,14-10-29,84193,11945,22.1,7.98,3.12
MIL,RSL,MILRSC,14-10-30,8424,16025,22.1,7.98,3.12
RDH,CHD,RDHCHA,14-10-08,8197,12640,22.8,5.22,3.59
RDH,MER,RDHMEB,14-10-20,8304,27235,25.9,4.96,3.48
SDH,CAS,SDHCAA,14-10-22,8339,13390,26.1,4.83,3.54
SID,MER,SIDMER,14-10-08,8193,37390,25.4,4.3,3.62
SID,MER,SIDMER,14-10-08,8203,13830,25.4,4.3,3.62
SID,MER,SIDMER,14-10-09,8219,8795,25.4,4.3,3.62
SID,PGR,SIDPGR,14-09-29,8091,36485,22.9,4,3.68
SID,SBL,SIDSBL,14-10-08,8190,36875,21.9,5.92,3.41
SPE,FOC,SPEFOA,14-09-26,8086,17020,24.1,7.8,3.63
SPE,PGR,SPEPGB,14-10-10,8236,6095,0,0,0
SPE,PGR,SPEPGG,14-10-09,8223,9730,23.6,8.52,3.23
SPE,PGR,SPEPGJ,14-10-09,8222,10835,22.4,9.18,3.22
STA,CAS,STACAA,14-10-22,8338,27995,26.1,5.88,3.47
