sample.date,sampler,growblk,variety,brix,ta,ph,avg. berry wt.
04-10-05,DM,*01MEE,MER,26.6,5.1,4.1,
04-10-05,DM,*01MED,MER,24.5,5.4,3.98,
04-10-06,DM,INKPNZ,PNN,26.3,8,3.79,
04-10-06,DM,INKPNG,PNN,25.3,6.8,3.82,
04-10-06,DM,INKPNG,PNN,24.4,6.4,3.86,
04-10-06,DM,INKCAY,CAS,23.8,7,3.61,
04-10-06,DM,INKCAY,CAS,25,6.7,3.73,
04-10-06,VT,*15VIA,VIO,20.8,10.8,3.23,
04-10-06,VT,*15MEX,MER,26.6,7.6,3.4,
04-10-06,VT,*15MEO,MER,26.1,7,3.58,
04-10-06,VT,*15MEN,MER,25.9,6.7,3.66,
04-10-06,VT,*15MEM,MER,26.7,6.9,3.69,
04-10-06,VT,*15CHG,CHD,23.7,8.9,3.44,
04-10-06,VT,*15CHF,CHD,23.5,9.7,3.39,
04-10-06,VT,*15CHD,CHD,23.1,9.7,3.46,
04-10-06,VT,*15CHC,CHD,23,9.9,3.35,
04-10-07,LB,WELSEM,SEM,21.6,6.15,3.26,
04-10-07,SL,SDHME,MER,24.3,6,3.78,
04-10-07,PB,DROPNN,PNN,25.2,8.2,3.68,
04-10-07,PB,DROGAM,GAM,20.9,9.77,3.37,
04-10-07,DM,*12SZE,SHZ,25.9,7.1,4.1,
04-10-07,DM,*10SZL,SHZ,25.5,7.2,3.96,
04-10-07,SL,*09SZE,SHZ,24.4,6.4,3.95,
04-10-07,SL,*09PVF,PVD,27.2,7.9,3.86,
04-10-07,SL,*08MEC,MER,25.5,6.1,3.6,
04-10-07,PB,*07RSE,RSL,21.1,10.25,3.2,
04-10-07,PB,*07RSD,RSL,22.3,9.83,3.29,
04-10-07,PB,*07RSB,RSL,21,10.88,3.07,
04-10-07,PB,*07RSA,RSL,22.4,10.43,3.2,
04-10-07,PB,*07PNC,PNN,25.7,7.66,3.65,
04-10-07,DM,*06SZI,SHZ,25.3,9,3.8,
04-10-07,DM,*06SZB,SHZ,24.4,9.9,3.78,
04-10-07,DM,*06SZA,SHZ,24.3,9,3.82,
04-10-07,DM,*06CFJ,CAF,25.4,6.8,3.7,
04-10-07,DM,*06CAM,CAS,23.1,8.2,3.89,
04-10-07,DM,*06CAL,CAS,24.1,8.1,3.77,
04-10-07,DM,*06CAK,CAS,23.6,7.9,3.73,
04-10-07,DM,*06CAD,CAS,21.7,7.7,3.73,
04-10-07,SL,*02SZQ,SHZ,25.5,6.1,3.86,
04-10-12,PB,SPERSC,RSL,20.2,12.3,3.02,
04-10-12,PB,SPEGWH,GZT,22.1,6.9,3.39,
04-10-12,MM,HINMEC,MER,24.5,8.7,3.37,
04-10-12,MM,HINCHB,CHD,22,12,3.31,
04-10-12,MM,HINCHB,CHD,21.8,10.4,3.38,
04-10-12,LB,GAB,CHD,21.4,6.6,3.25,
04-10-12,LB,GAB,MER,23,5.85,3.21,
04-10-12,LB,DAN,MER,23.6,5.7,3.35,
04-10-13,PB,SUNGAE,GAM,22.8,9.5,3.22,
04-10-13,LB,RAIPGR,PGR,23.7,7.8,3.32,
04-10-13,LB,RAIMER,MER,22.5,6.6,3.45,
04-10-13,LB,CNVPNN,PNN,24,7.8,3.23,
04-10-13,LB,CNVMER,MER,22.9,7.95,3.19,
04-10-13,LB,CNVCHD,CHD,22.6,7.35,3.15,
04-10-13,DM,*12CAL,CAS,22.4,7.5,3.74,
04-10-13,DM,*12CAD,CAS,23,7,3.98,
04-10-13,SL,*10CAN,CAS,23,5.8,3.91,
04-10-13,SL,*10CAK,CAS,22.4,6.2,3.79,
04-10-13,SL,*10CAE,CAS,22.8,5.8,3.9,
04-10-13,SL,*08MEC,MER,25.8,6,3.6,
04-10-13,SL,*08MEC,MER,25.9,6.4,3.68,
04-10-13,SL,*06CAM,CAS,24.8,8.2,3.94,
04-10-13,SL,*06CAL,CAS,23.6,8.3,3.63,
04-10-13,SL,*06CAK,CAS,24.5,7.9,3.83,
04-10-13,SL,*06CAD,CAS,22.6,7.7,3.84,
04-10-13,DM,*05CAI,CAS,24.1,8.1,3.43,
04-10-13,DM,*05CAH,CAS,24.3,8.9,3.29,
04-10-13,DM,*05CAE,CAS,24.4,7.9,3.37,
04-10-13,DM,*05CAD,CAS,23.7,7.9,3.29,
04-10-13,DM,*05CAB,CAS,24.3,7.7,3.45,
04-10-13,DM,*05CAA,CAS,23.6,8.5,3.3,
04-10-14,LB,WELSEM,SEM,21.2,5.4,3.36,
04-10-14,LB,DEKMER,MER,23.6,6,3.29,
04-10-14,LB,DEKCHD,CHD,22.1,7.8,3.2,
04-10-14,LB,DEKCAS,CAS,22.3,8.85,3.15,
04-10-18,PB,HINCHB,CHD,21.5,10.4,3.24,
04-10-19,PB,SUNGAE,GAM,23.1,8.2,3.24,
04-10-19,PB,SPERSC,RSL,21,10.8,3.12,
04-10-19,PB,SPEGWH,GZT,22.2,6.5,3.35,
04-10-19,PB,DROGAM,GAM,22,9.4,3.25,
04-10-20,JS,DROGAM,GAM,21.2,9.2,3.19,
04-10-21,LB,DEKCBL,CBL,20.1,7.95,3.01,
04-10-21,LB,DEKCAS,CAS,23.1,8.85,3.16,
04-11-16,SL,*15VDW,VID,24.4,9.1,3.13,
04-11-16,SL,*15VDR,VID,24.7,8.8,3.15,
04-11-16,SL,*15VDB,VID,23,9.7,3.12,
04-11-16,SL,*15RSK,RSL,23.2,9.5,2.94,
04-11-16,SL,*15RSI,RSL,23.4,9.4,3.11,
04-11-16,DM,*10RSU,RSL,21.4,6.5,3.58,
04-11-16,DM,*10RSF,RSL,17.7,8.3,3.21,
04-11-16,DM,*10PBT,PBL,25,5.8,3.9,
04-11-23,PB,*07RSE,RSL,22.4,9.5,2.93,
04-11-23,PB,*07RSD,RSL,24,8.9,3.19,
04-11-23,PB,*07RSB,RSL,23.1,9.4,2.99,
04-11-23,PB,*07RSA,RSL,23.4,8.8,3.02,
04-11-29,SL,*10RSU,RSL,18.3,7.4,3.27,
04-11-29,SL,*10RSF,RSL,22.2,6.6,3.44,
04-11-29,SL,*10PBT,PBL,28.3,6.4,4.08,
04-12-21,DM,MILLER,RSL,23.9,8.2,3.02,
04-12-21,DM,*10RSU,RSL,22.7,6.2,3.4,
04-12-21,DM,*10RSF,RSL,20.8,6.6,3.31,
04-12-21,DM,*10PBT,PBL,31.8,5.8,4.15,
04-12-21,MM,*07RSE,RSL,22.7,9.7,3.17,
04-12-21,MM,*07RSD,RSL,24,10.7,3.04,
04-12-21,MM,*07RSB,RSL,24.6,9.8,3.1,
04-12-21,MM,*07RSA,RSL,24.1,9.7,2.97,
