"","company","vineyard","block","variety","event","year","month","day","notes"
"322","SebastianFarms","SF12","J","Sauvignon Blanc","4. Budburst",2012,5,1,"(Retired Mar. 16  2016)"
"323","SebastianFarms","SF12","E","Shiraz","4. Budburst",2012,5,1,"(Retired Apr 2  2013)"
"324","SebastianFarms","SF10","N","Cabernet Sauvignon","3. Woolly Bud",2012,5,1,"(Retired Mar.16  2016)"
"325","SebastianFarms","SF10","R","Pinot Gris","3. Woolly Bud",2012,5,1,"(Retired Mar. 16  2016)"
"326","SebastianFarms","SF10","Y","Shiraz","4. Budburst",2012,5,1,NA
"327","SebastianFarms","SF12","A","Pinot Noir","3. Woolly Bud",2012,5,1,NA
"328","SebastianFarms","SF12","J","Sauvignon Blanc","3. Woolly Bud",2012,5,2,"(Retired Mar. 16  2016)"
"329","SebastianFarms","SF16","B","Sauvignon Blanc","3. Woolly Bud",2012,5,2,NA
"330","SebastianFarms","SF12","M","Pinot Blanc","4. Budburst",2012,5,2,NA
"331","SebastianFarms","SF16","C","Sauvignon Blanc","1. Winter Bud",2012,5,2,"(Retired Sept 26 2013)"
"332","SebastianFarms","SF12","N","Semillon","4. Budburst",2012,5,2,NA
"333","SebastianFarms","SF10","E","Cabernet Sauvignon","1. Winter Bud",2012,5,2,NA
"334","SebastianFarms","SF12","I","Merlot","3. Woolly Bud",2012,5,2,"(Retired Nov. 30  2014)"
"335","SebastianFarms","SF12","F","Riesling","4. Budburst",2012,5,2,NA
"336","SebastianFarms","SF16","G","Cabernet Franc","3. Woolly Bud",2012,5,2,"(Retired Apr. 1St  2015)"
"337","SebastianFarms","SF10","F","Riesling","3. Woolly Bud",2012,5,2,NA
"338","SebastianFarms","SF10","S","Pinot Blanc","4. Budburst",2012,5,2,NA
"339","SebastianFarms","SF10","J","Merlot","1. Winter Bud",2012,5,2,NA
"340","SebastianFarms","SF12","G","Semillon","4. Budburst",2012,5,2,"(Retired Mar. 16  2016)"
"341","SebastianFarms","SF16","C","Sauvignon Blanc","1. Winter Bud",2012,5,2,"(Retired Sept 26 2013)"
"342","SebastianFarms","SF16","G","Cabernet Franc","3. Woolly Bud",2012,5,2,"(Retired Apr. 1St  2015)"
"343","SebastianFarms","SF16","C","Sauvignon Blanc","1. Winter Bud",2012,5,2,"(Retired Sept 26 2013)"
"344","SebastianFarms","SF16","C","Sauvignon Blanc","1. Winter Bud",2012,5,2,"(Retired Sept 26 2013)"
"345","SebastianFarms","SF16","A","Muscat Ottonel","3. Woolly Bud",2012,5,2,NA
"346","SebastianFarms","SF16","H","Merlot","3. Woolly Bud",2012,5,3,NA
"347","SebastianFarms","SF16","I","Semillon","3. Woolly Bud",2012,5,3,NA
"348","SebastianFarms","SF16","E","Semillon","3. Woolly Bud",2012,5,3,NA
"349","SebastianFarms","SF16","F","Semillon","3. Woolly Bud",2012,5,3,NA
"350","SebastianFarms","SF10","L","Syrah","3. Woolly Bud",2012,5,4,"(Retired Apr 2  2013)"
"351","SebastianFarms","SF16","J","Cabernet Sauvignon","3. Woolly Bud",2012,5,4,NA
"352","SebastianFarms","SF10","K","Cabernet Sauvignon","1. Winter Bud",2012,5,4,NA
"353","SebastianFarms","SF16","K","Shiraz","3. Woolly Bud",2012,5,4,"(Retired Apr. 1St  2015)"
"354","SebastianFarms","SF16","L","Shiraz","4. Budburst",2012,5,4,NA
"355","SebastianFarms","SF10","M","Syrah","3. Woolly Bud",2012,5,4,"(Retired Aug 21  2013)"
"356","SebastianFarms","SF10","N","Cabernet Sauvignon","14. 7 Leaves separated",2012,5,6,"(Retired Mar.16  2016)"
"357","SebastianFarms","SF10","N","Cabernet Sauvignon","14. 7 Leaves separated",2012,5,6,"(Retired Mar.16  2016)"
"358","SebastianFarms","SF10","AB","Viognier","5. Rosette Visible",2012,5,7,NA
"359","SebastianFarms","SF16","C","Sauvignon Blanc","3. Woolly Bud",2012,5,7,"(Retired Sept 26 2013)"
"360","SebastianFarms","SF16","C","Sauvignon Blanc","3. Woolly Bud",2012,5,7,"(Retired Sept 26 2013)"
"361","SebastianFarms","SF10","U","Riesling","5. Rosette Visible",2012,5,7,NA
"362","SebastianFarms","SF10","H","Pinot Noir","5. Rosette Visible",2012,5,7,NA
"363","SebastianFarms","SF16","J","Cabernet Sauvignon","1. Winter Bud",2012,5,7,NA
"364","SebastianFarms","SF10","E","Cabernet Sauvignon","4. Budburst",2012,5,7,NA
"365","SebastianFarms","SF10","V","Pinot Gris","7. First Petiole separated题迨",2012,5,7,NA
"366","SebastianFarms","SF10","T","Riesling","5. Rosette Visible",2012,5,7,NA
"367","SebastianFarms","SF16","C","Sauvignon Blanc","3. Woolly Bud",2012,5,7,"(Retired Sept 26 2013)"
"368","SebastianFarms","SF16","D","Riesling","3. Woolly Bud",2012,5,7,"(Retired Apr. 1St  2015)"
"369","SebastianFarms","SF16","G","Cabernet Franc","3. Woolly Bud",2012,5,7,"(Retired Apr. 1St  2015)"
"370","SebastianFarms","SF16","D","Riesling","3. Woolly Bud",2012,5,7,"(Retired Apr. 1St  2015)"
"371","SebastianFarms","SF16","D","Riesling","3. Woolly Bud",2012,5,7,"(Retired Apr. 1St  2015)"
"372","SebastianFarms","SF16","D","Riesling","3. Woolly Bud",2012,5,7,"(Retired Apr. 1St  2015)"
"373","SebastianFarms","SF12","J","Sauvignon Blanc","5. Rosette Visible",2012,5,7,"(Retired Mar. 16  2016)"
"374","SebastianFarms","SF16","H","Merlot","1. Winter Bud",2012,5,7,NA
"375","SebastianFarms","SF12","F","Riesling","5. Rosette Visible",2012,5,7,NA
"376","SebastianFarms","SF12","G","Semillon","5. Rosette Visible",2012,5,7,"(Retired Mar. 16  2016)"
"377","SebastianFarms","SF10","I","Pinot Noir","5. Rosette Visible",2012,5,7,NA
"378","SebastianFarms","SF12","H","Pinot Noir","4. Budburst",2012,5,7,"(Retired Mar. 16  2016)"
"379","SebastianFarms","SF10","S","Pinot Blanc","5. Rosette Visible",2012,5,7,NA
"380","SebastianFarms","SF10","C","Pinot Gris","4. Budburst",2012,5,7,NA
"381","SebastianFarms","SF16","C","Sauvignon Blanc","3. Woolly Bud",2012,5,7,"(Retired Sept 26 2013)"
"382","SebastianFarms","SF10","D","Pinot Gris","4. Budburst",2012,5,7,NA
"383","SebastianFarms","SF16","B","Sauvignon Blanc","4. Budburst",2012,5,7,NA
"384","SebastianFarms","SF10","G","Pinot Noir","5. Rosette Visible",2012,5,7,NA
"385","SebastianFarms","SF16","A","Muscat Ottonel","3. Woolly Bud",2012,5,7,NA
"386","SebastianFarms","SF10","F","Riesling","7. First Petiole separated题迨",2012,5,7,NA
"387","SebastianFarms","SF10","N","Cabernet Sauvignon","3. Woolly Bud",2012,5,7,"(Retired Mar.16  2016)"
"388","SebastianFarms","SF10","AA","Viognier","5. Rosette Visible",2012,5,7,NA
"389","SebastianFarms","SF16","I","Semillon","3. Woolly Bud",2012,5,7,NA
"390","SebastianFarms","SF16","D","Riesling","3. Woolly Bud",2012,5,7,"(Retired Apr. 1St  2015)"
"391","SebastianFarms","SF16","F","Semillon","3. Woolly Bud",2012,5,8,NA
"392","SebastianFarms","SF12","I","Merlot","1. Winter Bud",2012,5,8,"(Retired Nov. 30  2014)"
"393","SebastianFarms","SF16","E","Semillon","3. Woolly Bud",2012,5,8,NA
"394","SebastianFarms","SF12","A","Pinot Noir","3. Woolly Bud",2012,5,8,NA
"395","SebastianFarms","SF10","B","Sauvignon Blanc","3. Woolly Bud",2012,5,8,NA
"396","SebastianFarms","SF10","J","Merlot","3. Woolly Bud",2012,5,8,NA
"397","SebastianFarms","SF10","M","Syrah","3. Woolly Bud",2012,5,8,"(Retired Aug 21  2013)"
"398","SebastianFarms","SF12","P","Merlot","3. Woolly Bud",2012,5,8,"(Retired Aug 21  2013)"
"399","SebastianFarms","SF12","C","Pinot Noir","3. Woolly Bud",2012,5,8,NA
"400","SebastianFarms","SF10","K","Cabernet Sauvignon","1. Winter Bud",2012,5,8,NA
"401","SebastianFarms","SF12","D","Cabernet Sauvignon","1. Winter Bud",2012,5,8,NA
"402","SebastianFarms","SF10","L","Syrah","3. Woolly Bud",2012,5,8,"(Retired Apr 2  2013)"
"403","SebastianFarms","SF12","E","Shiraz","1. Winter Bud",2012,5,8,"(Retired Apr 2  2013)"
"404","SebastianFarms","SF12","B","Pinot Noir","3. Woolly Bud",2012,5,8,NA
"405","SebastianFarms","SF10","P","Chardonnay","4. Budburst",2012,5,9,NA
"406","SebastianFarms","SF10","I","Pinot Noir","4. Budburst",2012,5,9,NA
"407","SebastianFarms","MH04","B","Pinot Noir","4. Budburst",2012,5,9,"(Retired Jan 2 2014)"
"408","SebastianFarms","MH11","F","Pinot Noir","2. Budswell",2012,5,9,"(Retired Apr. 1St  2015)"
"409","SebastianFarms","SF10","O","Sauvignon Blanc","4. Budburst",2012,5,9,NA
"410","SebastianFarms","MH11","G","Pinot Noir","4. Budburst",2012,5,9,"(Retired Apr. 1St  2015)"
"411","SebastianFarms","MH11","H","Pinot Noir","4. Budburst",2012,5,9,"(Retired Apr. 1St  2015)"
"412","SebastianFarms","SF10","Q","Chardonnay","4. Budburst",2012,5,9,"(Retired Apr. 1St  2015)"
"413","SebastianFarms","SF10","R","Pinot Gris","4. Budburst",2012,5,9,"(Retired Mar. 16  2016)"
"414","SebastianFarms","MH11","I","Pinot Noir","4. Budburst",2012,5,9,"(Retired Apr. 1St  2015)"
"415","SebastianFarms","SF12","O","Pinot Noir","4. Budburst",2012,5,9,NA
"416","SebastianFarms","SF12","N","Semillon","4. Budburst",2012,5,9,NA
"417","SebastianFarms","SF12","M","Pinot Blanc","4. Budburst",2012,5,9,NA
"418","SebastianFarms","SF10","F","Riesling","3. Woolly Bud",2012,5,10,NA
"419","SebastianFarms","SF10","AB","Viognier","3. Woolly Bud",2012,5,10,NA
"420","SebastianFarms","SF10","F","Riesling","3. Woolly Bud",2012,5,10,NA
"421","SebastianFarms","SF10","X","Pinot Blanc","4. Budburst",2012,5,10,NA
"422","SebastianFarms","SF10","W","Pinot Blanc","4. Budburst",2012,5,10,NA
"423","SebastianFarms","SF10","G","Pinot Noir","3. Woolly Bud",2012,5,10,NA
"424","SebastianFarms","SF16","B","Sauvignon Blanc","3. Woolly Bud",2012,5,10,NA
"425","SebastianFarms","SF10","AA","Viognier","4. Budburst",2012,5,10,NA
"426","SebastianFarms","SF10","V","Pinot Gris","3. Woolly Bud",2012,5,10,NA
"427","SebastianFarms","SF12","J","Sauvignon Blanc","9. 2-3 Leaves separated",2012,5,10,"(Retired Mar. 16  2016)"
"428","SebastianFarms","SF12","H","Pinot Noir","9. 2-3 Leaves separated",2012,5,10,"(Retired Mar. 16  2016)"
"429","SebastianFarms","SF10","H","Pinot Noir","4. Budburst",2012,5,10,NA
"430","SebastianFarms","SF10","E","Cabernet Sauvignon","3. Woolly Bud",2012,5,10,NA
"431","SebastianFarms","SF10","C","Pinot Gris","3. Woolly Bud",2012,5,10,NA
"432","SebastianFarms","SF10","D","Pinot Gris","3. Woolly Bud",2012,5,10,NA
"433","SebastianFarms","SF10","Y","Shiraz","11. 4 Leaves separated",2012,5,10,NA
"434","SebastianFarms","SF12","D","Cabernet Sauvignon","7. First Petiole separated题迨",2012,5,11,NA
"435","SebastianFarms","SF12","L","Cabernet Sauvignon","4. Budburst",2012,5,11,NA
"436","SebastianFarms","SF12","I","Merlot","4. Budburst",2012,5,11,"(Retired Nov. 30  2014)"
"437","SebastianFarms","SF12","K","Shiraz","4. Budburst",2012,5,11,NA
"438","SebastianFarms","SF10","I","Pinot Noir","9. 2-3 Leaves separated",2012,5,11,NA
"439","SebastianFarms","SF12","C","Pinot Noir","9. 2-3 Leaves separated",2012,5,14,NA
"440","SebastianFarms","SF10","I","Pinot Noir","9. 2-3 Leaves separated",2012,5,14,NA
"441","SebastianFarms","SF12","B","Pinot Noir","9. 2-3 Leaves separated",2012,5,14,NA
"442","SebastianFarms","SF10","K","Cabernet Sauvignon","9. 2-3 Leaves separated",2012,5,14,NA
"443","SebastianFarms","SF12","D","Cabernet Sauvignon","9. 2-3 Leaves separated",2012,5,14,NA
"444","SebastianFarms","SF10","O","Sauvignon Blanc","9. 2-3 Leaves separated",2012,5,14,NA
"445","SebastianFarms","SF12","I","Merlot","11. 4 Leaves separated",2012,5,14,"(Retired Nov. 30  2014)"
"446","SebastianFarms","SF16","J","Cabernet Sauvignon","9. 2-3 Leaves separated",2012,5,14,NA
"447","SebastianFarms","SF10","J","Merlot","9. 2-3 Leaves separated",2012,5,14,NA
"448","SebastianFarms","SF12","A","Pinot Noir","9. 2-3 Leaves separated",2012,5,14,NA
"449","SebastianFarms","SF16","I","Semillon","9. 2-3 Leaves separated",2012,5,14,NA
"450","SebastianFarms","SF10","N","Cabernet Sauvignon","9. 2-3 Leaves separated",2012,5,14,"(Retired Mar.16  2016)"
"451","SebastianFarms","SF16","A","Muscat Ottonel","9. 2-3 Leaves separated",2012,5,15,NA
"452","SebastianFarms","SF16","A","Muscat Ottonel","9. 2-3 Leaves separated",2012,5,16,NA
"453","SebastianFarms","SF16","C","Sauvignon Blanc","12. Shoots 10cm",2012,5,22,"(Retired Sept 26 2013)"
"454","SebastianFarms","SF12","F","Riesling","12. Shoots 10cm",2012,5,22,NA
"455","SebastianFarms","SF10","T","Riesling","12. Shoots 10cm",2012,5,22,NA
"456","SebastianFarms","SF10","L","Syrah","14. 7 Leaves separated",2012,6,5,"(Retired Apr 2  2013)"
"457","SebastianFarms","SF10","AB","Viognier","14. 7 Leaves separated",2012,6,6,NA
"458","SebastianFarms","SF10","Y","Shiraz","14. 7 Leaves separated",2012,6,6,NA
"459","SebastianFarms","SF10","R","Pinot Gris","14. 7 Leaves separated",2012,6,6,"(Retired Mar. 16  2016)"
"460","SebastianFarms","SF10","O","Sauvignon Blanc","14. 7 Leaves separated",2012,6,6,NA
"461","SebastianFarms","SF10","P","Chardonnay","14. 7 Leaves separated",2012,6,6,NA
"462","SebastianFarms","SF10","V","Pinot Gris","14. 7 Leaves separated",2012,6,6,NA
"463","SebastianFarms","SF10","X","Pinot Blanc","14. 7 Leaves separated",2012,6,6,NA
"464","SebastianFarms","SF10","Q","Chardonnay","14. 7 Leaves separated",2012,6,6,"(Retired Apr. 1St  2015)"
"465","SebastianFarms","SF10","B","Sauvignon Blanc","14. 7 Leaves separated",2012,6,7,NA
"466","SebastianFarms","SF10","B","Sauvignon Blanc","14. 7 Leaves separated",2012,6,7,NA
"467","SebastianFarms","SF10","C","Pinot Gris","14. 7 Leaves separated",2012,6,7,NA
"468","SebastianFarms","SF10","A","Chardonnay","14. 7 Leaves separated",2012,6,7,"(Retired Apr. 1St  2015)"
"469","SebastianFarms","SF10","C","Pinot Gris","14. 7 Leaves separated",2012,6,7,NA
"470","SebastianFarms","SF10","E","Cabernet Sauvignon","14. 7 Leaves separated",2012,6,7,NA
"471","SebastianFarms","SF10","D","Pinot Gris","14. 7 Leaves separated",2012,6,7,NA
"472","SebastianFarms","SF10","E","Cabernet Sauvignon","14. 7 Leaves separated",2012,6,7,NA
"473","SebastianFarms","SF10","P","Chardonnay","14. 7 Leaves separated",2012,6,7,NA
"474","SebastianFarms","SF10","F","Riesling","14. 7 Leaves separated",2012,6,7,NA
"475","SebastianFarms","SF10","D","Pinot Gris","14. 7 Leaves separated",2012,6,7,NA
"476","SebastianFarms","SF12","G","Semillon","14. 7 Leaves separated",2012,6,11,"(Retired Mar. 16  2016)"
"477","SebastianFarms","SF12","K","Shiraz","14. 7 Leaves separated",2012,6,11,NA
"478","SebastianFarms","SF12","N","Semillon","14. 7 Leaves separated",2012,6,11,NA
"479","SebastianFarms","SF12","D","Cabernet Sauvignon","14. 7 Leaves separated",2012,6,11,NA
"480","SebastianFarms","SF12","D","Cabernet Sauvignon","14. 7 Leaves separated",2012,6,11,NA
"481","SebastianFarms","SF12","B","Pinot Noir","14. 7 Leaves separated",2012,6,11,NA
"482","SebastianFarms","SF12","M","Pinot Blanc","14. 7 Leaves separated",2012,6,11,NA
"483","SebastianFarms","SF12","H","Pinot Noir","14. 7 Leaves separated",2012,6,11,"(Retired Mar. 16  2016)"
"484","SebastianFarms","SF12","N","Semillon","14. 7 Leaves separated",2012,6,11,NA
"485","SebastianFarms","SF10","H","Pinot Noir","14. 7 Leaves separated",2012,6,11,NA
"486","SebastianFarms","SF12","C","Pinot Noir","14. 7 Leaves separated",2012,6,11,NA
"487","SebastianFarms","SF12","O","Pinot Noir","14. 7 Leaves separated",2012,6,11,NA
"488","SebastianFarms","SF10","H","Pinot Noir","14. 7 Leaves separated",2012,6,11,NA
"489","SebastianFarms","SF10","K","Cabernet Sauvignon","14. 7 Leaves separated",2012,6,11,NA
"490","SebastianFarms","SF12","J","Sauvignon Blanc","14. 7 Leaves separated",2012,6,11,"(Retired Mar. 16  2016)"
"491","SebastianFarms","SF12","M","Pinot Blanc","14. 7 Leaves separated",2012,6,11,NA
"492","SebastianFarms","SF12","I","Merlot","14. 7 Leaves separated",2012,6,11,"(Retired Nov. 30  2014)"
"493","SebastianFarms","SF12","J","Sauvignon Blanc","14. 7 Leaves separated",2012,6,11,"(Retired Mar. 16  2016)"
"494","SebastianFarms","SF12","A","Pinot Noir","14. 7 Leaves separated",2012,6,11,NA
"495","SebastianFarms","SF12","A","Pinot Noir","14. 7 Leaves separated",2012,6,11,NA
"496","SebastianFarms","SF10","G","Pinot Noir","14. 7 Leaves separated",2012,6,11,NA
"497","SebastianFarms","SF12","A","Pinot Noir","14. 7 Leaves separated",2012,6,11,NA
"498","SebastianFarms","SF12","O","Pinot Noir","14. 7 Leaves separated",2012,6,11,NA
"499","SebastianFarms","SF10","G","Pinot Noir","14. 7 Leaves separated",2012,6,11,NA
"500","SebastianFarms","SF12","P","Merlot","14. 7 Leaves separated",2012,6,11,"(Retired Aug 21  2013)"
"501","SebastianFarms","SF12","P","Merlot","14. 7 Leaves separated",2012,6,11,"(Retired Aug 21  2013)"
"502","SebastianFarms","SF12","O","Pinot Noir","14. 7 Leaves separated",2012,6,11,NA
"503","SebastianFarms","SF12","C","Pinot Noir","14. 7 Leaves separated",2012,6,11,NA
"504","SebastianFarms","SF10","F","Riesling","14. 7 Leaves separated",2012,6,11,NA
"505","SebastianFarms","SF12","F","Riesling","14. 7 Leaves separated",2012,6,11,NA
"506","SebastianFarms","SF12","K","Shiraz","14. 7 Leaves separated",2012,6,11,NA
"507","SebastianFarms","SF12","F","Riesling","14. 7 Leaves separated",2012,6,11,NA
"508","SebastianFarms","SF12","H","Pinot Noir","14. 7 Leaves separated",2012,6,11,"(Retired Mar. 16  2016)"
"509","SebastianFarms","SF12","L","Cabernet Sauvignon","14. 7 Leaves separated",2012,6,11,NA
"510","SebastianFarms","SF12","E","Shiraz","14. 7 Leaves separated",2012,6,11,"(Retired Apr 2  2013)"
"511","SebastianFarms","SF12","E","Shiraz","14. 7 Leaves separated",2012,6,11,"(Retired Apr 2  2013)"
"512","SebastianFarms","SF10","I","Pinot Noir","14. 7 Leaves separated",2012,6,11,NA
"513","SebastianFarms","SF12","L","Cabernet Sauvignon","14. 7 Leaves separated",2012,6,11,NA
"514","SebastianFarms","SF10","I","Pinot Noir","14. 7 Leaves separated",2012,6,11,NA
"515","SebastianFarms","SF12","G","Semillon","14. 7 Leaves separated",2012,6,11,"(Retired Mar. 16  2016)"
"516","SebastianFarms","SF10","J","Merlot","14. 7 Leaves separated",2012,6,11,NA
"517","SebastianFarms","SF10","K","Cabernet Sauvignon","14. 7 Leaves separated",2012,6,11,NA
"518","SebastianFarms","SF10","J","Merlot","14. 7 Leaves separated",2012,6,11,NA
"519","SebastianFarms","SF16","K","Shiraz","17. 12 Leaves separated",2012,6,12,"(Retired Apr. 1St  2015)"
"520","SebastianFarms","MH09","D","Pinot Gris","14. 7 Leaves separated",2012,6,15,"(Retired Apr. 1St  2015)"
"521","SebastianFarms","MH09","D","Pinot Gris","17. 12 Leaves separated",2012,6,15,"(Retired Apr. 1St  2015)"
"522","SebastianFarms","MH01","I","Cabernet Franc","17. 12 Leaves separated",2012,6,15,"(Retired Apr. 1St  2015)"
"523","SebastianFarms","MH01","I","Cabernet Franc","17. 12 Leaves separated",2012,6,15,"(Retired Apr. 1St  2015)"
"524","SebastianFarms","MH01","I","Cabernet Franc","14. 7 Leaves separated",2012,6,15,"(Retired Apr. 1St  2015)"
"525","SebastianFarms","MH09","D","Pinot Gris","17. 12 Leaves separated",2012,6,15,"(Retired Apr. 1St  2015)"
"526","SebastianFarms","MH11","Y","Sauvignon Blanc","17. 12 Leaves separated",2012,6,15,"(Retired Apr. 1St  2015)"
"527","SebastianFarms","MH11","X","Chardonnay","17. 12 Leaves separated",2012,6,15,"(Retired Apr. 1St  2015)"
"528","SebastianFarms","SF10","K","Cabernet Sauvignon","17. 12 Leaves separated",2012,6,15,NA
"529","SebastianFarms","MH11","Y","Sauvignon Blanc","17. 12 Leaves separated",2012,6,15,"(Retired Apr. 1St  2015)"
"530","SebastianFarms","SF10","K","Cabernet Sauvignon","17. 12 Leaves separated",2012,6,15,NA
"531","SebastianFarms","MH01","I","Cabernet Franc","14. 7 Leaves separated",2012,6,15,"(Retired Apr. 1St  2015)"
"532","SebastianFarms","MH09","D","Pinot Gris","17. 12 Leaves separated",2012,6,15,"(Retired Apr. 1St  2015)"
"533","SebastianFarms","MH09","D","Pinot Gris","17. 12 Leaves separated",2012,6,15,"(Retired Apr. 1St  2015)"
"534","SebastianFarms","MH01","F","Cabernet Franc","17. 12 Leaves separated",2012,6,15,"(Retired Apr. 1St  2015)"
"535","SebastianFarms","MH01","F","Cabernet Franc","17. 12 Leaves separated",2012,6,15,"(Retired Apr. 1St  2015)"
"536","SebastianFarms","MH01","F","Cabernet Franc","14. 7 Leaves separated",2012,6,15,"(Retired Apr. 1St  2015)"
"537","SebastianFarms","MH01","F","Cabernet Franc","14. 7 Leaves separated",2012,6,15,"(Retired Apr. 1St  2015)"
"538","SebastianFarms","SF10","I","Pinot Noir","17. 12 Leaves separated",2012,6,15,NA
"539","SebastianFarms","SF10","I","Pinot Noir","17. 12 Leaves separated",2012,6,15,NA
"540","SebastianFarms","SF10","H","Pinot Noir","17. 12 Leaves separated",2012,6,15,NA
"541","SebastianFarms","SF10","H","Pinot Noir","17. 12 Leaves separated",2012,6,15,NA
"542","SebastianFarms","SF10","G","Pinot Noir","17. 12 Leaves separated",2012,6,15,NA
"543","SebastianFarms","MH09","B","Pinot Gris","17. 12 Leaves separated",2012,6,15,NA
"544","SebastianFarms","MH11","V","Merlot","17. 12 Leaves separated",2012,6,15,"(Retired Apr. 1St  2015)"
"545","SebastianFarms","MH11","V","Merlot","17. 12 Leaves separated",2012,6,15,"(Retired Apr. 1St  2015)"
"546","SebastianFarms","MH11","X","Chardonnay","17. 12 Leaves separated",2012,6,15,"(Retired Apr. 1St  2015)"
"547","SebastianFarms","MH11","U","Sauvignon Blanc","17. 12 Leaves separated",2012,6,15,"(Retired Apr. 1St  2015)"
"548","SebastianFarms","MH11","Z","Merlot","17. 12 Leaves separated",2012,6,15,"(Retired Apr. 1St  2015)"
"549","SebastianFarms","MH11","W","Merlot","17. 12 Leaves separated",2012,6,15,"(Retired Apr. 1St  2015)"
"550","SebastianFarms","MH11","W","Merlot","17. 12 Leaves separated",2012,6,15,"(Retired Apr. 1St  2015)"
"551","SebastianFarms","MH11","Z","Merlot","17. 12 Leaves separated",2012,6,15,"(Retired Apr. 1St  2015)"
"552","SebastianFarms","MH11","Z","Merlot","17. 12 Leaves separated",2012,6,15,"(Retired Apr. 1St  2015)"
"553","SebastianFarms","MH11","Z","Merlot","17. 12 Leaves separated",2012,6,15,"(Retired Apr. 1St  2015)"
"554","SebastianFarms","MH11","S","Pinot Blanc","17. 12 Leaves separated",2012,6,15,"(Retired Apr. 1St  2015)"
"555","SebastianFarms","MH11","U","Sauvignon Blanc","17. 12 Leaves separated",2012,6,15,"(Retired Apr. 1St  2015)"
"556","SebastianFarms","MH11","S","Pinot Blanc","17. 12 Leaves separated",2012,6,15,"(Retired Apr. 1St  2015)"
"557","SebastianFarms","MH09","D","Pinot Gris","14. 7 Leaves separated",2012,6,15,"(Retired Apr. 1St  2015)"
"558","SebastianFarms","SF10","A","Chardonnay","20. 10% Cap Fall",2012,6,20,"(Retired Apr. 1St  2015)"
"559","SebastianFarms","SF10","B","Sauvignon Blanc","20. 10% Cap Fall",2012,6,20,NA
"560","SebastianFarms","SF10","A","Chardonnay","27. Setting",2012,6,30,"(Retired Apr. 1St  2015)"
"561","SebastianFarms","SF16","C","Sauvignon Blanc","23. Full Bloom  50% Cap Fall",2012,7,3,"(Retired Sept 26 2013)"
"562","SebastianFarms","SF16","C","Sauvignon Blanc","23. Full Bloom  50% Cap Fall",2012,7,3,"(Retired Sept 26 2013)"
"563","SebastianFarms","SF16","C","Sauvignon Blanc","23. Full Bloom  50% Cap Fall",2012,7,3,"(Retired Sept 26 2013)"
"564","SebastianFarms","SF16","C","Sauvignon Blanc","23. Full Bloom  50% Cap Fall",2012,7,3,"(Retired Sept 26 2013)"
"565","SebastianFarms","SF16","C","Sauvignon Blanc","23. Full Bloom  50% Cap Fall",2012,7,3,"(Retired Sept 26 2013)"
"566","SebastianFarms","SF16","C","Sauvignon Blanc","23. Full Bloom  50% Cap Fall",2012,7,3,"(Retired Sept 26 2013)"
"567","SebastianFarms","SF16","C","Sauvignon Blanc","23. Full Bloom  50% Cap Fall",2012,7,3,"(Retired Sept 26 2013)"
"568","SebastianFarms","SF16","C","Sauvignon Blanc","23. Full Bloom  50% Cap Fall",2012,7,3,"(Retired Sept 26 2013)"
"569","SebastianFarms","SF16","C","Sauvignon Blanc","23. Full Bloom  50% Cap Fall",2012,7,3,"(Retired Sept 26 2013)"
"570","SebastianFarms","SF16","C","Sauvignon Blanc","23. Full Bloom  50% Cap Fall",2012,7,3,"(Retired Sept 26 2013)"
"571","SebastianFarms","MH11","S","Pinot Blanc","23. Full Bloom  50% Cap Fall",2012,7,4,"(Retired Apr. 1St  2015)"
"572","SebastianFarms","MH11","X","Chardonnay","23. Full Bloom  50% Cap Fall",2012,7,4,"(Retired Apr. 1St  2015)"
"573","SebastianFarms","MH01","B","Cabernet Franc","23. Full Bloom  50% Cap Fall",2012,7,5,"(Retired Apr. 1St  2015)"
"574","SebastianFarms","MH11","X","Chardonnay","23. Full Bloom  50% Cap Fall",2012,7,6,"(Retired Apr. 1St  2015)"
"575","SebastianFarms","SF16","K","Shiraz","29. Berries 4mm",2012,7,10,"(Retired Apr. 1St  2015)"
"576","SebastianFarms","SF16","C","Sauvignon Blanc","29. Berries 4mm",2012,7,10,"(Retired Sept 26 2013)"
"577","SebastianFarms","SF12","P","Merlot","29. Berries 4mm",2012,7,11,"(Retired Aug 21  2013)"
"578","SebastianFarms","SF12","P","Merlot","27. Setting",2012,7,11,"(Retired Aug 21  2013)"
"579","SebastianFarms","SF10","Q","Chardonnay","27. Setting",2012,7,11,"(Retired Apr. 1St  2015)"
"580","SebastianFarms","SF16","K","Shiraz","2. Budswell",2013,4,8,"(Retired Apr. 1St  2015)"
"581","SebastianFarms","MH04","C","Cabernet Franc","2. Budswell",2013,4,8,"(Retired Apr. 1St  2015)"
"582","SebastianFarms","MH11","L","Cabernet Franc","2. Budswell",2013,4,8,"(Retired Apr. 1St  2015)"
"583","SebastianFarms","SF10","L","Shiraz","2. Budswell",2013,4,8,"(Retired Aug 21  2013)"
"584","SebastianFarms","SF16","J","Cabernet Sauvignon","11. 4 Leaves separated",2013,5,8,NA
"585","SebastianFarms","SF16","K","Shiraz","11. 4 Leaves separated",2013,5,8,"(Retired Apr. 1St  2015)"
"586","SebastianFarms","SF16","L","Shiraz","11. 4 Leaves separated",2013,5,8,NA
