"","Field","Block","Planted","Variety","Acres","Lag.Phase.G.Vine","Pick.Weight.Grams","X","Year","Plants","Row.Spacing","Av.Bunch.Weight.Grams","Clust.per.Vine","Spurs.per.Block","Berries.per.Cluster","Row","Av.Berry.Weight.Grams","Av.Berry.Weight.Grams.1","Av.Bunch.Weight.Grams.1","Lag.Estimate.t","Berry.Veraison.Estimate.Kg","Bunch.Veraison.Estimate.Kg","Bunch.Veraison.Estimate.Kg.1","X2007.Actual","Percentage","Notes","Veraison.Estimate","X2008.Actual","CommentsPlanted","CommentsFlowering","CommentsVerasion","CommentsBudburst","phenologyEvent","phenologyDate"
"2832","F3","B8",1975,"Pinot Noir",0.54,1100,NA,NA,"2002",631,"2.4 x 1.3","30.5g",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1975/90","original flowering date was Jun 22-23","original verasion date is Aug 21-22","original budburst date is May 02-03","Budburst",2002-05-02
"2833","F4","B1",1982,"Riesling",2.23,1800,NA,NA,"2002",2614,"2.4 x 1.3","33.9g",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was Jun 24-25","original verasion date is ","original budburst date is May 04-05","Budburst",2002-05-04
"2834","F4","B2",1975,"Riesling",1.01,1900,NA,NA,"2002",711,"3.0 x 2.1","28.3g",67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1975/90","original flowering date was Jun 24-25","original verasion date is ","original budburst date is May 04-05","Budburst",2002-05-04
"2835","F4","B3",1990,"Pinot Noir",2.71,1525,NA,NA,"2002",3279,"2.4 x 1.3","43.5g",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was Jun 22-23","original verasion date is Aug 18-19","original budburst date is May 02-03","Budburst",2002-05-02
"2836","F4","B4",1965,"Foch",1.6,6225,NA,NA,"2002",1339,"3.0 x 2.1","26.6g",234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1965/98","original flowering date was Jun 13-14","original verasion date is Aug 05-06","original budburst date is Apr 28-29","Budburst",2002-04-28
"2837","F4","B5",1997,"Foch",1.83,5850,NA,NA,"2002",1515,"3.0 x 1.2","28.8g",203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was Jun 13-14","original verasion date is Aug 05-06","original budburst date is Apr 28-29","Budburst",2002-04-28
"2838","F4","B6",1997,"Cab Sauvignon",1.38,650,NA,NA,"2002",1900,"2.0 x 1.4","32.5g",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was Jun-23","original verasion date is Aug 25-26","original budburst date is May 04-05","Budburst",2002-05-04
"2839","F4","B7",1993,"Gamay Noir",0.46,2500,NA,NA,"2002",500,"3.0 x 1.2","45.4g",55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was Jun 22-23","original verasion date is Aug 23-24","original budburst date is May 01-02","Budburst",2002-05-01
"2840","F4","B8",1993,"Gamay Noir",0.46,3075,NA,NA,"2002",500,"3.0 x 1.2","52.1",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was Jun 22-23","original verasion date is Aug 23-24","original budburst date is May 01-02","Budburst",2002-05-01
"2841","F4","B9",1993,"Gamay Noir",2.22,2850,NA,NA,"2002",2418,"3.0 x 1.2","54.8g",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was Jun 22-23","original verasion date is Aug 23-24","original budburst date is May 01-02","Budburst",2002-05-01
"2842","F4","B10",1990,"Pinot Noir",1.73,1450,NA,NA,"2002",2093,"2.4 x 1.3","39.1g",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was Jun 22-23","original verasion date is Aug 18-19","original budburst date is May 02-03","Budburst",2002-05-02
"2843","F5","B1",1997,"Chardonnay",2.18,1250,NA,NA,"2002",3000,"2.0 x 1.4","29.0g",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was Jun-22","original verasion date is ","original budburst date is May 04-05","Budburst",2002-05-04
"2844","F5","B2",1997,"Chardonnay",2.18,1625,NA,NA,"2002",3000,"2.0 x 1.4","36.1g",45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was Jun-22","original verasion date is ","original budburst date is May 04-05","Budburst",2002-05-04
"2845","F5","B3",1997,"Chardonnay",2.18,1700,NA,NA,"2002",3000,"2.0 x 1.4","42.5g",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was Jun-22","original verasion date is ","original budburst date is May 04-05","Budburst",2002-05-04
"2846","F5","B4",1997,"Chardonnay",0.73,1200,NA,NA,"2002",1000,"2.0 x 1.4","28.5g",42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was Jun-22","original verasion date is ","original budburst date is May 04-05","Budburst",2002-05-04
"2847","F5","B5",1997,"Pinot Noir",1.43,1375,NA,NA,"2002",2450,"2.0 x 1.1","30.5g",45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was Jun 22-23","original verasion date is Aug 19-20","original budburst date is May 04-05","Budburst",2002-05-04
"2848","F5","B6",1997,"Pinot Noir",1.87,1150,NA,NA,"2002",3200,"2.0 x 1.1","28.0g",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was Jun 22-23","original verasion date is Aug 19-20","original budburst date is May 04-05","Budburst",2002-05-04
"2849","F5","B7",1997,"Cab Sauvignon",1.25,675,NA,NA,"2002",1716,"2.0 x 1.4","42.1g",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was Jun-23","original verasion date is Aug 25-26","original budburst date is May 04-05","Budburst",2002-05-04
"2850","F5","B8",1994,"Gewurztraminer",0.52,1050,NA,NA,"2002",632,"2.4 x 1.3","26.2g",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was Jun 25-26","original verasion date is ","original budburst date is Apr 29-30","Budburst",2002-04-29
"2851","F5","B9",1989,"Gewurztraminer",1.26,900,NA,NA,"2002",1526,"2.4 x 1.3","24.3g",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was Jun 25-26","original verasion date is ","original budburst date is Apr 29-30","Budburst",2002-04-29
"2873","F1","B1",1994,"Cabernet Franc",0.28,5550,NA,NA,"2003",275,"2.4 x 1.2","100g",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 15-16 June","original verasion date is NA","original budburst date is 2-May","Budburst",2003-05-02
"2874","F1","B1",1994,"Merlot",0.91,4100,NA,NA,"2003",1515,"2.4 x 1.2","98g",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1994/97","original flowering date was 17-18 June","original verasion date is NA","original budburst date is 2-May","Budburst",2003-05-02
"2875","F1","B2",1996,"Chardonnay",1.98,2600,NA,NA,"2003",4000,"2.0 x 1.0","82g",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 14-15 June","original verasion date is NA","original budburst date is 23-Apr","Budburst",2003-04-23
"2876","F1","B3",1982,"Optima",4.48,4600,NA,NA,"2003",4833,"2.7 x 1.3","94g",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 21-22 June","original verasion date is NA","original budburst date is 1-May","Budburst",2003-05-01
"2877","F1","B4",1982,"Riesling",5.13,5950,NA,NA,"2003",5536,"2.7 x 1.3","102g",80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 20-21 June","original verasion date is NA","original budburst date is 2-3-May","Budburst",2003-05-02
"2878","F1","B5",1997,"Pinot Blanc",4.5,2700,NA,NA,"2003",6191,"2.1 x 1.4","94g",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1997/98","original flowering date was 17-18 June","original verasion date is NA","original budburst date is 27-28 Apr","Budburst",2003-04-27
"2879","F1","B6",1997,"Sauvignon Blanc",1.82,5100,NA,NA,"2003",2500,"2.1 x 1.4","86g",58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 17-18 June","original verasion date is NA","original budburst date is 27-Apr","Budburst",2003-04-27
"2880","F1","B7",1975,"Chasselas",2.86,13150,NA,NA,"2003",2114,"3.0 x 2.1","76g",238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1975/83","original flowering date was 22-23 June","original verasion date is NA","original budburst date is 03-04 May","Budburst",2003-05-03
"2881","F2","B1",1987,"Riesling",2.86,7100,NA,NA,"2003",3078,"2.7 x 1.3","90g",84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 18-19 June","original verasion date is NA","original budburst date is 2-3-May","Budburst",2003-05-02
"2882","F2","B2",1998,"Merlot",3.27,4200,NA,NA,"2003",4500,"2.1 x 1.4","88g",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 17-18 June","original verasion date is NA","original budburst date is 2-May","Budburst",2003-05-02
"2883","F2","B3",1975,"Chasselas",2.45,14500,NA,NA,"2003",1590,"3.0 x 2.1","80g",220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1975/83","original flowering date was 22-23 June","original verasion date is NA","original budburst date is 03-04 May","Budburst",2003-05-03
"2884","","",NA,"Vertical",NA,NA,NA,NA,"2003",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 22-23 June","original verasion date is NA","original budburst date is 02-03 May","Budburst",2003-05-02
"2885","F2","B4",1987,"Chardonnay",1.42,8800,NA,NA,"2003",1532,"2.7 x 1.3","132g",91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 16-17 June","original verasion date is NA","original budburst date is 24-25 Apr","Budburst",2003-04-24
"2886","F2","B5",1993,"Chardonnay",0.48,8250,NA,NA,"2003",800,"2.4 x 1.2","124g",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 16-17 June","original verasion date is NA","original budburst date is 24-25 Apr","Budburst",2003-04-24
"2887","F2","B6",1997,"Chenin Blanc",4.72,2500,NA,NA,"2003",6500,"2.1 x 1.4","54g",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 21-22 June","original verasion date is NA","original budburst date is 28-29 Apr","Budburst",2003-04-28
"2888","F2","B7",1998,"Merlot",3.27,5500,NA,NA,"2003",4500,"2.1 x 1.4","94g",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 19-20 June","original verasion date is NA","original budburst date is 2-May","Budburst",2003-05-02
"2889","F2","B8",1998,"Merlot",1.16,4200,NA,NA,"2003",1600,"2.1 x 1.4","93g",56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 19-20 June","original verasion date is NA","original budburst date is 2-May","Budburst",2003-05-02
"2890","F2","B9",1998,"Gamay Noir",0.91,4600,NA,NA,"2003",1257,"2.1 x 1.4","92g",62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 15-16 June","original verasion date is NA","original budburst date is 27-28 Apr","Budburst",2003-04-27
"2891","F3","B1",19975,"Chenin Blanc",1.93,3500,NA,NA,"2003",1373,"3.0 x 2.1","82g",56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  19975/97","original flowering date was 18-19 June","original verasion date is NA","original budburst date is 28-29 Apr","Budburst",2003-04-28
"2892","F3","B2",1965,"Foch",1.25,3300,NA,NA,"2003",780,"3.1 x 2.1","34g",130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 12-13 June","original verasion date is NA","original budburst date is 20-Apr","Budburst",2003-04-20
"2893","F3","B3",1996,"Pinot Noir",2.47,2400,NA,NA,"2003",5000,"2.0 x 1.0","86g",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 17-18 June","original verasion date is NA","original budburst date is 4-May","Budburst",2003-05-04
"2894","F3","B4",1996,"Chardonnay",2.47,3350,NA,NA,"2003",5000,"2.0 x 1.0","96g",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 14-15 June","original verasion date is NA","original budburst date is 23-Apr","Budburst",2003-04-23
"2895","F3","B5",1990,"Pinot Noir",0.91,3400,NA,NA,"2003",1103,"2.4 x 1.3","82g",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 16-17 June","original verasion date is NA","original budburst date is 4-May","Budburst",2003-05-04
"2896","F3","B6",1987,"Pinot Noir",0.5,5350,NA,NA,"2003",600,"2.4 x 1.3","84g",56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 16-17 June","original verasion date is NA","original budburst date is 4-May","Budburst",2003-05-04
"2897","F3","B7",1987,"Pinot Noir",0.96,3550,NA,NA,"2003",1160,"2.4 x 1.3","98g",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 16-17 June","original verasion date is NA","original budburst date is 4-May","Budburst",2003-05-04
"2898","F3","B8",1975,"Pinot Noir",0.54,6150,NA,NA,"2003",631,"2.4 x 1.3","94g",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1975/90","original flowering date was 16-17 June","original verasion date is NA","original budburst date is 4-May","Budburst",2003-05-04
"2899","F4","B1",1982,"Riesling",2.23,3400,NA,NA,"2003",2614,"2.4 x 1.3","78g",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 19-20 June","original verasion date is NA","original budburst date is 5-6-May","Budburst",2003-05-05
"2900","F4","B2",1975,"Riesling",1.01,4600,NA,NA,"2003",711,"3.0 x 2.1","86g",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1975/90","original flowering date was 19-20 June","original verasion date is NA","original budburst date is 5-6-May","Budburst",2003-05-05
"2901","F4","B3",1990,"Pinot Noir",2.71,5400,NA,NA,"2003",3279,"2.4 x 1.3","95g",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 17-18 June","original verasion date is NA","original budburst date is 3-May","Budburst",2003-05-03
"2902","F4","B4",1965,"Foch",1.6,12500,NA,NA,"2003",1339,"3.0 x 2.1","80g",240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1965/98","original flowering date was 12-13 June","original verasion date is NA","original budburst date is 20-Apr","Budburst",2003-04-20
"2903","F4","B6",1997,"Cab Sauvignon",1.38,2900,NA,NA,"2003",1900,"2.0 x 1.4","76g",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 19-20 June","original verasion date is NA","original budburst date is 4-6-May","Budburst",2003-05-04
"2904","F4","B7",1993,"Gamay Noir",0.46,9400,NA,NA,"2003",500,"3.0 x 1.2","102g",94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 16-17 June","original verasion date is NA","original budburst date is 29-30Apr","Budburst",2003-04-29
"2905","F4","B8",1993,"Gamay Noir",0.46,4300,NA,NA,"2003",500,"3.0 x 1.2","76g",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 16-17 June","original verasion date is NA","original budburst date is 29-30Apr","Budburst",2003-04-29
"2906","F4","B9",1993,"Gamay Noir",2.22,4600,NA,NA,"2003",2418,"3.0 x 1.2","84g",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 16-17 June","original verasion date is NA","original budburst date is 29-30Apr","Budburst",2003-04-29
"2907","F4","B10",1990,"Pinot Noir",1.73,2750,NA,NA,"2003",2093,"2.4 x 1.3","82g",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 17-18 June","original verasion date is NA","original budburst date is 2-May","Budburst",2003-05-02
"2908","F5","B1",1997,"Chardonnay",2.18,2600,NA,NA,"2003",3000,"2.0 x 1.4","86g",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 18-19 june","original verasion date is NA","original budburst date is 28-Apr","Budburst",2003-04-28
"2909","F5","B2",1997,"Chardonnay",2.18,3325,NA,NA,"2003",3000,"2.0 x 1.4","90g",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 18-19 june","original verasion date is NA","original budburst date is 28-Apr","Budburst",2003-04-28
"2910","F5","B3",1997,"Chardonnay",2.18,2850,NA,NA,"2003",3000,"2.0 x 1.4","78g",46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 18-19 june","original verasion date is NA","original budburst date is 28-Apr","Budburst",2003-04-28
"2911","F5","B4",1997,"Chardonnay",0.73,NA,NA,NA,"2003",1000,"2.0 x 1.4","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was Grafts","original verasion date is NA","original budburst date is 28-Apr","Budburst",2003-04-28
"2912","F5","B5",1997,"Pinot Noir",1.43,1750,NA,NA,"2003",2450,"2.0 x 1.1","80g",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 17-18 June","original verasion date is NA","original budburst date is 2-May","Budburst",2003-05-02
"2913","F5","B6",1997,"Pinot Noir",1.87,2200,NA,NA,"2003",3200,"2.0 x 1.1","92g",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 17-18 June","original verasion date is NA","original budburst date is 2-May","Budburst",2003-05-02
"2914","F5","B7",1997,"Cab Sauvignon",1.25,3800,NA,NA,"2003",1716,"2.0 x 1.4","80g",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 20-21 June","original verasion date is NA","original budburst date is 4-6 May","Budburst",2003-05-04
"2915","F5","B8",1994,"Gewurztraminer",0.52,2200,NA,NA,"2003",632,"2.4 x 1.3","76g",46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 23-24 June","original verasion date is NA","original budburst date is 30-Apr","Budburst",2003-04-30
"2916","F5","B9",1989,"Gewurztraminer",1.26,2700,NA,NA,"2003",1526,"2.4 x 1.3","78g",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 23-24 June","original verasion date is NA","original budburst date is 30-Apr","Budburst",2003-04-30
"2938","F1","B1",1994,"Cabernet Franc",0.28,1345,NA,NA,"2004",275,"2.4 x 1.2","44.8",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 15-Jun","original verasion date is ","original budburst date is 23-24 Apr","Budburst",2004-04-23
"2939","F1","B1",1994,"Merlot",0.91,2172,NA,NA,"2004",1515,"2.4 x 1.2","80.4",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1994/97","original flowering date was 14-15 Jun","original verasion date is ","original budburst date is 23-24 Apr","Budburst",2004-04-23
"2940","F1","B2",1996,"Chardonnay",1.98,684,NA,NA,"2004",4000,"2.0 x 1.0","36",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 12-Jun","original verasion date is ","original budburst date is 19-20 Apr","Budburst",2004-04-19
"2941","F1","B3",1982,"Optima",4.48,2400,NA,NA,"2004",4833,"2.7 x 1.3","68.5",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 19-20 Jun","original verasion date is ","original budburst date is 26-27 Apr","Budburst",2004-04-26
"2942","F1","B4",1982,"Riesling",5.13,4302,NA,NA,"2004",5536,"2.7 x 1.3","102.4",42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 18-19 Jun","original verasion date is ","original budburst date is 25-26 Apr","Budburst",2004-04-25
"2943","F1","B5",1997,"Pinot Blanc",4.5,2420,NA,NA,"2004",6191,"2.1 x 1.4","86.4",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1997/98","original flowering date was 16-Jun","original verasion date is ","original budburst date is 22-Apr","Budburst",2004-04-22
"2944","F1","B6",1997,"Sauvignon Blanc",1.82,1995,NA,NA,"2004",2500,"2.1 x 1.4","73.8",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 18-19 Jun","original verasion date is ","original budburst date is 26-27 Apr","Budburst",2004-04-26
"2946","F2","B1",1987,"Riesling",2.86,3830,NA,NA,"2004",3078,"2.7 x 1.3","95.7",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 18-19 Jun","original verasion date is ","original budburst date is 23-24 Apr","Budburst",2004-04-23
"2947","F2","B2",1998,"Merlot",3.27,1970,NA,NA,"2004",4500,"2.1 x 1.4","78.8",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 15-Jun","original verasion date is ","original budburst date is 25-26 Apr","Budburst",2004-04-25
"2950","F2","B4",1987,"Chardonnay",1.42,3140,NA,NA,"2004",1532,"2.7 x 1.3","87.2",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 16-17 Jun","original verasion date is ","original budburst date is 24-25 Apr","Budburst",2004-04-24
"2951","F2","B5",1993,"Chardonnay",0.48,3986,NA,NA,"2004",800,"2.4 x 1.2","97.2",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 16-17 Jun","original verasion date is ","original budburst date is 24-25 Apr","Budburst",2004-04-24
"2952","F2","B6",1997,"Chenin Blanc",4.72,3225,NA,NA,"2004",6500,"2.1 x 1.4","119.4",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 17-18 Jun","original verasion date is ","original budburst date is 19-20 Apr","Budburst",2004-04-19
"2953","F2","B7",1998,"Merlot",3.27,2630,NA,NA,"2004",4500,"2.1 x 1.4","84.8",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 16-17 Jun","original verasion date is ","original budburst date is 25-26 Apr","Budburst",2004-04-25
"2955","F2","B9",1998,"Gamay Noir",0.91,2804,NA,NA,"2004",1257,"2.1 x 1.4","103",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 16-Jun","original verasion date is ","original budburst date is 15-16 Apr","Budburst",2004-04-15
"2956","F3","B1",19975,"Chenin Blanc",1.93,2314,NA,NA,"2004",1373,"3.0 x 2.1","121.7",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  19975/97","original flowering date was 17-Jun","original verasion date is ","original budburst date is 19-Apr","Budburst",2004-04-19
"2957","F3","B2",1965,"Foch",1.25,NA,NA,NA,"2004",780,"3.1 x 2.1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 4-Jun","original verasion date is 06-Aug","original budburst date is 13-14 Apr","Budburst",2004-04-13
"2958","F3","B3",1996,"Pinot Noir",2.47,1765,NA,NA,"2004",5000,"2.0 x 1.0","63",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 14-15 Jun","original verasion date is 18-Aug","original budburst date is 26-27 Apr","Budburst",2004-04-26
