"","company","vineyard","block","variety","year","month","day","event","notes"
"4853","Arterra","Bullpine","D","Merlot",2019,"May","1","Budbreak","Own"
"4860","Arterra","Bullpine","D","Merlot",2019,"May","1","Budbreak","Own"
"4869","Arterra","Bullpine","D","Merlot",2019,"May","1","Budbreak","Own"
"4872","Arterra","Bullpine","F","Merlot",2019,"May","2","Budbreak","Own"
"4875","Arterra","Plut","D","Petit Verdot",2018,"Apr","25","Budbreak","Own"
"4876","Arterra","Bullpine","F","Merlot",2019,"May","2","Budbreak","Own"
"4877","Arterra","Bullpine","G","Merlot",2019,"Apr","29","Budbreak","Own"
"4888","Arterra","Bullpine","J","Merlot",2019,"Apr","29","Budbreak","Own"
"4893","Arterra","Bullpine","K","Merlot",2019,"Apr","29","Budbreak","Own"
"4895","Arterra","Bullpine","O","Merlot",2019,"Apr","30","Budbreak","Own"
"4902","Arterra","Bullpine","U","Merlot",2019,"Apr","27","Budbreak","Own"
"4911","Arterra","Bullpine","Z1","Merlot",2019,"May","4","Budbreak","Own"
"4930","Arterra","Plut","A","Chardonnay",2019,"Apr","23","Budbreak","Own"
"4931","Arterra","Plut","A","Chardonnay",2019,"Apr","23","Budbreak","Own"
"4940","Arterra","Dark_Horse","F","Merlot",2019,"Apr","26","Budbreak","Own"
"4951","Arterra","Dark_Horse","J","Merlot",2019,"Apr","26","Budbreak","Own"
"4952","Arterra","Dark_Horse","K","Merlot",2019,"Apr","26","Budbreak","Own"
"4979","Arterra","Driver","1","Merlot",2019,"Apr","30","Budbreak","Own"
"4980","Arterra","Driver","2","Merlot",2019,"Apr","27","Budbreak","Own"
"5004","Arterra","Plut","B","Pinot Gris",2019,"Apr","26","Budbreak","Own"
"5005","Arterra","Plut","C","Malbec",2019,"Apr","26","Budbreak","Own"
"5006","Arterra","Plut","C","Malbec",2019,"Apr","26","Budbreak","Own"
"5105","Arterra","Plut","D","Petit Verdot",2019,"Apr","30","Budbreak","Own"
"5106","Arterra","Plut","D","Petit Verdot",2019,"Apr","30","Budbreak","Own"
"5107","Arterra","Plut","E","Cabernet Sauvignon",2019,"May","1","Budbreak","Own"
"5117","Arterra","Naramata","A","Merlot",2019,"May","2","Budbreak","Own"
"5118","Arterra","Naramata","A","Merlot",2019,"May","2","Budbreak","Own"
"5119","Arterra","Naramata","B","Merlot",2019,"May","3","Budbreak","Own"
"5120","Arterra","Nk_Mip","A","Merlot",2019,"Apr","28","Budbreak","Own"
"5131","Arterra","Nk_Mip","E","Merlot",2019,"Apr","28","Budbreak","Own"
"5133","Arterra","Nk_Mip","G","Merlot",2019,"Apr","29","Budbreak","Own"
"5137","Arterra","Perfect Hedge","D","Merlot",2019,"Apr","29","Budbreak","Own"
"5146","Arterra","Perfect Hedge","D","Merlot",2019,"Apr","29","Budbreak","Own"
"5150","Arterra","Plut","G","Merlot",2019,"Apr","26","Budbreak","Own"
"5151","Arterra","Plut","H","Merlot",2019,"Apr","26","Budbreak","Own"
"5186","Arterra","Plut","F","Cabernet Sauvignon",2019,"May","1","Budbreak","Own"
"5194","Arterra","Whitetail","G","Merlot",2019,"Apr","29","Budbreak","Own"
"5200","Arterra","Bearcub","A","Shiraz",2001,"Jun","18","Bloom","Own"
"5201","Arterra","Bearcub","B","Cabernet Sauvignon",2001,"Jun","15","Bloom","Own"
"5202","Arterra","Bearcub","C","Cabernet Sauvignon",2001,"Jun","15","Bloom","Own"
"5203","Arterra","Bearcub","D","Cabernet Sauvignon",2001,"Jun","15","Bloom","Own"
"5204","Arterra","Bearcub","E","Cabernet Sauvignon",2001,"Jun","17","Bloom","Own"
"5205","Arterra","Bearcub","F","Chardonnay",2001,"Jun","9","Bloom","Own"
"5208","Arterra","Bearcub","I","Cabernet Franc",2001,"Jun","16","Bloom","Own"
"5209","Arterra","Bearcub","J","Chardonnay",2001,"Jun","9","Bloom","Own"
"5211","Arterra","Bearcub","L","Pinot Noir",2001,"Jun","13","Bloom","Own"
"5212","Arterra","Bearcub","M","Sauvignon Blanc",2001,"Jun","16","Bloom","Own"
"5213","Arterra","Bearcub","N","Sauvignon Blanc",2001,"Jun","16","Bloom","Own"
"5214","Arterra","Bearcub","O","Chardonnay",2001,"Jun","9","Bloom","Own"
"5215","Arterra","Bearcub","P","Pinot Noir",2001,"Jun","12","Bloom","Own"
"5216","Arterra","Bearcub","Q","Cabernet Sauvignon",2001,"Jun","14","Bloom","Own"
"5217","Arterra","Bearcub","R","Sauvignon Blanc",2001,"Jun","16","Bloom","Own"
"5242","Arterra","Bearcub","G","Merlot",2001,"Jun","17","Bloom","Own"
"5244","Arterra","Bearcub","H","Merlot",2001,"Jun","17","Bloom","Own"
"5248","Arterra","Bullpine","E","Pinot Noir",2001,"Jun","15","Bloom","Own"
"5251","Arterra","Bullpine","H","Pinot Noir",2001,"Jun","16","Bloom","Own"
"5252","Arterra","Bullpine","I","Viognier",2001,"Jun","13","Bloom","Own"
"5253","Arterra","Bullpine","J","Chardonnay",2001,"Jun","16","Bloom","Own"
"5254","Arterra","Bullpine","A","Merlot",2001,"Jun","17","Bloom","Own"
"5255","Arterra","Bullpine","L","Pinot Noir",2001,"Jun","16","Bloom","Own"
"5256","Arterra","Bullpine","M","Chardonnay",2001,"Jun","16","Bloom","Own"
"5257","Arterra","Bullpine","N","Pinot Noir",2001,"Jun","17","Bloom","Own"
"5258","Arterra","Bullpine","B","Merlot",2001,"Jun","17","Bloom","Own"
"5259","Arterra","Bullpine","P","Cabernet Sauvignon",2001,"Jun","20","Bloom","Own"
"5260","Arterra","Bullpine","R","Chardonnay",2001,"Jun","17","Bloom","Own"
"5261","Arterra","Bullpine","S","Cabernet Sauvignon",2001,"Jun","21","Bloom","Own"
"5262","Arterra","Bullpine","T","Cabernet Sauvignon",2001,"Jun","19","Bloom","Own"
"5263","Arterra","Bullpine","C","Merlot",2001,"Jun","17","Bloom","Own"
"5264","Arterra","Bullpine","V","Cabernet Sauvignon",2001,"Jun","21","Bloom","Own"
"5265","Arterra","Bullpine","W","Cabernet Sauvignon",2001,"Jun","20","Bloom","Own"
"5266","Arterra","Bullpine","X","Pinot Noir",2001,"Jun","17","Bloom","Own"
"5267","Arterra","Bullpine","Y","Sauvignon Blanc",2001,"Jun","14","Bloom","Own"
"5268","Arterra","Bullpine","D","Merlot",2001,"Jun","17","Bloom","Own"
"5269","Arterra","Bullpine","Z2","Pinot Noir",2001,"Jun","15","Bloom","Own"
"5270","Arterra","Bullpine","Z3","Sauvignon Blanc",2001,"Jun","13","Bloom","Own"
"5271","Arterra","HMV","B","Gewurztraminer",2001,"Jun","18","Bloom","Own"
"5272","Arterra","HMV","C","Ehrenfelser",2001,"Jun","24","Bloom","Own"
"5273","Arterra","HMV","D","Ehrenfelser",2001,"Jun","24","Bloom","Own"
"5274","Arterra","HMV","E","Pinot Blanc",2001,"Jun","22","Bloom","Own"
"5275","Arterra","HMV","G2","Pinot Blanc",2001,"Jun","24","Bloom","Own"
"5276","Arterra","HMV","H","Chardonnay",2001,"Jun","22","Bloom","Own"
"5277","Arterra","HMV","J","Chardonnay",2001,"Jun","20","Bloom","Own"
"5278","Arterra","HMV","K","Gewurztraminer",2001,"Jun","23","Bloom","Own"
"5279","Arterra","HMV","N","Gamay Noir",2001,"Jun","25","Bloom","Own"
"5280","Arterra","HMV","O","Pinot Noir",2001,"Jun","23","Bloom","Own"
"5281","Arterra","HMV","Q","Gewurztraminer",2001,"Jun","23","Bloom","Own"
"5282","Arterra","HMV","S","Gewurztraminer",2001,"Jun","23","Bloom","Own"
"5283","Arterra","HMV","T","Gewurztraminer",2001,"Jun","23","Bloom","Own"
"5288","Arterra","Bearcub","A","Shiraz",2002,"Jun","19","Bloom","Own"
"5289","Arterra","Bearcub","B","Cabernet Sauvignon",2002,"Jun","17","Bloom","Own"
"5290","Arterra","Bearcub","C","Cabernet Sauvignon",2002,"Jun","18","Bloom","Own"
"5291","Arterra","Bearcub","D","Cabernet Sauvignon",2002,"Jun","18","Bloom","Own"
"5292","Arterra","Bearcub","E","Cabernet Sauvignon",2002,"Jun","17","Bloom","Own"
"5293","Arterra","Bearcub","F","Chardonnay",2002,"Jun","20","Bloom","Own"
"5294","Arterra","Bullpine","F","Merlot",2001,"Jun","17","Bloom","Own"
"5295","Arterra","Bullpine","G","Merlot",2001,"Jun","15","Bloom","Own"
"5296","Arterra","Bearcub","I","Cabernet Franc",2002,"Jun","18","Bloom","Own"
"5297","Arterra","Bearcub","J","Chardonnay",2002,"Jun","18","Bloom","Own"
"5298","Arterra","Bearcub","K","Zinfandel",2002,"Jun","18","Bloom","Own"
"5299","Arterra","Bearcub","L","Pinot Noir",2002,"Jun","18","Bloom","Own"
"5300","Arterra","Bearcub","M","Sauvignon Blanc",2002,"Jun","20","Bloom","Own"
"5301","Arterra","Bearcub","N","Sauvignon Blanc",2002,"Jun","18","Bloom","Own"
"5302","Arterra","Bearcub","O","Chardonnay",2002,"Jun","17","Bloom","Own"
"5303","Arterra","Bearcub","P","Pinot Noir",2002,"Jun","17","Bloom","Own"
"5304","Arterra","Bearcub","Q","Cabernet Sauvignon",2002,"Jun","17","Bloom","Own"
"5305","Arterra","Bearcub","R","Sauvignon Blanc",2002,"Jun","18","Bloom","Own"
"5306","Arterra","Bullpine","K","Merlot",2001,"Jun","16","Bloom","Own"
"5312","Arterra","Bullpine","O","Merlot",2001,"Jun","17","Bloom","Own"
"5319","Arterra","Bullpine","U","Merlot",2001,"Jun","18","Bloom","Own"
"5323","Arterra","Bullpine","Z1","Merlot",2001,"Jun","18","Bloom","Own"
"5336","Arterra","Bullpine","E","Pinot Noir",2002,"Jun","20","Bloom","Own"
"5339","Arterra","Bullpine","H","Pinot Noir",2002,"Jun","19","Bloom","Own"
"5340","Arterra","Bullpine","I","Viognier",2002,"Jun","19","Bloom","Own"
"5341","Arterra","Bullpine","J","Chardonnay",2002,"Jun","20","Bloom","Own"
"5343","Arterra","Bullpine","L","Pinot Noir",2002,"Jun","20","Bloom","Own"
"5344","Arterra","Bullpine","M","Chardonnay",2002,"Jun","20","Bloom","Own"
"5345","Arterra","Bullpine","N","Pinot Noir",2002,"Jun","15","Bloom","Own"
"5347","Arterra","Bullpine","P","Cabernet Sauvignon",2002,"Jun","15","Bloom","Own"
"5348","Arterra","Bullpine","R","Chardonnay",2002,"Jun","15","Bloom","Own"
"5349","Arterra","Bullpine","S","Cabernet Sauvignon",2002,"Jun","15","Bloom","Own"
"5350","Arterra","Bullpine","T","Cabernet Sauvignon",2002,"Jun","15","Bloom","Own"
"5352","Arterra","Bullpine","V","Cabernet Sauvignon",2002,"Jun","19","Bloom","Own"
"5353","Arterra","Bullpine","W","Cabernet Sauvignon",2002,"Jun","16","Bloom","Own"
"5354","Arterra","Bullpine","X","Pinot Noir",2002,"Jun","17","Bloom","Own"
"5355","Arterra","Bullpine","Y","Sauvignon Blanc",2002,"Jun","17","Bloom","Own"
"5356","Arterra","Bearcub","G","Merlot",2002,"Jun","19","Bloom","Own"
"5357","Arterra","Bullpine","Z2","Pinot Noir",2002,"Jun","17","Bloom","Own"
"5358","Arterra","Bullpine","Z3","Sauvignon Blanc",2002,"Jun","17","Bloom","Own"
"5359","Arterra","HMV","A1","Ehrenfelser",2002,"Jun","25","Bloom","Own"
"5360","Arterra","HMV","A2","Ehrenfelser",2002,"Jun","25","Bloom","Own"
"5362","Arterra","HMV","C","Pinot Blanc",2002,"Jun","27","Bloom","Own"
"5363","Arterra","HMV","D","Ehrenfelser",2002,"Jun","27","Bloom","Own"
"5364","Arterra","HMV","E","Pinot Blanc",2002,"Jun","27","Bloom","Own"
"5365","Arterra","HMV","F2","Chardonnay",2002,"Jun","25","Bloom","Own"
"5366","Arterra","HMV","G2","Gewurztraminer",2002,"Jun","25","Bloom","Own"
"5368","Arterra","HMV","I","Chardonnay",2002,"Jun","25","Bloom","Own"
"5369","Arterra","HMV","J1","Chardonnay",2002,"Jun","27","Bloom","Own"
"5370","Arterra","HMV","J2","Chardonnay",2002,"Jun","27","Bloom","Own"
"5371","Arterra","HMV","K","Gewurztraminer",2002,"Jun","27","Bloom","Own"
"5372","Arterra","HMV","L","Gewurztraminer",2002,"Jun","27","Bloom","Own"
"5373","Arterra","HMV","M","Gewurztraminer",2002,"Jun","29","Bloom","Own"
"5374","Arterra","HMV","N1","Gamay Noir",2002,"Jun","27","Bloom","Own"
"5375","Arterra","HMV","N2","Gamay Noir",2002,"Jun","29","Bloom","Own"
"5376","Arterra","HMV","O1","Pinot Noir",2002,"Jun","27","Bloom","Own"
"5377","Arterra","HMV","O2","Pinot Noir",2002,"Jun","29","Bloom","Own"
"5378","Arterra","HMV","P1","Gewurztraminer",2002,"Jun","27","Bloom","Own"
"5379","Arterra","HMV","P2","Gewurztraminer",2002,"Jun","29","Bloom","Own"
"5380","Arterra","HMV","Q","Gewurztraminer",2002,"Jun","27","Bloom","Own"
"5383","Arterra","HMV","T","Gewurztraminer",2002,"Jun","28","Bloom","Own"
"5384","Arterra","McIntyre","A","Riesling",2002,"Jun","17","Bloom","Own"
"5385","Arterra","McIntyre","B","Riesling",2002,"Jun","17","Bloom","Own"
"5386","Arterra","McIntyre","C","Riesling",2002,"Jun","17","Bloom","Own"
"5387","Arterra","McIntyre","D","Chenin Blanc",2002,"Jun","17","Bloom","Own"
"5388","Arterra","McIntyre","E","Sauvignon Blanc",2002,"Jun","17","Bloom","Own"
"5389","Arterra","McIntyre","F","Sauvignon Blanc",2002,"Jun","16","Bloom","Own"
"5390","Arterra","McIntyre","G","Gewurztraminer",2002,"Jun","16","Bloom","Own"
"5391","Arterra","McIntyre","H","Pinot Gris",2002,"Jun","19","Bloom","Own"
"5392","Arterra","McIntyre","I","Pinot Blanc",2002,"Jun","19","Bloom","Own"
"5393","Arterra","McIntyre","J","Chardonnay",2002,"Jun","15","Bloom","Own"
"5394","Arterra","McIntyre","K","Petit Verdot",2002,"Jun","20","Bloom","Own"
"5395","Arterra","McIntyre","L","Malbec",2002,"Jun","17","Bloom","Own"
"5396","Arterra","McIntyre","M","Cabernet Franc",2002,"Jun","18","Bloom","Own"
"5397","Arterra","Bearcub","H","Merlot",2002,"Jun","19","Bloom","Own"
"5398","Arterra","McIntyre","O","Pinot Noir",2002,"Jun","17","Bloom","Own"
"5399","Arterra","McIntyre","P","Shiraz",2002,"Jun","19","Bloom","Own"
"5400","Arterra","McIntyre","Q","Cabernet Sauvignon",2002,"Jun","20","Bloom","Own"
"5405","Arterra","Whitetail","A","Semillon",2002,"Jun","20","Bloom","Own"
"5406","Arterra","Whitetail","B","Semillon",2002,"Jun","20","Bloom","Own"
"5421","Arterra","Bearcub","A","Shiraz",2003,"Jun","15","Bloom","Own"
"5422","Arterra","Bearcub","B","Cabernet Sauvignon",2003,"Jun","18","Bloom","Own"
"5423","Arterra","Bearcub","C","Cabernet Sauvignon",2003,"Jun","18","Bloom","Own"
"5424","Arterra","Bearcub","D","Cabernet Sauvignon",2003,"Jun","18","Bloom","Own"
"5425","Arterra","Bearcub","E","Cabernet Sauvignon",2003,"Jun","18","Bloom","Own"
"5426","Arterra","Bearcub","F","Chardonnay",2003,"Jun","12","Bloom","Own"
"5429","Arterra","Bearcub","I","Cabernet Franc",2003,"Jun","16","Bloom","Own"
"5430","Arterra","Bearcub","J","Chardonnay",2003,"Jun","12","Bloom","Own"
"5431","Arterra","Bearcub","K","Zinfandel",2003,"Jun","15","Bloom","Own"
"5432","Arterra","Bearcub","L","Pinot Noir",2003,"Jun","14","Bloom","Own"
"5433","Arterra","Bearcub","M","Sauvignon Blanc",2003,"Jun","13","Bloom","Own"
"5434","Arterra","Bearcub","N","Sauvignon Blanc",2003,"Jun","13","Bloom","Own"
"5435","Arterra","Bearcub","O","Chardonnay",2003,"Jun","12","Bloom","Own"
"5436","Arterra","Bearcub","P","Pinot Noir",2003,"Jun","14","Bloom","Own"
"5437","Arterra","Bearcub","Q","Cabernet Sauvignon",2003,"Jun","18","Bloom","Own"
"5438","Arterra","Bearcub","R","Sauvignon Blanc",2003,"Jun","13","Bloom","Own"
"5452","Arterra","Bullpine","A","Merlot",2002,"Jun","18","Bloom","Own"
"5456","Arterra","Bullpine","B","Merlot",2002,"Jun","18","Bloom","Own"
"5463","Arterra","Bullpine","C","Merlot",2002,"Jun","20","Bloom","Own"
"5465","Arterra","Bullpine","D","Merlot",2002,"Jun","20","Bloom","Own"
"5466","Arterra","Bullpine","F","Merlot",2002,"Jun","20","Bloom","Own"
"5467","Arterra","Bullpine","G","Merlot",2002,"Jun","20","Bloom","Own"
"5468","Arterra","Bullpine","K","Merlot",2002,"Jun","20","Bloom","Own"
"5469","Arterra","Bullpine","E","Pinot Noir",2003,"Aug","19","Bloom","Own"
"5470","Arterra","Bullpine","O","Merlot",2002,"Jun","15","Bloom","Own"
"5471","Arterra","Bullpine","U","Merlot",2002,"Jun","15","Bloom","Own"
"5473","Arterra","Bullpine","I","Viognier",2003,"Jun","16","Bloom","Own"
"5474","Arterra","Bullpine","J","Chardonnay",2003,"Jun","12","Bloom","Own"
"5475","Arterra","Bullpine","Z1","Merlot",2002,"Jun","17","Bloom","Own"
"5476","Arterra","Bullpine","L","Pinot Noir",2003,"Aug","19","Bloom","Own"
"5477","Arterra","Bullpine","M","Chardonnay",2003,"Jun","12","Bloom","Own"
"5478","Arterra","Bullpine","N","Pinot Noir",2003,"Aug","19","Bloom","Own"
"5480","Arterra","Bullpine","P","Cabernet Sauvignon",2003,"Jun","15","Bloom","Own"
"5481","Arterra","Bullpine","R","Chardonnay",2003,"Jun","12","Bloom","Own"
"5482","Arterra","Bullpine","S","Cabernet Sauvignon",2003,"Jun","15","Bloom","Own"
"5483","Arterra","Bullpine","T","Cabernet Sauvignon",2003,"Jun","15","Bloom","Own"
"5485","Arterra","Bullpine","V","Cabernet Sauvignon",2003,"Jun","15","Bloom","Own"
"5486","Arterra","Bullpine","W","Cabernet Sauvignon",2003,"Jun","15","Bloom","Own"
"5487","Arterra","Bullpine","X","Pinot Noir",2003,"Aug","19","Bloom","Own"
"5488","Arterra","Bullpine","Y","Sauvignon Blanc",2003,"Jun","13","Bloom","Own"
"5490","Arterra","Bullpine","Z2","Pinot Noir",2003,"Aug","19","Bloom","Own"
"5491","Arterra","Bullpine","Z3","Sauvignon Blanc",2003,"Jun","13","Bloom","Own"
"5492","Arterra","HMV","A1","Ehrenfelser",2003,"Jun","16","Bloom","Own"
"5493","Arterra","HMV","A2","Ehrenfelser",2003,"Jun","16","Bloom","Own"
"5495","Arterra","HMV","C","Pinot Blanc",2003,"Jun","16","Bloom","Own"
"5496","Arterra","HMV","D","Ehrenfelser",2003,"Jun","16","Bloom","Own"
"5497","Arterra","HMV","E","Pinot Blanc",2003,"Jun","16","Bloom","Own"
"5498","Arterra","HMV","F2","Chardonnay",2003,"Jun","18","Bloom","Own"
"5499","Arterra","HMV","G2","Gewurztraminer",2003,"Jun","16","Bloom","Own"
"5500","Arterra","HMV","H","Chardonnay",2003,"Jun","18","Bloom","Own"
"5501","Arterra","HMV","I","Chardonnay",2003,"Jun","18","Bloom","Own"
"5502","Arterra","HMV","J1","Chardonnay",2003,"Jun","18","Bloom","Own"
"5503","Arterra","HMV","J2","Chardonnay",2003,"Jun","18","Bloom","Own"
"5504","Arterra","HMV","K","Gewurztraminer",2003,"Jun","20","Bloom","Own"
"5505","Arterra","HMV","L","Gewurztraminer",2003,"Jun","16","Bloom","Own"
"5506","Arterra","HMV","M","Gewurztraminer",2003,"Jun","20","Bloom","Own"
"5507","Arterra","HMV","N1","Gamay Noir",2003,"Jun","20","Bloom","Own"
"5508","Arterra","HMV","N2","Gamay Noir",2003,"Jun","20","Bloom","Own"
"5509","Arterra","HMV","O1","Pinot Noir",2003,"Jun","19","Bloom","Own"
"5510","Arterra","HMV","O2","Pinot Noir",2003,"Jun","19","Bloom","Own"
"5511","Arterra","HMV","P1","Gewurztraminer",2003,"Jun","16","Bloom","Own"
"5512","Arterra","HMV","P2","Gewurztraminer",2003,"Jun","20","Bloom","Own"
"5513","Arterra","HMV","Q","Gewurztraminer",2003,"Jun","16","Bloom","Own"
"5515","Arterra","HMV","S","Gewurztraminer",2003,"Jun","16","Bloom","Own"
"5516","Arterra","HMV","T","Gewurztraminer",2003,"Jun","16","Bloom","Own"
"5517","Arterra","McIntyre","A","Riesling",2003,"Jun","18","Bloom","Own"
"5518","Arterra","McIntyre","B","Riesling",2003,"Jun","18","Bloom","Own"
"5519","Arterra","McIntyre","C","Riesling",2003,"Jun","18","Bloom","Own"
"5520","Arterra","McIntyre","D","Chenin Blanc",2003,"Jun","10","Bloom","Own"
"5521","Arterra","McIntyre","E","Sauvignon Blanc",2003,"Jun","15","Bloom","Own"
"5522","Arterra","McIntyre","F","Sauvignon Blanc",2003,"Jun","15","Bloom","Own"
"5523","Arterra","McIntyre","G","Gewurztraminer",2003,"Jun","13","Bloom","Own"
"5524","Arterra","McIntyre","H","Pinot Gris",2003,"Jun","15","Bloom","Own"
"5525","Arterra","McIntyre","I","Pinot Blanc",2003,"Jun","14","Bloom","Own"
"5526","Arterra","McIntyre","J","Chardonnay",2003,"Jun","7","Bloom","Own"
"5527","Arterra","McIntyre","K","Petit Verdot",2003,"Jun","15","Bloom","Own"
"5528","Arterra","McIntyre","L","Malbec",2003,"Jun","15","Bloom","Own"
"5529","Arterra","McIntyre","M","Cabernet Franc",2003,"Jun","15","Bloom","Own"
"5531","Arterra","McIntyre","O","Pinot Noir",2003,"Jun","16","Bloom","Own"
"5532","Arterra","McIntyre","P","Shiraz",2003,"Jun","18","Bloom","Own"
"5533","Arterra","McIntyre","Q","Cabernet Sauvignon",2003,"Jun","15","Bloom","Own"
"5538","Arterra","Whitetail","A","Semillon",2003,"Jun","16","Bloom","Own"
"5539","Arterra","Whitetail","B","Semillon",2003,"Jun","16","Bloom","Own"
"5540","Arterra","Whitetail","C","Chardonnay",2003,"Jun","15","Bloom","Own"
"5541","Arterra","Whitetail","D","Sauvignon Blanc",2003,"Jun","15","Bloom","Own"
"5542","Arterra","Whitetail","E","Sauvignon Blanc",2003,"Jun","15","Bloom","Own"
"5546","Arterra","Whitetail","I","Gewurztraminer",2003,"Jun","15","Bloom","Own"
"5547","Arterra","Whitetail","J","Riesling",2003,"Jun","18","Bloom","Own"
"5548","Arterra","Whitetail","K","Gewurztraminer",2003,"Jun","17","Bloom","Own"
"5549","Arterra","Whitetail","L","Riesling",2003,"Jun","18","Bloom","Own"
"5550","Arterra","Whitetail","M","Riesling",2003,"Jun","18","Bloom","Own"
"5554","Arterra","Bearcub","A","Shiraz",2004,"Jun","10","Bloom","Own"
"5555","Arterra","Bearcub","B","Cabernet Sauvignon",2004,"Jun","8","Bloom","Own"
"5556","Arterra","Bearcub","C","Cabernet Sauvignon",2004,"Jun","7","Bloom","Own"
"5557","Arterra","Bearcub","D","Cabernet Sauvignon",2004,"Jun","8","Bloom","Own"
"5558","Arterra","Bearcub","E","Cabernet Sauvignon",2004,"Jun","8","Bloom","Own"
"5559","Arterra","Bearcub","F","Chardonnay",2004,"Jun","7","Bloom","Own"
"5562","Arterra","Bearcub","I","Cabernet Franc",2004,"Jun","8","Bloom","Own"
"5563","Arterra","Bearcub","J","Chardonnay",2004,"Jun","7","Bloom","Own"
"5564","Arterra","Bearcub","K","Zinfandel",2004,"Jun","8","Bloom","Own"
"5565","Arterra","Bearcub","L","Pinot Noir",2004,"Jun","7","Bloom","Own"
"5566","Arterra","Bearcub","M","Sauvignon Blanc",2004,"Jun","7","Bloom","Own"
"5567","Arterra","Bearcub","N","Sauvignon Blanc",2004,"Jun","9","Bloom","Own"
"5568","Arterra","Bearcub","O","Chardonnay",2004,"Jun","7","Bloom","Own"
"5569","Arterra","Bearcub","P","Pinot Noir",2004,"Jun","6","Bloom","Own"
"5570","Arterra","Bearcub","Q","Cabernet Sauvignon",2004,"Jun","6","Bloom","Own"
"5571","Arterra","Bearcub","R","Sauvignon Blanc",2004,"Jun","6","Bloom","Own"
"5572","Arterra","McIntyre","N","Merlot",2002,"Jun","17","Bloom","Own"
"5601","Arterra","Bearcub","G","Merlot",2003,"Jun","16","Bloom","Own"
"5602","Arterra","Bullpine","E","Shiraz",2004,"Jul","1","Bloom","Own"
"5603","Arterra","Bearcub","H","Merlot",2003,"Jun","16","Bloom","Own"
"5605","Arterra","Bullpine","H","Shiraz",2004,"Jun","15","Bloom","Own"
"5606","Arterra","Bullpine","I","Viognier",2004,"Jun","7","Bloom","Own"
"5607","Arterra","Bullpine","J","Chardonnay",2004,"Jun","4","Bloom","Own"
"5609","Arterra","Bullpine","L","Shiraz",2004,"Jul","1","Bloom","Own"
"5610","Arterra","Bullpine","M","Chardonnay",2004,"Jun","4","Bloom","Own"
"5611","Arterra","Bullpine","N","Pinot Noir",2004,"Jun","4","Bloom","Own"
"5613","Arterra","Bullpine","P","Cabernet Sauvignon",2004,"Jun","7","Bloom","Own"
"5614","Arterra","Bullpine","R","Chardonnay",2004,"Jun","4","Bloom","Own"
"5615","Arterra","Bullpine","S","Cabernet Sauvignon",2004,"Jun","11","Bloom","Own"
"5616","Arterra","Bullpine","T","Cabernet Sauvignon",2004,"Jun","11","Bloom","Own"
"5618","Arterra","Bullpine","V","Cabernet Sauvignon",2004,"Jun","11","Bloom","Own"
"5619","Arterra","Bullpine","W","Cabernet Sauvignon",2004,"Jun","10","Bloom","Own"
"5620","Arterra","Bullpine","X","Pinot Noir",2004,"Jun","6","Bloom","Own"
"5621","Arterra","Bullpine","Y","Sauvignon Blanc",2004,"Jun","7","Bloom","Own"
"5623","Arterra","Bullpine","Z2","Pinot Noir",2004,"Jun","7","Bloom","Own"
"5624","Arterra","Bullpine","Z3","Sauvignon Blanc",2004,"Jun","7","Bloom","Own"
"5625","Arterra","HMV","A1","Ehrenfelser",2004,"Jun","18","Bloom","Own"
"5626","Arterra","HMV","A2","Ehrenfelser",2004,"Jun","19","Bloom","Own"
"5628","Arterra","HMV","C","Pinot Blanc",2004,"Jun","11","Bloom","Own"
"5629","Arterra","HMV","D","Ehrenfelser",2004,"Jun","18","Bloom","Own"
"5630","Arterra","HMV","E","Pinot Blanc",2004,"Jun","11","Bloom","Own"
"5631","Arterra","HMV","F2","Chardonnay",2004,"Jun","14","Bloom","Own"
"5632","Arterra","HMV","G2","Gewurztraminer",2004,"Jun","18","Bloom","Own"
"5633","Arterra","HMV","H","Chardonnay",2004,"Jun","18","Bloom","Own"
"5634","Arterra","HMV","I","Chardonnay",2004,"Jun","18","Bloom","Own"
"5635","Arterra","HMV","J1","Chardonnay",2004,"Jun","18","Bloom","Own"
"5636","Arterra","HMV","J2","Chardonnay",2004,"Jun","18","Bloom","Own"
"5637","Arterra","HMV","K","Gewurztraminer",2004,"Jun","20","Bloom","Own"
"5638","Arterra","HMV","L","Gewurztraminer",2004,"Jun","20","Bloom","Own"
"5639","Arterra","HMV","M","Gewurztraminer",2004,"Jun","19","Bloom","Own"
"5640","Arterra","HMV","N1","Gamay Noir",2004,"Jun","20","Bloom","Own"
"5641","Arterra","HMV","N2","Gamay Noir",2004,"Jun","20","Bloom","Own"
"5642","Arterra","HMV","O1","Pinot Noir",2003,"Jun","19","Bloom","Own"
"5643","Arterra","HMV","O2","Pinot Noir",2003,"Jun","19","Bloom","Own"
"5644","Arterra","HMV","P1","Gewurztraminer",2004,"Jun","19","Bloom","Own"
"5645","Arterra","HMV","P2","Gewurztraminer",2004,"Jun","19","Bloom","Own"
"5646","Arterra","HMV","Q","Gewurztraminer",2004,"Jun","18","Bloom","Own"
"5647","Arterra","HMV","R","Pinot Blanc",2004,"Jun","19","Bloom","Own"
"5648","Arterra","HMV","S","Gewurztraminer",2004,"Jun","18","Bloom","Own"
