"","company","vineyard","block","variety","year","month","day","event","notes"
"1","Arterra","Bearcub","A","Shiraz",2001,"Apr","25","Budbreak","Own"
"2","Arterra","Bearcub","B","Cabernet Sauvignon",2001,"Apr","28","Budbreak","Own"
"3","Arterra","Bearcub","C","Cabernet Sauvignon",2001,"May","4","Budbreak","Own"
"4","Arterra","Bearcub","D","Cabernet Sauvignon",2001,"Apr","27","Budbreak","Own"
"5","Arterra","Bearcub","E","Cabernet Sauvignon",2001,"May","3","Budbreak","Own"
"6","Arterra","Bearcub","F","Chardonnay",2001,"Apr","25","Budbreak","Own"
"9","Arterra","Bearcub","I","Cabernet Franc",2001,"Apr","27","Budbreak","Own"
"10","Arterra","Bearcub","J","Chardonnay",2001,"Apr","25","Budbreak","Own"
"11","Arterra","Bearcub","K","Zinfandel",2001,"Apr","26","Budbreak","Own"
"12","Arterra","Bearcub","L","Pinot Noir",2001,"Apr","30","Budbreak","Own"
"13","Arterra","Bearcub","M","Sauvignon Blanc",2001,"Apr","26","Budbreak","Own"
"14","Arterra","Bearcub","N","Sauvignon Blanc",2001,"Apr","28","Budbreak","Own"
"15","Arterra","Bearcub","O","Chardonnay",2001,"Apr","25","Budbreak","Own"
"16","Arterra","Bearcub","P","Pinot Noir",2001,"Apr","27","Budbreak","Own"
"17","Arterra","Bearcub","Q","Cabernet Sauvignon",2001,"Apr","27","Budbreak","Own"
"18","Arterra","Bearcub","R","Sauvignon Blanc",2001,"Apr","26","Budbreak","Own"
"43","Arterra","Bearcub","G","Merlot",2001,"Apr","28","Budbreak","Own"
"45","Arterra","Bearcub","H","Merlot",2001,"Apr","28","Budbreak","Own"
"49","Arterra","Bullpine","E","Pinot Noir",2001,"Apr","28","Budbreak","Own"
"52","Arterra","Bullpine","H","Pinot Noir",2001,"Apr","30","Budbreak","Own"
"53","Arterra","Bullpine","I","Viognier",2001,"Apr","27","Budbreak","Own"
"54","Arterra","Bullpine","J","Chardonnay",2001,"Apr","25","Budbreak","Own"
"55","Arterra","Bullpine","A","Merlot",2001,"May","1","Budbreak","Own"
"56","Arterra","Bullpine","L","Pinot Noir",2001,"Apr","28","Budbreak","Own"
"57","Arterra","Bullpine","M","Chardonnay",2001,"Apr","25","Budbreak","Own"
"58","Arterra","Bullpine","N","Pinot Noir",2001,"Apr","28","Budbreak","Own"
"59","Arterra","Bullpine","B","Merlot",2001,"Apr","28","Budbreak","Own"
"60","Arterra","Bullpine","P","Cabernet Sauvignon",2001,"Apr","28","Budbreak","Own"
"61","Arterra","Bullpine","R","Chardonnay",2001,"Apr","25","Budbreak","Own"
"62","Arterra","Bullpine","S","Cabernet Sauvignon",2001,"May","5","Budbreak","Own"
"63","Arterra","Bullpine","T","Cabernet Sauvignon",2001,"Apr","25","Budbreak","Own"
"64","Arterra","Bullpine","C","Merlot",2001,"Apr","28","Budbreak","Own"
"65","Arterra","Bullpine","V","Cabernet Sauvignon",2001,"May","5","Budbreak","Own"
"66","Arterra","Bullpine","W","Cabernet Sauvignon",2001,"May","1","Budbreak","Own"
"67","Arterra","Bullpine","X","Pinot Noir",2001,"Apr","30","Budbreak","Own"
"68","Arterra","Bullpine","Y","Sauvignon Blanc",2001,"Apr","25","Budbreak","Own"
"69","Arterra","Bullpine","D","Merlot",2001,"Apr","28","Budbreak","Own"
"70","Arterra","Bullpine","Z2","Pinot Noir",2001,"Apr","30","Budbreak","Own"
"71","Arterra","Bullpine","Z3","Sauvignon Blanc",2001,"Apr","25","Budbreak","Own"
"72","Arterra","HMV","B","Gewurztraminer",2001,"May","2","Budbreak","Own"
"73","Arterra","HMV","C","Ehrenfelser",2001,"May","8","Budbreak","Own"
"74","Arterra","HMV","D","Ehrenfelser",2001,"May","6","Budbreak","Own"
"75","Arterra","HMV","E","Pinot Blanc",2001,"May","7","Budbreak","Own"
"76","Arterra","HMV","G2","Pinot Blanc",2001,"May","5","Budbreak","Own"
"77","Arterra","HMV","H","Chardonnay",2001,"May","4","Budbreak","Own"
"78","Arterra","HMV","J","Chardonnay",2001,"May","6","Budbreak","Own"
"79","Arterra","HMV","K","Gewurztraminer",2001,"May","7","Budbreak","Own"
"80","Arterra","HMV","N","Gamay Noir",2001,"May","8","Budbreak","Own"
"81","Arterra","HMV","O","Pinot Noir",2001,"May","8","Budbreak","Own"
"82","Arterra","HMV","Q","Gewurztraminer",2001,"May","8","Budbreak","Own"
"83","Arterra","HMV","S","Gewurztraminer",2001,"May","8","Budbreak","Own"
"84","Arterra","HMV","T","Gewurztraminer",2001,"May","6","Budbreak","Own"
"89","Arterra","Bearcub","A","Shiraz",2002,"Apr","30","Budbreak","Own"
"90","Arterra","Bearcub","B","Cabernet Sauvignon",2002,"Apr","30","Budbreak","Own"
"91","Arterra","Bearcub","C","Cabernet Sauvignon",2002,"Apr","30","Budbreak","Own"
"92","Arterra","Bearcub","D","Cabernet Sauvignon",2002,"Apr","30","Budbreak","Own"
"93","Arterra","Bearcub","E","Cabernet Sauvignon",2002,"Apr","30","Budbreak","Own"
"94","Arterra","Bearcub","F","Chardonnay",2002,"May","1","Budbreak","Own"
"95","Arterra","Bullpine","F","Merlot",2001,"Apr","28","Budbreak","Own"
"96","Arterra","Bullpine","G","Merlot",2001,"Apr","25","Budbreak","Own"
"97","Arterra","Bearcub","I","Cabernet Franc",2002,"Apr","29","Budbreak","Own"
"98","Arterra","Bearcub","J","Chardonnay",2002,"Apr","29","Budbreak","Own"
"99","Arterra","Bearcub","K","Zinfandel",2002,"Apr","29","Budbreak","Own"
"100","Arterra","Bearcub","L","Pinot Noir",2002,"Apr","29","Budbreak","Own"
"101","Arterra","Bearcub","M","Sauvignon Blanc",2002,"Apr","29","Budbreak","Own"
"102","Arterra","Bearcub","N","Sauvignon Blanc",2002,"Apr","29","Budbreak","Own"
"103","Arterra","Bearcub","O","Chardonnay",2002,"Apr","29","Budbreak","Own"
"104","Arterra","Bearcub","P","Pinot Noir",2002,"Apr","29","Budbreak","Own"
"105","Arterra","Bearcub","Q","Cabernet Sauvignon",2002,"Apr","29","Budbreak","Own"
"106","Arterra","Bearcub","R","Sauvignon Blanc",2002,"Apr","30","Budbreak","Own"
"107","Arterra","Bullpine","K","Merlot",2001,"Apr","25","Budbreak","Own"
"113","Arterra","Bullpine","O","Merlot",2001,"May","3","Budbreak","Own"
"120","Arterra","Bullpine","U","Merlot",2001,"Apr","28","Budbreak","Own"
"124","Arterra","Bullpine","Z1","Merlot",2001,"May","2","Budbreak","Own"
"137","Arterra","Bullpine","E","Pinot Noir",2002,"Apr","30","Budbreak","Own"
"140","Arterra","Bullpine","H","Pinot Noir",2002,"Apr","29","Budbreak","Own"
"141","Arterra","Bullpine","I","Viognier",2002,"Apr","29","Budbreak","Own"
"142","Arterra","Bullpine","J","Chardonnay",2002,"Apr","29","Budbreak","Own"
"144","Arterra","Bullpine","L","Pinot Noir",2002,"Apr","29","Budbreak","Own"
"145","Arterra","Bullpine","M","Chardonnay",2002,"Apr","29","Budbreak","Own"
"146","Arterra","Bullpine","N","Pinot Noir",2002,"Apr","28","Budbreak","Own"
"148","Arterra","Bullpine","P","Cabernet Sauvignon",2002,"Apr","29","Budbreak","Own"
"149","Arterra","Bullpine","R","Chardonnay",2002,"Apr","28","Budbreak","Own"
"150","Arterra","Bullpine","S","Cabernet Sauvignon",2002,"Apr","28","Budbreak","Own"
"151","Arterra","Bullpine","T","Cabernet Sauvignon",2002,"Apr","29","Budbreak","Own"
"153","Arterra","Bullpine","V","Cabernet Sauvignon",2002,"May","1","Budbreak","Own"
"154","Arterra","Bullpine","W","Cabernet Sauvignon",2002,"Apr","29","Budbreak","Own"
"155","Arterra","Bullpine","X","Pinot Noir",2002,"Apr","30","Budbreak","Own"
"156","Arterra","Bullpine","Y","Sauvignon Blanc",2002,"Apr","30","Budbreak","Own"
"157","Arterra","Bearcub","G","Merlot",2002,"Apr","30","Budbreak","Own"
"158","Arterra","Bullpine","Z2","Pinot Noir",2002,"Apr","30","Budbreak","Own"
"159","Arterra","Bullpine","Z3","Sauvignon Blanc",2002,"Apr","30","Budbreak","Own"
"160","Arterra","HMV","A1","Ehrenfelser",2002,"May","8","Budbreak","Own"
"161","Arterra","HMV","A2","Ehrenfelser",2002,"May","7","Budbreak","Own"
"163","Arterra","HMV","C","Pinot Blanc",2002,"May","9","Budbreak","Own"
"164","Arterra","HMV","D","Ehrenfelser",2002,"May","9","Budbreak","Own"
"165","Arterra","HMV","E","Pinot Blanc",2002,"May","9","Budbreak","Own"
"166","Arterra","HMV","F2","Chardonnay",2002,"May","9","Budbreak","Own"
"167","Arterra","HMV","G2","Gewurztraminer",2002,"May","7","Budbreak","Own"
"168","Arterra","HMV","H","Chardonnay",2002,"May","6","Budbreak","Own"
"169","Arterra","HMV","I","Chardonnay",2002,"May","7","Budbreak","Own"
"170","Arterra","HMV","J1","Chardonnay",2002,"May","5","Budbreak","Own"
"171","Arterra","HMV","J2","Chardonnay",2002,"May","7","Budbreak","Own"
"172","Arterra","HMV","K","Gewurztraminer",2002,"May","8","Budbreak","Own"
"173","Arterra","HMV","L","Gewurztraminer",2002,"May","6","Budbreak","Own"
"174","Arterra","HMV","M","Gewurztraminer",2002,"May","9","Budbreak","Own"
"175","Arterra","HMV","N1","Gamay Noir",2002,"May","7","Budbreak","Own"
"176","Arterra","HMV","N2","Gamay Noir",2002,"May","10","Budbreak","Own"
"177","Arterra","HMV","O1","Pinot Noir",2002,"May","7","Budbreak","Own"
"178","Arterra","HMV","O2","Pinot Noir",2002,"May","10","Budbreak","Own"
"179","Arterra","HMV","P1","Gewurztraminer",2002,"May","7","Budbreak","Own"
"180","Arterra","HMV","P2","Gewurztraminer",2002,"May","9","Budbreak","Own"
"181","Arterra","HMV","Q","Gewurztraminer",2002,"May","7","Budbreak","Own"
"184","Arterra","HMV","T","Gewurztraminer",2002,"May","8","Budbreak","Own"
"185","Arterra","McIntyre","A","Riesling",2002,"Apr","28","Budbreak","Own"
"186","Arterra","McIntyre","B","Riesling",2002,"Apr","28","Budbreak","Own"
"187","Arterra","McIntyre","C","Riesling",2002,"Apr","28","Budbreak","Own"
"188","Arterra","McIntyre","D","Chenin Blanc",2002,"Apr","28","Budbreak","Own"
"189","Arterra","McIntyre","E","Sauvignon Blanc",2002,"Apr","28","Budbreak","Own"
"190","Arterra","McIntyre","F","Sauvignon Blanc",2002,"Apr","29","Budbreak","Own"
"191","Arterra","McIntyre","G","Gewurztraminer",2002,"Apr","29","Budbreak","Own"
"192","Arterra","McIntyre","H","Pinot Gris",2002,"Apr","28","Budbreak","Own"
"193","Arterra","McIntyre","I","Pinot Blanc",2002,"Apr","28","Budbreak","Own"
"194","Arterra","McIntyre","J","Chardonnay",2002,"Apr","29","Budbreak","Own"
"195","Arterra","McIntyre","K","Petit Verdot",2002,"May","1","Budbreak","Own"
"196","Arterra","McIntyre","L","Malbec",2002,"Apr","30","Budbreak","Own"
"197","Arterra","McIntyre","M","Cabernet Franc",2002,"Apr","28","Budbreak","Own"
"198","Arterra","Bearcub","H","Merlot",2002,"Apr","29","Budbreak","Own"
"199","Arterra","McIntyre","O","Pinot Noir",2002,"Apr","29","Budbreak","Own"
"200","Arterra","McIntyre","P","Shiraz",2002,"Apr","28","Budbreak","Own"
"201","Arterra","McIntyre","Q","Cabernet Sauvignon",2002,"Apr","29","Budbreak","Own"
"206","Arterra","Whitetail","A","Semillon",2002,"May","1","Budbreak","Own"
"207","Arterra","Whitetail","B","Semillon",2002,"May","1","Budbreak","Own"
"222","Arterra","Bearcub","A","Shiraz",2003,"Apr","25","Budbreak","Own"
"223","Arterra","Bearcub","B","Cabernet Sauvignon",2003,"Apr","26","Budbreak","Own"
"224","Arterra","Bearcub","C","Cabernet Sauvignon",2003,"Apr","26","Budbreak","Own"
"225","Arterra","Bearcub","D","Cabernet Sauvignon",2003,"Apr","26","Budbreak","Own"
"226","Arterra","Bearcub","E","Cabernet Sauvignon",2003,"Apr","26","Budbreak","Own"
"227","Arterra","Bearcub","F","Chardonnay",2003,"Apr","20","Budbreak","Own"
"230","Arterra","Bearcub","I","Cabernet Franc",2003,"Apr","23","Budbreak","Own"
"231","Arterra","Bearcub","J","Chardonnay",2003,"Apr","20","Budbreak","Own"
"232","Arterra","Bearcub","K","Zinfandel",2003,"Apr","25","Budbreak","Own"
"233","Arterra","Bearcub","L","Pinot Noir",2003,"Apr","22","Budbreak","Own"
"234","Arterra","Bearcub","M","Sauvignon Blanc",2003,"Apr","23","Budbreak","Own"
"235","Arterra","Bearcub","N","Sauvignon Blanc",2003,"Apr","21","Budbreak","Own"
"236","Arterra","Bearcub","O","Chardonnay",2003,"Apr","20","Budbreak","Own"
"237","Arterra","Bearcub","P","Pinot Noir",2003,"Apr","22","Budbreak","Own"
"238","Arterra","Bearcub","Q","Cabernet Sauvignon",2003,"Apr","26","Budbreak","Own"
"239","Arterra","Bearcub","R","Sauvignon Blanc",2003,"Apr","23","Budbreak","Own"
"253","Arterra","Bullpine","A","Merlot",2002,"Apr","29","Budbreak","Own"
"257","Arterra","Bullpine","B","Merlot",2002,"Apr","28","Budbreak","Own"
"264","Arterra","Bullpine","C","Merlot",2002,"Apr","30","Budbreak","Own"
"266","Arterra","Bullpine","D","Merlot",2002,"Apr","30","Budbreak","Own"
"267","Arterra","Bullpine","F","Merlot",2002,"Apr","30","Budbreak","Own"
"268","Arterra","Bullpine","G","Merlot",2002,"Apr","30","Budbreak","Own"
"269","Arterra","Bullpine","K","Merlot",2002,"Apr","29","Budbreak","Own"
"270","Arterra","Bullpine","E","Pinot Noir",2003,"Apr","20","Budbreak","Own"
"271","Arterra","Bullpine","O","Merlot",2002,"Apr","28","Budbreak","Own"
"272","Arterra","Bullpine","U","Merlot",2002,"Apr","29","Budbreak","Own"
"274","Arterra","Bullpine","I","Viognier",2003,"Apr","22","Budbreak","Own"
"275","Arterra","Bullpine","J","Chardonnay",2003,"Apr","20","Budbreak","Own"
"276","Arterra","Bullpine","Z1","Merlot",2002,"Apr","30","Budbreak","Own"
"277","Arterra","Bullpine","L","Pinot Noir",2003,"Apr","20","Budbreak","Own"
"278","Arterra","Bullpine","M","Chardonnay",2003,"Apr","20","Budbreak","Own"
"279","Arterra","Bullpine","N","Pinot Noir",2003,"Apr","20","Budbreak","Own"
"281","Arterra","Bullpine","P","Cabernet Sauvignon",2003,"Apr","23","Budbreak","Own"
"282","Arterra","Bullpine","R","Chardonnay",2003,"Apr","20","Budbreak","Own"
"283","Arterra","Bullpine","S","Cabernet Sauvignon",2003,"Apr","23","Budbreak","Own"
"284","Arterra","Bullpine","T","Cabernet Sauvignon",2003,"Apr","23","Budbreak","Own"
"286","Arterra","Bullpine","V","Cabernet Sauvignon",2003,"Apr","23","Budbreak","Own"
"287","Arterra","Bullpine","W","Cabernet Sauvignon",2003,"Apr","23","Budbreak","Own"
"288","Arterra","Bullpine","X","Pinot Noir",2003,"Apr","20","Budbreak","Own"
"289","Arterra","Bullpine","Y","Sauvignon Blanc",2003,"Apr","20","Budbreak","Own"
"291","Arterra","Bullpine","Z2","Pinot Noir",2003,"Apr","20","Budbreak","Own"
"292","Arterra","Bullpine","Z3","Sauvignon Blanc",2003,"Apr","20","Budbreak","Own"
"293","Arterra","HMV","A1","Ehrenfelser",2003,"May","3","Budbreak","Own"
"294","Arterra","HMV","A2","Ehrenfelser",2003,"May","3","Budbreak","Own"
"296","Arterra","HMV","C","Pinot Blanc",2003,"Apr","30","Budbreak","Own"
"297","Arterra","HMV","D","Ehrenfelser",2003,"May","3","Budbreak","Own"
"298","Arterra","HMV","E","Pinot Blanc",2003,"Apr","30","Budbreak","Own"
"299","Arterra","HMV","F2","Chardonnay",2003,"Apr","25","Budbreak","Own"
"300","Arterra","HMV","G2","Gewurztraminer",2003,"Apr","30","Budbreak","Own"
"301","Arterra","HMV","H","Chardonnay",2003,"Apr","25","Budbreak","Own"
"302","Arterra","HMV","I","Chardonnay",2003,"Apr","25","Budbreak","Own"
"303","Arterra","HMV","J1","Chardonnay",2003,"Apr","25","Budbreak","Own"
"304","Arterra","HMV","J2","Chardonnay",2003,"Apr","25","Budbreak","Own"
"305","Arterra","HMV","K","Gewurztraminer",2003,"Apr","30","Budbreak","Own"
"306","Arterra","HMV","L","Gewurztraminer",2003,"Apr","30","Budbreak","Own"
"307","Arterra","HMV","M","Gewurztraminer",2003,"Apr","30","Budbreak","Own"
"308","Arterra","HMV","N1","Gamay Noir",2003,"May","3","Budbreak","Own"
"309","Arterra","HMV","N2","Gamay Noir",2003,"May","3","Budbreak","Own"
"310","Arterra","HMV","O1","Pinot Noir",2003,"May","3","Budbreak","Own"
"311","Arterra","HMV","O2","Pinot Noir",2003,"May","3","Budbreak","Own"
"312","Arterra","HMV","P1","Gewurztraminer",2003,"Apr","30","Budbreak","Own"
"313","Arterra","HMV","P2","Gewurztraminer",2003,"Apr","30","Budbreak","Own"
"314","Arterra","HMV","Q","Gewurztraminer",2003,"Apr","30","Budbreak","Own"
"316","Arterra","HMV","S","Gewurztraminer",2003,"Apr","30","Budbreak","Own"
"317","Arterra","HMV","T","Gewurztraminer",2003,"Apr","30","Budbreak","Own"
"318","Arterra","McIntyre","A","Riesling",2003,"Apr","28","Budbreak","Own"
"319","Arterra","McIntyre","B","Riesling",2003,"Apr","28","Budbreak","Own"
"320","Arterra","McIntyre","C","Riesling",2003,"Apr","28","Budbreak","Own"
"321","Arterra","McIntyre","D","Chenin Blanc",2003,"Apr","21","Budbreak","Own"
"322","Arterra","McIntyre","E","Sauvignon Blanc",2003,"Apr","24","Budbreak","Own"
"323","Arterra","McIntyre","F","Sauvignon Blanc",2003,"Apr","24","Budbreak","Own"
"324","Arterra","McIntyre","G","Gewurztraminer",2003,"Apr","24","Budbreak","Own"
"325","Arterra","McIntyre","H","Pinot Gris",2003,"Apr","22","Budbreak","Own"
"326","Arterra","McIntyre","I","Pinot Blanc",2003,"Apr","22","Budbreak","Own"
"327","Arterra","McIntyre","J","Chardonnay",2003,"Apr","21","Budbreak","Own"
"328","Arterra","McIntyre","K","Petit Verdot",2003,"Apr","25","Budbreak","Own"
"329","Arterra","McIntyre","L","Malbec",2003,"Apr","25","Budbreak","Own"
"330","Arterra","McIntyre","M","Cabernet Franc",2003,"Apr","21","Budbreak","Own"
"332","Arterra","McIntyre","O","Pinot Noir",2003,"Apr","23","Budbreak","Own"
"333","Arterra","McIntyre","P","Shiraz",2003,"Apr","23","Budbreak","Own"
"334","Arterra","McIntyre","Q","Cabernet Sauvignon",2003,"Apr","25","Budbreak","Own"
"339","Arterra","Whitetail","A","Semillon",2003,"Apr","26","Budbreak","Own"
"340","Arterra","Whitetail","B","Semillon",2003,"Apr","26","Budbreak","Own"
"341","Arterra","Whitetail","C","Chardonnay",2003,"Apr","22","Budbreak","Own"
"342","Arterra","Whitetail","D","Sauvignon Blanc",2003,"Apr","22","Budbreak","Own"
"343","Arterra","Whitetail","E","Sauvignon Blanc",2003,"Apr","22","Budbreak","Own"
"347","Arterra","Whitetail","I","Gewurztraminer",2003,"Apr","22","Budbreak","Own"
"348","Arterra","Whitetail","J","Riesling",2003,"Apr","28","Budbreak","Own"
"349","Arterra","Whitetail","K","Gewurztraminer",2003,"Apr","22","Budbreak","Own"
"350","Arterra","Whitetail","L","Riesling",2003,"Apr","28","Budbreak","Own"
"351","Arterra","Whitetail","M","Riesling",2003,"Apr","28","Budbreak","Own"
"355","Arterra","Bearcub","A","Shiraz",2004,"Apr","12","Budbreak","Own"
"356","Arterra","Bearcub","B","Cabernet Sauvignon",2004,"Apr","13","Budbreak","Own"
"357","Arterra","Bearcub","C","Cabernet Sauvignon",2004,"Apr","13","Budbreak","Own"
"358","Arterra","Bearcub","D","Cabernet Sauvignon",2004,"Apr","13","Budbreak","Own"
"359","Arterra","Bearcub","E","Cabernet Sauvignon",2004,"Apr","13","Budbreak","Own"
"360","Arterra","Bearcub","F","Chardonnay",2004,"Apr","8","Budbreak","Own"
"363","Arterra","Bearcub","I","Cabernet Franc",2004,"Apr","10","Budbreak","Own"
"364","Arterra","Bearcub","J","Chardonnay",2004,"Apr","8","Budbreak","Own"
"365","Arterra","Bearcub","K","Zinfandel",2004,"Apr","14","Budbreak","Own"
"366","Arterra","Bearcub","L","Pinot Noir",2004,"Apr","11","Budbreak","Own"
"367","Arterra","Bearcub","M","Sauvignon Blanc",2004,"Apr","10","Budbreak","Own"
"368","Arterra","Bearcub","N","Sauvignon Blanc",2004,"Apr","10","Budbreak","Own"
"369","Arterra","Bearcub","O","Chardonnay",2004,"Apr","8","Budbreak","Own"
"370","Arterra","Bearcub","P","Pinot Noir",2004,"Apr","11","Budbreak","Own"
"371","Arterra","Bearcub","Q","Cabernet Sauvignon",2004,"Apr","13","Budbreak","Own"
"372","Arterra","Bearcub","R","Sauvignon Blanc",2004,"Apr","12","Budbreak","Own"
"373","Arterra","McIntyre","N","Merlot",2002,"Apr","30","Budbreak","Own"
"402","Arterra","Bearcub","G","Merlot",2003,"Apr","28","Budbreak","Own"
"403","Arterra","Bullpine","E","Shiraz",2004,"May","20","Budbreak","Own"
"404","Arterra","Bearcub","H","Merlot",2003,"Apr","30","Budbreak","Own"
"406","Arterra","Bullpine","H","Shiraz",2004,"Apr","16","Budbreak","Own"
"407","Arterra","Bullpine","I","Viognier",2004,"Apr","11","Budbreak","Own"
"408","Arterra","Bullpine","J","Chardonnay",2004,"Apr","9","Budbreak","Own"
"410","Arterra","Bullpine","L","Shiraz",2004,"May","20","Budbreak","Own"
"411","Arterra","Bullpine","M","Chardonnay",2004,"Apr","9","Budbreak","Own"
"412","Arterra","Bullpine","N","Pinot Noir",2004,"Apr","11","Budbreak","Own"
"414","Arterra","Bullpine","P","Cabernet Sauvignon",2004,"Apr","13","Budbreak","Own"
"415","Arterra","Bullpine","R","Chardonnay",2004,"Apr","9","Budbreak","Own"
"416","Arterra","Bullpine","S","Cabernet Sauvignon",2004,"Apr","13","Budbreak","Own"
"417","Arterra","Bullpine","T","Cabernet Sauvignon",2004,"Apr","13","Budbreak","Own"
"419","Arterra","Bullpine","V","Cabernet Sauvignon",2004,"Apr","13","Budbreak","Own"
"420","Arterra","Bullpine","W","Cabernet Sauvignon",2004,"Apr","13","Budbreak","Own"
"421","Arterra","Bullpine","X","Pinot Noir",2004,"Apr","14","Budbreak","Own"
"422","Arterra","Bullpine","Y","Sauvignon Blanc",2004,"Apr","11","Budbreak","Own"
"424","Arterra","Bullpine","Z2","Pinot Noir",2004,"Apr","13","Budbreak","Own"
"425","Arterra","Bullpine","Z3","Sauvignon Blanc",2004,"Apr","11","Budbreak","Own"
"426","Arterra","HMV","A1","Ehrenfelser",2004,"Apr","11","Budbreak","Own"
"427","Arterra","HMV","A2","Ehrenfelser",2004,"Apr","11","Budbreak","Own"
"429","Arterra","HMV","C","Pinot Blanc",2004,"Apr","11","Budbreak","Own"
"430","Arterra","HMV","D","Ehrenfelser",2004,"Apr","11","Budbreak","Own"
"431","Arterra","HMV","E","Pinot Blanc",2004,"Apr","15","Budbreak","Own"
"432","Arterra","HMV","F2","Chardonnay",2004,"Apr","14","Budbreak","Own"
"433","Arterra","HMV","G2","Gewurztraminer",2004,"Apr","6","Budbreak","Own"
"434","Arterra","HMV","H","Chardonnay",2004,"Apr","9","Budbreak","Own"
"435","Arterra","HMV","I","Chardonnay",2004,"Apr","9","Budbreak","Own"
"436","Arterra","HMV","J1","Chardonnay",2004,"Apr","9","Budbreak","Own"
"437","Arterra","HMV","J2","Chardonnay",2004,"Apr","14","Budbreak","Own"
"438","Arterra","HMV","K","Gewurztraminer",2004,"Apr","10","Budbreak","Own"
"439","Arterra","HMV","L","Gewurztraminer",2004,"Apr","10","Budbreak","Own"
"440","Arterra","HMV","M","Gewurztraminer",2004,"Apr","10","Budbreak","Own"
"441","Arterra","HMV","N1","Gamay Noir",2004,"Apr","11","Budbreak","Own"
"442","Arterra","HMV","N2","Gamay Noir",2004,"Apr","11","Budbreak","Own"
"443","Arterra","HMV","O1","Pinot Noir",2004,"Apr","14","Budbreak","Own"
"444","Arterra","HMV","O2","Pinot Noir",2004,"Apr","14","Budbreak","Own"
"445","Arterra","HMV","P1","Gewurztraminer",2004,"Apr","10","Budbreak","Own"
"446","Arterra","HMV","P2","Gewurztraminer",2004,"Apr","10","Budbreak","Own"
"447","Arterra","HMV","Q","Gewurztraminer",2004,"Apr","8","Budbreak","Own"
"448","Arterra","HMV","R","Pinot Blanc",2004,"Apr","9","Budbreak","Own"
"449","Arterra","HMV","S","Gewurztraminer",2004,"Apr","6","Budbreak","Own"
"450","Arterra","HMV","T","Gewurztraminer",2004,"Apr","8","Budbreak","Own"
"451","Arterra","Bullpine","A","Merlot",2003,"Apr","22","Budbreak","Own"
"456","Arterra","McIntyre","A","Riesling",2004,"Apr","15","Budbreak","Own"
"457","Arterra","McIntyre","B","Riesling",2004,"Apr","15","Budbreak","Own"
"458","Arterra","McIntyre","C","Riesling",2004,"Apr","15","Budbreak","Own"
"459","Arterra","McIntyre","D","Chenin Blanc",2004,"Apr","12","Budbreak","Own"
"460","Arterra","McIntyre","E","Sauvignon Blanc",2004,"Apr","13","Budbreak","Own"
"461","Arterra","McIntyre","F","Sauvignon Blanc",2004,"Apr","13","Budbreak","Own"
"462","Arterra","McIntyre","G","Gewurztraminer",2004,"Apr","10","Budbreak","Own"
"463","Arterra","McIntyre","H","Pinot Gris",2004,"Apr","11","Budbreak","Own"
"464","Arterra","McIntyre","I","Pinot Blanc",2004,"Apr","11","Budbreak","Own"
"465","Arterra","McIntyre","J","Chardonnay",2004,"Apr","10","Budbreak","Own"
"466","Arterra","McIntyre","K","Petit Verdot",2004,"Apr","15","Budbreak","Own"
"467","Arterra","McIntyre","L","Malbec",2004,"Apr","15","Budbreak","Own"
"468","Arterra","McIntyre","M","Cabernet Franc",2004,"Apr","10","Budbreak","Own"
"469","Arterra","Bullpine","B","Merlot",2003,"Apr","22","Budbreak","Own"
"470","Arterra","McIntyre","O","Pinot Noir",2004,"Apr","12","Budbreak","Own"
"471","Arterra","McIntyre","P","Shiraz",2003,"Apr","23","Budbreak","Own"
"472","Arterra","McIntyre","Q","Cabernet Sauvignon",2004,"Aug","13","Budbreak","Own"
"473","Arterra","Bullpine","C","Merlot",2003,"Apr","22","Budbreak","Own"
"474","Arterra","Nk_Mip","B","Cabernet Sauvignon",2004,"Apr","6","Budbreak","Own"
"481","Arterra","Whitetail","A","Semillon",2004,"Apr","16","Budbreak","Own"
"482","Arterra","Whitetail","B","Semillon",2004,"Apr","16","Budbreak","Own"
"483","Arterra","Whitetail","C","Chardonnay",2004,"Apr","10","Budbreak","Own"
"484","Arterra","Whitetail","D","Sauvignon Blanc",2004,"Apr","11","Budbreak","Own"
"485","Arterra","Whitetail","E","Sauvignon Blanc",2004,"Apr","11","Budbreak","Own"
"486","Arterra","Whitetail","F","Cabernet Sauvignon",2004,"Apr","18","Budbreak","Own"
"487","Arterra","Bullpine","D","Merlot",2003,"Apr","22","Budbreak","Own"
"488","Arterra","Whitetail","H","Pinotage",2004,"Apr","11","Budbreak","Own"
"489","Arterra","Whitetail","I","Gewurztraminer",2004,"Apr","10","Budbreak","Own"
"490","Arterra","Whitetail","J","Riesling",2004,"Apr","14","Budbreak","Own"
"491","Arterra","Whitetail","K","Gewurztraminer",2004,"Apr","10","Budbreak","Own"
"492","Arterra","Whitetail","L","Riesling",2004,"Apr","14","Budbreak","Own"
"493","Arterra","Whitetail","M","Riesling",2004,"Apr","14","Budbreak","Own"
"494","Arterra","Whitetail","N","Pinot Blanc",2004,"Apr","12","Budbreak","Own"
"495","Arterra","Whitetail","O","Sauvignon Blanc",2004,"Apr","13","Budbreak","Own"
"496","Arterra","Whitetail","P","Pinot Gris",2004,"Apr","10","Budbreak","Own"
