"company","vineyard","block","variety","year","month","day","event"
"Arterra","Bearcub","A","Shiraz","2018","Apr","28","budburst"
"Arterra","Bearcub","B","Cabernet Sauvignon","2018","May","02","budburst"
"Arterra","Bearcub","C","Cabernet Sauvignon","2018","May","02","budburst"
"Arterra","Bearcub","D","Cabernet Sauvignon","2018","May","01","budburst"
"Arterra","Bearcub","E","Cabernet Sauvignon","2018","May","02","budburst"
"Arterra","Bearcub","F","Shiraz","2018","Apr","28","budburst"
"Arterra","Bearcub","G","Merlot","2018","May","05","budburst"
"Arterra","Bearcub","H","Merlot","2018","May","02","budburst"
"Arterra","Bearcub","I","Cabernet Franc","2018","Apr","27","budburst"
"Arterra","Bearcub","J","Shiraz","2018","Apr","28","budburst"
"Arterra","Bearcub","K","Zinfandel","2018","May","04","budburst"
"Arterra","Bearcub","L","Pinot Noir","2018","May","02","budburst"
"Arterra","Bearcub","M","Sauvignon Blanc","2018","Apr","28","budburst"
"Arterra","Bearcub","N","Sauvignon Blanc","2018","Apr","28","budburst"
"Arterra","Bearcub","O","Shiraz","2018","Apr","28","budburst"
"Arterra","Bearcub","P","Pinot Noir","2018","May","01","budburst"
"Arterra","Bearcub","Q","Cabernet Sauvignon","2018","Apr","30","budburst"
"Arterra","Bearcub","R","Sauvignon Blanc","2018","Apr","27","budburst"
"Arterra","BSV1","4C","Merlot","2018","Apr","27","budburst"
"Arterra","BSV1","4D","Chardonnay","2018","Apr","25","budburst"
"Arterra","BSV1","4G","Cabernet Franc","2018","Apr","24","budburst"
"Arterra","BSV1","5A","Merlot","2018","Apr","27","budburst"
"Arterra","BSV1","5B1","Malbec","2018","Apr","27","budburst"
"Arterra","BSV1","5B2","Zinfandel","2018","Apr","29","budburst"
"Arterra","BSV1","5B3","Tempranillo","2018","Apr","26","budburst"
"Arterra","BSV1","5C","Chardonnay","2018","Apr","25","budburst"
"Arterra","BSV2","A","Shiraz","2018","Apr","23","budburst"
"Arterra","BSV2","A2","Cabernet Franc","2018","Apr","23","budburst"
"Arterra","BSV2","B","Merlot","2018","Apr","27","budburst"
"Arterra","BSV2","C","Shiraz","2018","Apr","23","budburst"
"Arterra","BSV2","D","Cabernet Sauvignon","2018","Apr","28","budburst"
"Arterra","BSV2","E","Merlot","2018","Apr","27","budburst"
"Arterra","Bullpine","A","Merlot","2018","Apr","30","budburst"
"Arterra","Bullpine","B","Merlot","2018","Apr","28","budburst"
"Arterra","Bullpine","C","Merlot","2018","May","01","budburst"
"Arterra","Bullpine","D","Merlot","2018","May","01","budburst"
"Arterra","Bullpine","F","Merlot","2018","May","01","budburst"
"Arterra","Bullpine","G","Merlot","2018","Apr","30","budburst"
"Arterra","Bullpine","H","Shiraz","2018","May","01","budburst"
"Arterra","Bullpine","I","Viognier","2018","Apr","29","budburst"
"Arterra","Bullpine","J","Merlot","2018","Apr","29","budburst"
"Arterra","Bullpine","L","Shiraz","2018","Apr","30","budburst"
"Arterra","Bullpine","M","Cabernet Sauvignon","2018","Apr","27","budburst"
"Arterra","Bullpine","N","Pinot Noir","2018","May","01","budburst"
"Arterra","Bullpine","O","Merlot","2018","Apr","30","budburst"
"Arterra","Bullpine","P","Cabernet Sauvignon","2018","May","01","budburst"
"Arterra","Bullpine","R","Cabernet Sauvignon","2018","May","01","budburst"
"Arterra","Bullpine","S","Cabernet Sauvignon","2018","Apr","30","budburst"
"Arterra","Bullpine","T","Cabernet Sauvignon","2018","Apr","30","budburst"
"Arterra","Bullpine","U","Merlot","2018","May","01","budburst"
"Arterra","Bullpine","V","Cabernet Sauvignon","2018","Apr","30","budburst"
"Arterra","Bullpine","W","Cabernet Sauvignon","2018","Apr","30","budburst"
"Arterra","Bullpine","X","Pinot Noir","2018","Apr","29","budburst"
"Arterra","Bullpine","Y","Sauvignon Blanc","2018","Apr","28","budburst"
"Arterra","Bullpine","Z1","Merlot","2018","May","02","budburst"
"Arterra","Bullpine","Z2","Shiraz","2018","May","02","budburst"
"Arterra","Dark_Horse","A","Tempranillo","2018","Apr","28","budburst"
"Arterra","Dark_Horse","B","Chardonnay","2018","Apr","26","budburst"
"Arterra","Dark_Horse","C","Cabernet Sauvignon","2018","Apr","28","budburst"
"Arterra","Dark_Horse","D","Cabernet Franc","2018","Apr","25","budburst"
"Arterra","Dark_Horse","E","Chardonnay","2018","Apr","24","budburst"
"Arterra","Dark_Horse","F","Merlot","2018","Apr","26","budburst"
"Arterra","Dark_Horse","G","Pinot Noir","2018","Apr","24","budburst"
"Arterra","Dark_Horse","I","Pinot Blanc","2018","Apr","26","budburst"
"Arterra","Dark_Horse","J","Merlot","2018","Apr","26","budburst"
"Arterra","Dark_Horse","K","Merlot","2018","Apr","26","budburst"
"Arterra","Dark_Horse","L","Muscat","2018","Apr","27","budburst"
"Arterra","Dark_Horse","M","Marsanne","2018","Apr","25","budburst"
"Arterra","Dark_Horse","N","Chardonnay","2018","Apr","24","budburst"
"Arterra","Driver","1","Merlot","2018","Apr","30","budburst"
"Arterra","Driver","2","Merlot","2018","Apr","30","budburst"
"Arterra","Driver","3","Shiraz","2018","Apr","29","budburst"
"Arterra","Fairbrother","1","Merlot","2018","Apr","26","budburst"
"Arterra","Fairbrother","2","Merlot","2018","Apr","26","budburst"
"Arterra","Fairbrother ","3","Merlot","2018","Apr","26","budburst"
"Arterra","HMV","F1","Chardonnay","2018","Apr","30","budburst"
"Arterra","HMV","F2","Chardonnay","2018","Apr","30","budburst"
"Arterra","HMV","G1","Gewurtztraminer","2018","May","01","budburst"
"Arterra","HMV","G2","Gewurtztraminer","2018","May","01","budburst"
"Arterra","HMV","H","Chardonnay","2018","Apr","30","budburst"
"Arterra","HMV","J","Chardonnay","2018","Apr","30","budburst"
"Arterra","HMV","K","Gewurtztraminer","2018","May","01","budburst"
"Arterra","HMV","M","Muscat","2018","May","03","budburst"
"Arterra","HMV","N","Gamay Noir","2018","May","02","budburst"
"Arterra","HMV","O","Pinot Noir","2018","May","02","budburst"
"Arterra","HMV","P","Gewurtztraminer","2018","May","01","budburst"
"Arterra","HMV","Q","Gewurtztraminer","2018","May","01","budburst"
"Arterra","HMV","R","Pinot Blanc","2018","May","05","budburst"
"Arterra","HMV","S","Gewurtztraminer","2018","May","01","budburst"
"Arterra","HMV","T","Gewurtztraminer","2018","May","01","budburst"
"Arterra","Jentsch","A","Merlot","2018","Apr","30","budburst"
"Arterra","Jentsch","B","Pinot Noir","2018","May","05","budburst"
"Arterra","Jentsch","D","Gewurtztraminer","2018","May","05","budburst"
"Arterra","Jentsch","E","Cabernet Franc","2018","May","02","budburst"
"Arterra","JTV","A","Riesling","2018","Apr","30","budburst"
"Arterra","Larose","Souto - 1","Cabernet Franc","2018","May","05","budburst"
"Arterra","Larose","Souto - 2","Merlot","2018","May","04","budburst"
"Arterra","Larose","Souto - 3","Merlot","2018","May","02","budburst"
"Arterra","Larose","Souto - 4","Merlot","2018","May","06","budburst"
"Arterra","Larose","Souto - 5","Cabernet Sauvignon","2018","May","03","budburst"
"Arterra","Larose","Souto - 6","Cabernet Sauvignon","2018","May","02","budburst"
"Arterra","Larose","Souto - 7","Cabernet Sauvignon","2018","May","06","budburst"
"Arterra","Larose","Thompson - 1","Petit Verdot","2018","May","01","budburst"
"Arterra","Larose","Thompson - 3","Merlot","2018","May","04","budburst"
"Arterra","Larose","Thompson - 5","Merlot","2018","May","03","budburst"
"Arterra","Larose","Thompson - 6","Merlot","2018","May","01","budburst"
"Arterra","McIntyre","A ","Riesling","2018","May","01","budburst"
"Arterra","McIntyre","B","Pinot Noir","2018","May","01","budburst"
"Arterra","McIntyre","C","Pinot Noir","2018","May","01","budburst"
"Arterra","McIntyre","D","Chenin Blanc","2018","May","01","budburst"
"Arterra","McIntyre","D2","Gewurtztraminer","2018","May","01","budburst"
"Arterra","McIntyre","E","Sauvignon Blanc","2018","May","01","budburst"
"Arterra","McIntyre","F","Sauvignon Blanc","2018","May","01","budburst"
"Arterra","McIntyre","G","Gewurtztraminer","2018","Apr","28","budburst"
"Arterra","McIntyre","H","Pinot Gris","2018","Apr","26","budburst"
"Arterra","McIntyre","J","Chardonnay","2018","Apr","30","budburst"
"Arterra","McIntyre","K","Petit Verdot","2018","Apr","28","budburst"
"Arterra","McIntyre","L","Malbec","2018","Apr","30","budburst"
"Arterra","McIntyre","M","Cabernet Franc","2018","Apr","27","budburst"
"Arterra","McIntyre","N","Fallow","2018","Apr","28","budburst"
"Arterra","McIntyre","O","Pinot Noir","2018","Apr","28","budburst"
"Arterra","McIntyre","P","Pinot Noir","2018","Apr","28","budburst"
"Arterra","McIntyre","Q","Cabernet Sauvignon","2018","Apr","28","budburst"
"Arterra","Naramata","A","Merlot","2018","Apr","26","budburst"
"Arterra","Naramata","B ","Merlot","2018","Apr","29","budburst"
"Arterra","Naramata","C","Malbec","2018","Apr","27","budburst"
"Arterra","Naramata","D","Cabernet Franc","2018","Apr","25","budburst"
"Arterra","Naramata","E","Petit Verdot","2018","Apr","29","budburst"
"Arterra","Naramata","F","Cabernet Sauvignon","2018","Apr","29","budburst"
"Arterra","NK_MIP","A","Merlot","2018","Apr","30","budburst"
"Arterra","NK_MIP","B","Cabernet Sauvignon","2018","Apr","30","budburst"
"Arterra","NK_MIP","C","Shiraz","2018","May","03","budburst"
"Arterra","NK_MIP","D","Cabernet Franc","2018","May","02","budburst"
"Arterra","NK_MIP","E","Merlot","2018","Apr","29","budburst"
"Arterra","NK_MIP","F","Shiraz","2018","Apr","30","budburst"
"Arterra","NK_MIP","G","Merlot","2018","May","03","budburst"
"Arterra","Perfect Hedge","A","Viognier","2018","May","03","budburst"
"Arterra","Perfect Hedge","B","Malbec","2018","Apr","29","budburst"
"Arterra","Perfect Hedge","C","Shiraz","2018","May","03","budburst"
"Arterra","Perfect Hedge","D","Merlot","2018","Apr","29","budburst"
"Arterra","Perfect Hedge","E","Cabernet Sauvignon","2018","Apr","30","budburst"
"Arterra","Plut","A","Chardonnay","2018","Apr","30","budburst"
"Arterra","Plut","B","Pinot Gris","2018","May","03","budburst"
"Arterra","Plut","C","Malbec","2018","May","03","budburst"
"Arterra","Plut","D","Petit Verdot","2018","May","03","budburst"
"Arterra","Plut","G","Merlot","2018","May","02","budburst"
"Arterra","Plut","H","Merlot","2018","May","03","budburst"
"Arterra","Sumac","A","Gewurtztraminer","2018","Apr","29","budburst"
"Arterra","Sumac","B","Gewurtztraminer","2018","May","06","budburst"
"Arterra","Sumac","D","Pinot Noir","2018","May","05","budburst"
"Arterra","Thomas","B","Chardonnay","2018","May","02","budburst"
"Arterra","Thomas","C","Pinot Gris","2018","May","03","budburst"
"Arterra","Thomas","E","Chardonnay","2018","May","02","budburst"
"Arterra","Thomas","F","Chardonnay","2018","Apr","28","budburst"
"Arterra","Thomas","G","Pinot Gris","2018","May","06","budburst"
"Arterra","Thomas","H","Pinot Gris","2018","Apr","30","budburst"
"Arterra","Thomas","I","Chardonnay","2018","May","05","budburst"
"Arterra","Thomas","J","Pinot Gris","2018","May","06","budburst"
"Arterra","Thomas","L","Chardonnay","2018","May","07","budburst"
"Arterra","Thomas","M","Viognier","2018","May","03","budburst"
"Arterra","Thomas","N","Viognier","2018","May","07","budburst"
"Arterra","Thomas","O","Pinot Gris","2018","May","06","budburst"
"Arterra","Thomas","P","Pinot Gris","2018","May","04","budburst"
"Arterra","Thomas","Q","Pinot Gris","2018","May","03","budburst"
"Arterra","Thomas","R","Pinot Noir","2018","May","03","budburst"
"Arterra","Thomas","S","Pinot Gris","2018","May","03","budburst"
"Arterra","Thomas ","K","Chardonnay","2018","May","03","budburst"
"Arterra","Whitetail","A","Semillon","2018","May","03","budburst"
"Arterra","Bearcub","A","Shiraz","2017","May","02","budburst"
"Arterra","Bearcub","B","Cabernet Sauvignon","2017","May","04","budburst"
"Arterra","Bearcub","C","Cabernet Sauvignon","2017","May","02","budburst"
"Arterra","Bearcub","D","Cabernet Sauvignon","2017","May","01","budburst"
"Arterra","Bearcub","E","Cabernet Sauvignon","2017","May","04","budburst"
"Arterra","Bearcub","F","Shiraz","2017","May","04","budburst"
"Arterra","Bearcub","G","Merlot","2017","May","05","budburst"
"Arterra","Bearcub","H","Merlot","2017","May","04","budburst"
"Arterra","Bearcub","I","Cabernet Franc","2017","May","02","budburst"
"Arterra","Bearcub","K","Zinfandel","2017","May","05","budburst"
"Arterra","Bearcub","L","Pinot Noir","2017","May","05","budburst"
"Arterra","Bearcub","M","Sauvignon Blanc","2017","May","01","budburst"
"Arterra","Bearcub","N","Sauvignon Blanc","2017","May","01","budburst"
"Arterra","Bearcub","O","Shiraz","2017","May","04","budburst"
"Arterra","Bearcub","P","Pinot Noir","2017","May","05","budburst"
"Arterra","Bearcub","Q","Cabernet Sauvignon","2017","May","04","budburst"
"Arterra","Bearcub","R","Sauvignon Blanc","2017","May","02","budburst"
"Arterra","BSV1","4C","Merlot","2017","May","01","budburst"
"Arterra","BSV1","4D","Chardonnay","2017","Apr","29","budburst"
"Arterra","BSV1","4G","Cabernet Franc","2017","Apr","30","budburst"
"Arterra","BSV1","5A","Merlot","2017","Apr","30","budburst"
"Arterra","BSV1","5B1","Malbec","2017","May","06","budburst"
"Arterra","BSV1","5B2","Zinfandel","2017","May","07","budburst"
"Arterra","BSV1","5B3","Tempranillo","2017","May","05","budburst"
"Arterra","BSV1","5C","Chardonnay","2017","Apr","29","budburst"
"Arterra","BSV2","A","Shiraz","2017","Apr","29","budburst"
"Arterra","BSV2","A2","Cabernet Franc","2017","Apr","29","budburst"
"Arterra","BSV2","B","Merlot","2017","May","03","budburst"
"Arterra","BSV2","C","Shiraz","2017","May","01","budburst"
"Arterra","BSV2","D","Cabernet Sauvignon","2017","May","06","budburst"
"Arterra","BSV2","E","Merlot","2017","May","03","budburst"
"Arterra","Bullpine","A","Merlot","2017","May","03","budburst"
"Arterra","Bullpine","B","Merlot","2017","May","03","budburst"
"Arterra","Bullpine","C","Merlot","2017","May","02","budburst"
"Arterra","Bullpine","D","Merlot","2017","May","03","budburst"
"Arterra","Bullpine","E","Shiraz","2017","May","03","budburst"
"Arterra","Bullpine","F","Merlot","2017","May","03","budburst"
"Arterra","Bullpine","G","Merlot","2017","May","03","budburst"
"Arterra","Bullpine","H","Shiraz","2017","May","03","budburst"
"Arterra","Bullpine","I","Viognier","2017","May","03","budburst"
"Arterra","Bullpine","J","Merlot","2017","May","03","budburst"
"Arterra","Bullpine","K","Merlot","2017","May","03","budburst"
"Arterra","Bullpine","L","Shiraz","2017","May","03","budburst"
"Arterra","Bullpine","N","Pinot Noir","2017","May","04","budburst"
"Arterra","Bullpine","O","Merlot","2017","May","03","budburst"
"Arterra","Bullpine","P","Cabernet Sauvignon","2017","May","03","budburst"
"Arterra","Bullpine","R","Cabernet Sauvignon","2017","May","03","budburst"
"Arterra","Bullpine","S","Cabernet Sauvignon","2017","May","03","budburst"
"Arterra","Bullpine","T","Cabernet Sauvignon","2017","May","03","budburst"
"Arterra","Bullpine","U","Merlot","2017","May","02","budburst"
"Arterra","Bullpine","V","Cabernet Sauvignon","2017","May","03","budburst"
"Arterra","Bullpine","W","Cabernet Sauvignon","2017","May","03","budburst"
"Arterra","Bullpine","X","Pinot Noir","2017","May","05","budburst"
"Arterra","Bullpine","Y","Sauvignon Blanc","2017","May","03","budburst"
"Arterra","Bullpine","Z1","Merlot","2017","May","03","budburst"
"Arterra","Bullpine","Z2","Shiraz","2017","May","03","budburst"
"Arterra","Dark_Horse","A","Tempranillo","2017","Apr","29","budburst"
"Arterra","Dark_Horse","B","Chardonnay","2017","Apr","29","budburst"
"Arterra","Dark_Horse","C","Cabernet Sauvignon","2017","Apr","30","budburst"
"Arterra","Dark_Horse","D","Cabernet Franc","2017","Apr","29","budburst"
"Arterra","Dark_Horse","E","Chardonnay","2017","Apr","29","budburst"
"Arterra","Dark_Horse","F","Merlot","2017","Apr","30","budburst"
"Arterra","Dark_Horse","G","Pinot Noir","2017","May","02","budburst"
"Arterra","Dark_Horse","H","Riesling","2017","May","01","budburst"
"Arterra","Dark_Horse","I","Pinot Blanc","2017","May","03","budburst"
"Arterra","Dark_Horse","J","Merlot","2017","May","01","budburst"
"Arterra","Dark_Horse","K","Merlot","2017","Apr","30","budburst"
"Arterra","Dark_Horse","L","Muscat","2017","May","01","budburst"
"Arterra","Dark_Horse","M","Marsanne","2017","May","03","budburst"
"Arterra","Dark_Horse","N","Chardonnay","2017","May","01","budburst"
"Arterra","Driver","1","Merlot","2017","Apr","29","budburst"
"Arterra","Driver","2","Merlot","2017","Apr","29","budburst"
"Arterra","Driver","3","Shiraz","2017","Apr","26","budburst"
"Arterra","Fairbrother","1","Merlot","2017","May","02","budburst"
"Arterra","Fairbrother","2","Merlot","2017","May","02","budburst"
"Arterra","Fairbrother ","3","Merlot","2017","May","02","budburst"
"Arterra","HMV","A","Fallow","2017","May","05","budburst"
"Arterra","HMV","B","Fallow","2017","May","04","budburst"
"Arterra","HMV","D","Fallow","2017","May","05","budburst"
"Arterra","HMV","E","Fallow","2017","May","04","budburst"
"Arterra","HMV","F1","Chardonnay","2017","May","04","budburst"
"Arterra","HMV","F2","Chardonnay","2017","May","04","budburst"
"Arterra","HMV","G1","Gewurtztraminer","2017","May","03","budburst"
"Arterra","HMV","G2","Gewurtztraminer","2017","May","03","budburst"
"Arterra","HMV","H","Chardonnay","2017","May","04","budburst"
"Arterra","HMV","J","Chardonnay","2017","May","04","budburst"
"Arterra","HMV","K","Gewurtztraminer","2017","May","05","budburst"
"Arterra","HMV","N","Gamay Noir","2017","May","05","budburst"
"Arterra","HMV","O","Pinot Noir","2017","May","05","budburst"
"Arterra","HMV","P","Gewurtztraminer","2017","May","05","budburst"
"Arterra","HMV","Q","Gewurtztraminer","2017","May","05","budburst"
"Arterra","HMV","R","Pinot Blanc","2017","May","08","budburst"
"Arterra","HMV","S","Gewurtztraminer","2017","May","05","budburst"
"Arterra","HMV","T","Gewurtztraminer","2017","May","05","budburst"
"Arterra","Jentsch","B","Pinot Noir","2017","May","05","budburst"
"Arterra","Jentsch","E","Cabernet Franc","2017","May","02","budburst"
"Arterra","Larose","Souto - 1","Cabernet Franc","2017","May","04","budburst"
"Arterra","Larose","Souto - 2","Merlot","2017","May","05","budburst"
"Arterra","Larose","Souto - 3","Merlot","2017","May","02","budburst"
"Arterra","Larose","Souto - 4","Merlot","2017","May","04","budburst"
"Arterra","Larose","Souto - 5","Cabernet Sauvignon","2017","May","03","budburst"
"Arterra","Larose","Souto - 6","Cabernet Sauvignon","2017","May","03","budburst"
"Arterra","Larose","Souto - 7","Cabernet Sauvignon","2017","May","04","budburst"
"Arterra","Larose","Thompson - 1","Petit Verdot","2017","Apr","30","budburst"
"Arterra","Larose","Thompson - 3","Merlot","2017","May","02","budburst"
"Arterra","Larose","Thompson - 5","Merlot","2017","May","02","budburst"
"Arterra","McIntyre","E","Sauvignon Blanc","2017","Apr","29","budburst"
"Arterra","McIntyre","F","Sauvignon Blanc","2017","Apr","26","budburst"
"Arterra","McIntyre","G","Gewurtztraminer","2017","Apr","26","budburst"
"Arterra","McIntyre","H","Pinot Gris","2017","Apr","24","budburst"
"Arterra","McIntyre","J","Chardonnay","2017","Apr","29","budburst"
"Arterra","McIntyre","K","Petit Verdot","2017","Apr","26","budburst"
"Arterra","McIntyre","L","Malbec","2017","Apr","29","budburst"
"Arterra","NK_MIP","A","Merlot","2017","May","06","budburst"
"Arterra","NK_MIP","B","Cabernet Sauvignon","2017","May","04","budburst"
"Arterra","NK_MIP","C","Shiraz","2017","May","08","budburst"
"Arterra","NK_MIP","D","Cabernet Franc","2017","May","08","budburst"
"Arterra","NK_MIP","E","Merlot","2017","May","04","budburst"
"Arterra","NK_MIP","F","Shiraz","2017","May","03","budburst"
"Arterra","NK_MIP","G","Merlot","2017","May","08","budburst"
"Arterra","Perfect Hedge","A","Viognier","2017","May","08","budburst"
"Arterra","Perfect Hedge","B","Malbec","2017","May","05","budburst"
"Arterra","Perfect Hedge","C","Shiraz","2017","May","08","budburst"
"Arterra","Perfect Hedge","D","Merlot","2017","May","05","budburst"
"Arterra","Perfect Hedge","E","Cabernet Sauvignon","2017","May","08","budburst"
"Arterra","Plut","A","Chardonnay","2017","May","08","budburst"
"Arterra","Plut","B","Pinot Gris","2017","May","08","budburst"
"Arterra","Plut","C","Malbec","2017","May","08","budburst"
"Arterra","Plut","D","Petit Verdot","2017","May","08","budburst"
"Arterra","Plut","G","Merlot","2017","May","08","budburst"
"Arterra","Plut","H","Merlot","2017","May","08","budburst"
"Arterra","Sumac","A","Gewurtztraminer","2017","May","05","budburst"
"Arterra","Thomas","B","Chardonnay","2017","May","03","budburst"
"Arterra","Thomas","C","Pinot Gris","2017","May","05","budburst"
"Arterra","Thomas","D","Pinot Gris","2017","May","03","budburst"
"Arterra","Thomas","E","Chardonnay","2017","May","02","budburst"
"Arterra","Thomas","F","Chardonnay","2017","May","03","budburst"
"Arterra","Thomas","G","Pinot Gris","2017","May","04","budburst"
"Arterra","Thomas","H","Pinot Gris","2017","May","03","budburst"
"Arterra","Thomas","I","Chardonnay","2017","May","05","budburst"
"Arterra","Thomas","J","Pinot Gris","2017","May","05","budburst"
"Arterra","Thomas","L","Chardonnay","2017","May","05","budburst"
"Arterra","Thomas","M","Viognier","2017","May","04","budburst"
"Arterra","Thomas","N","Viognier","2017","May","06","budburst"
"Arterra","Thomas","O","Pinot Gris","2017","May","06","budburst"
"Arterra","Thomas","P","Pinot Gris","2017","May","04","budburst"
"Arterra","Thomas","Q","Pinot Gris","2017","May","04","budburst"
"Arterra","Bearcub","A","Shiraz","2016","Apr","08","budburst"
"Arterra","Bearcub","B","Cabernet Sauvignon","2016","Apr","16","budburst"
"Arterra","Bearcub","C","Cabernet Sauvignon","2016","Apr","16","budburst"
"Arterra","Bearcub","D","Cabernet Sauvignon","2016","Apr","16","budburst"
"Arterra","Bearcub","E","Cabernet Sauvignon","2016","Apr","17","budburst"
"Arterra","Bearcub","F","Shiraz","2016","Apr","10","budburst"
"Arterra","Bearcub","G","Merlot","2016","Apr","17","budburst"
"Arterra","Bearcub","H","Merlot","2016","Apr","16","budburst"
"Arterra","Bearcub","I","Cabernet Franc","2016","Apr","09","budburst"
"Arterra","Bearcub","K","Zinfandel","2016","Apr","12","budburst"
"Arterra","Bearcub","L","Pinot Noir","2016","Apr","09","budburst"
"Arterra","Bearcub","M","Sauvignon Blanc","2016","Apr","08","budburst"
"Arterra","Bearcub","N","Sauvignon Blanc","2016","Apr","10","budburst"
"Arterra","Bearcub","O","Shiraz","2016","Apr","10","budburst"
"Arterra","Bearcub","P","Pinot Noir","2016","Apr","09","budburst"
"Arterra","Bearcub","Q","Cabernet Sauvignon","2016","Apr","15","budburst"
"Arterra","Bearcub","R","Sauvignon Blanc","2016","Apr","10","budburst"
"Arterra","BSV1","4C","Merlot","2016","Apr","13","budburst"
"Arterra","BSV1","4D","Chardonnay","2016","Apr","11","budburst"
"Arterra","BSV1","4F","Semillon","2016","Apr","13","budburst"
"Arterra","BSV1","4G","Cabernet Franc","2016","Apr","09","budburst"
"Arterra","BSV1","5A","Merlot","2016","Apr","13","budburst"
"Arterra","BSV1","5B1","Malbec","2016","Apr","16","budburst"
"Arterra","BSV1","5B2","Zinfandel","2016","Apr","18","budburst"
"Arterra","BSV1","5B3","Tempranillo","2016","Apr","17","budburst"
"Arterra","BSV1","5C","Chardonnay","2016","Apr","11","budburst"
"Arterra","BSV2","A","Shiraz","2016","Apr","13","budburst"
"Arterra","BSV2","A2","Cabernet Franc","2016","Apr","09","budburst"
"Arterra","BSV2","B","Merlot","2016","Apr","13","budburst"
"Arterra","BSV2","C","Shiraz","2016","Apr","13","budburst"
"Arterra","BSV2","D","Cabernet Sauvignon","2016","Apr","15","budburst"
"Arterra","BSV2","E","Merlot","2016","Apr","13","budburst"
"Arterra","Bullpine","A","Merlot","2016","Apr","13","budburst"
"Arterra","Bullpine","B","Merlot","2016","Apr","11","budburst"
"Arterra","Bullpine","C","Merlot","2016","Apr","13","budburst"
"Arterra","Bullpine","D","Merlot","2016","Apr","13","budburst"
"Arterra","Bullpine","E","Shiraz","2016","Apr","10","budburst"
"Arterra","Bullpine","F","Merlot","2016","Apr","13","budburst"
"Arterra","Bullpine","G","Merlot","2016","Apr","14","budburst"
"Arterra","Bullpine","H","Shiraz","2016","Apr","10","budburst"
"Arterra","Bullpine","I","Viognier","2016","Apr","10","budburst"
"Arterra","Bullpine","J","Merlot","2016","Apr","10","budburst"
"Arterra","Bullpine","K","Merlot","2016","Apr","12","budburst"
"Arterra","Bullpine","L","Shiraz","2016","Apr","12","budburst"
"Arterra","Bullpine","N","Pinot Noir","2016","Apr","13","budburst"
"Arterra","Bullpine","O","Merlot","2016","Apr","19","budburst"
"Arterra","Bullpine","P","Cabernet Sauvignon","2016","Apr","12","budburst"
"Arterra","Bullpine","R","Cabernet Sauvignon","2016","Apr","12","budburst"
"Arterra","Bullpine","S","Cabernet Sauvignon","2016","Apr","15","budburst"
"Arterra","Bullpine","T","Cabernet Sauvignon","2016","Apr","13","budburst"
"Arterra","Bullpine","U","Merlot","2016","Apr","11","budburst"
"Arterra","Bullpine","V","Cabernet Sauvignon","2016","Apr","13","budburst"
"Arterra","Bullpine","W","Cabernet Sauvignon","2016","Apr","12","budburst"
"Arterra","Bullpine","X","Pinot Noir","2016","Apr","11","budburst"
"Arterra","Bullpine","Y","Sauvignon Blanc","2016","Apr","14","budburst"
"Arterra","Bullpine","Z1","Merlot","2016","Apr","12","budburst"
"Arterra","Bullpine","Z2","Shiraz","2016","Apr","11","budburst"
"Arterra","Dark_Horse","A","Tempranillo","2016","Apr","14","budburst"
"Arterra","Dark_Horse","B","Chardonnay","2016","Apr","10","budburst"
"Arterra","Dark_Horse","C","Cabernet Sauvignon","2016","Apr","15","budburst"
"Arterra","Dark_Horse","D","Cabernet Franc","2016","Apr","13","budburst"
"Arterra","Dark_Horse","E","Chardonnay","2016","Apr","10","budburst"
"Arterra","Dark_Horse","F","Merlot","2016","Apr","14","budburst"
"Arterra","Dark_Horse","G","Pinot Noir","2016","Apr","15","budburst"
"Arterra","Dark_Horse","H","Riesling","2016","Apr","11","budburst"
"Arterra","Dark_Horse","I","Pinot Blanc","2016","Apr","15","budburst"
"Arterra","Dark_Horse","J","Merlot","2016","Apr","15","budburst"
"Arterra","Dark_Horse","K","Merlot","2016","Apr","15","budburst"
"Arterra","Dark_Horse","L","Muscat","2016","Apr","16","budburst"
"Arterra","Dark_Horse","M","Marsanne","2016","Apr","15","budburst"
"Arterra","Dark_Horse","N","Chardonnay","2016","Apr","10","budburst"
"Arterra","Driver","1","Merlot","2016","Apr","11","budburst"
"Arterra","Driver","2","Merlot","2016","Apr","11","budburst"
"Arterra","Driver","3","Shiraz","2016","Apr","13","budburst"
"Arterra","Fairbrother","1","Merlot","2016","Apr","13","budburst"
"Arterra","Fairbrother","2","Merlot","2016","Apr","13","budburst"
"Arterra","Fairbrother ","3","Merlot","2016","Apr","13","budburst"
"Arterra","HMV","A","Fallow","2016","Apr","16","budburst"
"Arterra","HMV","B","Fallow","2016","Apr","14","budburst"
"Arterra","HMV","D","Fallow","2016","Apr","15","budburst"
"Arterra","HMV","E","Fallow","2016","Apr","15","budburst"
"Arterra","HMV","F1","Chardonnay","2016","Apr","16","budburst"
"Arterra","HMV","F2","Chardonnay","2016","Apr","14","budburst"
"Arterra","HMV","G1","Gewurtztraminer","2016","Apr","16","budburst"
"Arterra","HMV","G2","Gewurtztraminer","2016","Apr","16","budburst"
"Arterra","HMV","H","Chardonnay","2016","Apr","14","budburst"
"Arterra","HMV","J","Chardonnay","2016","Apr","14","budburst"
"Arterra","HMV","K","Gewurtztraminer","2016","Apr","15","budburst"
