"company","vineyard","block","variety","year","month","day","event"
"Arterra","Bearcub","A","Shiraz","2004","Apr","12","budburst"
"Arterra","Bearcub","B","Cabernet Sauvignon","2004","Apr","13","budburst"
"Arterra","Bearcub","C","Cabernet Sauvignon","2004","Apr","13","budburst"
"Arterra","Bearcub","D","Cabernet Sauvignon","2004","Apr","13","budburst"
"Arterra","Bearcub","E","Cabernet Sauvignon","2004","Apr","13","budburst"
"Arterra","Bearcub","F","Shiraz","2004","Apr","08","budburst"
"Arterra","Bearcub","G","Merlot","2004","Apr","12","budburst"
"Arterra","Bearcub","H","Merlot","2004","Apr","12","budburst"
"Arterra","Bearcub","I","Cabernet Franc","2004","Apr","10","budburst"
"Arterra","Bearcub","J","Shiraz","2004","Apr","08","budburst"
"Arterra","Bearcub","K","Zinfandel","2004","Apr","14","budburst"
"Arterra","Bearcub","L","Pinot Noir","2004","Apr","11","budburst"
"Arterra","Bearcub","M","Sauvignon Blanc","2004","Apr","10","budburst"
"Arterra","Bearcub","N","Sauvignon Blanc","2004","Apr","10","budburst"
"Arterra","Bearcub","O","Shiraz","2004","Apr","08","budburst"
"Arterra","Bearcub","P","Pinot Noir","2004","Apr","11","budburst"
"Arterra","Bearcub","Q","Cabernet Sauvignon","2004","Apr","13","budburst"
"Arterra","Bearcub","R","Sauvignon Blanc","2004","Apr","12","budburst"
"Arterra","Bullpine","A","Merlot","2004","Apr","11","budburst"
"Arterra","Bullpine","B","Merlot","2004","Apr","11","budburst"
"Arterra","Bullpine","C","Merlot","2004","Apr","11","budburst"
"Arterra","Bullpine","D","Merlot","2004","Apr","11","budburst"
"Arterra","Bullpine","E","Shiraz","2004","May","20","budburst"
"Arterra","Bullpine","F","Merlot","2004","Apr","12","budburst"
"Arterra","Bullpine","G","Merlot","2004","Apr","12","budburst"
"Arterra","Bullpine","H","Shiraz","2004","Apr","16","budburst"
"Arterra","Bullpine","I","Viognier","2004","Apr","11","budburst"
"Arterra","Bullpine","J","Merlot","2004","Apr","09","budburst"
"Arterra","Bullpine","K","Merlot","2004","Apr","13","budburst"
"Arterra","Bullpine","L","Shiraz","2004","May","20","budburst"
"Arterra","Bullpine","M","Cabernet Sauvignon","2004","Apr","09","budburst"
"Arterra","Bullpine","N","Pinot Noir","2004","Apr","11","budburst"
"Arterra","Bullpine","O","Merlot","2004","Apr","12","budburst"
"Arterra","Bullpine","P","Cabernet Sauvignon","2004","Apr","13","budburst"
"Arterra","Bullpine","R","Cabernet Sauvignon","2004","Apr","09","budburst"
"Arterra","Bullpine","S","Cabernet Sauvignon","2004","Apr","13","budburst"
"Arterra","Bullpine","T","Cabernet Sauvignon","2004","Apr","13","budburst"
"Arterra","Bullpine","U","Merlot","2004","Apr","11","budburst"
"Arterra","Bullpine","V","Cabernet Sauvignon","2004","Apr","13","budburst"
"Arterra","Bullpine","W","Cabernet Sauvignon","2004","Apr","13","budburst"
"Arterra","Bullpine","X","Pinot Noir","2004","Apr","14","budburst"
"Arterra","Bullpine","Y","Sauvignon Blanc","2004","Apr","11","budburst"
"Arterra","Bullpine","Z1","Merlot","2004","Apr","15","budburst"
"Arterra","Bullpine","Z2","Shiraz","2004","Apr","13","budburst"
"Arterra","HMV","A","Fallow","2004","Apr","11","budburst"
"Arterra","HMV","D","Fallow","2004","Apr","11","budburst"
"Arterra","HMV","E","Fallow","2004","Apr","15","budburst"
"Arterra","HMV","F2","Chardonnay","2004","Apr","14","budburst"
"Arterra","HMV","G2","Gewurtztraminer","2004","Apr","06","budburst"
"Arterra","HMV","H","Chardonnay","2004","Apr","09","budburst"
"Arterra","HMV","J","Chardonnay","2004","Apr","12","budburst"
"Arterra","HMV","K","Gewurtztraminer","2004","Apr","10","budburst"
"Arterra","HMV","M","Muscat","2004","Apr","10","budburst"
"Arterra","HMV","N","Gamay Noir","2004","Apr","11","budburst"
"Arterra","HMV","O","Pinot Noir","2004","Apr","14","budburst"
"Arterra","HMV","P","Gewurtztraminer","2004","Apr","10","budburst"
"Arterra","HMV","Q","Gewurtztraminer","2004","Apr","08","budburst"
"Arterra","HMV","R","Pinot Blanc","2004","Apr","09","budburst"
"Arterra","HMV","S","Gewurtztraminer","2004","Apr","06","budburst"
"Arterra","HMV","T","Gewurtztraminer","2004","Apr","08","budburst"
"Arterra","Jentsch","B","Pinot Noir","2004","Apr","15","budburst"
"Arterra","Jentsch","C","Pinot Gris","2004","Apr","15","budburst"
"Arterra","Jentsch","D","Gewurtztraminer","2004","Apr","15","budburst"
"Arterra","Jentsch","E","Cabernet Franc","2004","Apr","12","budburst"
"Arterra","Larose","Souto - 1","Cabernet Franc","2004","Apr","13","budburst"
"Arterra","Larose","Souto - 2","Merlot","2004","Apr","13","budburst"
"Arterra","Larose","Souto - 3","Merlot","2004","Apr","10","budburst"
"Arterra","Larose","Souto - 4","Merlot","2004","Apr","11","budburst"
"Arterra","Larose","Souto - 5","Cabernet Sauvignon","2004","Apr","10","budburst"
"Arterra","Larose","Souto - 6","Cabernet Sauvignon","2004","Apr","15","budburst"
"Arterra","Larose","Souto - 7","Cabernet Sauvignon","2004","Apr","15","budburst"
"Arterra","Larose","Thompson - 1","Petit Verdot","2004","Apr","10","budburst"
"Arterra","Larose","Thompson - 2","Malbec","2004","Apr","14","budburst"
"Arterra","Larose","Thompson - 3","Merlot","2004","Apr","12","budburst"
"Arterra","Larose","Thompson - 4","Merlot","2004","Apr","23","budburst"
"Arterra","Larose","Thompson - 5","Merlot","2004","Apr","13","budburst"
"Arterra","McIntyre","E","Sauvignon Blanc","2004","Apr","06","budburst"
"Arterra","McIntyre","F","Sauvignon Blanc","2004","Apr","06","budburst"
"Arterra","Thomas","B","Chardonnay","2004","Apr","16","budburst"
"Arterra","Thomas","C","Pinot Gris","2004","Apr","16","budburst"
"Arterra","Thomas","D","Pinot Gris","2004","Apr","10","budburst"
"Arterra","Thomas","E","Chardonnay","2004","Apr","11","budburst"
"Arterra","Thomas","F","Chardonnay","2004","Apr","11","budburst"
"Arterra","Thomas","G","Pinot Gris","2004","Apr","18","budburst"
"Arterra","Thomas","H","Pinot Gris","2004","Apr","18","budburst"
"Arterra","Thomas","I","Chardonnay","2004","Apr","11","budburst"
"Arterra","Thomas","J","Pinot Gris","2004","Apr","10","budburst"
"Arterra","Thomas","L","Chardonnay","2004","Apr","14","budburst"
"Arterra","Thomas","M","Viognier","2004","Apr","10","budburst"
"Arterra","Thomas","N","Viognier","2004","Apr","14","budburst"
"Arterra","Thomas","O","Pinot Gris","2004","Apr","14","budburst"
"Arterra","Thomas","P","Pinot Gris","2004","Apr","14","budburst"
"Arterra","Thomas","Q","Pinot Gris","2004","Apr","12","budburst"
"Arterra","Thomas","S","Pinot Gris","2004","Apr","13","budburst"
"Arterra","Whitetail","A","Semillon","2004","Apr","10","budburst"
"Arterra","Bearcub","A","Shiraz","2003","Apr","25","budburst"
"Arterra","Bearcub","B","Cabernet Sauvignon","2003","Apr","26","budburst"
"Arterra","Bearcub","C","Cabernet Sauvignon","2003","Apr","26","budburst"
"Arterra","Bearcub","D","Cabernet Sauvignon","2003","Apr","26","budburst"
"Arterra","Bearcub","E","Cabernet Sauvignon","2003","Apr","26","budburst"
"Arterra","Bearcub","F","Shiraz","2003","Apr","20","budburst"
"Arterra","Bearcub","G","Merlot","2003","Apr","28","budburst"
"Arterra","Bearcub","H","Merlot","2003","Apr","30","budburst"
"Arterra","Bearcub","I","Cabernet Franc","2003","Apr","23","budburst"
"Arterra","Bearcub","J","Shiraz","2003","Apr","20","budburst"
"Arterra","Bearcub","K","Zinfandel","2003","Apr","25","budburst"
"Arterra","Bearcub","L","Pinot Noir","2003","Apr","22","budburst"
"Arterra","Bearcub","M","Sauvignon Blanc","2003","Apr","23","budburst"
"Arterra","Bearcub","N","Sauvignon Blanc","2003","Apr","21","budburst"
"Arterra","Bearcub","O","Shiraz","2003","Apr","20","budburst"
"Arterra","Bearcub","P","Pinot Noir","2003","Apr","22","budburst"
"Arterra","Bearcub","Q","Cabernet Sauvignon","2003","Apr","26","budburst"
"Arterra","Bearcub","R","Sauvignon Blanc","2003","Apr","23","budburst"
"Arterra","Bullpine","A","Merlot","2003","Apr","22","budburst"
"Arterra","Bullpine","B","Merlot","2003","Apr","22","budburst"
"Arterra","Bullpine","C","Merlot","2003","Apr","22","budburst"
"Arterra","Bullpine","D","Merlot","2003","Apr","22","budburst"
"Arterra","Bullpine","E","Shiraz","2003","Apr","20","budburst"
"Arterra","Bullpine","F","Merlot","2003","Apr","22","budburst"
"Arterra","Bullpine","G","Merlot","2003","Apr","22","budburst"
"Arterra","Bullpine","I","Viognier","2003","Apr","22","budburst"
"Arterra","Bullpine","J","Merlot","2003","Apr","20","budburst"
"Arterra","Bullpine","K","Merlot","2003","Apr","22","budburst"
"Arterra","Bullpine","L","Shiraz","2003","Apr","20","budburst"
"Arterra","Bullpine","M","Cabernet Sauvignon","2003","Apr","20","budburst"
"Arterra","Bullpine","N","Pinot Noir","2003","Apr","20","budburst"
"Arterra","Bullpine","O","Merlot","2003","Apr","24","budburst"
"Arterra","Bullpine","P","Cabernet Sauvignon","2003","Apr","23","budburst"
"Arterra","Bullpine","R","Cabernet Sauvignon","2003","Apr","20","budburst"
"Arterra","Bullpine","S","Cabernet Sauvignon","2003","Apr","23","budburst"
"Arterra","Bullpine","T","Cabernet Sauvignon","2003","Apr","23","budburst"
"Arterra","Bullpine","U","Merlot","2003","Apr","24","budburst"
"Arterra","Bullpine","V","Cabernet Sauvignon","2003","Apr","23","budburst"
"Arterra","Bullpine","W","Cabernet Sauvignon","2003","Apr","23","budburst"
"Arterra","Bullpine","X","Pinot Noir","2003","Apr","20","budburst"
"Arterra","Bullpine","Y","Sauvignon Blanc","2003","Apr","20","budburst"
"Arterra","Bullpine","Z1","Merlot","2003","Apr","22","budburst"
"Arterra","Bullpine","Z2","Shiraz","2003","Apr","20","budburst"
"Arterra","HMV","A","Fallow","2003","May","03","budburst"
"Arterra","HMV","D","Fallow","2003","May","03","budburst"
"Arterra","HMV","E","Fallow","2003","Apr","30","budburst"
"Arterra","HMV","F2","Chardonnay","2003","Apr","25","budburst"
"Arterra","HMV","G2","Gewurtztraminer","2003","Apr","30","budburst"
"Arterra","HMV","H","Chardonnay","2003","Apr","25","budburst"
"Arterra","HMV","J","Chardonnay","2003","Apr","25","budburst"
"Arterra","HMV","K","Gewurtztraminer","2003","Apr","30","budburst"
"Arterra","HMV","M","Muscat","2003","Apr","30","budburst"
"Arterra","HMV","N","Gamay Noir","2003","May","03","budburst"
"Arterra","HMV","O","Pinot Noir","2003","May","03","budburst"
"Arterra","HMV","P","Gewurtztraminer","2003","Apr","30","budburst"
"Arterra","HMV","Q","Gewurtztraminer","2003","Apr","30","budburst"
"Arterra","HMV","S","Gewurtztraminer","2003","Apr","30","budburst"
"Arterra","HMV","T","Gewurtztraminer","2003","Apr","30","budburst"
"Arterra","Jentsch","B","Pinot Noir","2003","Apr","28","budburst"
"Arterra","Jentsch","C","Pinot Gris","2003","Apr","28","budburst"
"Arterra","Jentsch","D","Gewurtztraminer","2003","Apr","28","budburst"
"Arterra","Jentsch","E","Cabernet Franc","2003","Apr","21","budburst"
"Arterra","Larose","Souto - 1","Cabernet Franc","2003","Apr","24","budburst"
"Arterra","Larose","Souto - 2","Merlot","2003","Apr","24","budburst"
"Arterra","Larose","Souto - 3","Merlot","2003","Apr","24","budburst"
"Arterra","Larose","Souto - 4","Merlot","2003","Apr","22","budburst"
"Arterra","Larose","Souto - 5","Cabernet Sauvignon","2003","Apr","21","budburst"
"Arterra","Larose","Souto - 6","Cabernet Sauvignon","2003","Apr","25","budburst"
"Arterra","Larose","Souto - 7","Cabernet Sauvignon","2003","Apr","25","budburst"
"Arterra","Larose","Thompson - 1","Petit Verdot","2003","Apr","21","budburst"
"Arterra","Larose","Thompson - 2","Malbec","2003","Apr","22","budburst"
"Arterra","Larose","Thompson - 3","Merlot","2003","Apr","23","budburst"
"Arterra","Larose","Thompson - 4","Merlot","2003","Apr","23","budburst"
"Arterra","Larose","Thompson - 5","Merlot","2003","Apr","25","budburst"
"Arterra","Thomas","B","Chardonnay","2003","Apr","26","budburst"
"Arterra","Thomas","C","Pinot Gris","2003","Apr","26","budburst"
"Arterra","Thomas","D","Pinot Gris","2003","Apr","22","budburst"
"Arterra","Thomas","E","Chardonnay","2003","Apr","22","budburst"
"Arterra","Thomas","F","Chardonnay","2003","Apr","22","budburst"
"Arterra","Thomas","J","Pinot Gris","2003","Apr","22","budburst"
"Arterra","Thomas","L","Chardonnay","2003","Apr","28","budburst"
"Arterra","Thomas","M","Viognier","2003","Apr","22","budburst"
"Arterra","Thomas","N","Viognier","2003","Apr","28","budburst"
"Arterra","Thomas","O","Pinot Gris","2003","Apr","28","budburst"
"Arterra","Thomas","P","Pinot Gris","2003","Apr","28","budburst"
"Arterra","Bearcub","A","Shiraz","2002","Apr","30","budburst"
"Arterra","Bearcub","B","Cabernet Sauvignon","2002","Apr","30","budburst"
"Arterra","Bearcub","C","Cabernet Sauvignon","2002","Apr","30","budburst"
"Arterra","Bearcub","D","Cabernet Sauvignon","2002","Apr","30","budburst"
"Arterra","Bearcub","E","Cabernet Sauvignon","2002","Apr","30","budburst"
"Arterra","Bearcub","F","Shiraz","2002","May","01","budburst"
"Arterra","Bearcub","G","Merlot","2002","Apr","30","budburst"
"Arterra","Bearcub","H","Merlot","2002","Apr","29","budburst"
"Arterra","Bearcub","I","Cabernet Franc","2002","Apr","29","budburst"
"Arterra","Bearcub","J","Shiraz","2002","Apr","29","budburst"
"Arterra","Bearcub","K","Zinfandel","2002","Apr","29","budburst"
"Arterra","Bearcub","L","Pinot Noir","2002","Apr","29","budburst"
"Arterra","Bearcub","M","Sauvignon Blanc","2002","Apr","29","budburst"
"Arterra","Bearcub","N","Sauvignon Blanc","2002","Apr","29","budburst"
"Arterra","Bearcub","O","Shiraz","2002","Apr","29","budburst"
"Arterra","Bearcub","P","Pinot Noir","2002","Apr","29","budburst"
"Arterra","Bearcub","Q","Cabernet Sauvignon","2002","Apr","29","budburst"
"Arterra","Bearcub","R","Sauvignon Blanc","2002","Apr","30","budburst"
"Arterra","Bullpine","A","Merlot","2002","Apr","29","budburst"
"Arterra","Bullpine","B","Merlot","2002","Apr","28","budburst"
"Arterra","Bullpine","C","Merlot","2002","Apr","30","budburst"
"Arterra","Bullpine","D","Merlot","2002","Apr","30","budburst"
"Arterra","Bullpine","E","Shiraz","2002","Apr","30","budburst"
"Arterra","Bullpine","F","Merlot","2002","Apr","30","budburst"
"Arterra","Bullpine","G","Merlot","2002","Apr","30","budburst"
"Arterra","Bullpine","H","Shiraz","2002","Apr","29","budburst"
"Arterra","Bullpine","I","Viognier","2002","Apr","29","budburst"
"Arterra","Bullpine","J","Merlot","2002","Apr","29","budburst"
"Arterra","Bullpine","K","Merlot","2002","Apr","29","budburst"
"Arterra","Bullpine","L","Shiraz","2002","Apr","29","budburst"
"Arterra","Bullpine","M","Cabernet Sauvignon","2002","Apr","29","budburst"
"Arterra","Bullpine","N","Pinot Noir","2002","Apr","28","budburst"
"Arterra","Bullpine","O","Merlot","2002","Apr","28","budburst"
"Arterra","Bullpine","P","Cabernet Sauvignon","2002","Apr","29","budburst"
"Arterra","Bullpine","R","Cabernet Sauvignon","2002","Apr","28","budburst"
"Arterra","Bullpine","S","Cabernet Sauvignon","2002","Apr","28","budburst"
"Arterra","Bullpine","T","Cabernet Sauvignon","2002","Apr","29","budburst"
"Arterra","Bullpine","U","Merlot","2002","Apr","29","budburst"
"Arterra","Bullpine","V","Cabernet Sauvignon","2002","May","01","budburst"
"Arterra","Bullpine","W","Cabernet Sauvignon","2002","Apr","29","budburst"
"Arterra","Bullpine","X","Pinot Noir","2002","Apr","30","budburst"
"Arterra","Bullpine","Y","Sauvignon Blanc","2002","Apr","30","budburst"
"Arterra","Bullpine","Z1","Merlot","2002","Apr","30","budburst"
"Arterra","Bullpine","Z2","Shiraz","2002","Apr","30","budburst"
"Arterra","HMV","A","Fallow","2002","May","08","budburst"
"Arterra","HMV","D","Fallow","2002","May","09","budburst"
"Arterra","HMV","E","Fallow","2002","May","09","budburst"
"Arterra","HMV","F2","Chardonnay","2002","May","09","budburst"
"Arterra","HMV","G2","Gewurtztraminer","2002","May","07","budburst"
"Arterra","HMV","H","Chardonnay","2002","May","06","budburst"
"Arterra","HMV","J","Chardonnay","2002","May","06","budburst"
"Arterra","HMV","K","Gewurtztraminer","2002","May","08","budburst"
"Arterra","HMV","M","Muscat","2002","May","09","budburst"
"Arterra","HMV","N","Gamay Noir","2002","May","09","budburst"
"Arterra","HMV","O","Pinot Noir","2002","May","09","budburst"
"Arterra","HMV","P","Gewurtztraminer","2002","May","08","budburst"
"Arterra","HMV","Q","Gewurtztraminer","2002","May","07","budburst"
"Arterra","HMV","T","Gewurtztraminer","2002","May","08","budburst"
"Arterra","Jentsch","B","Pinot Noir","2002","Apr","28","budburst"
"Arterra","Jentsch","C","Pinot Gris","2002","Apr","28","budburst"
"Arterra","Jentsch","D","Gewurtztraminer","2002","Apr","28","budburst"
"Arterra","Jentsch","E","Cabernet Franc","2002","Apr","28","budburst"
"Arterra","Larose","Souto - 1","Cabernet Franc","2002","Apr","28","budburst"
"Arterra","Larose","Souto - 2","Merlot","2002","Apr","29","budburst"
"Arterra","Larose","Souto - 3","Merlot","2002","Apr","29","budburst"
"Arterra","Larose","Souto - 4","Merlot","2002","Apr","28","budburst"
"Arterra","Larose","Souto - 5","Cabernet Sauvignon","2002","Apr","29","budburst"
"Arterra","Larose","Souto - 6","Cabernet Sauvignon","2002","May","01","budburst"
"Arterra","Larose","Souto - 7","Cabernet Sauvignon","2002","Apr","30","budburst"
"Arterra","Larose","Thompson - 1","Petit Verdot","2002","Apr","28","budburst"
"Arterra","Larose","Thompson - 2","Malbec","2002","Apr","30","budburst"
"Arterra","Larose","Thompson - 3","Merlot","2002","Apr","29","budburst"
"Arterra","Larose","Thompson - 4","Merlot","2002","Apr","28","budburst"
"Arterra","Larose","Thompson - 5","Merlot","2002","Apr","29","budburst"
"Arterra","Thomas","B","Chardonnay","2002","May","01","budburst"
"Arterra","Thomas","C","Pinot Gris","2002","May","01","budburst"
"Arterra","Whitetail","G","Merlot","2002","Apr","29","budburst"
"Arterra","Whitetail","H","Pinotage","2002","May","01","budburst"
"Arterra","Whitetail","I","Gewurtztraminer","2002","May","01","budburst"
"Arterra","Whitetail","J","Riesling","2002","May","01","budburst"
"Arterra","Whitetail","K","Gewurtztraminer","2002","May","01","budburst"
"Arterra","Whitetail","L_Bottom","Riesling","2002","May","01","budburst"
"Arterra","Whitetail","L_Top","Riesling","2002","May","01","budburst"
"Arterra","Whitetail","M","Riesling","2002","Apr","28","budburst"
"Arterra","Whitetail","N","Pinot Blanc","2002","Apr","28","budburst"
"Arterra","Whitetail","N2","Vidal","2002","Apr","28","budburst"
"Arterra","Whitetail","O","Vidal","2002","Apr","28","budburst"
"Arterra","Whitetail","OIB","Chardonnay","2002","Apr","30","budburst"
"Arterra","Whitetail","P","Pinot Gris","2002","Apr","30","budburst"
"Arterra","Bearcub","A","Shiraz","2001","Apr","25","budburst"
"Arterra","Bearcub","B","Cabernet Sauvignon","2001","Apr","28","budburst"
"Arterra","Bearcub","C","Cabernet Sauvignon","2001","May","04","budburst"
"Arterra","Bearcub","D","Cabernet Sauvignon","2001","Apr","27","budburst"
"Arterra","Bearcub","E","Cabernet Sauvignon","2001","May","03","budburst"
"Arterra","Bearcub","F","Shiraz","2001","Apr","25","budburst"
"Arterra","Bearcub","G","Merlot","2001","Apr","28","budburst"
"Arterra","Bearcub","H","Merlot","2001","Apr","28","budburst"
"Arterra","Bearcub","I","Cabernet Franc","2001","Apr","27","budburst"
"Arterra","Bearcub","J","Shiraz","2001","Apr","25","budburst"
"Arterra","Bearcub","K","Zinfandel","2001","Apr","26","budburst"
"Arterra","Bearcub","L","Pinot Noir","2001","Apr","30","budburst"
"Arterra","Bearcub","M","Sauvignon Blanc","2001","Apr","26","budburst"
"Arterra","Bearcub","N","Sauvignon Blanc","2001","Apr","28","budburst"
"Arterra","Bearcub","O","Shiraz","2001","Apr","25","budburst"
"Arterra","Bearcub","P","Pinot Noir","2001","Apr","27","budburst"
"Arterra","Bearcub","Q","Cabernet Sauvignon","2001","Apr","27","budburst"
"Arterra","Bearcub","R","Sauvignon Blanc","2001","Apr","26","budburst"
"Arterra","Bullpine","A","Merlot","2001","May","01","budburst"
"Arterra","Bullpine","B","Merlot","2001","Apr","28","budburst"
"Arterra","Bullpine","C","Merlot","2001","Apr","28","budburst"
"Arterra","Bullpine","D","Merlot","2001","Apr","28","budburst"
"Arterra","Bullpine","E","Shiraz","2001","Apr","28","budburst"
"Arterra","Bullpine","F","Merlot","2001","Apr","28","budburst"
"Arterra","Bullpine","G","Merlot","2001","Apr","25","budburst"
"Arterra","Bullpine","H","Shiraz","2001","Apr","30","budburst"
"Arterra","Bullpine","I","Viognier","2001","Apr","27","budburst"
"Arterra","Bullpine","J","Merlot","2001","Apr","25","budburst"
"Arterra","Bullpine","K","Merlot","2001","Apr","25","budburst"
"Arterra","Bullpine","L","Shiraz","2001","Apr","28","budburst"
"Arterra","Bullpine","M","Cabernet Sauvignon","2001","Apr","25","budburst"
"Arterra","Bullpine","N","Pinot Noir","2001","Apr","28","budburst"
"Arterra","Bullpine","O","Merlot","2001","May","03","budburst"
"Arterra","Bullpine","P","Cabernet Sauvignon","2001","Apr","28","budburst"
"Arterra","Bullpine","R","Cabernet Sauvignon","2001","Apr","25","budburst"
"Arterra","Bullpine","S","Cabernet Sauvignon","2001","May","05","budburst"
"Arterra","Bullpine","T","Cabernet Sauvignon","2001","Apr","25","budburst"
"Arterra","Bullpine","U","Merlot","2001","Apr","28","budburst"
"Arterra","Bullpine","V","Cabernet Sauvignon","2001","May","05","budburst"
"Arterra","Bullpine","W","Cabernet Sauvignon","2001","May","01","budburst"
"Arterra","Bullpine","X","Pinot Noir","2001","Apr","30","budburst"
"Arterra","Bullpine","Y","Sauvignon Blanc","2001","Apr","25","budburst"
"Arterra","Bullpine","Z1","Merlot","2001","May","02","budburst"
"Arterra","Bullpine","Z2","Shiraz","2001","Apr","30","budburst"
"Arterra","HMV","B","Fallow","2001","May","02","budburst"
"Arterra","HMV","E","Fallow","2001","May","07","budburst"
"Arterra","HMV","F2","Chardonnay","2001","May","06","budburst"
"Arterra","HMV","G2","Gewurtztraminer","2001","May","05","budburst"
"Arterra","HMV","H","Chardonnay","2001","May","04","budburst"
"Arterra","HMV","N","Gamay Noir","2001","May","06","budburst"
"Arterra","HMV","O","Pinot Noir","2001","May","07","budburst"
"Arterra","HMV","Q","Gewurtztraminer","2001","May","08","budburst"
"Arterra","HMV","R","Pinot Blanc","2001","May","08","budburst"
"Arterra","HMV","S","Gewurtztraminer","2001","May","08","budburst"
"Arterra","HMV","T","Gewurtztraminer","2001","May","06","budburst"
"Arterra","Whitetail","G","Merlot","2001","Apr","30","budburst"
"Arterra","Whitetail","H","Pinotage","2001","May","06","budburst"
"Arterra","Whitetail","I","Gewurtztraminer","2001","Apr","30","budburst"
"Arterra","Whitetail","J","Riesling","2001","Apr","30","budburst"
"Arterra","Whitetail","K","Gewurtztraminer","2001","May","04","budburst"
"Arterra","Whitetail","L_Bottom","Riesling","2001","May","06","budburst"
"Arterra","Whitetail","L_Top","Riesling","2001","May","04","budburst"
"Arterra","Bearcub","A","Shiraz","2018","Jun","04","bloom"
"Arterra","Bearcub","B","Cabernet Sauvignon","2018","Jun","04","bloom"
"Arterra","Bearcub","C","Cabernet Sauvignon","2018","Jun","04","bloom"
"Arterra","Bearcub","D","Cabernet Sauvignon","2018","Jun","04","bloom"
"Arterra","Bearcub","E","Cabernet Sauvignon","2018","Jun","04","bloom"
"Arterra","Bearcub","F","Shiraz","2018","Jun","04","bloom"
"Arterra","Bearcub","G","Merlot","2018","Jun","04","bloom"
"Arterra","Bearcub","H","Merlot","2018","Jun","04","bloom"
"Arterra","Bearcub","I","Cabernet Franc","2018","Jun","04","bloom"
"Arterra","Bearcub","J","Shiraz","2018","Jun","04","bloom"
"Arterra","Bearcub","K","Zinfandel","2018","Jun","04","bloom"
"Arterra","Bearcub","L","Pinot Noir","2018","Jun","04","bloom"
"Arterra","Bearcub","M","Sauvignon Blanc","2018","Jun","04","bloom"
"Arterra","Bearcub","N","Sauvignon Blanc","2018","Jun","04","bloom"
"Arterra","Bearcub","O","Shiraz","2018","Jun","04","bloom"
"Arterra","Bearcub","P","Pinot Noir","2018","May","29","bloom"
"Arterra","Bearcub","Q","Cabernet Sauvignon","2018","Jun","04","bloom"
"Arterra","Bearcub","R","Sauvignon Blanc","2018","Jun","04","bloom"
"Arterra","BSV1","4C","Merlot","2018","Jun","01","bloom"
"Arterra","BSV1","4D","Chardonnay","2018","Jun","01","bloom"
"Arterra","BSV1","4F","Semillon","2018","Jun","04","bloom"
"Arterra","BSV1","4G","Cabernet Franc","2018","Jun","02","bloom"
"Arterra","BSV1","5A","Merlot","2018","Jun","02","bloom"
"Arterra","BSV1","5B1","Malbec","2018","Jun","04","bloom"
"Arterra","BSV1","5B2","Zinfandel","2018","Jun","09","bloom"
"Arterra","BSV1","5B3","Tempranillo","2018","Jun","07","bloom"
"Arterra","BSV1","5C","Chardonnay","2018","Jun","01","bloom"
"Arterra","BSV2","A","Shiraz","2018","Jun","09","bloom"
"Arterra","BSV2","A2","Cabernet Franc","2018","Jun","03","bloom"
"Arterra","BSV2","B","Merlot","2018","May","30","bloom"
"Arterra","BSV2","C","Shiraz","2018","Jun","09","bloom"
"Arterra","BSV2","D","Cabernet Sauvignon","2018","Jun","02","bloom"
"Arterra","BSV2","E","Merlot","2018","May","31","bloom"
"Arterra","Bullpine","A","Merlot","2018","Jun","07","bloom"
"Arterra","Bullpine","B","Merlot","2018","Jun","04","bloom"
"Arterra","Bullpine","C","Merlot","2018","Jun","04","bloom"
"Arterra","Bullpine","D","Merlot","2018","Jun","04","bloom"
"Arterra","Bullpine","E","Shiraz","2018","Jun","08","bloom"
"Arterra","Bullpine","F","Merlot","2018","Jun","04","bloom"
"Arterra","Bullpine","G","Merlot","2018","Jun","06","bloom"
"Arterra","Bullpine","H","Shiraz","2018","Jun","08","bloom"
"Arterra","Bullpine","I","Viognier","2018","Jun","05","bloom"
"Arterra","Bullpine","J","Merlot","2018","Jun","05","bloom"
"Arterra","Bullpine","K","Merlot","2018","Jun","05","bloom"
"Arterra","Bullpine","L","Shiraz","2018","Jun","08","bloom"
"Arterra","Bullpine","M","Cabernet Sauvignon","2018","Jun","01","bloom"
"Arterra","Bullpine","N","Pinot Noir","2018","Jun","05","bloom"
"Arterra","Bullpine","O","Merlot","2018","Jun","06","bloom"
"Arterra","Bullpine","P","Cabernet Sauvignon","2018","Jun","01","bloom"
"Arterra","Bullpine","R","Cabernet Sauvignon","2018","Jun","05","bloom"
"Arterra","Bullpine","S","Cabernet Sauvignon","2018","Jun","05","bloom"
"Arterra","Bullpine","T","Cabernet Sauvignon","2018","Jun","05","bloom"
"Arterra","Bullpine","U","Merlot","2018","Jun","05","bloom"
"Arterra","Bullpine","V","Cabernet Sauvignon","2018","Jun","01","bloom"
"Arterra","Bullpine","W","Cabernet Sauvignon","2018","Jun","05","bloom"
"Arterra","Bullpine","X","Pinot Noir","2018","Jun","05","bloom"
"Arterra","Bullpine","Z1","Merlot","2018","Jun","06","bloom"
"Arterra","Bullpine","Z2","Shiraz","2018","Jun","05","bloom"
"Arterra","Dark_Horse","A","Tempranillo","2018","Jun","08","bloom"
"Arterra","Dark_Horse","B","Chardonnay","2018","May","30","bloom"
"Arterra","Dark_Horse","C","Cabernet Sauvignon","2018","Jun","02","bloom"
