"company","vineyard","block","variety","year","month","day","event","dates","dayofyear"
"Arterra","Bearcub","A","Shiraz","2018",4,"28","budburst","2018-4-28","118"
"Arterra","Bearcub","B","Cabernet Sauvignon","2018",5,"02","budburst","2018-5-02","122"
"Arterra","Bearcub","C","Cabernet Sauvignon","2018",5,"02","budburst","2018-5-02","122"
"Arterra","Bearcub","D","Cabernet Sauvignon","2018",5,"01","budburst","2018-5-01","121"
"Arterra","Bearcub","E","Cabernet Sauvignon","2018",5,"02","budburst","2018-5-02","122"
"Arterra","Bearcub","F","Shiraz","2018",4,"28","budburst","2018-4-28","118"
"Arterra","Bearcub","G","Merlot","2018",5,"05","budburst","2018-5-05","125"
"Arterra","Bearcub","H","Merlot","2018",5,"02","budburst","2018-5-02","122"
"Arterra","Bearcub","I","Cabernet Franc","2018",4,"27","budburst","2018-4-27","117"
"Arterra","Bearcub","J","Shiraz","2018",4,"28","budburst","2018-4-28","118"
"Arterra","Bearcub","K","Zinfandel","2018",5,"04","budburst","2018-5-04","124"
"Arterra","Bearcub","L","Pinot Noir","2018",5,"02","budburst","2018-5-02","122"
"Arterra","Bearcub","M","Sauvignon Blanc","2018",4,"28","budburst","2018-4-28","118"
"Arterra","Bearcub","N","Sauvignon Blanc","2018",4,"28","budburst","2018-4-28","118"
"Arterra","Bearcub","O","Shiraz","2018",4,"28","budburst","2018-4-28","118"
"Arterra","Bearcub","P","Pinot Noir","2018",5,"01","budburst","2018-5-01","121"
"Arterra","Bearcub","Q","Cabernet Sauvignon","2018",4,"30","budburst","2018-4-30","120"
"Arterra","Bearcub","R","Sauvignon Blanc","2018",4,"27","budburst","2018-4-27","117"
"Arterra","BSV1","4C","Merlot","2018",4,"27","budburst","2018-4-27","117"
"Arterra","BSV1","4D","Chardonnay","2018",4,"25","budburst","2018-4-25","115"
"Arterra","BSV1","4G","Cabernet Franc","2018",4,"24","budburst","2018-4-24","114"
"Arterra","BSV1","5A","Merlot","2018",4,"27","budburst","2018-4-27","117"
"Arterra","BSV1","5B1","Malbec","2018",4,"27","budburst","2018-4-27","117"
"Arterra","BSV1","5B2","Zinfandel","2018",4,"29","budburst","2018-4-29","119"
"Arterra","BSV1","5B3","Tempranillo","2018",4,"26","budburst","2018-4-26","116"
"Arterra","BSV1","5C","Chardonnay","2018",4,"25","budburst","2018-4-25","115"
"Arterra","BSV2","A","Shiraz","2018",4,"23","budburst","2018-4-23","113"
"Arterra","BSV2","A2","Cabernet Franc","2018",4,"23","budburst","2018-4-23","113"
"Arterra","BSV2","B","Merlot","2018",4,"27","budburst","2018-4-27","117"
"Arterra","BSV2","C","Shiraz","2018",4,"23","budburst","2018-4-23","113"
"Arterra","BSV2","D","Cabernet Sauvignon","2018",4,"28","budburst","2018-4-28","118"
"Arterra","BSV2","E","Merlot","2018",4,"27","budburst","2018-4-27","117"
"Arterra","Bullpine","A","Merlot","2018",4,"30","budburst","2018-4-30","120"
"Arterra","Bullpine","B","Merlot","2018",4,"28","budburst","2018-4-28","118"
"Arterra","Bullpine","C","Merlot","2018",5,"01","budburst","2018-5-01","121"
"Arterra","Bullpine","D","Merlot","2018",5,"01","budburst","2018-5-01","121"
"Arterra","Bullpine","F","Merlot","2018",5,"01","budburst","2018-5-01","121"
"Arterra","Bullpine","G","Merlot","2018",4,"30","budburst","2018-4-30","120"
"Arterra","Bullpine","H","Shiraz","2018",5,"01","budburst","2018-5-01","121"
"Arterra","Bullpine","I","Viognier","2018",4,"29","budburst","2018-4-29","119"
"Arterra","Bullpine","J","Merlot","2018",4,"29","budburst","2018-4-29","119"
"Arterra","Bullpine","L","Shiraz","2018",4,"30","budburst","2018-4-30","120"
"Arterra","Bullpine","M","Cabernet Sauvignon","2018",4,"27","budburst","2018-4-27","117"
"Arterra","Bullpine","N","Pinot Noir","2018",5,"01","budburst","2018-5-01","121"
"Arterra","Bullpine","O","Merlot","2018",4,"30","budburst","2018-4-30","120"
"Arterra","Bullpine","P","Cabernet Sauvignon","2018",5,"01","budburst","2018-5-01","121"
"Arterra","Bullpine","R","Cabernet Sauvignon","2018",5,"01","budburst","2018-5-01","121"
"Arterra","Bullpine","S","Cabernet Sauvignon","2018",4,"30","budburst","2018-4-30","120"
"Arterra","Bullpine","T","Cabernet Sauvignon","2018",4,"30","budburst","2018-4-30","120"
"Arterra","Bullpine","U","Merlot","2018",5,"01","budburst","2018-5-01","121"
"Arterra","Bullpine","V","Cabernet Sauvignon","2018",4,"30","budburst","2018-4-30","120"
"Arterra","Bullpine","W","Cabernet Sauvignon","2018",4,"30","budburst","2018-4-30","120"
"Arterra","Bullpine","X","Pinot Noir","2018",4,"29","budburst","2018-4-29","119"
"Arterra","Bullpine","Y","Sauvignon Blanc","2018",4,"28","budburst","2018-4-28","118"
"Arterra","Bullpine","Z1","Merlot","2018",5,"02","budburst","2018-5-02","122"
"Arterra","Bullpine","Z2","Shiraz","2018",5,"02","budburst","2018-5-02","122"
"Arterra","Dark_Horse","A","Tempranillo","2018",4,"28","budburst","2018-4-28","118"
"Arterra","Dark_Horse","B","Chardonnay","2018",4,"26","budburst","2018-4-26","116"
"Arterra","Dark_Horse","C","Cabernet Sauvignon","2018",4,"28","budburst","2018-4-28","118"
"Arterra","Dark_Horse","D","Cabernet Franc","2018",4,"25","budburst","2018-4-25","115"
"Arterra","Dark_Horse","E","Chardonnay","2018",4,"24","budburst","2018-4-24","114"
"Arterra","Dark_Horse","F","Merlot","2018",4,"26","budburst","2018-4-26","116"
"Arterra","Dark_Horse","G","Pinot Noir","2018",4,"24","budburst","2018-4-24","114"
"Arterra","Dark_Horse","I","Pinot Blanc","2018",4,"26","budburst","2018-4-26","116"
"Arterra","Dark_Horse","J","Merlot","2018",4,"26","budburst","2018-4-26","116"
"Arterra","Dark_Horse","K","Merlot","2018",4,"26","budburst","2018-4-26","116"
"Arterra","Dark_Horse","L","Muscat","2018",4,"27","budburst","2018-4-27","117"
"Arterra","Dark_Horse","M","Marsanne","2018",4,"25","budburst","2018-4-25","115"
"Arterra","Dark_Horse","N","Chardonnay","2018",4,"24","budburst","2018-4-24","114"
"Arterra","Driver","1","Merlot","2018",4,"30","budburst","2018-4-30","120"
"Arterra","Driver","2","Merlot","2018",4,"30","budburst","2018-4-30","120"
"Arterra","Driver","3","Shiraz","2018",4,"29","budburst","2018-4-29","119"
"Arterra","Fairbrother","1","Merlot","2018",4,"26","budburst","2018-4-26","116"
"Arterra","Fairbrother","2","Merlot","2018",4,"26","budburst","2018-4-26","116"
"Arterra","Fairbrother ","3","Merlot","2018",4,"26","budburst","2018-4-26","116"
"Arterra","HMV","F1","Chardonnay","2018",4,"30","budburst","2018-4-30","120"
"Arterra","HMV","F2","Chardonnay","2018",4,"30","budburst","2018-4-30","120"
"Arterra","HMV","G1","Gewurtztraminer","2018",5,"01","budburst","2018-5-01","121"
"Arterra","HMV","G2","Gewurtztraminer","2018",5,"01","budburst","2018-5-01","121"
"Arterra","HMV","H","Chardonnay","2018",4,"30","budburst","2018-4-30","120"
"Arterra","HMV","J","Chardonnay","2018",4,"30","budburst","2018-4-30","120"
"Arterra","HMV","K","Gewurtztraminer","2018",5,"01","budburst","2018-5-01","121"
"Arterra","HMV","M","Muscat","2018",5,"03","budburst","2018-5-03","123"
"Arterra","HMV","N","Gamay Noir","2018",5,"02","budburst","2018-5-02","122"
"Arterra","HMV","O","Pinot Noir","2018",5,"02","budburst","2018-5-02","122"
"Arterra","HMV","P","Gewurtztraminer","2018",5,"01","budburst","2018-5-01","121"
"Arterra","HMV","Q","Gewurtztraminer","2018",5,"01","budburst","2018-5-01","121"
"Arterra","HMV","R","Pinot Blanc","2018",5,"05","budburst","2018-5-05","125"
"Arterra","HMV","S","Gewurtztraminer","2018",5,"01","budburst","2018-5-01","121"
"Arterra","HMV","T","Gewurtztraminer","2018",5,"01","budburst","2018-5-01","121"
"Arterra","Jentsch","A","Merlot","2018",4,"30","budburst","2018-4-30","120"
"Arterra","Jentsch","B","Pinot Noir","2018",5,"05","budburst","2018-5-05","125"
"Arterra","Jentsch","D","Gewurtztraminer","2018",5,"05","budburst","2018-5-05","125"
"Arterra","Jentsch","E","Cabernet Franc","2018",5,"02","budburst","2018-5-02","122"
"Arterra","JTV","A","Riesling","2018",4,"30","budburst","2018-4-30","120"
"Arterra","Larose","Souto - 1","Cabernet Franc","2018",5,"05","budburst","2018-5-05","125"
"Arterra","Larose","Souto - 2","Merlot","2018",5,"04","budburst","2018-5-04","124"
"Arterra","Larose","Souto - 3","Merlot","2018",5,"02","budburst","2018-5-02","122"
"Arterra","Larose","Souto - 4","Merlot","2018",5,"06","budburst","2018-5-06","126"
"Arterra","Larose","Souto - 5","Cabernet Sauvignon","2018",5,"03","budburst","2018-5-03","123"
"Arterra","Larose","Souto - 6","Cabernet Sauvignon","2018",5,"02","budburst","2018-5-02","122"
"Arterra","Larose","Souto - 7","Cabernet Sauvignon","2018",5,"06","budburst","2018-5-06","126"
"Arterra","Larose","Thompson - 1","Petit Verdot","2018",5,"01","budburst","2018-5-01","121"
"Arterra","Larose","Thompson - 3","Merlot","2018",5,"04","budburst","2018-5-04","124"
"Arterra","Larose","Thompson - 5","Merlot","2018",5,"03","budburst","2018-5-03","123"
"Arterra","Larose","Thompson - 6","Merlot","2018",5,"01","budburst","2018-5-01","121"
"Arterra","McIntyre","A ","Riesling","2018",5,"01","budburst","2018-5-01","121"
"Arterra","McIntyre","B","Pinot Noir","2018",5,"01","budburst","2018-5-01","121"
"Arterra","McIntyre","C","Pinot Noir","2018",5,"01","budburst","2018-5-01","121"
"Arterra","McIntyre","D","Chenin Blanc","2018",5,"01","budburst","2018-5-01","121"
"Arterra","McIntyre","D2","Gewurtztraminer","2018",5,"01","budburst","2018-5-01","121"
"Arterra","McIntyre","E","Sauvignon Blanc","2018",5,"01","budburst","2018-5-01","121"
"Arterra","McIntyre","F","Sauvignon Blanc","2018",5,"01","budburst","2018-5-01","121"
"Arterra","McIntyre","G","Gewurtztraminer","2018",4,"28","budburst","2018-4-28","118"
"Arterra","McIntyre","H","Pinot Gris","2018",4,"26","budburst","2018-4-26","116"
"Arterra","McIntyre","J","Chardonnay","2018",4,"30","budburst","2018-4-30","120"
"Arterra","McIntyre","K","Petit Verdot","2018",4,"28","budburst","2018-4-28","118"
"Arterra","McIntyre","L","Malbec","2018",4,"30","budburst","2018-4-30","120"
"Arterra","McIntyre","M","Cabernet Franc","2018",4,"27","budburst","2018-4-27","117"
"Arterra","McIntyre","N","Fallow","2018",4,"28","budburst","2018-4-28","118"
"Arterra","McIntyre","O","Pinot Noir","2018",4,"28","budburst","2018-4-28","118"
"Arterra","McIntyre","P","Pinot Noir","2018",4,"28","budburst","2018-4-28","118"
"Arterra","McIntyre","Q","Cabernet Sauvignon","2018",4,"28","budburst","2018-4-28","118"
"Arterra","Naramata","A","Merlot","2018",4,"26","budburst","2018-4-26","116"
"Arterra","Naramata","B ","Merlot","2018",4,"29","budburst","2018-4-29","119"
"Arterra","Naramata","C","Malbec","2018",4,"27","budburst","2018-4-27","117"
"Arterra","Naramata","D","Cabernet Franc","2018",4,"25","budburst","2018-4-25","115"
"Arterra","Naramata","E","Petit Verdot","2018",4,"29","budburst","2018-4-29","119"
"Arterra","Naramata","F","Cabernet Sauvignon","2018",4,"29","budburst","2018-4-29","119"
"Arterra","NK_MIP","A","Merlot","2018",4,"30","budburst","2018-4-30","120"
"Arterra","NK_MIP","B","Cabernet Sauvignon","2018",4,"30","budburst","2018-4-30","120"
"Arterra","NK_MIP","C","Shiraz","2018",5,"03","budburst","2018-5-03","123"
"Arterra","NK_MIP","D","Cabernet Franc","2018",5,"02","budburst","2018-5-02","122"
"Arterra","NK_MIP","E","Merlot","2018",4,"29","budburst","2018-4-29","119"
"Arterra","NK_MIP","F","Shiraz","2018",4,"30","budburst","2018-4-30","120"
"Arterra","NK_MIP","G","Merlot","2018",5,"03","budburst","2018-5-03","123"
"Arterra","Perfect Hedge","A","Viognier","2018",5,"03","budburst","2018-5-03","123"
"Arterra","Perfect Hedge","B","Malbec","2018",4,"29","budburst","2018-4-29","119"
"Arterra","Perfect Hedge","C","Shiraz","2018",5,"03","budburst","2018-5-03","123"
"Arterra","Perfect Hedge","D","Merlot","2018",4,"29","budburst","2018-4-29","119"
"Arterra","Perfect Hedge","E","Cabernet Sauvignon","2018",4,"30","budburst","2018-4-30","120"
"Arterra","Plut","A","Chardonnay","2018",4,"30","budburst","2018-4-30","120"
"Arterra","Plut","B","Pinot Gris","2018",5,"03","budburst","2018-5-03","123"
"Arterra","Plut","C","Malbec","2018",5,"03","budburst","2018-5-03","123"
"Arterra","Plut","D","Petit Verdot","2018",5,"03","budburst","2018-5-03","123"
"Arterra","Plut","G","Merlot","2018",5,"02","budburst","2018-5-02","122"
"Arterra","Plut","H","Merlot","2018",5,"03","budburst","2018-5-03","123"
"Arterra","Sumac","A","Gewurtztraminer","2018",4,"29","budburst","2018-4-29","119"
"Arterra","Sumac","B","Gewurtztraminer","2018",5,"06","budburst","2018-5-06","126"
"Arterra","Sumac","D","Pinot Noir","2018",5,"05","budburst","2018-5-05","125"
"Arterra","Thomas","B","Chardonnay","2018",5,"02","budburst","2018-5-02","122"
"Arterra","Thomas","C","Pinot Gris","2018",5,"03","budburst","2018-5-03","123"
"Arterra","Thomas","E","Chardonnay","2018",5,"02","budburst","2018-5-02","122"
"Arterra","Thomas","F","Chardonnay","2018",4,"28","budburst","2018-4-28","118"
"Arterra","Thomas","G","Pinot Gris","2018",5,"06","budburst","2018-5-06","126"
"Arterra","Thomas","H","Pinot Gris","2018",4,"30","budburst","2018-4-30","120"
"Arterra","Thomas","I","Chardonnay","2018",5,"05","budburst","2018-5-05","125"
"Arterra","Thomas","J","Pinot Gris","2018",5,"06","budburst","2018-5-06","126"
"Arterra","Thomas","L","Chardonnay","2018",5,"07","budburst","2018-5-07","127"
"Arterra","Thomas","M","Viognier","2018",5,"03","budburst","2018-5-03","123"
"Arterra","Thomas","N","Viognier","2018",5,"07","budburst","2018-5-07","127"
"Arterra","Thomas","O","Pinot Gris","2018",5,"06","budburst","2018-5-06","126"
"Arterra","Thomas","P","Pinot Gris","2018",5,"04","budburst","2018-5-04","124"
"Arterra","Thomas","Q","Pinot Gris","2018",5,"03","budburst","2018-5-03","123"
"Arterra","Thomas","R","Pinot Noir","2018",5,"03","budburst","2018-5-03","123"
"Arterra","Thomas","S","Pinot Gris","2018",5,"03","budburst","2018-5-03","123"
"Arterra","Thomas ","K","Chardonnay","2018",5,"03","budburst","2018-5-03","123"
"Arterra","Whitetail","A","Semillon","2018",5,"03","budburst","2018-5-03","123"
"Arterra","Bearcub","A","Shiraz","2017",5,"02","budburst","2017-5-02","122"
"Arterra","Bearcub","B","Cabernet Sauvignon","2017",5,"04","budburst","2017-5-04","124"
"Arterra","Bearcub","C","Cabernet Sauvignon","2017",5,"02","budburst","2017-5-02","122"
"Arterra","Bearcub","D","Cabernet Sauvignon","2017",5,"01","budburst","2017-5-01","121"
"Arterra","Bearcub","E","Cabernet Sauvignon","2017",5,"04","budburst","2017-5-04","124"
"Arterra","Bearcub","F","Shiraz","2017",5,"04","budburst","2017-5-04","124"
"Arterra","Bearcub","G","Merlot","2017",5,"05","budburst","2017-5-05","125"
"Arterra","Bearcub","H","Merlot","2017",5,"04","budburst","2017-5-04","124"
"Arterra","Bearcub","I","Cabernet Franc","2017",5,"02","budburst","2017-5-02","122"
"Arterra","Bearcub","K","Zinfandel","2017",5,"05","budburst","2017-5-05","125"
"Arterra","Bearcub","L","Pinot Noir","2017",5,"05","budburst","2017-5-05","125"
"Arterra","Bearcub","M","Sauvignon Blanc","2017",5,"01","budburst","2017-5-01","121"
"Arterra","Bearcub","N","Sauvignon Blanc","2017",5,"01","budburst","2017-5-01","121"
"Arterra","Bearcub","O","Shiraz","2017",5,"04","budburst","2017-5-04","124"
"Arterra","Bearcub","P","Pinot Noir","2017",5,"05","budburst","2017-5-05","125"
"Arterra","Bearcub","Q","Cabernet Sauvignon","2017",5,"04","budburst","2017-5-04","124"
"Arterra","Bearcub","R","Sauvignon Blanc","2017",5,"02","budburst","2017-5-02","122"
"Arterra","BSV1","4C","Merlot","2017",5,"01","budburst","2017-5-01","121"
"Arterra","BSV1","4D","Chardonnay","2017",4,"29","budburst","2017-4-29","119"
"Arterra","BSV1","4G","Cabernet Franc","2017",4,"30","budburst","2017-4-30","120"
"Arterra","BSV1","5A","Merlot","2017",4,"30","budburst","2017-4-30","120"
"Arterra","BSV1","5B1","Malbec","2017",5,"06","budburst","2017-5-06","126"
"Arterra","BSV1","5B2","Zinfandel","2017",5,"07","budburst","2017-5-07","127"
"Arterra","BSV1","5B3","Tempranillo","2017",5,"05","budburst","2017-5-05","125"
"Arterra","BSV1","5C","Chardonnay","2017",4,"29","budburst","2017-4-29","119"
"Arterra","BSV2","A","Shiraz","2017",4,"29","budburst","2017-4-29","119"
"Arterra","BSV2","A2","Cabernet Franc","2017",4,"29","budburst","2017-4-29","119"
"Arterra","BSV2","B","Merlot","2017",5,"03","budburst","2017-5-03","123"
"Arterra","BSV2","C","Shiraz","2017",5,"01","budburst","2017-5-01","121"
"Arterra","BSV2","D","Cabernet Sauvignon","2017",5,"06","budburst","2017-5-06","126"
"Arterra","BSV2","E","Merlot","2017",5,"03","budburst","2017-5-03","123"
"Arterra","Bullpine","A","Merlot","2017",5,"03","budburst","2017-5-03","123"
"Arterra","Bullpine","B","Merlot","2017",5,"03","budburst","2017-5-03","123"
"Arterra","Bullpine","C","Merlot","2017",5,"02","budburst","2017-5-02","122"
"Arterra","Bullpine","D","Merlot","2017",5,"03","budburst","2017-5-03","123"
"Arterra","Bullpine","E","Shiraz","2017",5,"03","budburst","2017-5-03","123"
"Arterra","Bullpine","F","Merlot","2017",5,"03","budburst","2017-5-03","123"
"Arterra","Bullpine","G","Merlot","2017",5,"03","budburst","2017-5-03","123"
"Arterra","Bullpine","H","Shiraz","2017",5,"03","budburst","2017-5-03","123"
"Arterra","Bullpine","I","Viognier","2017",5,"03","budburst","2017-5-03","123"
"Arterra","Bullpine","J","Merlot","2017",5,"03","budburst","2017-5-03","123"
"Arterra","Bullpine","K","Merlot","2017",5,"03","budburst","2017-5-03","123"
"Arterra","Bullpine","L","Shiraz","2017",5,"03","budburst","2017-5-03","123"
"Arterra","Bullpine","N","Pinot Noir","2017",5,"04","budburst","2017-5-04","124"
"Arterra","Bullpine","O","Merlot","2017",5,"03","budburst","2017-5-03","123"
"Arterra","Bullpine","P","Cabernet Sauvignon","2017",5,"03","budburst","2017-5-03","123"
"Arterra","Bullpine","R","Cabernet Sauvignon","2017",5,"03","budburst","2017-5-03","123"
"Arterra","Bullpine","S","Cabernet Sauvignon","2017",5,"03","budburst","2017-5-03","123"
"Arterra","Bullpine","T","Cabernet Sauvignon","2017",5,"03","budburst","2017-5-03","123"
"Arterra","Bullpine","U","Merlot","2017",5,"02","budburst","2017-5-02","122"
"Arterra","Bullpine","V","Cabernet Sauvignon","2017",5,"03","budburst","2017-5-03","123"
"Arterra","Bullpine","W","Cabernet Sauvignon","2017",5,"03","budburst","2017-5-03","123"
"Arterra","Bullpine","X","Pinot Noir","2017",5,"05","budburst","2017-5-05","125"
"Arterra","Bullpine","Y","Sauvignon Blanc","2017",5,"03","budburst","2017-5-03","123"
"Arterra","Bullpine","Z1","Merlot","2017",5,"03","budburst","2017-5-03","123"
"Arterra","Bullpine","Z2","Shiraz","2017",5,"03","budburst","2017-5-03","123"
"Arterra","Dark_Horse","A","Tempranillo","2017",4,"29","budburst","2017-4-29","119"
"Arterra","Dark_Horse","B","Chardonnay","2017",4,"29","budburst","2017-4-29","119"
"Arterra","Dark_Horse","C","Cabernet Sauvignon","2017",4,"30","budburst","2017-4-30","120"
"Arterra","Dark_Horse","D","Cabernet Franc","2017",4,"29","budburst","2017-4-29","119"
"Arterra","Dark_Horse","E","Chardonnay","2017",4,"29","budburst","2017-4-29","119"
"Arterra","Dark_Horse","F","Merlot","2017",4,"30","budburst","2017-4-30","120"
"Arterra","Dark_Horse","G","Pinot Noir","2017",5,"02","budburst","2017-5-02","122"
"Arterra","Dark_Horse","H","Riesling","2017",5,"01","budburst","2017-5-01","121"
"Arterra","Dark_Horse","I","Pinot Blanc","2017",5,"03","budburst","2017-5-03","123"
"Arterra","Dark_Horse","J","Merlot","2017",5,"01","budburst","2017-5-01","121"
"Arterra","Dark_Horse","K","Merlot","2017",4,"30","budburst","2017-4-30","120"
"Arterra","Dark_Horse","L","Muscat","2017",5,"01","budburst","2017-5-01","121"
"Arterra","Dark_Horse","M","Marsanne","2017",5,"03","budburst","2017-5-03","123"
"Arterra","Dark_Horse","N","Chardonnay","2017",5,"01","budburst","2017-5-01","121"
"Arterra","Driver","1","Merlot","2017",4,"29","budburst","2017-4-29","119"
"Arterra","Driver","2","Merlot","2017",4,"29","budburst","2017-4-29","119"
"Arterra","Driver","3","Shiraz","2017",4,"26","budburst","2017-4-26","116"
"Arterra","Fairbrother","1","Merlot","2017",5,"02","budburst","2017-5-02","122"
"Arterra","Fairbrother","2","Merlot","2017",5,"02","budburst","2017-5-02","122"
"Arterra","Fairbrother ","3","Merlot","2017",5,"02","budburst","2017-5-02","122"
"Arterra","HMV","A","Fallow","2017",5,"05","budburst","2017-5-05","125"
"Arterra","HMV","B","Fallow","2017",5,"04","budburst","2017-5-04","124"
"Arterra","HMV","D","Fallow","2017",5,"05","budburst","2017-5-05","125"
"Arterra","HMV","E","Fallow","2017",5,"04","budburst","2017-5-04","124"
"Arterra","HMV","F1","Chardonnay","2017",5,"04","budburst","2017-5-04","124"
"Arterra","HMV","F2","Chardonnay","2017",5,"04","budburst","2017-5-04","124"
"Arterra","HMV","G1","Gewurtztraminer","2017",5,"03","budburst","2017-5-03","123"
"Arterra","HMV","G2","Gewurtztraminer","2017",5,"03","budburst","2017-5-03","123"
"Arterra","HMV","H","Chardonnay","2017",5,"04","budburst","2017-5-04","124"
"Arterra","HMV","J","Chardonnay","2017",5,"04","budburst","2017-5-04","124"
"Arterra","HMV","K","Gewurtztraminer","2017",5,"05","budburst","2017-5-05","125"
"Arterra","HMV","N","Gamay Noir","2017",5,"05","budburst","2017-5-05","125"
"Arterra","HMV","O","Pinot Noir","2017",5,"05","budburst","2017-5-05","125"
"Arterra","HMV","P","Gewurtztraminer","2017",5,"05","budburst","2017-5-05","125"
"Arterra","HMV","Q","Gewurtztraminer","2017",5,"05","budburst","2017-5-05","125"
"Arterra","HMV","R","Pinot Blanc","2017",5,"08","budburst","2017-5-08","128"
"Arterra","HMV","S","Gewurtztraminer","2017",5,"05","budburst","2017-5-05","125"
"Arterra","HMV","T","Gewurtztraminer","2017",5,"05","budburst","2017-5-05","125"
"Arterra","Jentsch","B","Pinot Noir","2017",5,"05","budburst","2017-5-05","125"
"Arterra","Jentsch","E","Cabernet Franc","2017",5,"02","budburst","2017-5-02","122"
"Arterra","Larose","Souto - 1","Cabernet Franc","2017",5,"04","budburst","2017-5-04","124"
"Arterra","Larose","Souto - 2","Merlot","2017",5,"05","budburst","2017-5-05","125"
"Arterra","Larose","Souto - 3","Merlot","2017",5,"02","budburst","2017-5-02","122"
"Arterra","Larose","Souto - 4","Merlot","2017",5,"04","budburst","2017-5-04","124"
"Arterra","Larose","Souto - 5","Cabernet Sauvignon","2017",5,"03","budburst","2017-5-03","123"
"Arterra","Larose","Souto - 6","Cabernet Sauvignon","2017",5,"03","budburst","2017-5-03","123"
"Arterra","Larose","Souto - 7","Cabernet Sauvignon","2017",5,"04","budburst","2017-5-04","124"
"Arterra","Larose","Thompson - 1","Petit Verdot","2017",4,"30","budburst","2017-4-30","120"
"Arterra","Larose","Thompson - 3","Merlot","2017",5,"02","budburst","2017-5-02","122"
"Arterra","Larose","Thompson - 5","Merlot","2017",5,"02","budburst","2017-5-02","122"
"Arterra","McIntyre","E","Sauvignon Blanc","2017",4,"29","budburst","2017-4-29","119"
"Arterra","McIntyre","F","Sauvignon Blanc","2017",4,"26","budburst","2017-4-26","116"
"Arterra","McIntyre","G","Gewurtztraminer","2017",4,"26","budburst","2017-4-26","116"
"Arterra","McIntyre","H","Pinot Gris","2017",4,"24","budburst","2017-4-24","114"
"Arterra","McIntyre","J","Chardonnay","2017",4,"29","budburst","2017-4-29","119"
"Arterra","McIntyre","K","Petit Verdot","2017",4,"26","budburst","2017-4-26","116"
"Arterra","McIntyre","L","Malbec","2017",4,"29","budburst","2017-4-29","119"
"Arterra","NK_MIP","A","Merlot","2017",5,"06","budburst","2017-5-06","126"
"Arterra","NK_MIP","B","Cabernet Sauvignon","2017",5,"04","budburst","2017-5-04","124"
"Arterra","NK_MIP","C","Shiraz","2017",5,"08","budburst","2017-5-08","128"
"Arterra","NK_MIP","D","Cabernet Franc","2017",5,"08","budburst","2017-5-08","128"
"Arterra","NK_MIP","E","Merlot","2017",5,"04","budburst","2017-5-04","124"
"Arterra","NK_MIP","F","Shiraz","2017",5,"03","budburst","2017-5-03","123"
"Arterra","NK_MIP","G","Merlot","2017",5,"08","budburst","2017-5-08","128"
"Arterra","Perfect Hedge","A","Viognier","2017",5,"08","budburst","2017-5-08","128"
"Arterra","Perfect Hedge","B","Malbec","2017",5,"05","budburst","2017-5-05","125"
"Arterra","Perfect Hedge","C","Shiraz","2017",5,"08","budburst","2017-5-08","128"
"Arterra","Perfect Hedge","D","Merlot","2017",5,"05","budburst","2017-5-05","125"
"Arterra","Perfect Hedge","E","Cabernet Sauvignon","2017",5,"08","budburst","2017-5-08","128"
"Arterra","Plut","A","Chardonnay","2017",5,"08","budburst","2017-5-08","128"
"Arterra","Plut","B","Pinot Gris","2017",5,"08","budburst","2017-5-08","128"
"Arterra","Plut","C","Malbec","2017",5,"08","budburst","2017-5-08","128"
"Arterra","Plut","D","Petit Verdot","2017",5,"08","budburst","2017-5-08","128"
"Arterra","Plut","G","Merlot","2017",5,"08","budburst","2017-5-08","128"
"Arterra","Plut","H","Merlot","2017",5,"08","budburst","2017-5-08","128"
"Arterra","Sumac","A","Gewurtztraminer","2017",5,"05","budburst","2017-5-05","125"
"Arterra","Thomas","B","Chardonnay","2017",5,"03","budburst","2017-5-03","123"
"Arterra","Thomas","C","Pinot Gris","2017",5,"05","budburst","2017-5-05","125"
"Arterra","Thomas","D","Pinot Gris","2017",5,"03","budburst","2017-5-03","123"
"Arterra","Thomas","E","Chardonnay","2017",5,"02","budburst","2017-5-02","122"
"Arterra","Thomas","F","Chardonnay","2017",5,"03","budburst","2017-5-03","123"
"Arterra","Thomas","G","Pinot Gris","2017",5,"04","budburst","2017-5-04","124"
"Arterra","Thomas","H","Pinot Gris","2017",5,"03","budburst","2017-5-03","123"
"Arterra","Thomas","I","Chardonnay","2017",5,"05","budburst","2017-5-05","125"
"Arterra","Thomas","J","Pinot Gris","2017",5,"05","budburst","2017-5-05","125"
"Arterra","Thomas","L","Chardonnay","2017",5,"05","budburst","2017-5-05","125"
"Arterra","Thomas","M","Viognier","2017",5,"04","budburst","2017-5-04","124"
"Arterra","Thomas","N","Viognier","2017",5,"06","budburst","2017-5-06","126"
"Arterra","Thomas","O","Pinot Gris","2017",5,"06","budburst","2017-5-06","126"
"Arterra","Thomas","P","Pinot Gris","2017",5,"04","budburst","2017-5-04","124"
"Arterra","Thomas","Q","Pinot Gris","2017",5,"04","budburst","2017-5-04","124"
"Arterra","Bearcub","A","Shiraz","2016",4,"08","budburst","2016-4-08","099"
"Arterra","Bearcub","B","Cabernet Sauvignon","2016",4,"16","budburst","2016-4-16","107"
"Arterra","Bearcub","C","Cabernet Sauvignon","2016",4,"16","budburst","2016-4-16","107"
"Arterra","Bearcub","D","Cabernet Sauvignon","2016",4,"16","budburst","2016-4-16","107"
