Location,Task Summary,Work Orders,Asset Number,Asset Identifier,Task Date,Recorded By,Stage,Date of Observation,Other observations,Proof,Asset Class,Asset Category,Asset Type,Project Identifier,Active,Active Date
FALSE,TRUE,FALSE,33841323548,"Pfliger, Brett • 3218 • 0",8/21/2019 12:22:29 PM,brett.sfevine,3,8/21/2019,,00000000-0000-0000-0000-000000000000,Admin / Staff,Staff,Employees Hourly / Salary,,TRUE,7/2/2019
TRUE,TRUE,FALSE,50020190030,8-7 Mannhardt,8/21/2019 12:00:47 PM,brett.sfevine,3,8/21/2019,,3951e0e5-902c-4e08-bb14-cf9be7b36a5b,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190031,8-8 Mannhardt,8/21/2019 11:51:21 AM,brett.sfevine,3,8/21/2019,,899ad091-4887-4ccd-a3f2-3a98e1789599,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190032,8-9 Mannhardt,8/21/2019 11:46:17 AM,brett.sfevine,3,8/21/2019,,ea9c898c-954d-4370-9dde-869a0165a5c6,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190033,8-10 Mannhardt,8/21/2019 11:41:56 AM,brett.sfevine,3,8/21/2019,,0f413aa2-f4b3-48d5-bd7f-1f75df81dcf5,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190023,7-5 Mannhardt,8/21/2019 11:36:45 AM,brett.sfevine,3,8/21/2019,,26e7ecac-f60f-4e9c-8729-d6a2e3d0e34d,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190022,7-4 Mannhardt,8/21/2019 11:32:10 AM,brett.sfevine,3,8/21/2019,,b3241ea2-0286-4c56-beeb-fd17f0d4865c,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190095,5-5 Estate Upper,8/21/2019 10:53:15 AM,brett.sfevine,3,8/21/2019,,cb8d8fcc-82ae-4056-b05e-dc5da92ba078,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190096,5-6 Estate Upper,8/21/2019 10:42:32 AM,brett.sfevine,3,8/21/2019,,a2a5b8bc-ff89-4c58-b3ab-38e7a07b0375,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190101,6-2 Estate,8/21/2019 10:26:32 AM,brett.sfevine,3,8/21/2019,,251b2cfe-a1e8-4edb-90a0-eef8c1f5388e,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190100,6-1 Estate,8/21/2019 10:19:26 AM,brett.sfevine,3,8/21/2019,,d62ca0ed-e4c9-45de-b36a-d61ba6dd8882,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190081,4-11 Estate,8/21/2019 10:11:39 AM,brett.sfevine,3,8/21/2019,,44f8e4ae-6e02-47e3-8990-e847e744e283,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190080,4-10 Estate,8/21/2019 10:02:15 AM,brett.sfevine,3,8/21/2019,,1727df8b-2594-4d86-80ad-da10328f90fb,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190089,4-9 Estate,8/21/2019 9:55:05 AM,brett.sfevine,3,8/21/2019,,8dbf2ca5-4ddf-4bdc-ac63-ef0ac23706c7,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190088,4-8 Estate,8/21/2019 9:49:28 AM,brett.sfevine,3,8/21/2019,,5a968992-e12d-4ee6-9eb4-024d1f03fbc2,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190077,3-7 Estate,8/21/2019 9:44:12 AM,brett.sfevine,3,8/21/2019,,a743ae77-3079-40cb-b009-2cd9af9e3b20,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190085,4-5 Estate,8/21/2019 9:37:37 AM,brett.sfevine,3,8/21/2019,,eabd851f-a792-47fd-a200-76d5a23ae65c,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190073,3-3 Estate,8/21/2019 9:33:04 AM,brett.sfevine,3,8/21/2019,,05647a20-2168-45d2-9e0b-b92de9ef51b3,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190087,4-7 Estate,8/21/2019 8:51:19 AM,brett.sfevine,3,8/21/2019,,2ab1da96-7fe5-4280-bfcc-76bb9949d75a,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190086,4-6 Estate,8/21/2019 8:42:59 AM,brett.sfevine,3,8/21/2019,,10bb1bd4-da86-4f70-9be8-ee3d0778d7d7,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190084,4-4 Estate,8/21/2019 8:26:16 AM,brett.sfevine,3,8/21/2019,,51fbffe5-5ef6-4b16-89d2-118b1dcfa488,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190083,4-3 Estate,8/21/2019 8:16:26 AM,brett.sfevine,3,8/21/2019,,dbfbc5e4-b3f6-44be-9f3e-4be962bc9b30,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190082,4-2 Estate,8/21/2019 8:03:12 AM,brett.sfevine,3,8/21/2019,,17a79f51-a919-4270-a34f-58fe53f932db,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190078,3-8 Estate,8/21/2019 7:52:58 AM,brett.sfevine,3,8/21/2019,,8a53a732-d5df-4dc4-9018-9f2d489235f1,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190075,3-5 Estate,8/21/2019 7:34:43 AM,brett.sfevine,3,8/21/2019,,ef9a7779-39a0-4f08-be2b-13c067a01d9e,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190072,3-2 Estate,8/21/2019 7:13:55 AM,brett.sfevine,3,8/21/2019,,019b07c5-8700-4bf4-b8f8-2913912cfecf,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190071,3-1 Estate,8/21/2019 7:01:24 AM,brett.sfevine,3,8/21/2019,,8ce8ace5-14d8-4f6b-b84c-a247072a0aaf,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
FALSE,TRUE,FALSE,94041807682,"Athwal, Steven • 3185 • 0",8/15/2019 1:49:13 PM,sathwal.sfevine,3,8/14/2019,80% F3 B3 PN,4a932d7a-8e1b-448a-bbdf-2efa0e0b2a63,Admin / Staff,Staff,Employees Hourly / Salary,,TRUE,6/5/2019
FALSE,TRUE,FALSE,94041807682,"Athwal, Steven • 3185 • 0",8/15/2019 12:57:53 PM,sathwal.sfevine,3,8/15/2019,50% F8 B9 PN,bd53e334-bc18-4c45-9cc7-2bc0762b30f0,Admin / Staff,Staff,Employees Hourly / Salary,,TRUE,6/5/2019
FALSE,TRUE,FALSE,94041807682,"Athwal, Steven • 3185 • 0",8/15/2019 11:36:41 AM,sathwal.sfevine,3,8/15/2019,10% F8 B10 PN,5fe4fa34-1b61-4430-be82-0c5139216550,Admin / Staff,Staff,Employees Hourly / Salary,,TRUE,6/5/2019
FALSE,TRUE,FALSE,94041807682,"Athwal, Steven • 3185 • 0",8/15/2019 11:28:51 AM,sathwal.sfevine,3,8/15/2019,10%,04953748-967a-4ec4-9843-8700b8c14e56,Admin / Staff,Staff,Employees Hourly / Salary,,TRUE,6/5/2019
TRUE,TRUE,FALSE,50020190048,3 Patricia,6/21/2019 8:59:46 AM,trevor.sfevine,2,6/17/2019,,53c7240e-1d43-40d8-93b1-baa8bc9a83ac,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190047,2 Patricia,6/21/2019 8:59:25 AM,trevor.sfevine,2,6/17/2019,,6c4ba5b3-88f1-4418-bd47-7fd6e98412d2,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
FALSE,TRUE,FALSE,50020190244,4-4 Stewart Family Estates,6/21/2019 8:40:21 AM,trevor.sfevine,2,6/12/2019,,653b0b34-87b5-412b-af1a-58de8d2ab60c,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,3/12/2019
FALSE,TRUE,FALSE,50020190265,6-5 Stewart Family Estates,6/21/2019 8:40:05 AM,trevor.sfevine,2,6/12/2019,,50cf9ff1-a9d1-42bc-8c91-250f91405aac,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,3/12/2019
FALSE,TRUE,FALSE,50020190263,6-3 Stewart Family Estates,6/21/2019 8:39:45 AM,trevor.sfevine,2,6/12/2019,,f06aa84b-f3f6-4dc1-9205-53165fd13470,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,3/12/2019
FALSE,TRUE,FALSE,50020190252,5-2 Stewart Family Estates,6/21/2019 8:32:02 AM,trevor.sfevine,2,6/18/2019,,7afdcff9-36ed-4f01-a129-692ab957fb97,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,3/12/2019
FALSE,TRUE,FALSE,50020190235,3-5 Stewart Family Estates,6/21/2019 8:29:46 AM,trevor.sfevine,2,6/16/2019,,65a0c6f3-70c3-46f6-b126-44e95197c162,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,3/12/2019
FALSE,TRUE,FALSE,50020190223,2-3 Stewart Family Estates,6/21/2019 8:27:47 AM,trevor.sfevine,2,6/13/2019,,1e38a647-5236-4070-8e34-74af316834bb,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,3/12/2019
FALSE,TRUE,FALSE,50020190233,3-3 Stewart Family Estates,6/21/2019 8:26:54 AM,trevor.sfevine,2,6/13/2019,,4c4e51a9-4e47-4095-a9cf-9194bb21c6cb,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,3/12/2019
FALSE,TRUE,FALSE,50020190222,2-2 Stewart Family Estates,6/21/2019 8:24:58 AM,trevor.sfevine,2,6/13/2019,,090b5fba-dd99-4d86-9ab5-257077de232f,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,3/12/2019
FALSE,TRUE,FALSE,50020190232,3-2 Stewart Family Estates • 0.926,6/21/2019 8:23:54 AM,trevor.sfevine,2,6/13/2019,,4b450337-c93a-4e7f-8d39-9bc7d94202c1,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,3/12/2019
FALSE,TRUE,FALSE,50020190221,2-1 Stewart Family Estates,6/21/2019 8:20:57 AM,trevor.sfevine,2,6/14/2019,,a58a0b13-405a-4af2-82d1-a03c78d3b847,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,3/12/2019
FALSE,TRUE,FALSE,50020190211,1-1 Stewart Family Estates,6/21/2019 8:18:55 AM,trevor.sfevine,2,6/15/2019,,32262eb2-ffc0-4a14-aed6-bf4daaff1630,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,3/12/2019
FALSE,TRUE,FALSE,50020190214,1-4 Stewart Family Estates,6/21/2019 8:18:27 AM,trevor.sfevine,2,6/15/2019,,869acc23-587e-4818-acf0-e5d7b0b448ae,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,3/12/2019
FALSE,TRUE,FALSE,50020190214,1-4 Stewart Family Estates,6/21/2019 8:16:49 AM,trevor.sfevine,2,6/16/2019,,d6a4c1b1-2e00-434c-8e29-5bd34460c30c,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,3/12/2019
FALSE,TRUE,FALSE,50020190216,1-6 Stewart Family Estates,6/21/2019 8:15:00 AM,trevor.sfevine,2,6/16/2019,,2cf4642f-d07b-4dd4-affc-a0264c836e8d,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,3/12/2019
FALSE,TRUE,FALSE,50020190212,1-2 Stewart Family Estates,6/21/2019 8:13:42 AM,trevor.sfevine,2,6/21/2019,,9fc33f4a-e15e-4a42-9244-531408234086,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,3/12/2019
TRUE,TRUE,FALSE,50020190101,6-2 Estate,6/14/2019 1:21:39 PM,judy.sfevine,2,6/14/2019,,257a6a3f-025f-4191-9115-2acb0b5e6e2b,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190100,6-1 Estate,6/14/2019 1:20:56 PM,judy.sfevine,2,6/14/2019,,ad3523d3-6dc0-4f41-9750-2cb1f1a1e483,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190070,2-9 Estate,6/14/2019 1:16:00 PM,judy.sfevine,2,6/14/2019,,2e7fee06-9482-4e41-8fff-dba7db328006,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190069,2-8 Estate,6/14/2019 1:14:39 PM,judy.sfevine,2,6/14/2019,,f2d9c6b9-c510-4e71-a87e-f6c85445bd19,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190068,2-7 Estate,6/14/2019 1:13:31 PM,judy.sfevine,2,6/14/2019,,d6d245fb-221f-45e8-9f7d-06d0c6fcd61e,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190064,2-3 Estate,6/14/2019 1:10:42 PM,judy.sfevine,2,6/14/2019,,ef559d12-04c5-493b-b10f-be2d71903ad2,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190061,1-7 Estate,6/14/2019 1:08:17 PM,judy.sfevine,2,6/14/2019,,d42768ce-edcf-4f60-8faa-29fff5bad247,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190060,1-6 Estate,6/14/2019 1:05:50 PM,judy.sfevine,2,6/14/2019,,e8740312-146f-4870-92bb-ed752dbfce3b,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190063,2-2 Estate,6/14/2019 1:04:16 PM,judy.sfevine,2,6/14/2019,,fc682c29-70e0-4f25-9e46-a6bda077612f,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190062,2-1 Estate,6/14/2019 1:00:58 PM,judy.sfevine,2,6/14/2019,,4b6cfe0d-6b4b-49ff-bc4d-7e6d351e708a,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190058,1-4 Estate • 2.300,6/14/2019 1:00:02 PM,judy.sfevine,2,6/14/2019,,378139d0-79de-45f6-8005-ee6b19e849e1,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190313,2-1 Beaumont,6/14/2019 11:36:14 AM,judy.sfevine,2,6/14/2019,,f2201d02-07dd-4910-8bf7-654128a31295,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,2/28/2019
TRUE,TRUE,FALSE,50020190314,2-2 Beaumont,6/14/2019 11:32:51 AM,judy.sfevine,2,6/14/2019,,576af80b-4609-47db-be42-8dccbcdeeba4,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,2/28/2019
TRUE,TRUE,FALSE,50020190021,7-3 Mannhardt,6/14/2019 11:13:12 AM,judy.sfevine,2,6/14/2019,,4692b6cd-0cf2-4f0c-b0ce-a24b8a86b867,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190029,8-6 Mannhardt,6/14/2019 10:00:49 AM,judy.sfevine,2,6/14/2019,,d06af821-5730-4132-981b-26f261a33e7e,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190028,8-5 Mannhardt,6/14/2019 9:58:35 AM,judy.sfevine,2,6/14/2019,,4bcf477f-932f-49b4-a664-2781214a8af1,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190019,7-1 Mannhardt,6/14/2019 9:55:18 AM,judy.sfevine,2,6/14/2019,,c187d321-ab8a-447a-9677-d351cea92bee,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190020,7-2 Mannhardt,6/14/2019 9:53:29 AM,judy.sfevine,2,6/14/2019,,0a27ead2-0cf6-4267-8c5a-3bf5e389c8aa,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190038,9-5 Mannhardt,6/14/2019 9:45:54 AM,judy.sfevine,2,6/14/2019,,d4cc57f4-bf68-4fdc-b9ea-fe3da77c3786,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190037,9-4 Mannhardt,6/14/2019 9:45:08 AM,judy.sfevine,2,6/14/2019,,e638ca4c-bb68-4099-ba9d-b0f038008271,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190035,9-2 Mannhardt,6/14/2019 9:41:04 AM,judy.sfevine,2,6/14/2019,,63e41750-66d4-4243-8f26-95af0a65955f,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190036,9-3 Mannhardt,6/14/2019 9:40:10 AM,judy.sfevine,2,6/14/2019,,c0704a45-4662-4cf6-a2ac-1da4e9908f3c,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190024,8-1 Mannhardt,6/14/2019 9:38:30 AM,judy.sfevine,2,6/14/2019,,f3872f85-889f-4cd8-b61f-298e59fc3018,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190025,8-2 Mannhardt,6/14/2019 9:35:27 AM,judy.sfevine,2,6/14/2019,,0dce9038-7391-4bb7-9a08-91c410048e42,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
FALSE,TRUE,FALSE,68050209664,Beaumont • 1-0 Beaumont,6/13/2019 3:10:38 PM,judy.sfevine,2,6/13/2019,,b1166cf9-609f-4137-9626-82f1986b36c7,Follow The Wine,01 Field Locations,Quails Gate Fields,,TRUE,4/30/2019
TRUE,TRUE,FALSE,50020190320,Banducci • 0 Banducci,6/13/2019 1:17:46 PM,judy.sfevine,2,6/13/2019,,a37a38e0-71e6-43e4-aec2-a89864b82e8f,Follow The Wine,01 Field Locations,Quails Gate Fields,,TRUE,2/21/2019
TRUE,TRUE,FALSE,50020190017,2 Illig,6/13/2019 1:06:32 PM,judy.sfevine,2,6/13/2019,,0c05c52a-eb41-494d-9795-4df4cb69d553,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190026,8-3 Mannhardt,6/12/2019 1:41:52 PM,judy.sfevine,2,6/12/2019,,394b801f-e486-4a9c-b7b3-bd6a3e1eac04,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190016,1 Illig,6/12/2019 11:15:54 AM,judy.sfevine,2,6/12/2019,,c0e5c477-044f-4966-a574-10e93df7ce6d,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190098,5-8 Estate,6/12/2019 6:58:12 AM,judy.sfevine,2,6/12/2019,,b01bc27e-e815-4575-996f-000420c57ccf,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190060,1-6 Estate,6/11/2019 7:10:35 AM,judy.sfevine,2,6/11/2019,,fe8d8481-2171-4b40-88df-a0f7b0f71901,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190059,1-5 Estate,6/11/2019 7:05:56 AM,judy.sfevine,2,6/11/2019,,2e2bc6d6-bab1-4b9d-8d72-1afb00dca531,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190057,1-3 Estate • 0.931,6/11/2019 7:00:25 AM,judy.sfevine,2,6/11/2019,,d26f1602-65be-4989-afb7-033733e6b485,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190055,1-2 Estate • 0.531,6/11/2019 6:57:06 AM,judy.sfevine,2,6/11/2019,,2e24898e-67ce-4ff5-9f2c-9e61232f74d0,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190083,4-3 Estate,6/10/2019 1:46:03 PM,judy.sfevine,2,6/10/2019,,f5b1f7c8-37b4-4b5a-88b6-62a712bc776d,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190082,4-2 Estate,6/10/2019 1:44:12 PM,judy.sfevine,2,6/10/2019,,7ac284cb-298e-4df0-953f-48cb3ae5d70b,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190071,3-1 Estate,6/10/2019 1:40:44 PM,judy.sfevine,2,6/10/2019,,c3f483bf-653e-4ec3-8691-9ab7aba8b6b3,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190073,3-3 Estate,6/10/2019 1:38:20 PM,judy.sfevine,2,6/10/2019,,ae7bced5-937a-440d-b10d-ae1630a54fa5,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190078,3-8 Estate,6/10/2019 1:30:06 PM,judy.sfevine,2,6/10/2019,,36f9899e-a0fa-4de0-a216-0fd1d5d5a3e2,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190077,3-7 Estate,6/10/2019 1:28:31 PM,judy.sfevine,2,6/10/2019,,cda38090-ce99-4b6d-a2d5-35e3fc30b173,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190076,3-6 Estate,6/10/2019 1:26:29 PM,judy.sfevine,2,6/10/2019,,d1fb0f3f-0af7-4acf-8842-e5007ee93e83,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190075,3-5 Estate,6/10/2019 1:25:20 PM,judy.sfevine,2,6/10/2019,,56b3738f-9e86-42b2-879e-1226920e57a8,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190074,3-4 Estate,6/10/2019 1:22:14 PM,judy.sfevine,2,6/10/2019,,ea3cf436-2450-4bf5-afa9-3885a7e4b4f4,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190089,4-9 Estate,6/10/2019 10:49:26 AM,judy.sfevine,2,6/10/2019,,c4f7e73c-5ffb-42d2-9539-dce766dc06d3,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190088,4-8 Estate,6/10/2019 10:47:54 AM,judy.sfevine,2,6/10/2019,,af696738-3aeb-449f-99ce-da80a9525df5,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190087,4-7 Estate,6/10/2019 10:43:28 AM,judy.sfevine,2,6/10/2019,,85936000-4585-4690-b88d-d4e04ce2b122,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190085,4-5 Estate,6/10/2019 10:41:07 AM,judy.sfevine,2,6/10/2019,,01084ddb-9bc9-47b3-863d-f41fd73bc80f,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190086,4-6 Estate,6/10/2019 10:39:57 AM,judy.sfevine,2,6/10/2019,,9834e143-7be7-4eb7-9df1-121da8937beb,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190030,8-7 Mannhardt,6/10/2019 8:59:22 AM,judy.sfevine,2,6/10/2019,,c423f18d-9515-4e26-84f5-f9c142e06f21,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190031,8-8 Mannhardt,6/10/2019 8:56:06 AM,judy.sfevine,2,6/10/2019,,a30ddb8a-1518-4102-9a89-06c185c7a015,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190032,8-9 Mannhardt,6/10/2019 8:52:54 AM,judy.sfevine,2,6/10/2019,,1a9c8175-730e-4e95-800e-315489ad5b60,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190033,8-10 Mannhardt,6/10/2019 8:49:55 AM,judy.sfevine,2,6/10/2019,,3760b3d9-c8fc-479e-9cc6-cb8195f019d6,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190023,7-5 Mannhardt,6/10/2019 8:48:15 AM,judy.sfevine,2,6/10/2019,,9dba68ba-e577-4e5f-bb24-4eab88b559b0,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190022,7-4 Mannhardt,6/10/2019 8:44:15 AM,judy.sfevine,2,6/10/2019,,234f39e9-6866-4fa5-8ecb-f316850f0cf4,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190027,8-4 Mannhardt,6/10/2019 8:40:15 AM,judy.sfevine,2,6/10/2019,,c280f7e4-49ca-40de-8be3-3a39572f91b1,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190080,4-10 Estate,6/10/2019 7:34:25 AM,judy.sfevine,2,6/10/2019,,e55cea52-71fe-42ef-b012-e1aff35024b8,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190081,4-11 Estate,6/10/2019 7:31:06 AM,judy.sfevine,2,6/10/2019,,21cc7cf0-2ad2-408d-8d81-2b8130730291,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
